temperature_c,mass_fraction,dtg
25.00,1.001171,0.014963
25.44,0.994622,0.000699
25.88,1.000560,-0.008752
26.31,1.002284,0.000155
26.75,1.000424,0.011763
27.19,0.991987,0.000219
27.63,1.000232,-0.005033
28.06,0.996393,0.004741
28.50,0.996081,-0.001860
28.94,0.998020,-0.003862
29.38,0.999462,0.000424
29.81,0.997650,-0.004360
30.25,1.003279,-0.001750
30.69,0.999182,0.006147
31.13,0.997897,-0.002002
31.57,1.000934,0.000739
32.00,0.997250,0.001550
32.44,0.999577,-0.000634
32.88,0.997806,0.005250
33.32,0.994981,-0.005726
33.75,1.002819,-0.007977
34.19,1.001964,0.007465
34.63,0.996283,0.006196
35.07,0.996540,0.000339
35.51,0.995986,0.001221
35.94,0.995471,-0.001641
36.38,0.997423,0.001332
36.82,0.994305,-0.004097
37.26,1.001009,-0.007959
37.69,1.001273,0.005094
38.13,0.996550,0.002655
38.57,0.998948,-0.005838
39.01,1.001661,0.003056
39.44,0.996273,0.001041
39.88,1.000749,-0.005678
40.32,1.001243,-0.003145
40.76,1.003503,0.002950
41.20,0.998661,0.000539
41.63,1.003031,0.004892
42.07,0.994379,0.004220
42.51,0.999336,-0.000807
42.95,0.995085,0.005975
43.38,0.994105,-0.000867
43.82,0.995844,-0.001219
44.26,0.995173,-0.003503
44.70,0.998910,-0.003525
45.14,0.998259,0.000786
45.57,0.998222,-0.002363
46.01,1.000328,0.001135
46.45,0.997229,0.006416
46.89,0.994711,0.000790
47.32,0.996537,0.001557
47.76,0.993348,0.000556
48.20,0.996051,-0.000373
48.64,0.993675,0.004485
49.07,0.992125,-0.000138
49.51,0.993796,-0.000760
49.95,0.992790,-0.002225
50.39,0.995744,-0.006776
50.83,0.998722,0.002755
51.26,0.993332,0.003465
51.70,0.995689,0.001516
52.14,0.992005,0.000823
52.58,0.994968,0.002828
53.01,0.989529,0.002397
53.45,0.992870,-0.003503
53.89,0.992596,0.005929
54.33,0.987679,-0.005769
54.76,0.997646,-0.006487
55.20,0.993358,0.003664
55.64,0.994439,0.000906
56.08,0.992565,-0.001142
56.52,0.995438,-0.006082
56.95,0.997889,0.000453
57.39,0.995041,0.004669
57.83,0.993801,0.003612
58.27,0.991879,-0.000273
58.70,0.994040,0.003430
59.14,0.988876,0.001494
59.58,0.992732,-0.005487
60.02,0.993680,0.001721
60.46,0.991226,-0.001334
60.89,0.994848,-0.007729
61.33,0.997992,0.012111
61.77,0.984245,0.005031
62.21,0.993587,-0.015600
62.64,0.997902,0.002825
63.08,0.991114,0.010478
63.52,0.988729,0.000165
63.96,0.990970,-0.002170
64.39,0.990628,0.000205
64.83,0.990791,-0.002674
65.27,0.992970,0.005798
65.71,0.985715,0.002331
66.15,0.990929,-0.000633
66.58,0.986268,-0.001623
67.02,0.992350,-0.007078
67.46,0.992465,-0.001070
67.90,0.993287,-0.000175
68.33,0.992618,0.006564
68.77,0.987540,0.004705
69.21,0.988499,-0.005833
69.65,0.992646,-0.001443
70.09,0.989762,0.001009
70.52,0.991763,0.004896
70.96,0.985476,-0.001537
71.40,0.993109,-0.002923
71.84,0.988034,0.009052
72.27,0.985184,0.000877
72.71,0.987266,-0.000758
73.15,0.985848,0.003837
73.59,0.983907,0.004349
74.02,0.982041,0.000900
74.46,0.983119,-0.005248
74.90,0.986636,0.003173
75.34,0.980341,0.002941
75.78,0.984061,-0.003945
76.21,0.983795,0.007341
76.65,0.977634,-0.001564
77.09,0.985165,-0.006636
77.53,0.983444,0.008805
77.96,0.977457,0.007426
78.40,0.976943,-0.003828
78.84,0.980808,-0.004850
79.28,0.981188,0.003235
79.71,0.977976,0.009250
80.15,0.973091,-0.007986
80.59,0.984967,-0.004700
81.03,0.977205,0.008462
81.47,0.977559,0.003575
81.90,0.974075,-0.003455
82.34,0.980584,0.001018
82.78,0.973184,-0.000596
83.22,0.981106,-0.007117
83.65,0.979415,0.004713
84.09,0.976980,0.005722
84.53,0.974405,-0.002223
84.97,0.978926,0.003927
85.41,0.970967,0.010437
85.84,0.969789,0.001858
86.28,0.969341,-0.001088
86.72,0.970742,-0.004992
87.16,0.973711,0.000839
87.59,0.970008,0.003188
88.03,0.970920,-0.002665
88.47,0.972341,-0.000141
88.91,0.971043,0.004713
89.34,0.968216,0.003272
89.78,0.968178,-0.002318
90.22,0.970245,-0.004533
90.66,0.972147,0.005170
91.10,0.965719,0.008150
91.53,0.965012,-0.007973
91.97,0.972699,-0.001345
92.41,0.966189,0.009857
92.85,0.964069,-0.001870
93.28,0.967827,-0.002731
93.72,0.966460,0.002319
94.16,0.965797,0.003911
94.60,0.963037,0.006748
95.04,0.959889,-0.006554
95.47,0.968775,-0.002383
95.91,0.961975,0.004384
96.35,0.964937,-0.004566
96.79,0.965973,0.005939
97.22,0.959737,0.006945
97.66,0.959893,-0.003331
98.10,0.962653,0.001009
98.54,0.959010,0.002066
98.97,0.960845,0.000345
99.41,0.958708,-0.007131
99.85,0.967088,-0.005077
100.29,0.963153,0.009102
100.73,0.959119,0.001264
101.16,0.962047,0.003605
101.60,0.955963,0.004024
102.04,0.958523,-0.005284
102.48,0.960589,-0.000697
102.91,0.959133,0.004681
103.35,0.956491,0.002573
103.79,0.956881,-0.001921
104.23,0.958173,0.002691
104.66,0.954525,0.006903
105.10,0.952130,0.002852
105.54,0.952028,-0.003486
105.98,0.955182,-0.001304
106.42,0.953170,0.000278
106.85,0.954938,-0.000693
107.29,0.953777,0.007916
107.73,0.948009,-0.002334
108.17,0.955820,-0.007311
108.60,0.954409,0.000168
109.04,0.955673,-0.002042
109.48,0.956196,-0.000564
109.92,0.956167,-0.000795
110.36,0.956892,0.006362
110.79,0.950597,0.007337
111.23,0.950469,0.003269
111.67,0.947735,0.001716
112.11,0.948967,-0.003835
112.54,0.951093,0.001122
112.98,0.947985,0.002390
113.42,0.949001,-0.000120
113.86,0.948090,-0.003792
114.29,0.952320,-0.000798
114.73,0.948789,0.010042
115.17,0.943529,0.000730
115.61,0.948150,-0.009388
116.05,0.951748,-0.001024
116.48,0.949046,0.006173
116.92,0.946344,0.004942
117.36,0.944720,-0.001101
117.80,0.947308,-0.002719
118.23,0.947100,0.002525
118.67,0.945097,-0.003215
119.11,0.949914,-0.003857
119.55,0.948473,0.006922
119.98,0.943855,0.000921
120.42,0.947667,-0.003219
120.86,0.946673,0.003495
121.30,0.944607,-0.001077
121.74,0.947616,0.000348
122.17,0.944303,-0.000206
122.61,0.947797,-0.000610
123.05,0.944837,0.000275
123.49,0.947556,-0.000262
123.92,0.945067,0.001782
124.36,0.945996,0.002315
124.80,0.943040,0.006570
125.24,0.940244,-0.004765
125.68,0.947212,-0.004320
126.11,0.944026,0.002769
126.55,0.944788,0.000320
126.99,0.943746,0.007259
127.43,0.938433,0.000215
127.86,0.943558,-0.009128
128.30,0.946424,0.001342
128.74,0.942383,0.006860
129.18,0.940419,0.000366
129.61,0.942063,-0.003101
130.05,0.943133,0.000016
130.49,0.942048,0.003654
130.93,0.939935,-0.006991
131.37,0.948168,-0.006919
131.80,0.945992,0.008109
132.24,0.941070,0.003044
132.68,0.943327,-0.004825
133.12,0.945293,-0.003502
133.55,0.946392,0.002561
133.99,0.943052,0.001189
134.43,0.945351,-0.004189
134.87,0.946719,0.006628
135.31,0.939549,0.003976
135.74,0.943238,-0.004562
136.18,0.943543,0.003942
136.62,0.939787,0.011123
137.06,0.933806,-0.006465
137.49,0.945446,-0.008520
137.93,0.941264,0.003499
138.37,0.942383,0.002745
138.81,0.938861,0.001292
139.24,0.941252,-0.003088
139.68,0.941565,-0.002459
140.12,0.943405,0.000008
140.56,0.941557,-0.002413
141.00,0.945518,0.001238
141.43,0.940473,0.002476
141.87,0.943350,0.001399
142.31,0.939249,0.001859
142.75,0.941722,-0.000104
143.18,0.939340,-0.001248
143.62,0.942815,0.001315
144.06,0.938189,0.004392
144.50,0.938970,-0.004511
144.93,0.942138,0.001749
145.37,0.937439,0.005770
145.81,0.937086,-0.005029
146.25,0.941842,0.001307
146.69,0.935942,0.004792
147.12,0.937647,-0.006782
147.56,0.941879,0.000151
148.00,0.937514,0.001058
148.44,0.940953,-0.002026
148.87,0.939288,0.003796
149.31,0.937630,0.005761
149.75,0.934244,0.000629
150.19,0.937079,-0.010822
150.63,0.943718,-0.003938
151.06,0.940527,0.004080
151.50,0.940146,0.000892
151.94,0.939746,0.004855
152.38,0.935896,-0.001595
152.81,0.941142,-0.002870
153.25,0.938409,-0.003601
153.69,0.944295,-0.009561
154.13,0.946779,-0.000657
154.56,0.944870,0.016512
155.00,0.932324,0.007809
155.44,0.938034,-0.013460
155.88,0.944107,-0.006126
156.32,0.943397,0.007241
156.75,0.937768,0.006158
157.19,0.938006,-0.001317
157.63,0.938921,-0.000854
158.07,0.938754,-0.003562
158.50,0.942039,0.003705
158.94,0.935510,0.001618
159.38,0.940623,-0.003525
159.82,0.938596,0.003759
160.26,0.937332,0.001504
160.69,0.937279,0.002987
161.13,0.934717,-0.001028
161.57,0.938179,-0.006542
162.01,0.940444,0.004434
162.44,0.934297,0.003768
162.88,0.937146,-0.008445
163.32,0.941690,-0.003351
163.76,0.940080,0.002014
164.19,0.939927,-0.000227
164.63,0.940278,0.009858
165.07,0.931297,0.007697
165.51,0.933540,-0.009383
165.95,0.939511,0.001510
166.38,0.932218,0.004983
166.82,0.935149,-0.005628
167.26,0.937145,0.000546
167.70,0.934671,0.001856
168.13,0.935520,-0.002911
168.57,0.937219,0.001339
169.01,0.934348,0.006258
169.45,0.931741,-0.009889
169.88,0.943005,0.000536
170.32,0.931272,0.005601
170.76,0.938102,0.000097
171.20,0.931187,-0.000842
171.64,0.938839,-0.004446
172.07,0.935079,0.001637
172.51,0.937406,0.001934
172.95,0.933386,-0.003674
173.39,0.940622,-0.005326
173.82,0.938049,0.006957
174.26,0.934532,0.000658
174.70,0.937473,-0.001655
175.14,0.935981,-0.005073
175.58,0.941914,-0.005402
176.01,0.940710,0.003340
176.45,0.938990,0.005599
176.89,0.935809,-0.001421
177.33,0.940234,-0.002810
177.76,0.938269,0.001369
178.20,0.939036,-0.003000
178.64,0.940895,0.007956
