temperature_C,linear_shrinkage_percent,total_strain,shrinkage_rate_per_C,relative_density
25.0,8.278299677766935e-09,0.00017361102832811432,1.9084693361098334e-10,0.5500000001977594
38.888888888888886,1.0928951533475036e-08,0.0003474632394759168,2.2140083948644212e-10,0.5500000002610805
52.77777777777778,1.4428322996834771e-08,0.000521556568679733,2.9229179152519976e-10,0.5500000003446767
66.66666666666667,1.9048167964730587e-08,0.0006958910132220241,3.858815150842849e-10,0.5500000004550396
80.55555555555556,2.514725397139824e-08,0.0008704665695151146,5.094379930456663e-10,0.55000000060074
94.44444444444444,3.319922332711021e-08,0.001045283232822582,6.725563639481684e-10,0.5500000007930926
108.33333333333334,4.3829375192180703e-08,0.0012203409968914334,8.879040604103892e-10,0.5500000010470352
122.22222222222223,5.7863225005176585e-08,0.0013956398534665155,1.17220453547636e-09,0.5500000013822882
136.11111111111111,7.639061228874626e-08,0.0015711797916494329,1.547535970996212e-09,0.5500000018248868
150.0,1.0085033531062692e-07,0.0017469607970522025,2.0430458229835154e-09,0.5500000024092025
163.88888888888889,1.3314188514939945e-07,0.001922982850679914,2.6972143518900554e-09,0.5500000031806117
177.77777777777777,1.7577295619646177e-07,0.0020992459274556236,3.5608429187043817e-09,0.5500000041990206
191.66666666666669,2.3205418844674353e-07,0.0022757499942729306,4.700999111481165e-09,0.5500000055435168
205.55555555555557,3.0635626484871637e-07,0.002452495007425006,6.2062250721858915e-09,0.5500000073185108
219.44444444444446,4.0444932934079603e-07,0.0026294809092104105,8.193413490929492e-09,0.5500000096618451
233.33333333333334,5.339510840412022e-07,0.0028067076234521227,1.081688524169525e-08,0.5500000127554981
247.22222222222223,7.049183638323307e-07,0.0029841750495817935,1.4280373607597041e-08,0.5500000168397166
261.1111111111111,9.30628128696675e-07,0.003161883054829824,1.8852845761728025e-08,0.550000022231672
275.0,1.2286085238803316e-06,0.0033398314639147613,2.4889390160035444e-08,0.5500000293500925
288.8888888888889,1.6220000775865498e-06,0.0035180200454313234,3.285879190576971e-08,0.5500000387477797
302.77777777777777,2.141352743485045e-06,0.0036964484938799727,4.337993751017841e-08,0.5500000511545378
316.6666666666667,2.8269983417581733e-06,0.003875116405942508,5.7269876131267524e-08,0.5500000675338493
330.55555555555554,3.7321826360202527e-06,0.0040540232491612935,7.560726956346754e-08,0.5500000891576964
344.44444444444446,4.9272002740767174e-06,0.004233168320589852,9.981615826269537e-08,0.55000011770534
358.33333333333337,6.504853698872907e-06,0.004412550692203752,1.317765483109137e-07,0.5500001553937273
372.22222222222223,8.58765994937987e-06,0.004592169138832605,1.739704069407664e-07,0.5500002051496544
386.11111111111114,1.1337365002783088e-05,0.004772022043016639,2.2967440374868252e-07,0.5500002708370529
400.0,1.4967504497954379e-05,0.004952107269399464,3.032143644668215e-07,0.5500003575570519
413.8888888888889,1.9759986237972577e-05,0.005132421998903052,4.0030119588214447e-07,0.5500004720441157
427.77777777777777,2.608698216134727e-05,0.005312962509808016,5.284743660617156e-07,0.5500006231890183
441.6666666666667,3.4439829739686904e-05,0.00549372388873964,6.97687374283544e-07,0.5500008227292661
455.55555555555554,4.546718700255681e-05,0.005674699649117629,9.21080667721552e-07,0.5500010861605784
469.44444444444446,6.002540384306337e-05,0.00585588122744305,1.2160020117291686e-06,0.550001433940203
483.33333333333337,7.924502066170044e-05,0.006037257318311901,1.6053535252212854e-06,0.5500018930754936
497.22222222222223,0.00010461855732143236,0.006218812996525551,2.119369939739125e-06,0.5500024992210916
511.11111111111114,0.00013811640787667615,0.006400528558143455,2.797966092034739e-06,0.5500032994475216
525.0,0.0001823398376557306,0.006582377990512331,3.6938358015733226e-06,0.5500043558961218
538.8888888888889,0.00024072295792037962,0.006764326952519562,4.876542523924946e-06,0.5500057506039948
552.7777777777778,0.00031779935220920154,0.006946330108329761,6.43791899609664e-06,0.550007591873414
566.6666666666666,0.0004195540411452856,0.007128327607736695,8.49919440505824e-06,0.5500100226798719
580.5555555555555,0.0005538880856830414,0.007310240440130824,1.1220401176872356e-05,0.5500132317709358
