temperature_C,linear_shrinkage_percent,total_strain,shrinkage_rate_per_C,relative_density
25.0,3.383795844657757e-09,0.0001638888550509304,7.800962592605424e-11,0.5500000000727516
38.888888888888886,4.46726287140851e-09,0.0003280053565619392,9.049868574456487e-11,0.5500000000960462
52.77777777777778,5.8976482264512256e-09,0.0004923494780605548,1.1947571226498712e-10,0.5500000001267995
66.66666666666667,7.786032656547043e-09,0.0006569212184359697,1.577309736943239e-10,0.5500000001673997
80.55555555555556,1.0279064162404667e-08,0.000821720576221704,2.082352939300055e-10,0.5500000002209999
94.44444444444444,1.3570346376824973e-08,0.0009867475494817212,2.749107332498586e-10,0.5500000002917624
108.33333333333334,1.7915473419345184e-08,0.0011520021356600805,3.6293516733577996e-10,0.5500000003851827
122.22222222222223,2.3651878802818866e-08,0.0013174843313824463,4.791443903002991e-10,0.5500000005085154
136.11111111111111,3.122503981657571e-08,0.0014831941321940463,6.325629681954675e-10,0.5500000006713384
150.0,4.122307236380407e-08,0.0016491315322137207,8.351050679747777e-10,0.5500000008862961
163.88888888888889,5.44224028158751e-08,0.001815296523677206,1.1024996868133578e-09,0.5500000011700817
177.77777777777777,7.184806366417512e-08,0.001981689096334178,1.455512133147061e-09,0.5500000015447334
191.66666666666669,9.485329540329352e-08,0.0021483092366522314,1.921556617066869e-09,0.5500000020393458
205.55555555555557,1.2522463636047704e-07,0.002315156926765982,2.5368251804157044e-09,0.5500000026923297
219.44444444444446,1.6532066152595197e-07,0.0024822321430896807,3.3490982947529475e-09,0.5500000035543943
233.33333333333334,2.182551445480589e-07,0.0026495348544855915,4.421455392176288e-09,0.5500000046924857
247.22222222222223,2.881388668641822e-07,0.0028170650198458993,5.837173480758039e-09,0.5500000061949857
261.1111111111111,3.803988523468931e-07,0.0029848225849003654,7.70619426027771e-09,0.5500000081785754
275.0,5.021998185385631e-07,0.0031528074780018144,1.017366195996331e-08,0.5500000107972961
288.8888888888889,6.630005734569856e-07,0.0033210196045621665,1.3431194927149438e-08,0.5500000142545124
302.77777777777777,8.752885665149361e-07,0.0034894588397069277,1.7731766291835346e-08,0.5500000188187042
316.6666666666667,1.1555496371190788e-06,0.0036581250185777027,2.3409349303132502e-08,0.5500000248443172
330.55555555555554,1.5255482693797271e-06,0.0038270179235296515,3.090485294405541e-08,0.5500000327992879
344.44444444444446,2.0140177744539516e-06,0.003996137267229663,4.080036191400058e-08,0.5500000433013822
358.33333333333337,2.6588916558797453e-06,0.0041654826703427005,5.386433995591923e-08,0.5500000571661706
372.22222222222223,3.5102494398961513e-06,0.004335053632073502,7.111130687437569e-08,0.550000075470363
386.11111111111114,4.634205735723516e-06,0.004504849491275976,9.388062355018845e-08,0.5500000996354234
400.0,6.118044538512495e-06,0.00467486937511017,1.2394050307978384e-07,0.5500001315379576
413.8888888888889,8.076997487939735e-06,0.004845112131259688,1.6362532506278126e-07,0.5500001736554461
427.77777777777777,1.0663192456923082e-05,0.005015576238445802,2.160169161176276e-07,0.5500002292586379
441.6666666666667,1.4077467380096062e-05,0.005186259688289162,2.8518387368782097e-07,0.5500003026655487
455.55555555555554,1.858496672602921e-05,0.005357159829345086,3.7649751712445287e-07,0.5500003995767847
469.44444444444446,2.4535731744664202e-05,0.005528273161201072,4.970489997035732e-07,0.5500005275182326
483.33333333333337,3.239188338446183e-05,0.005699595062647636,6.561999693683783e-07,0.5500006964254928
497.22222222222223,4.276350867156358e-05,0.005871119432814519,8.66309533937015e-07,0.5500009194154365
511.11111111111114,5.645603710493448e-05,0.006042838217406728,1.143693972438036e-06,0.5500012138047978
525.0,7.453278568373122e-05,0.006214740783254273,1.5098936992008707e-06,0.5500016024548923
538.8888888888889,9.839752874940313e-05,0.0063868130926137395,1.9933458311814437e-06,0.5500021155468682
552.7777777777778,0.0001299035032165492,0.006559036613115982,2.631592178101462e-06,0.5500027929253192
566.6666666666666,0.0001714973114744435,0.006731386878737107,3.474194003903017e-06,0.5500036871921967
580.5555555555555,0.00022640889221385517,0.006903831590090207,4.5865797057027585e-06,0.5500048677911826
594.4444444444445,0.00029890230329952035,0.007076328106596635,6.055123850264463e-06,0.550006426399521
608.3333333333334,0.0003946067769434239,0.0072488201359342695,7.993851363247204e-06,0.5500084840457043
622.2222222222223,0.0005209537300563875,0.007421233363934004,1.0553286402941618e-05,0.5500112005051963
636.1111111111111,0.0006877536214695789,0.007593469686007526,1.3932131183722822e-05,0.5500147867028616
650.0,0.0009079573740486878,0.007765399592926179,1.8392678356663267e-05,0.5500195210835421
663.8888888888889,0.001198661353599115,0.00793685212103191,2.428114801065801e-05,0.5500257712191025
677.7777777777778,0.001582433707678078,0.008107601588849146,3.205451846467857e-05,0.5500340223247151
691.6666666666667,0.0020890646442846324,0.008277350094297895,4.231591677533605e-05,0.5500449148898522
705.5555555555555,0.002757875840326297,0.008445704420609082,5.586128647876256e-05,0.5500592943305671
719.4444444444445,0.0036407670464724804,0.008612145570276017,7.374090297788044e-05,0.5500782764914992
733.3333333333334,0.004806234256378535,0.00877598858336214,9.73404201973878e-05,0.5501033340365122
747.2222222222223,0.006344667607511035,0.008936329558492792,0.00012848757957032187,0.5501364103535615
761.1111111111111,0.008375333688887463,0.009091975829777792,0.0001695925847145945,0.5501800696743111
775.0,0.01105557273847199,0.009241353994837505,0.00022383254990224785,0.5502376948138772
788.8888888888889,0.01459290451950547,0.009382388856039514,0.00029539348885567596,0.5503137474471694
802.7777777777778,0.019260947428907448,0.009512344229414632,0.00038978714671638183,0.5504141103697215
816.6666666666667,0.025420325261627207,0.00962761387701336,0.0005142646946069052,0.5505465369931251
830.5555555555555,0.03354607783465476,0.009723447400665799,0.0006783549330251656,0.5507212406734451
844.4444444444445,0.04426351784565957,0.009793591673395259,0.000894561048474797,0.5509516656336817
858.3333333333334,0.05839499584784362,0.009829823189669715,0.0011792566538260398,0.5512554924107287
872.2222222222223,0.07702064711860518,0.009821340596715186,0.0015538276806682607,0.5516559439130501
886.1111111111111,0.10155687586640626,0.00975397985244705,0.0020461093692153115,0.5521834728311278
900.0,0.13385701848569712,0.00960920759292081,0.00269216277511744,0.5528779258974426
913.8888888888889,0.17633917517522418,0.009362842816148997,0.0035384151751342383,0.5537912922662673
927.7777777777778,0.2321463289060928,0.008983455692420556,0.0046441404875615395,0.554991146071481
941.6666666666667,0.3053430776074894,0.008430400242443627,0.006084158466632973,0.5565648761685611
955.5555555555555,0.4011507307570081,0.007651463371442269,0.007951453682463791,0.5586247407112758
969.4444444444445,0.5262167910092612,0.006580170052870355,0.010359114572419755,0.5613136610066991
983.3333333333334,0.688903913324224,0.005132893737128134,0.013440520676530551,0.5648114341364708
997.2222222222223,0.899564587579555,0.003206109525439021,0.017346029189872866,0.5693406386329605
1011.1111111111111,1.1707380574873574,0.0006744249806819851,0.02223356446243139,0.5751708682359782
1025.0,1.517163600424871,-0.002609552670915373,0.02824970182303061,0.5826190174091348
1038.888888888889,1.955451997015987,-0.006811931235591965,0.035497598078702584,0.5920422179358438
1052.7777777777778,2.5032079914999446,-0.012108758155740184,0.04398948362168344,0.6038189718172489
1066.6666666666667,3.177382097618307,-0.018669538568775658,0.05358585533668957,0.6183137150987936
1080.5555555555557,3.991703973074657,-0.026631569051734222,0.06393218130587272,0.6358216354211051
1094.4444444444446,4.953276022781441,-0.03606587365374034,0.07441597251421944,0.6564954344898011
1108.3333333333333,6.058814320691848,-0.04693961311432589,0.08417710051384869,0.6802645078948748
1122.2222222222222,7.291528814832781,-0.05908488691375991,0.09220172500599597,0.7067678695189048
1136.111111111111,8.619973348636185,-0.07218723348636183,0.09750496266601966,0.735329426995678
