time_minutes,temperature_C,relative_density,densification_rate
0.0,0.0,0.55,0.0
0.5008944543828264,2.504472271914132,0.55,0.0
1.0017889087656529,5.008944543828264,0.55,0.0
1.5026833631484793,7.513416815742397,0.55,0.0
2.0035778175313057,10.017889087656528,0.55,1.1102230246251565e-16
2.504472271914132,12.52236135957066,0.55,0.0
3.0053667262969586,15.026833631484793,0.55,0.0
3.506261180679785,17.531305903398927,0.55,0.0
4.007155635062611,20.035778175313055,0.55,0.0
4.508050089445438,22.540250447227187,0.55,0.0
5.008944543828264,25.04472271914132,0.55,0.0
5.509838998211091,27.549194991055455,0.55,0.0
6.010733452593917,30.053667262969586,0.55,0.0
6.511627906976743,32.558139534883715,0.55,0.0
7.01252236135957,35.062611806797854,0.55,0.0
7.513416815742397,37.567084078711986,0.55,0.0
8.014311270125223,40.07155635062611,0.55,0.0
8.51520572450805,42.57602862254025,0.55,0.0
9.016100178890875,45.080500894454374,0.55,0.0
9.516994633273702,47.58497316636851,0.55,0.0
10.017889087656528,50.08944543828264,0.55,0.0
10.518783542039355,52.59391771019678,0.55,0.0
11.019677996422182,55.09838998211091,0.55,0.0
11.520572450805007,57.602862254025034,0.55,0.0
12.021466905187834,60.10733452593917,0.55,0.0
12.522361359570661,62.611806797853305,0.55,0.0
13.023255813953487,65.11627906976743,0.55,0.0
13.524150268336314,67.62075134168157,0.55,0.0
14.02504472271914,70.12522361359571,0.55,0.0
14.525939177101966,72.62969588550983,0.55,0.0
15.026833631484793,75.13416815742397,0.55,0.0
15.527728085867619,77.6386404293381,0.55,0.0
16.028622540250446,80.14311270125222,0.55,0.0
16.529516994633273,82.64758497316636,0.55,0.0
17.0304114490161,85.1520572450805,0.55,0.0
17.531305903398923,87.65652951699462,0.55,0.0
18.03220035778175,90.16100178890875,0.55,0.0
18.533094812164578,92.66547406082289,0.55,0.0
19.033989266547405,95.16994633273703,0.55,0.0
19.53488372093023,97.67441860465115,0.55,0.0
20.035778175313055,100.17889087656528,0.55,0.0
20.536672629695882,102.68336314847942,0.55,0.0
21.03756708407871,105.18783542039355,0.55,0.0
21.538461538461537,107.69230769230768,0.55,0.0
22.039355992844364,110.19677996422182,0.55,0.0
22.54025044722719,112.70125223613596,0.55,0.0
23.041144901610014,115.20572450805007,0.55,0.0
23.54203935599284,117.7101967799642,0.55,0.0
24.04293381037567,120.21466905187835,0.55,0.0
24.543828264758496,122.71914132379248,0.55,0.0
25.044722719141323,125.22361359570661,0.55,0.0
25.545617173524146,127.72808586762073,0.55,0.0
26.046511627906973,130.23255813953486,0.55,0.0
26.5474060822898,132.737030411449,0.55,0.0
27.048300536672627,135.24150268336314,0.55,0.0
27.549194991055455,137.74597495527726,0.55,0.0
28.05008944543828,140.25044722719142,0.55,0.0
28.550983899821105,142.75491949910554,0.55,0.0
29.051878354203932,145.25939177101966,0.55,0.0
29.55277280858676,147.7638640429338,0.55,0.0
30.053667262969586,150.26833631484794,0.55,0.0
30.554561717352414,152.77280858676207,0.55,0.0
31.055456171735237,155.2772808586762,0.55,0.0
31.556350626118064,157.78175313059032,0.55,0.0
32.05724508050089,160.28622540250444,0.55,0.0
32.558139534883715,162.79069767441857,0.55,0.0
33.059033989266545,165.29516994633272,0.55,0.0
33.55992844364937,167.79964221824685,0.55,0.0
34.0608228980322,170.304114490161,0.55,0.0
34.56171735241502,172.80858676207512,0.55,0.0
35.06261180679785,175.31305903398925,0.55,0.0
35.56350626118068,177.8175313059034,0.55,0.0
36.0644007155635,180.3220035778175,0.55,0.0
36.56529516994633,182.82647584973165,0.55,0.0
37.066189624329155,185.33094812164578,0.55,0.0
37.56708407871198,187.8354203935599,0.55,0.0
38.06797853309481,190.33989266547405,0.55,0.0
38.56887298747763,192.84436493738815,0.55,0.0
39.06976744186046,195.3488372093023,0.55,0.0
39.57066189624329,197.85330948121643,0.55,0.0
40.07155635062611,200.35778175313055,0.55,0.0
40.57245080500894,202.8622540250447,0.55,0.0
41.073345259391765,205.36672629695883,0.55,0.0
41.574239713774595,207.87119856887298,0.55,0.0
42.07513416815742,210.3756708407871,0.55,0.0
42.57602862254025,212.88014311270126,0.55,0.0
43.07692307692307,215.38461538461536,0.55,0.0
43.5778175313059,217.88908765652948,0.55,0.0
44.07871198568873,220.39355992844364,0.55,0.0
44.57960644007155,222.89803220035776,0.55,0.0
45.08050089445438,225.40250447227191,0.55,0.0
45.581395348837205,227.906976744186,0.55,0.0
46.08228980322003,230.41144901610014,0.55,0.0
46.58318425760286,232.9159212880143,0.55,0.0
47.08407871198568,235.4203935599284,0.55,0.0
47.58497316636851,237.92486583184257,0.55,0.0
48.08586762075134,240.4293381037567,0.55,0.0
48.58676207513416,242.93381037567082,0.55,0.0
49.08765652951699,245.43828264758497,0.55,0.0
49.588550983899815,247.94275491949907,0.55,0.0
50.089445438282645,250.44722719141322,0.55,0.0
50.59033989266547,252.95169946332734,0.55,0.0
51.09123434704829,255.45617173524147,0.55,0.0
51.59212880143112,257.9606440071556,0.55,0.0
52.09302325581395,260.4651162790697,0.55,0.0
52.59391771019678,262.9695885509839,0.55,0.0
53.0948121645796,265.474060822898,0.55,0.0
53.595706618962424,267.9785330948121,0.55,0.0
54.096601073345255,270.4830053667263,0.55,0.0
54.59749552772808,272.98747763864037,0.55,0.0
55.09838998211091,275.4919499105545,0.55,0.0
55.59928443649373,277.9964221824687,0.55,0.0
56.10017889087656,280.50089445438283,0.55,0.0
56.60107334525939,283.0053667262969,0.55,0.0
57.10196779964221,285.5098389982111,0.55,0.0
57.60286225402504,288.0143112701252,0.55,0.0
58.103756708407865,290.51878354203933,0.55,0.0
58.604651162790695,293.0232558139535,0.55,0.0
59.10554561717352,295.5277280858676,0.55,0.0
59.60644007155634,298.03220035778173,0.55,0.0
60.10733452593917,300.5366726296959,0.55,0.0
60.608228980322,303.04114490161,0.55,0.0
61.10912343470483,305.54561717352414,0.55,0.0
61.61001788908765,308.05008944543823,0.55,0.0
62.110912343470474,310.5545617173524,0.55,0.0
62.611806797853305,313.05903398926654,0.55,0.0
63.11270125223613,315.56350626118063,0.55,0.0
63.61359570661896,318.0679785330948,0.55,0.0
64.11449016100178,320.5724508050089,0.55,0.0
64.61538461538461,323.0769230769231,0.55,-1.1102230246251565e-16
65.11627906976743,325.58139534883713,0.55,1.1102230246251565e-16
65.61717352415026,328.0858676207513,0.55,0.0
66.11806797853309,330.59033989266544,0.55,0.0
66.61896243291592,333.0948121645796,0.55,-1.1102230246251565e-16
67.11985688729874,335.5992844364937,0.55,1.1102230246251565e-16
67.62075134168157,338.10375670840784,0.55,0.0
68.1216457960644,340.608228980322,0.55,-1.1102230246251565e-16
68.62254025044722,343.1127012522361,0.55,1.1102230246251565e-16
69.12343470483005,345.61717352415025,0.55,0.0
69.62432915921288,348.1216457960644,0.55,-1.1102230246251565e-16
70.1252236135957,350.6261180679785,0.55,1.1102230246251565e-16
70.62611806797852,353.1305903398926,0.55,0.0
71.12701252236135,355.6350626118068,0.55,0.0
71.62790697674419,358.1395348837209,0.55,-1.1102230246251565e-16
72.128801431127,360.644007155635,0.55,1.1102230246251565e-16
72.62969588550983,363.14847942754915,0.55,0.0
73.13059033989266,365.6529516994633,0.55,-1.1102230246251565e-16
73.63148479427548,368.1574239713774,0.55,1.1102230246251565e-16
74.13237924865831,370.66189624329155,0.55,0.0
74.63327370304114,373.1663685152057,0.55,-1.1102230246251565e-16
75.13416815742396,375.6708407871198,0.55,1.1102230246251565e-16
75.63506261180679,378.17531305903395,0.55,0.0
76.13595706618962,380.6797853309481,0.55,0.0
76.63685152057245,383.18425760286226,0.55,-1.1102230246251565e-16
77.13774597495527,385.6887298747763,0.55,1.1102230246251565e-16
77.6386404293381,388.1932021466905,0.55,0.0
78.13953488372093,390.6976744186046,0.55,-1.1102230246251565e-16
78.64042933810374,393.2021466905187,0.55,1.1102230246251565e-16
79.14132379248657,395.70661896243286,0.55,0.0
79.6422182468694,398.211091234347,0.55,-1.1102230246251565e-16
80.14311270125222,400.7155635062611,0.55,1.1102230246251565e-16
80.64400715563505,403.22003577817526,0.55,0.0
81.14490161001788,405.7245080500894,0.55,0.0
81.64579606440071,408.22898032200357,0.55,-1.1102230246251565e-16
82.14669051878353,410.73345259391766,0.55,1.1102230246251565e-16
82.64758497316636,413.2379248658318,0.55,0.0
83.14847942754919,415.74239713774597,0.55,-1.1102230246251565e-16
83.64937388193201,418.24686940966,0.55,1.1102230246251565e-16
84.15026833631484,420.7513416815742,0.55,0.0
84.65116279069767,423.2558139534883,0.55,0.0
85.1520572450805,425.7602862254025,0.55,-1.1102230246251565e-16
85.65295169946332,428.26475849731656,0.55,1.1102230246251565e-16
86.15384615384615,430.7692307692307,0.55,0.0
86.65474060822898,433.27370304114487,0.55,-1.1102230246251565e-16
87.1556350626118,435.77817531305897,0.55,1.1102230246251565e-16
87.65652951699462,438.2826475849731,0.55,0.0
88.15742397137745,440.7871198568873,0.55,-1.1102230246251565e-16
88.65831842576027,443.29159212880137,0.55,1.1102230246251565e-16
89.1592128801431,445.7960644007155,0.55,0.0
89.66010733452593,448.3005366726297,0.55,0.0
90.16100178890876,450.80500894454383,0.55,-1.1102230246251565e-16
90.66189624329158,453.3094812164579,0.55,1.1102230246251565e-16
91.16279069767441,455.813953488372,0.55,0.0
91.66368515205724,458.31842576028623,0.55,-1.1102230246251565e-16
92.16457960644006,460.82289803220027,0.55,1.1102230246251565e-16
92.66547406082289,463.3273703041144,0.55,0.0
93.16636851520572,465.8318425760286,0.55,-1.1102230246251565e-16
93.66726296958853,468.3363148479427,0.55,1.1102230246251565e-16
94.16815742397137,470.8407871198568,0.55,0.0
94.6690518783542,473.345259391771,0.55,0.0
95.16994633273703,475.84973166368513,0.55,-1.1102230246251565e-16
95.67084078711984,478.35420393559923,0.55,1.1102230246251565e-16
96.17173524150267,480.8586762075134,0.55,0.0
96.6726296958855,483.36314847942754,0.55,-1.1102230246251565e-16
97.17352415026832,485.86762075134163,0.55,1.1102230246251565e-16
97.67441860465115,488.37209302325573,0.55,0.0
98.17531305903398,490.87656529516994,0.55,0.0
98.67620751341681,493.38103756708404,0.55,-1.1102230246251565e-16
99.17710196779963,495.88550983899813,0.55,1.1102230246251565e-16
99.67799642218246,498.3899821109123,0.55,0.0
100.17889087656529,500.89445438282644,0.55,-1.1102230246251565e-16
100.6797853309481,503.39892665474054,0.55,1.1102230246251565e-16
101.18067978533094,505.9033989266547,0.55,0.0
101.68157423971377,508.40787119856884,0.55,-1.1102230246251565e-16
102.18246869409658,510.91234347048294,0.55,1.1102230246251565e-16
102.68336314847942,513.416815742397,0.55,0.0
103.18425760286225,515.9212880143112,0.55,0.0
