time_minutes,temperature_C,relative_density,densification_rate
0.0,0.0,0.65,0.0
0.5008944543828264,2.504472271914132,0.65,0.0
1.0017889087656529,5.008944543828264,0.65,0.0
1.5026833631484793,7.513416815742397,0.65,0.0
2.0035778175313057,10.017889087656528,0.65,1.1102230246251565e-16
2.504472271914132,12.52236135957066,0.65,0.0
3.0053667262969586,15.026833631484793,0.65,0.0
3.506261180679785,17.531305903398927,0.65,0.0
4.007155635062611,20.035778175313055,0.65,0.0
4.508050089445438,22.540250447227187,0.65,0.0
5.008944543828264,25.04472271914132,0.65,0.0
5.509838998211091,27.549194991055455,0.65,0.0
6.010733452593917,30.053667262969586,0.65,0.0
6.511627906976743,32.558139534883715,0.65,0.0
7.01252236135957,35.062611806797854,0.65,0.0
7.513416815742397,37.567084078711986,0.65,0.0
8.014311270125223,40.07155635062611,0.65,0.0
8.51520572450805,42.57602862254025,0.65,0.0
9.016100178890875,45.080500894454374,0.65,0.0
9.516994633273702,47.58497316636851,0.65,0.0
10.017889087656528,50.08944543828264,0.65,0.0
10.518783542039355,52.59391771019678,0.65,0.0
11.019677996422182,55.09838998211091,0.65,0.0
11.520572450805007,57.602862254025034,0.65,0.0
12.021466905187834,60.10733452593917,0.65,0.0
12.522361359570661,62.611806797853305,0.65,0.0
13.023255813953487,65.11627906976743,0.65,0.0
13.524150268336314,67.62075134168157,0.65,0.0
14.02504472271914,70.12522361359571,0.65,0.0
14.525939177101966,72.62969588550983,0.65,0.0
15.026833631484793,75.13416815742397,0.65,0.0
15.527728085867619,77.6386404293381,0.65,0.0
16.028622540250446,80.14311270125222,0.65,0.0
16.529516994633273,82.64758497316636,0.65,0.0
17.0304114490161,85.1520572450805,0.65,0.0
17.531305903398923,87.65652951699462,0.65,0.0
18.03220035778175,90.16100178890875,0.65,0.0
18.533094812164578,92.66547406082289,0.65,0.0
19.033989266547405,95.16994633273703,0.65,0.0
19.53488372093023,97.67441860465115,0.65,0.0
20.035778175313055,100.17889087656528,0.65,0.0
20.536672629695882,102.68336314847942,0.65,0.0
21.03756708407871,105.18783542039355,0.65,0.0
21.538461538461537,107.69230769230768,0.65,0.0
22.039355992844364,110.19677996422182,0.65,0.0
22.54025044722719,112.70125223613596,0.65,0.0
23.041144901610014,115.20572450805007,0.65,0.0
23.54203935599284,117.7101967799642,0.65,0.0
24.04293381037567,120.21466905187835,0.65,0.0
24.543828264758496,122.71914132379248,0.65,0.0
25.044722719141323,125.22361359570661,0.65,0.0
25.545617173524146,127.72808586762073,0.65,0.0
26.046511627906973,130.23255813953486,0.65,0.0
26.5474060822898,132.737030411449,0.65,0.0
