temperature_C,bilayer_shrinkage_percent,cte_mismatch_ppm_per_K,estimated_stress_MPa,layer1_shrinkage,layer2_shrinkage
25.0,4.391020671898711e-09,2.0,0.0,8.278299677766935e-09,5.037416660304873e-10
38.888888888888886,5.7969938240987e-09,2.002777777777778,2.7816358024691357,1.0928951533475036e-08,6.650361147223632e-10
52.77777777777778,7.653149439765492e-09,2.0055555555555546,5.570987654320986,1.4428322996834771e-08,8.779758826962127e-10
66.66666666666667,1.0103632696735199e-08,2.0083333333333346,8.36805555555556,1.9048167964730587e-08,1.1590974287398108e-09
80.55555555555556,1.3338743018943629e-08,2.011111111111111,11.17283950617284,2.514725397139824e-08,1.5302320664890165e-09
94.44444444444444,1.7609712332937322e-08,2.0138888888888893,13.985339506172842,3.319922332711021e-08,2.0202013387644352e-09
108.33333333333334,2.3248215215362024e-08,2.0166666666666657,16.80555555555555,4.3829375192180703e-08,2.667055238543347e-09
122.22222222222223,3.069212604866014e-08,2.019444444444444,19.63348765432098,5.7863225005176585e-08,3.5210270921436963e-09
136.11111111111111,4.051952343171866e-08,2.022222222222222,22.469135802469133,7.639061228874626e-08,4.64843457469106e-09
150.0,5.349358255661335e-08,2.0250000000000004,25.312500000000004,1.0085033531062692e-07,6.136829802599786e-09
163.88888888888889,7.062184179895783e-08,2.0277777777777786,28.163580246913593,1.3314188514939945e-07,8.101798448516202e-09
177.77777777777777,9.32344460401392e-08,2.030555555555555,31.022376543209866,1.7577295619646177e-07,1.069593588381663e-08
191.66666666666669,1.230874429319569e-07,2.033333333333333,33.888888888888886,2.3205418844674353e-07,1.4120697417170268e-08
205.55555555555557,1.6249915387134682e-07,2.0361111111111097,36.7631172839506,3.0635626484871637e-07,1.864204289397728e-08
219.44444444444446,2.1453020996221335e-07,2.0388888888888896,39.645061728395085,4.0444932934079603e-07,2.4611090583630698e-08
233.33333333333334,2.8322123416678613e-07,2.041666666666666,42.53472222222221,5.339510840412022e-07,3.249138429237001e-08
247.22222222222223,3.7390662752053736e-07,2.0444444444444443,45.432098765432094,7.049183638323307e-07,4.2894891208744e-08
261.1111111111111,4.936288273478855e-07,2.0472222222222225,48.3371913580247,9.30628128696675e-07,5.6629525999096116e-08
275.0,6.516852078275811e-07,2.049999999999999,51.24999999999997,1.2286085238803316e-06,7.476189177483063e-08
288.8888888888889,8.60350093924989e-07,2.052777777777779,54.17052469135806,1.6220000775865498e-06,9.870011026342798e-08
302.77777777777777,1.1358279585426472e-06,2.0555555555555554,57.09876543209876,2.141352743485045e-06,1.3030317360024933e-07
316.6666666666667,1.4995118257645313e-06,2.0583333333333336,60.03472222222223,2.8269983417581733e-06,1.720253097708893e-07
330.55555555555554,1.97964460441966e-06,2.06111111111111,62.97839506172836,3.7321826360202527e-06,2.271065728190677e-07
344.44444444444446,2.613512366363706e-06,2.06388888888889,65.92978395061732,4.9272002740767174e-06,2.998244586506945e-07
358.33333333333337,3.450339892626224e-06,2.0666666666666664,68.8888888888889,6.504853698872907e-06,3.9582608637954086e-07
372.22222222222223,4.5551133455408825e-06,2.0694444444444446,71.85570987654323,8.58765994937987e-06,5.225667417018944e-07
386.11111111111114,6.01362692070323e-06,2.072222222222221,74.83024691358021,1.1337365002783088e-05,6.898888386233731e-07
400.0,7.939145379190567e-06,2.075000000000001,77.81250000000004,1.4967504497954379e-05,9.107862604267527e-07
413.8888888888889,1.0481199837426965e-05,2.0777777777777775,80.80246913580247,1.9759986237972577e-05,1.2024134368813506e-06
427.77777777777777,1.3837199840827107e-05,2.0805555555555557,83.80015432098766,2.608698216134727e-05,1.5874175203069426e-06
441.6666666666667,1.8267763426905958e-05,2.083333333333334,86.80555555555559,3.4439829739686904e-05,2.0956971141250106e-06
455.55555555555554,2.411695556748917e-05,2.0861111111111104,89.81867283950614,4.546718700255681e-05,2.7667241324215344e-06
469.44444444444446,3.183900647159574e-05,2.0888888888888903,92.83950617283956,6.002540384306337e-05,3.6526091001281044e-06
483.33333333333337,4.203358429915442e-05,2.091666666666667,95.86805555555557,7.924502066170044e-05,4.8221479366084e-06
497.22222222222223,5.549236090265566e-05,2.094444444444445,98.90432098765434,0.00010461855732143236,6.366164483878949e-06
511.11111111111114,7.326048576977879e-05,2.0972222222222214,101.94830246913575,0.00013811640787667615,8.40456366288141e-06
525.0,9.671774031808127e-05,2.0999999999999996,104.99999999999999,0.0001823398376557306,1.1095642980431937e-05
538.8888888888889,0.00012768567170032058,2.102777777777778,108.05941358024693,0.00024072295792037962,1.4648385480261544e-05
552.7777777777778,0.00016856902047975944,2.105555555555556,111.12654320987659,0.00031779935220920154,1.9338688750317345e-05
566.6666666666666,0.00022254241569267174,2.1083333333333343,114.20138888888894,0.0004195540411452856,2.5530790240057857e-05
580.5555555555555,0.000293796819158329,2.1111111111111107,117.28395061728392,0.0005538880856830414,3.370555263361653e-05
594.4444444444445,0.00038786482865114886,2.113888888888889,120.37422839506175,0.0007312318516139628,4.449780568833495e-05
608.3333333333334,0.0005120500522212293,2.1166666666666654,123.47222222222214,0.0009653544603170615,5.87456441253971e-05
622.2222222222223,0.0006759938107056132,2.1194444444444454,126.57793209876549,0.0012744321119946794,7.755550941654699e-05
636.1111111111111,0.0008924230252874762,2.122222222222222,129.69135802469134,0.00168245794191147,0.00010238810866348232
650.0,0.0011781371045004475,2.125,132.8125,0.002221102367752171,0.0001351718412487238
663.8888888888889,0.001555310008564722,2.127777777777778,135.94135802469137,0.0029321674781868368,0.00017845253894260702
677.7777777777778,0.0020532078023123494,2.1305555555555546,139.07793209876542,0.0038708244615209652,0.0002355911431037333
691.6666666666667,0.0027104536772055055,2.1333333333333346,142.22222222222234,0.005109882692721798,0.0003110246616892132
