Sample_ID,Mix_ID,Temperature_C,Replicate_ID,voxel_size_um,porosity_pct,crack_density_per_mm3,pore_D50_um,sphericity_mean,connectivity_index
C-28-M_R0-20C-Furnace-R1,M_R0,20,1,5.0,6.093597412109375,15.625,1.2000960164281378,0.7499999997236735,1.2000498307778789
C-28-M_R0-20C-Furnace-R2,M_R0,20,2,5.0,6.272125244140625,7.8125,1.2000960164281378,0.7499999997236735,1.2000498307778789
C-28-M_R0-20C-Furnace-R3,M_R0,20,3,5.0,6.243896484375,15.625,1.2000960164281378,0.7499999997236735,1.2000498307778789
C-28-M_R0-200C-Furnace-R1,M_R0,200,1,5.0,6.09283447265625,7.8125,1.2035497034920437,0.7499999388195546,1.2018221023888012
C-28-M_R0-200C-Furnace-R2,M_R0,200,2,5.0,6.0993194580078125,15.625,1.2035497034920437,0.7499999388195546,1.2018221023888012
C-28-M_R0-200C-Furnace-R3,M_R0,200,3,5.0,6.053924560546875,15.625,1.2035497034920437,0.7499999388195546,1.2018221023888012
C-28-M_R0-400C-Furnace-R1,M_R0,400,1,5.0,6.212615966796875,7.8125,1.3951801754053346,0.7499753210848028,1.2948517463551334
C-28-M_R0-400C-Furnace-R2,M_R0,400,2,5.0,6.2725067138671875,15.625,1.3951801754053346,0.7499753210848028,1.2948517463551334
C-28-M_R0-400C-Furnace-R3,M_R0,400,3,5.0,6.0626983642578125,15.625,1.3951801754053346,0.7499753210848028,1.2948517463551334
C-28-M_R0-600C-Furnace-R1,M_R0,600,1,5.0,7.2357177734375,23.193359375,6.466828193794121,0.7405148253644867,2.6621171572600097
C-28-M_R0-600C-Furnace-R2,M_R0,600,2,5.0,7.0049285888671875,45.8984375,6.466828193794121,0.7405148253644867,2.6621171572600097
C-28-M_R0-600C-Furnace-R3,M_R0,600,3,5.0,6.682586669921875,45.8984375,6.466828193794121,0.7405148253644867,2.6621171572600097
C-28-M_R0-800C-Furnace-R1,M_R0,800,1,5.0,7.558441162109375,45.543670654296875,11.594304343872551,0.5594851746355133,3.1866142981514303
C-28-M_R0-800C-Furnace-R2,M_R0,800,2,5.0,7.0201873779296875,60.089111328125,11.594304343872551,0.5594851746355133,3.1866142981514303
C-28-M_R0-800C-Furnace-R3,M_R0,800,3,5.0,7.4863433837890625,30.643463134765625,11.594304343872551,0.5594851746355133,3.1866142981514303
C-28-M_R10-20C-Furnace-R1,M_R10,20,1,5.0,6.77032470703125,15.625,1.320096016428138,0.7999999997236735,1.3500498307778788
C-28-M_R10-20C-Furnace-R2,M_R10,20,2,5.0,6.5387725830078125,15.625,1.320096016428138,0.7999999997236735,1.3500498307778788
C-28-M_R10-20C-Furnace-R3,M_R10,20,3,5.0,6.5639495849609375,15.625,1.320096016428138,0.7999999997236735,1.3500498307778788
C-28-M_R10-200C-Furnace-R1,M_R10,200,1,5.0,6.6860198974609375,15.583038330078125,1.362749703492044,0.7999999388195547,1.3518221023888013
C-28-M_R10-200C-Furnace-R2,M_R10,200,2,5.0,6.8241119384765625,15.625,1.362749703492044,0.7999999388195547,1.3518221023888013
C-28-M_R10-200C-Furnace-R3,M_R10,200,3,5.0,7.2505950927734375,7.8125,1.362749703492044,0.7999999388195547,1.3518221023888013
C-28-M_R10-400C-Furnace-R1,M_R10,400,1,5.0,7.1743011474609375,15.623092651367188,1.6271801754053343,0.7999753210848028,1.4448517463551336
C-28-M_R10-400C-Furnace-R2,M_R10,400,2,5.0,7.2113037109375,15.625,1.6271801754053343,0.7999753210848028,1.4448517463551336
C-28-M_R10-400C-Furnace-R3,M_R10,400,3,5.0,7.33642578125,7.8125,1.6271801754053343,0.7999753210848028,1.4448517463551336
C-28-M_R10-600C-Furnace-R1,M_R10,600,1,5.0,7.0514678955078125,38.26713562011719,6.719828193794122,0.7905148253644867,2.8121171572600097
C-28-M_R10-600C-Furnace-R2,M_R10,600,2,5.0,7.5962066650390625,30.847549438476562,6.719828193794122,0.7905148253644867,2.8121171572600097
C-28-M_R10-600C-Furnace-R3,M_R10,600,3,5.0,7.4886322021484375,45.8984375,6.719828193794122,0.7905148253644867,2.8121171572600097
C-28-M_R10-800C-Furnace-R1,M_R10,800,1,5.0,7.3101043701171875,60.54496765136719,11.847304343872551,0.6094851746355133,3.33661429815143
C-28-M_R10-800C-Furnace-R2,M_R10,800,2,5.0,6.8363189697265625,60.07194519042969,11.847304343872551,0.6094851746355133,3.33661429815143
C-28-M_R10-800C-Furnace-R3,M_R10,800,3,5.0,7.671356201171875,53.41911315917969,11.847304343872551,0.6094851746355133,3.33661429815143
C-28-M_R20-20C-Furnace-R1,M_R20,20,1,5.0,7.0796966552734375,30.76171875,1.4400960164281378,0.7999999997236735,1.500049830777879
C-28-M_R20-20C-Furnace-R2,M_R20,20,2,5.0,6.9972991943359375,23.4375,1.4400960164281378,0.7999999997236735,1.500049830777879
C-28-M_R20-20C-Furnace-R3,M_R20,20,3,5.0,6.7111968994140625,15.5029296875,1.4400960164281378,0.7999999997236735,1.500049830777879
C-28-M_R20-200C-Furnace-R1,M_R20,200,1,5.0,7.2971343994140625,23.189544677734375,1.5219497034920437,0.7999999388195547,1.5018221023888012
C-28-M_R20-200C-Furnace-R2,M_R20,200,2,5.0,7.5801849365234375,23.435592651367188,1.5219497034920437,0.7999999388195547,1.5018221023888012
C-28-M_R20-200C-Furnace-R3,M_R20,200,3,5.0,7.273101806640625,15.501022338867188,1.5219497034920437,0.7999999388195547,1.5018221023888012
C-28-M_R20-400C-Furnace-R1,M_R20,400,1,5.0,7.529449462890625,23.172378540039062,1.8591801754053345,0.7999753210848028,1.5948517463551335
C-28-M_R20-400C-Furnace-R2,M_R20,400,2,5.0,7.98492431640625,23.157119750976562,1.8591801754053345,0.7999753210848028,1.5948517463551335
C-28-M_R20-400C-Furnace-R3,M_R20,400,3,5.0,7.8533172607421875,23.389816284179688,1.8591801754053345,0.7999753210848028,1.5948517463551335
C-28-M_R20-600C-Furnace-R1,M_R20,600,1,5.0,7.8395843505859375,38.26904296875,6.972828193794121,0.7905148253644867,2.9621171572600096
C-28-M_R20-600C-Furnace-R2,M_R20,600,2,5.0,6.864166259765625,53.14445495605469,6.972828193794121,0.7905148253644867,2.9621171572600096
C-28-M_R20-600C-Furnace-R3,M_R20,600,3,5.0,6.82220458984375,53.375244140625,6.972828193794121,0.7905148253644867,2.9621171572600096
C-28-M_R20-800C-Furnace-R1,M_R20,800,1,5.0,6.25152587890625,67.72613525390625,12.100304343872551,0.6094851746355133,3.48661429815143
C-28-M_R20-800C-Furnace-R2,M_R20,800,2,5.0,6.6951751708984375,74.2645263671875,12.100304343872551,0.6094851746355133,3.48661429815143
C-28-M_R20-800C-Furnace-R3,M_R20,800,3,5.0,7.14569091796875,66.94221496582031,12.100304343872551,0.6094851746355133,3.48661429815143
C-28-M_R30-20C-Furnace-R1,M_R30,20,1,5.0,7.476043701171875,23.4375,1.5600960164281379,0.7999999997236735,1.6500498307778788
C-28-M_R30-20C-Furnace-R2,M_R30,20,2,5.0,7.714080810546875,23.4375,1.5600960164281379,0.7999999997236735,1.6500498307778788
C-28-M_R30-20C-Furnace-R3,M_R30,20,3,5.0,7.6236724853515625,15.5029296875,1.5600960164281379,0.7999999997236735,1.6500498307778788
