Sample_ID,Mix_ID,Temperature_C,Replicate_ID,CH_wt_pct,CaCO3_wt_pct,Quartz_wt_pct,CaO_wt_pct,Char_wt_pct,Amorphous_index,peak_intensity_CH_18deg,peak_intensity_CaCO3_29deg,peak_intensity_Quartz_26deg
C-28-M_R0-20C-Furnace-R1,M_R0,20,1,27.19712299218337,18.29483597614843,54.69280894810133,0.6754060807073291,0.0,12.295080995661982,54.522086387534024,27.126011371879063,76.55313136983757
C-28-M_R0-20C-Furnace-R2,M_R0,20,2,27.234100099852146,20.90549227002277,54.02413752096908,0.2877033426575701,0.0,14.092086692942372,53.85574037377575,30.422544260518873,74.81115195184103
C-28-M_R0-20C-Furnace-R3,M_R0,20,3,27.509415942189527,19.581705319411636,53.98060381903743,0.0,0.0,13.348042510362395,55.20920448206735,28.81779906556166,75.69120236697647
C-28-M_R0-200C-Furnace-R1,M_R0,200,1,25.18671020431577,17.482157100367782,54.42026466875621,0.32836980736637433,0.0,12.538859519467676,51.3809459885011,26.390994686099656,77.2871119601627
C-28-M_R0-200C-Furnace-R2,M_R0,200,2,24.323984484187115,19.78452181386087,53.597426690058754,0.0,1.3812355061282506,13.462718192830552,49.83630274269443,29.928592056083968,75.70926599818742
C-28-M_R0-200C-Furnace-R3,M_R0,200,3,26.402955262216018,18.94252096069252,54.993423669296625,1.0167424934582616,0.4928543742042046,13.707750590727557,52.04281293951844,28.431774423210072,77.12886296635519
C-28-M_R0-400C-Furnace-R1,M_R0,400,1,24.84825816595279,20.324701958944015,55.13057626128546,0.0,0.0,10.914314144964294,50.38323303049756,28.98032578792819,77.40959398363113
C-28-M_R0-400C-Furnace-R2,M_R0,400,2,23.173434847906396,19.027539549122537,57.953712152725295,0.0,0.0,10.061931184751682,45.85427349038696,28.978211577063313,82.0404612844801
C-28-M_R0-400C-Furnace-R3,M_R0,400,3,24.271400118550808,20.225470349463652,54.11918766725169,0.3869794631875446,0.0,9.584810396570951,47.3611032323491,30.676736473819716,77.04122648299467
C-28-M_R0-600C-Furnace-R1,M_R0,600,1,2.9011399160593996,26.245921515047847,72.9518799717234,0.0,0.0,7.971851663659708,4.630091138889075,42.45633679779354,102.70430889291434
C-28-M_R0-600C-Furnace-R2,M_R0,600,2,1.5871009436666748,26.295065398719355,73.43781418786425,1.0151033072850053,0.0,9.735061930056116,4.392868131422644,39.568811274635564,104.14238723568782
C-28-M_R0-600C-Furnace-R3,M_R0,600,3,0.942590152827438,24.579741844599884,72.69237549091618,1.3091512146839777,0.0,7.846541557597701,1.358220394212335,36.68853283745697,102.38534378397415
C-28-M_R0-800C-Furnace-R1,M_R0,800,1,0.7479035886596229,3.776167103131222,81.66671500402217,14.147139641059141,0.3913311221802009,4.372743233480166,2.2222288603382543,6.785568066283908,115.77381877142184
C-28-M_R0-800C-Furnace-R2,M_R0,800,2,0.0,4.541533541652956,81.98927613624755,13.380644299637733,0.09650932233008645,3.608349568411298,-0.241335759693725,8.233694269887545,115.36590142681958
C-28-M_R0-800C-Furnace-R3,M_R0,800,3,0.0,4.75806058168934,81.4791405679227,12.022010310925097,0.0,1.8009155943116264,-0.92351978713452,8.06579898120391,114.10986116485994
C-28-M_R10-20C-Furnace-R1,M_R10,20,1,26.069089409749697,19.07559454192657,53.29006575896056,0.6707063568383083,0.45418088130554096,13.665144561059698,51.91890568810494,29.205333003864812,73.08373575424336
C-28-M_R10-20C-Furnace-R2,M_R10,20,2,25.0252780103519,17.0067802460898,54.04052922776928,0.0,0.20585015325384612,12.416728602227519,48.25882889160109,24.327238860583023,76.56021029073725
