Sample_ID,Mix_ID,Temperature_C,Replicate_ID,mass_loss_pct_30_200,mass_loss_pct_200_400,mass_loss_pct_400_550,mass_loss_pct_600_800,total_mass_loss_pct,DTA_peak_C_1,DTA_peak_C_2,DTA_peak_C_3,DTA_peak_C_4
C-28-M_R0-20C-Furnace-R1,M_R0,20,1,2.4512389199716758,0.18700373690081826,0.0,0.1475003154640146,2.785742972336509,115.7347803621321,357.0351837989026,467.7779193542895,720.7923683707346
C-28-M_R0-20C-Furnace-R2,M_R0,20,2,2.616028960788992,0.01677513657231123,0.0,0.0,2.632804097361303,124.34790353281537,332.97128252239827,474.4649732787617,720.6408844213707
C-28-M_R0-20C-Furnace-R3,M_R0,20,3,2.554681552018685,0.0,0.09747502625779497,0.2606225380205259,2.912779116297006,120.39332709180759,334.87216333932906,459.41729150007217,722.838312186144
C-28-M_R0-200C-Furnace-R1,M_R0,200,1,2.1415409080337895,0.07236410349454014,0.34133102117047953,0.6079651402394275,3.163201172938237,126.38439602191646,352.7091189805976,455.8266868038549,720.708997143094
C-28-M_R0-200C-Furnace-R2,M_R0,200,2,1.342978642104611,0.0,0.08095388098110455,0.0,1.4239325230857156,114.02642819072562,352.1701857758547,447.4227440948928,718.0215170598831
C-28-M_R0-200C-Furnace-R3,M_R0,200,3,1.7645785176585727,0.0,0.4143838650587134,0.1508350743488525,2.3297974570661384,116.15998486393283,354.10648597335097,473.5172892847619,706.4745341197274
C-28-M_R0-400C-Furnace-R1,M_R0,400,1,2.6545046421406266,0.0,0.0,0.01926416525651525,2.673768807397142,121.56721770981162,331.98414164493,452.46312477817236,713.5094128093361
C-28-M_R0-400C-Furnace-R2,M_R0,400,2,2.5646650223635823,0.39657998835616215,0.0,0.5495779018663023,3.5108229125860464,123.41422701907035,345.53692112955656,448.1335888502082,729.2143855154924
C-28-M_R0-400C-Furnace-R3,M_R0,400,3,2.341822014173096,0.40433089490655777,0.9310475925740564,0.25648204929614576,3.933682550949856,126.26990931199796,349.72709165077674,451.58025580216486,723.0532970088453
C-28-M_R0-600C-Furnace-R1,M_R0,600,1,2.6402699701991565,0.0,3.082456753539655,0.0,5.722726723738812,115.63403436896814,367.98205949724013,450.33027038699663,714.912191761812
C-28-M_R0-600C-Furnace-R2,M_R0,600,2,2.1854469295709116,0.0,3.5578905830474494,0.0,5.7433375126183615,125.39646299095048,357.24214538502173,451.89930950950793,745.1587364643182
C-28-M_R0-600C-Furnace-R3,M_R0,600,3,2.5500742009292394,0.0,2.8451550511691925,0.0,5.3952292520984315,127.36136740969424,350.09566689671965,445.61992069206747,705.9074511024679
C-28-M_R0-800C-Furnace-R1,M_R0,800,1,2.9888998468589816,0.0,3.639716414304818,4.277728906914803,10.906345168078602,113.47149223240612,342.70686516253204,460.92585428163994,730.7972860390911
C-28-M_R0-800C-Furnace-R2,M_R0,800,2,3.5379672549934917,0.0,3.0228382461917804,3.248547459894631,9.809352961079904,115.22687314462068,347.9064567874045,443.31345159899337,730.1175519318683
C-28-M_R0-800C-Furnace-R3,M_R0,800,3,4.196919009480998,0.0,3.4421988150441,3.6861073677405343,11.32522519226563,128.16906990505282,364.1959335611679,461.8397945936949,731.8674571747873
C-28-M_R10-20C-Furnace-R1,M_R10,20,1,1.355273346662215,0.47303764398940645,0.4860239636069152,0.0,2.3143349542585367,120.39675718779077,379.7798953227998,467.00362943670183,724.5644840099235
C-28-M_R10-20C-Furnace-R2,M_R10,20,2,2.1446032810558298,0.0,0.27089427949453426,0.0,2.415497560550364,120.4936603768312,374.53594940766186,451.25776222741615,737.8326879245527
C-28-M_R10-20C-Furnace-R3,M_R10,20,3,2.0054730256263955,0.41309575156977,0.0,0.0,2.4185687771961657,124.59764783918772,390.8556648811104,451.37567064933455,714.5645862395102
C-28-M_R10-200C-Furnace-R1,M_R10,200,1,1.909378444375908,1.0526273194170168,0.3025921135960975,0.6412425358137473,3.9058404132027693,120.18511324717515,387.5760530940891,449.53925697048464,719.9692613217794
C-28-M_R10-200C-Furnace-R2,M_R10,200,2,2.1877817668527455,0.2779197250586387,0.0,0.0,2.4657014919113847,129.58356619689886,377.76973954789327,448.551374838529,714.2490060725517
C-28-M_R10-200C-Furnace-R3,M_R10,200,3,1.8010255960826456,0.7480970297355594,0.6948933523729603,0.16884486750193944,3.412860845693105,114.84710497377786,377.42714921149894,466.05571646331293,726.7478750757969
C-28-M_R10-400C-Furnace-R1,M_R10,400,1,2.6356169781663197,0.5096485725793942,0.5558490841991152,0.21215825107993094,3.9132728860247603,124.85610783548698,373.3959650428341,466.51808984522734,720.3753294970462
C-28-M_R10-400C-Furnace-R2,M_R10,400,2,2.5036846438497835,1.4866337067943733,0.48969448492472295,0.0,4.48001283556888,122.22805196274446,379.76611385394597,463.7750545629456,712.1276020559251
C-28-M_R10-400C-Furnace-R3,M_R10,400,3,2.3607004511989134,0.9505101789747887,0.8521204191462581,0.0,4.16333104931996,109.63790999009503,377.04741607614164,461.1313719003536,744.2124437725088
C-28-M_R10-600C-Furnace-R1,M_R10,600,1,2.770218686533855,2.2859229003324897,2.7057071454579313,0.47630704108195315,8.238155773406227,123.74497579160764,403.99250974487126,459.8098161412539,722.2132924369441
C-28-M_R10-600C-Furnace-R2,M_R10,600,2,2.8906805405194103,1.6665079347297969,3.2583118700209712,0.42981877638739296,8.245319121657571,128.23470019465807,386.5972299761302,457.7320407686797,696.5614129473545
C-28-M_R10-600C-Furnace-R3,M_R10,600,3,2.4718334436258966,1.87665903341642,2.778780053097188,0.0,7.127272530139504,122.49923880649902,380.97824410311995,449.19483443533943,732.2655756398885
C-28-M_R10-800C-Furnace-R1,M_R10,800,1,2.9204981098566165,2.1872956916718898,3.2068260056827294,3.8477371049823543,12.162356912193589,125.62865120977152,369.3873397478905,461.2456722885746,720.8304445299367
C-28-M_R10-800C-Furnace-R2,M_R10,800,2,3.358695910181527,1.6500603218212557,3.3324674237783745,3.704221980429806,12.045445636210964,117.67257128729857,401.9607255333327,465.4887361791186,717.1037766915204
C-28-M_R10-800C-Furnace-R3,M_R10,800,3,3.73946598063278,2.2742091388338372,3.5586922397118053,4.080477995412625,13.652845354591047,126.5098821159466,386.37345285337557,456.3461649938209,721.6215889931575
C-28-M_R20-20C-Furnace-R1,M_R20,20,1,2.2151462225709357,0.0,0.0,0.0,2.2151462225709357,116.74000760795556,372.6545389858753,457.57659260807907,703.0142775292289
C-28-M_R20-20C-Furnace-R2,M_R20,20,2,2.330626007933118,0.0,0.2620149715658135,0.6348456716753288,3.2274866511742597,119.44890889941375,381.343558218603,460.1501916494854,720.162816821984
C-28-M_R20-20C-Furnace-R3,M_R20,20,3,2.013496023905472,0.0,0.3508255937475723,0.0,2.3643216176530446,113.34107219234824,374.7114975252128,469.5846718815992,724.2854020079428
C-28-M_R20-200C-Furnace-R1,M_R20,200,1,2.4732020459605915,1.4162423197056617,0.0,0.0,3.889444365666253,119.00791710287042,384.59196115279815,477.5383685733218,734.5396730939872
C-28-M_R20-200C-Furnace-R2,M_R20,200,2,1.5896233223834908,1.27326941493429,0.41417815743839526,0.0,3.277070894756176,114.74324623294352,375.9109966516243,451.3592841023703,708.976629135374
C-28-M_R20-200C-Furnace-R3,M_R20,200,3,1.4265140032074581,1.0033110893969668,0.0,0.0,2.4298250926044247,116.22342088790275,388.4816841776034,472.16244258053524,743.6432329700863
C-28-M_R20-400C-Furnace-R1,M_R20,400,1,2.9284955200978713,3.4167730498394744,0.0,0.0,6.345268569937346,117.78616160268543,382.0605977815727,448.8544428794307,737.7333274900003
C-28-M_R20-400C-Furnace-R2,M_R20,400,2,2.338412817296033,2.5182776674325917,1.075027989081939,0.0,5.931718473810564,124.60740777077625,380.1602859781779,452.23452328750324,719.9251891208391
C-28-M_R20-400C-Furnace-R3,M_R20,400,3,2.7982552551081037,3.0335152731017003,0.3011841166330108,0.0,6.1329546448428145,114.82583205784391,387.54855790443554,467.77864727418955,725.7032691126143
C-28-M_R20-600C-Furnace-R1,M_R20,600,1,2.764045505373159,3.9300023227821703,3.893058148301308,0.20107811806252818,10.788184094519165,116.53937566856538,389.56128271200475,473.6410325363286,730.4574782884217
C-28-M_R20-600C-Furnace-R2,M_R20,600,2,3.0384774052013657,3.7134814603578854,3.4024364299109147,0.0,10.154395295470167,113.6444758655477,379.85483633117263,454.88833421983236,724.0880144658539
C-28-M_R20-600C-Furnace-R3,M_R20,600,3,2.631343314919333,3.8978189694180294,2.6458520886953596,0.44896833570063044,9.623982708733351,123.33401284041177,389.25824660482925,461.6016723569907,702.734083062247
C-28-M_R20-800C-Furnace-R1,M_R20,800,1,3.9849955171882576,4.386354300561575,3.430074615364854,3.734785435280218,15.536209868394904,114.06851703703958,378.3358939291426,452.79223257601257,725.3799082422189
C-28-M_R20-800C-Furnace-R2,M_R20,800,2,4.335901697426474,3.391868855883224,3.2905122700546907,4.366268987646818,15.384551811011207,123.78918685272424,379.4452738528908,462.60678795689336,709.9521960909
C-28-M_R20-800C-Furnace-R3,M_R20,800,3,4.113379941620045,4.068942030397437,3.4483797971776253,3.6566702895181815,15.287372058713292,124.00405128253863,381.4593989295528,487.15455548006804,735.241171840515
C-28-M_R30-20C-Furnace-R1,M_R30,20,1,1.6779701171644266,0.0,0.0,0.0,1.6779701171644266,125.21434474492561,373.6928755916872,476.9344038414466,710.8499314369695
C-28-M_R30-20C-Furnace-R2,M_R30,20,2,2.4905801835295875,0.04286419833947917,0.0,0.0,2.533444381869067,128.6007700271135,377.43049756714305,455.7012995247471,726.3832148949294
C-28-M_R30-20C-Furnace-R3,M_R30,20,3,2.185620665245917,0.4358267770639935,0.0,0.4622592615727328,3.0837067038826436,118.21673371225613,385.46182530291367,475.55452150103963,725.5796275653295
C-28-M_R30-200C-Furnace-R1,M_R30,200,1,1.896656054089261,1.0996258978800233,0.0,0.5400431811829529,3.536325133152237,117.49759000672032,387.7797020030507,456.55049578094946,750.0060355292918
C-28-M_R30-200C-Furnace-R2,M_R30,200,2,2.425603555220646,1.758243356115747,0.26565802526885374,0.0,4.449504936605247,118.16037220793157,393.1863570154186,471.5374626862823,708.2010492262198
C-28-M_R30-200C-Furnace-R3,M_R30,200,3,2.4378575461562404,1.5320645317740433,0.2560019743759585,0.3687212384940431,4.594645290800285,118.69830827216133,369.71713901079204,478.24247360432105,714.2954118030597
C-28-M_R30-400C-Furnace-R1,M_R30,400,1,2.6133240773503466,4.967274292641206,0.3866808459290392,0.44740036688386164,8.414679582804455,122.86506699449554,389.9892743376721,473.07357081246215,708.1416581463209
C-28-M_R30-400C-Furnace-R2,M_R30,400,2,2.732960974278679,4.185293302225877,0.0,0.3365858226662544,7.254840099170812,121.97650410529153,373.0074058145702,461.2137557448264,730.5307639099632
C-28-M_R30-400C-Furnace-R3,M_R30,400,3,2.627151263641962,4.207931780272321,0.47247669226395705,0.0,7.3075597361782405,123.62241645243384,386.4944260144373,459.1948957947388,708.9934746669775
C-28-M_R30-600C-Furnace-R1,M_R30,600,1,3.1528158048275787,5.149932097555342,3.9134942088908846,0.0,12.216242111273806,115.74769775417286,389.2516137579478,466.88488181070926,734.7175288556748
C-28-M_R30-600C-Furnace-R2,M_R30,600,2,2.747895591919398,5.186055274300928,2.3071431285593156,0.0,10.241093994779643,130.66316322325812,363.189790957505,472.6924161970022,708.7518951097627
C-28-M_R30-600C-Furnace-R3,M_R30,600,3,2.870397103066493,5.782806614770788,3.5119730427270603,0.23056356636614977,12.395740326930492,122.06869851286578,369.853021805827,454.0078803824328,715.7322670626572
C-28-M_R30-800C-Furnace-R1,M_R30,800,1,4.031801047902723,5.314219796419836,3.2683038290359074,4.205603921179675,16.81992859453814,115.29177001152689,385.59935783134733,455.1149453753773,741.9141238237692
