Mix_ID,Data_Type,T_C,rho_mean_kgm3,rho_std_kgm3,k_mean_WmK,k_std_WmK,cp_mean_JkgK,cp_std_JkgK,E_mean_Pa,E_std_Pa,nu_mean,nu_std,alpha_th_mean_1K,alpha_th_std_1K,k_perm_mean_m2,k_perm_std_m2,phi_mean,phi_std,alpha_biot_mean,alpha_biot_std,fc_mean_Pa,fc_std_Pa
C,Calibration,20.0,2397.6740140620786,23.816046928962944,1.8817397696321476,0.09381558327335884,862.4957054387268,26.693196312849373,39804262731.48303,3346642525.125128,0.20030265453248652,0.005541207889122875,8.565616986661436e-06,0.0,1.1735635776670267e-18,4.400525616771082e-19,0.10047471256742792,0.005500012674000432,0.6518144267146727,0.011535959341273248,79763436.67598599,6647709.879788875
C,Calibration,40.0,2394.3668357412494,23.78319679436193,1.864370896478742,0.09295179451827555,882.146593532782,26.79814990254603,39596908305.067924,3329208685.290056,0.20051404164692468,0.005541207889122875,8.57734994873785e-06,0.0,1.2899375154487896e-18,4.829441768623379e-19,0.10097043510458832,0.005500012674000432,0.6523477431726915,0.011535959341273248,79178318.3128003,6598944.46438186
C,Calibration,60.0,2385.225113277547,23.69239225215551,1.8387146175631137,0.09167686508539113,1033.7999581879392,26.903103492242685,39112695933.814285,3288497324.2039127,0.20095356848644746,0.005541207889122875,8.59114569252106e-06,0.0,1.4448209878316882e-18,5.393145492184934e-19,0.10195099206238535,0.005500012674000432,0.6529748224355647,0.011535959341273248,77842307.12480934,6487597.522173313
C,Calibration,80.0,2363.614225199697,23.477731743003712,1.7962419739384283,0.0895670033798336,1573.9512263890158,27.00805708193933,38075846189.10168,3201321599.552799,0.20180093532133342,0.005541207889122875,8.60735326329202e-06,0.0,1.6720063608590926e-18,6.207434164553017e-19,0.10379017823134536,0.005500012674000432,0.6537115301978811,0.011535959341273248,75036337.1907922,6253740.070311887
C,Calibration,100.0,2327.2458542191694,23.11648545809494,1.7340851906038386,0.08648027675827984,2000.0,0.0,36375053675.0476,3058323232.9621325,0.2032204132848429,0.005541207889122875,8.626375534505141e-06,0.0,2.0214076832495372e-18,7.441580102035298e-19,0.10683085050888728,0.005500012674000432,0.6545761788893866,0.011535959341273248,70480754.49371365,5874064.953922604
C,Calibration,120.0,2290.8659337989875,22.755124452838405,1.6702193511020065,0.08331183762724209,1939.896629409055,27.074528954177865,34505587523.60051,2901143210.2112947,0.2051188794663494,0.005541207889122875,8.648675495281676e-06,0.0,2.526829365026848e-18,9.206770934440113e-19,0.11088666069817019,0.005500012674000432,0.6555898134701381,0.011535959341273248,65419652.172795184,5452258.40566587
C,Calibration,140.0,2269.2196891497256,22.54011274758609,1.6236254588652437,0.08100441035551252,1259.7880223190907,27.3229178510293,32964105760.62621,2771539291.7949305,0.2070169232965685,0.005541207889122875,8.674782470275766e-06,0.0,3.145796315193283e-18,1.1354437107276976e-18,0.11497674380718427,0.005500012674000432,0.6567764941516877,0.011535959341273248,61064466.312668316,5089284.927124687
C,Calibration,160.0,2260.0166380882188,22.448699029672404,1.5938836358016428,0.07953347441680601,944.2766929457317,27.427871440725966,31753207948.66763,2669730042.4082747,0.20843509971802068,0.005541207889122875,8.705297880392713e-06,0.0,3.775241924624128e-18,1.3535926784028276e-18,0.11812163619128692,0.0055000126740004296,0.6581635582479125,0.011535959341273248,57465622.28344761,4789347.110928856
C,Calibration,180.0,2256.618415744704,22.41494455665665,1.573896617066494,0.07854445982696835,892.8430678927082,27.53282503042261,30808725187.478294,2590320301.9448805,0.20928017959596681,0.005541207889122875,8.740899987440536e-06,0.0,4.353088952317693e-18,1.5545104951380268e-18,0.12013921018538566,0.005500012674000434,0.6597818358409955,0.01153595934127325,54585816.23190873,4549335.948690976
C,Calibration,200.0,2255.360436880135,22.402449078331177,1.5585476717767501,0.07778359847879601,892.3410967502151,27.63777862011927,30116592126.519165,2532127491.0272007,0.20971624762317254,0.005541207889122875,8.78234686213424e-06,0.0,4.887963312170586e-18,1.7413641851001544e-18,0.12137940489154808,0.005500012674000434,0.6616657846907092,0.011535959341273248,52479151.98159972,4373760.605729439
C,Calibration,220.0,2254.8081247318855,22.396962973062085,1.5451358804761672,0.07711773472794557,895.6112484817966,27.742732209815927,29631323260.206432,2491327302.487671,0.2099227225975548,0.005541207889122875,8.830476575957041e-06,0.0,5.4165116209526354e-18,1.9266011617525537e-18,0.12222600567917892,0.005500012674000438,0.663853498955382,0.011535959341273248,51042167.3675293,4253998.253276331
