#,KXX [W/m/K]
Temperature_C,thermal_conductivity_wmk
20.0,1.0172510693496526
40.0,1.0109317135501708
60.0,1.002798475071311
80.0,0.9845784581400567
100.0,0.9343318384912587
120.0,0.8827422080434049
140.0,0.8599634451584788
160.0,0.8436608583050371
180.0,0.8274097255290952
200.0,0.8118553544710184
220.0,0.7970287503733116
240.0,0.7826396626329425
260.0,0.7685910388377549
280.0,0.7547724824993548
300.0,0.7412947578898288
320.0,0.7281461950646025
340.0,0.7148682462972218
360.0,0.7010051917372822
380.0,0.6862619391969814
400.0,0.6704694492173637
420.0,0.6536298259448299
440.0,0.6360558103638309
460.0,0.6184323664061815
480.0,0.6015854743724732
500.0,0.5860932072907199
520.0,0.5721315325281477
540.0,0.5596115735539805
560.0,0.5483632842829603
580.0,0.5382276015756895
600.0,0.5290750429705421
620.0,0.5207979651437441
640.0,0.513300838243418
660.0,0.5064947687515277
680.0,0.5002957321454642
700.0,0.4946247661506246
720.0,0.4894088079493173
740.0,0.48458146951319586
760.0,0.4800834741185437
780.0,0.47586271314397005
800.0,0.4718739875374436
