Temperature_C,density_kgm3_mean,density_kgm3_std,specific_heat_jkgk_mean,specific_heat_jkgk_std,thermal_conductivity_wmk_mean,thermal_conductivity_wmk_std,elastic_modulus_pa_mean,elastic_modulus_pa_std,poisson_ratio_mean,poisson_ratio_std,cte_1k_mean,cte_1k_std,free_thermal_strain_mean,free_thermal_strain_std,compressive_strength_pa_mean,compressive_strength_pa_std,permeability_m2_mean,permeability_m2_std,biot_coefficient_mean,biot_coefficient_std,moisture_diffusivity_m2s_mean,moisture_diffusivity_m2s_std,porosity_mean,porosity_std,rubber_integrity_mean,rubber_integrity_std,dehydration_fraction_mean,dehydration_fraction_std,damage_index_mean,damage_index_std
20.0,1799.993045155185,17.99993045155185,850.9175170950878,42.54587585475439,1.0172510693496526,0.050862553467482634,42866555904.27341,3429324472.3418727,0.20446907371284467,0.00613407221138534,9.676672528874757e-06,6.773670770212331e-07,0.0,1e-12,74784184.08212739,7478418.40821274,2.9201240214487372e-18,1e-12,0.7006013175144025,0.02101803952543207,1.0364837562649176e-11,2.591209390662294e-12,0.1112161252088306,0.005560806260441531,0.9993166948159271,0.049965834740796355,0.0002352696805845163,1.1763484029225814e-05,0.011675594932311234,0.0008172916452617864
40.0,1799.688452977289,17.996884529772892,871.9501744989795,43.59750872494898,1.0109317135501708,0.05054658567750854,42791285198.01106,3423302815.840885,0.20458143065912096,0.006137442919773629,9.696031321486327e-06,6.787221925040429e-07,0.0001943393983302062,1.3603757883114434e-05,74932341.78356019,7493234.178356019,3.0044823258029335e-18,1e-12,0.7013258148452631,0.021039774445357894,1.4634607495210317e-11,3.658651873802579e-12,0.11151097022669125,0.005575548511334563,0.9981454768935181,0.04990727384467591,0.00173179207163075,8.65896035815375e-05,0.014396677245037744,0.0010077674071526422
60.0,1798.3229666344155,17.983229666344155,1050.7154401909688,52.535772009548445,1.002798475071311,0.05013992375356555,42689983746.33928,3415198699.7071424,0.20472881020625278,0.0061418643061875835,9.738936551062427e-06,6.817255585743699e-07,0.0003906001380128951,2.734200966090266e-05,75631631.64849932,7563163.164849933,3.1250990302899297e-18,1e-12,0.7022542642916482,0.021067627928749444,1.905595987882285e-11,4.763989969705712e-12,0.11195548125707937,0.005597774062853968,0.9949801767470091,0.04974900883735046,0.012592088661042609,0.0006296044330521305,0.01784376841234507,0.0012490637888641551
80.0,1791.343796719235,17.913437967192348,1693.705235885551,84.68526179427755,0.9845784581400567,0.04922892290700284,42552365822.43451,3404189265.7947607,0.20493170489599555,0.006147951146879866,9.90659957484262e-06,6.934619702389835e-07,0.0005963825218018423,4.1746776526128965e-05,76636536.49148355,7663653.649148356,3.3315000197369886e-18,1e-12,0.7035169272135001,0.021105507816405,2.396554253036797e-11,5.991385632591992e-12,0.11297809474298179,0.00564890473714909,0.986509728110971,0.049325486405548555,0.08344521895552488,0.004172260947776244,0.02228085200821158,0.0015596596405748108
100.0,1766.6371666589791,17.666371666589793,2415.606726019011,120.78033630095057,0.9343318384912587,0.046716591924562935,42363936563.369255,3389114925.0695405,0.2052309957490908,0.006156929872472724,1.046909166501379e-05,7.328364165509654e-07,0.0008410583947574803,5.8874087633023626e-05,76762826.8078387,7676282.68078387,3.760984443543558e-18,1e-12,0.7053810354633123,0.02116143106389937,3.04422384309841e-11,7.610559607746025e-12,0.11569517747562065,0.005784758873781033,0.9644285552080969,0.04822142776040485,0.35000578249513403,0.017500289124756704,0.028107035367876773,0.0019674924757513744
120.0,1736.9001607107646,17.369001607107645,2126.1582013659868,106.30791006829935,0.8827422080434049,0.04413711040217025,42104913156.021225,3368393052.481698,0.20570529151831662,0.006171158745549498,1.1069267034670586e-05,7.74848692426941e-07,0.0011128919230034525,7.790243461024168e-05,75161789.73669855,7516178.973669856,4.481658913125799e-18,1e-12,0.7077745924871038,0.021233237774613115,3.775763142804968e-11,9.43940785701242e-12,0.11861959047561077,0.005930979523780539,0.9105910360684499,0.0455295518034225,0.6165684907391011,0.030828424536955057,0.03592661566304875,0.002514863096413413
140.0,1713.4707125863365,17.134707125863365,1310.959003942375,65.54795019711875,0.8599634451584788,0.04299817225792394,41750062402.518684,3340004992.2014947,0.20647006125428133,0.006194101837628439,1.1356380567179847e-05,7.949466397025894e-07,0.0013722958747794747,9.606071123456324e-05,72484020.46794404,7248402.046794404,5.643731007426016e-18,1e-12,0.7106994395323817,0.021320983185971448,4.449897534556548e-11,1.112474383639137e-11,0.12029311308388774,0.006014655654194387,0.7982714522954804,0.03991357261477402,0.6874288503600449,0.03437144251800225,0.04662189027919388,0.003263532319543572
160.0,1685.1474016414245,16.851474016414244,931.4990937974583,46.57495468987292,0.8436608583050371,0.04218304291525186,41271200550.24102,3301696044.019282,0.20757933006483872,0.006227379901945162,1.1600863843809123e-05,8.120604690666387e-07,0.001639067558214826,0.00011473472907503784,69805721.13918506,6980572.113918506,7.632079892891486e-18,1e-12,0.7146248508605809,0.021438745525817426,5.1578819371458826e-11,1.2894704842864706e-11,0.1219112450626832,0.00609556225313416,0.6249253971166163,0.031246269855830816,0.698304140983959,0.03491520704919795,0.061352656404713615,0.004294685948329953
180.0,1657.5489690629179,16.57548969062918,867.5913322057818,43.37956661028909,0.8274097255290952,0.04137048627645476,40644508533.367165,3251560682.669373,0.2088977987340071,0.006266933962020213,1.1860607836060759e-05,8.302425485242532e-07,0.0019208409181761536,0.00013445886427233076,67550381.61111058,6755038.161111059,1.0629980725088478e-17,1e-12,0.7199258397905434,0.0215977751937163,5.963785912057822e-11,1.4909464780144555e-11,0.12399830088934781,0.006199915044467391,0.45145880371183283,0.022572940185591642,0.6998289787849795,0.03499144893924898,0.08130437862856489,0.005691306503999543
200.0,1639.649591455757,16.39649591455757,864.5429031483241,43.2271451574162,0.8118553544710184,0.04059276772355092,39862413046.13514,3188993043.690811,0.21026427004763468,0.0063079281014290405,1.2106367594107923e-05,8.474457315875547e-07,0.0022141216905102335,0.00015498851833571636,65636878.86991783,6563687.886991784,1.4818925629012093e-17,1e-12,0.7267510850839142,0.021802532552517424,6.900838134879829e-11,1.7252095337199572e-11,0.12667274010782487,0.0063336370053912435,0.33858593440127227,0.016929296720063613,0.7000843050056622,0.03500421525028311,0.10700069627096155,0.007490048738967309
