#,NU [-]
Temperature_C,poisson_ratio
20.0,0.20446907371284467
40.0,0.20458143065912096
60.0,0.20472881020625278
80.0,0.20493170489599555
100.0,0.2052309957490908
120.0,0.20570529151831662
140.0,0.20647006125428133
160.0,0.20757933006483872
180.0,0.2088977987340071
200.0,0.21026427004763468
220.0,0.21164945155792866
240.0,0.21304292502706815
260.0,0.2144169907395079
280.0,0.21576537049921543
300.0,0.21708174643610761
320.0,0.21837826003855895
340.0,0.21970523410472803
360.0,0.22110425064207165
380.0,0.22259165603960104
400.0,0.22416456299492143
420.0,0.22580701330649103
440.0,0.22749416454177104
460.0,0.22919570462787536
480.0,0.230879077552748
500.0,0.23251253749203804
520.0,0.23406779175826845
540.0,0.23552195795036088
560.0,0.23685866515952875
580.0,0.238068291501553
600.0,0.2391474784508545
620.0,0.24009815149447636
640.0,0.24092629568582977
660.0,0.241640699196411
680.0,0.24225181445044597
700.0,0.2427708192037978
720.0,0.24320890442572887
740.0,0.24357677804949585
760.0,0.24388435288975
780.0,0.24414057932201677
800.0,0.24435338402124987
