max_voltage,min_voltage,voltage_gradient,current_density_max,electric_field_strength
756.9268451270138,-582.2914330270241,595.2768411040546,494.8259516005463,267668.43719429756
606.7162019700039,-926.9149089738497,539.1937941273144,86.1161105063738,410598.6972382666
166.78733518367417,-726.3336150785424,968.8146905778044,559.1366564629684,898596.91056897
797.4205539416644,-19.99453680318311,484.21313934764163,502.78344184668055,896256.7164715789
720.1113335149457,-403.7414247672979,63.60143637779736,144.4364841550776,685712.7688246809
86.13577154903629,-290.2629151989797,551.6879678064616,442.06621311807504,858980.5471222202
463.8098246743763,-992.6421703745855,841.0961706161014,334.10465208656325,88773.26695623266
173.9773995218036,-481.7942678174792,996.84928428144,521.8308753051894,864994.9762077763
337.47704571297186,-962.4713424681969,430.3431736890725,585.6543354287992,320619.9065502268
18.081092205685433,-430.7697879085521,320.29874249674253,8.49557860720951,178331.51242821632
400.32986841075825,-79.22915036392465,906.6532969519989,761.0059829495553,239369.83634204633
549.8769211562104,-31.580869499592154,191.24212907612136,713.0142918617408,417968.5080138871
619.5825928270868,-459.4473246110758,615.4289150329266,366.2863862065222,251192.00460446722
663.49034512871,-541.7951947477841,405.71442418094773,52.93593556881826,320567.58601649903
836.29131310246,-54.982905751505996,41.082364955555285,754.9325397850504,134978.48607164208
215.46290727573003,-326.3901680033049,347.2884743056978,955.1751604781324,296176.7655589985
120.48182243846794,-935.1007204615905,265.2285225026746,240.1515960220142,572283.8145420011
851.5371718979256,-534.2744223325025,686.0911539434868,323.5246137370379,441853.70809106395
156.61281489264988,-759.7549815356961,948.7904976919182,183.81288948181495,346718.76123591117
974.7600813361953,-530.1956785513185,268.0471873786378,576.9361233448396,746452.128857114
842.538229398637,-544.5344279936382,811.4659391516817,154.84139464745493,893509.9713933179
500.87660588959915,-417.855197185258,55.35981693840952,356.19394346137943,756789.222902397
981.4214249220253,-643.2295096507487,538.1210100398132,697.013013934263,332000.7021176792
97.37672910800421,-835.7295505440719,70.55006370989459,560.1159830093484,744442.1678375537
303.06576117510167,-496.2805654100437,934.0329911306393,386.46256432793524,151980.1824740512
638.2244150406115,-169.79711565423793,766.3512805573902,420.2496018075419,130317.98809129091
350.00686847317877,-335.98777193239766,657.9499112045924,562.1108826232295,345627.03703615896
928.3725519807919,-661.6321340747842,823.8963816246643,5.864727887161303,807702.369044057
65.62608817781756,-64.47697724114278,647.5197955701632,78.50986845360985,246348.24724230188
549.4118320609646,-87.79242875081786,968.9443971742911,881.2580677630116,63253.40889867958
590.8662673951145,-790.6516006159012,713.9579478647715,77.87898909129076,131709.5352063551
652.7281237772241,-960.582414879637,924.6586095822468,706.8035962105051,858744.9685295802
255.66622333181442,-258.69129164923777,517.131892010638,920.0381641090526,633783.2847472876
364.5664275198645,-172.38973865084677,117.06441298186266,270.6836043017311,253201.16336997665
843.6805296649776,-32.1354340486447,528.1777214230171,370.4914370595143,555295.8253281814
194.94276897015982,-110.16360591168927,126.8728280630933,568.9214058447163,527579.6224253504
826.8678471733621,-399.4652317935852,592.493479176405,881.7089696385847,655435.9784406612
562.6554229027424,-469.94766078761916,482.4930605276629,941.9055872604201,233187.5544216163
762.1875111940822,-972.1589487374138,622.5753978327817,739.5632481112681,864402.9871943977
713.6073662634716,-753.3435531552221,10.046981054831594,86.61976085469402,309368.56208001287
207.511495384879,-540.3852482670736,194.8404916553641,669.1541555348508,694131.6539762369
568.8127364338728,-371.4960999164322,491.3304319121309,410.30372187266204,16124.646372214891
