x_norm,y_norm,sigma_MPa
0.129485,0.876946,4.632922
0.303636,0.733233,-5.898031
0.956572,0.307694,5.115064
0.735063,0.593194,-9.057255
0.494525,0.637270,-3.160568
0.006116,0.550044,7.749082
0.430712,0.500645,5.554382
0.650944,0.832872,3.821192
0.054123,0.526370,-2.033872
0.657536,0.411786,-3.871085
0.141933,0.899420,-2.298151
0.867768,0.355776,5.318158
0.321210,0.947929,-2.489651
0.927994,0.358538,-0.738515
0.720085,0.578677,0.622084
0.458501,0.142277,-1.151885
0.713969,0.249919,6.924373
0.087372,0.766471,-0.488210
0.201427,0.084060,9.101755
0.852498,0.564546,0.824199
0.555390,0.317147,-0.693760
0.035021,0.148808,5.923973
0.978543,0.929388,-3.079562
0.035029,0.661190,-5.273747
0.529181,0.681159,1.355787
0.403898,0.258479,6.827163
0.469352,0.904858,1.222368
0.816434,0.538177,0.751250
0.665369,0.360420,-1.602237
0.013298,0.826569,-5.465172
0.778763,0.093067,3.969432
0.294215,0.095797,-0.321987
0.833305,0.536229,-0.819576
0.756325,0.600199,1.789052
0.865675,0.434795,-6.960622
0.358894,0.843786,-4.947167
0.894458,0.472045,-7.363750
0.677521,0.336252,5.236353
0.827194,0.484655,-1.085046
0.340824,0.305627,-3.686140
0.804655,0.528649,1.239566
0.752262,0.175953,-2.321531
0.657971,0.226179,-2.266552
0.099505,0.647553,5.973492
0.250814,0.617324,7.871745
0.256288,0.391503,-5.382879
0.877026,0.006120,1.020940
0.247528,0.292416,7.762167
0.646852,0.508079,-2.883175
0.905527,0.744658,1.151411
0.066468,0.108838,6.833379
0.139752,0.745554,3.015452
0.373005,0.565072,-8.549599
0.593151,0.587110,-4.140491
0.064378,0.940074,-0.331356
0.279854,0.637659,-2.128790
0.150933,0.778331,1.778895
0.069229,0.946826,2.386662
0.414445,0.616045,4.417732
0.836694,0.917648,1.227893
0.859384,0.693747,-2.760320
0.578898,0.182427,-2.636870
0.231102,0.216856,-4.544892
0.238642,0.323250,6.293925
0.735208,0.404672,7.546971
0.649075,0.035251,7.621825
0.661032,0.487278,5.668458
0.078298,0.791155,2.380913
0.766162,0.339356,-4.218432
0.478555,0.691911,1.565352
0.416540,0.557582,3.058563
0.047530,0.633139,4.671808
0.063999,0.521507,-3.574520
0.998350,0.713706,-9.345043
0.871295,0.069161,-1.075517
0.288566,0.371033,7.376627
0.927028,0.069454,-2.487769
0.611606,0.009271,5.892871
0.794249,0.247695,-1.239585
0.285808,0.233469,-0.362824
0.204952,0.120356,-4.898676
0.947404,0.262478,-3.178935
0.895060,0.858996,-4.384258
0.124462,0.342638,-0.654693
0.521247,0.402411,-1.818167
0.575792,0.073539,-12.581798
0.418082,0.183837,-3.726088
0.873037,0.874850,3.433531
0.539741,0.974257,-1.717983
0.527277,0.866161,7.552688
0.451786,0.009787,0.255838
0.918226,0.718004,-7.582402
0.778266,0.659634,3.162002
0.286440,0.939306,-0.612928
0.547139,0.274960,1.548591
0.764002,0.125370,0.860689
0.735435,0.342669,7.779248
0.444958,0.266452,6.634159
0.100443,0.310995,12.415226
0.022679,0.502799,-0.878624
0.893506,0.626100,3.076113
0.826928,0.711096,-6.568852
0.764750,0.194752,-6.911950
0.891214,0.205398,3.723471
0.677688,0.500540,5.812240
0.535264,0.437183,-0.338310
0.749454,0.204886,-0.937281
0.143826,0.845316,-0.408912
0.455151,0.243422,-1.552078
0.541657,0.313891,-3.517051
0.938854,0.152808,-7.846751
0.069555,0.121937,2.843235
0.981498,0.777312,1.586208
0.101537,0.021946,0.461318
0.505342,0.497550,4.692197
0.838290,0.994441,6.793619
0.161755,0.505374,0.181172
0.011075,0.706117,-3.193907
0.787585,0.772498,-3.052994
0.862020,0.759547,-4.403094
0.187598,0.235846,-4.811968
0.952307,0.516002,1.496861
0.525208,0.966242,-1.053320
0.914950,0.288290,-0.163352
0.824153,0.911677,6.247752
0.974816,0.119816,3.023775
0.120043,0.830056,-2.900479
0.009664,0.976966,2.140348
0.190286,0.716373,2.881946
0.525849,0.429083,5.693711
0.375622,0.764259,-1.123691
0.906684,0.506001,-7.597791
0.365158,0.204491,-6.288068
0.243477,0.012724,-7.396595
0.237276,0.050876,-4.281566
0.062332,0.184897,-3.285671
0.088032,0.495602,-6.324918
0.511619,0.809332,-2.972281
0.951700,0.880170,2.908266
0.351354,0.209709,-11.900335
0.147486,0.263478,5.471284
0.375598,0.116285,1.644818
0.748957,0.582190,2.826832
0.929671,0.814271,-2.794540
0.177968,0.032563,6.506993
0.692438,0.442403,-0.002974
0.779826,0.575565,-2.385502
0.331993,0.022427,-2.217115
0.575731,0.363471,10.021281
0.886315,0.489217,4.852785
0.808719,0.185862,8.984555
0.008759,0.812600,0.576453
0.498788,0.491894,-6.593323
0.478365,0.512598,-9.539649
0.768046,0.291349,-4.911082
0.051418,0.396815,1.457422
0.711403,0.649110,4.439287
0.346264,0.721498,-1.205773
