,Rubber_Content,Activation_Energy_J_mol_creep_parameters,CO2_Diffusivity_m2_s_gas_transport,Compressive_Strength_compressive_strength,Creep_Coefficient_A_creep_parameters,Damage_Level_damage_evolution,Damage_Rate_per_C_damage_evolution,Effective_Porosity_porosity,Elastic_Modulus_elastic_modulus,Fracture_Energy_J_m2_fracture_properties,Fracture_Toughness_m05_fracture_properties,Humidity_Factor_shrinkage_parameters,Instantaneous_Thermal_Strain_thermal_strain,Intrinsic_Permeability_m2_permeability,Moisture_Diffusivity_m2_s_moisture_transport,O2_Diffusivity_m2_s_gas_transport,Poissons_Ratio_poissons_ratio,Residual_Stiffness_Factor_damage_evolution,Residual_Strength_Factor_damage_evolution,Shrinkage_Time_Constant_days_shrinkage_parameters,Sorption_Capacity_kg_kg_moisture_transport,Specific_Heat_specific_heat,Stress_Exponent_n_creep_parameters,Tensile_Strength_tensile_strength,Thermal_Conductivity_thermal_conductivity,Thermal_Diffusivity_mm2_s_thermal_diffusivity,Thermal_Expansion_Coeff_per_K_thermal_expansion,Thermal_Expansion_Coeff_per_K_thermal_strain,Time_Dependent_Thermal_Strain_thermal_strain,Time_Exponent_m_creep_parameters,Total_Porosity_porosity,Total_Thermal_Strain_thermal_strain,Ultimate_Autogenous_Shrinkage_shrinkage_parameters,Ultimate_Drying_Shrinkage_shrinkage_parameters
Rubber_Content,1.0,-0.9981114241878691,0.9919786373171876,-0.9957928731911412,0.9981114241878707,,,0.9930203078397154,-0.9957497008105435,0.9968867039779681,0.9968690585688826,-0.9882380297284312,,0.9931138343526688,0.9922488570258489,0.9937448722142034,0.99705966672901,,,0.9960768554686362,-0.992389667569371,0.9958442614328891,0.9976680164533882,-0.9958835999190581,-0.9958411584667499,-0.9961165642901858,0.73599218554244,0.9960768554686346,,-0.9976680164533871,0.9921718415823103,,-0.9982295648551711,-0.9985539016494809
Activation_Energy_J_mol_creep_parameters,-0.9981114241878691,1.0,-0.997815193080586,0.9995404276775071,-1.0000000000000013,,,-0.9983901250628728,0.999526851168215,-0.9901604556673631,-0.9901291583961989,0.9957656831678028,,-0.9983888343677997,-0.9979984662888254,-0.9986972411300961,-0.9904775737814597,,,-0.9990289201629485,0.9980785885733955,-0.9883689925806629,-0.9999766188522184,0.9995700698560461,0.9883638955433796,0.9888576882231224,-0.7761287393572247,-0.9990289201629469,,0.999976618852218,-0.9979693727621258,,0.997041076932597,0.9994720105059974
CO2_Diffusivity_m2_s_gas_transport,0.9919786373171876,-0.997815193080586,1.0,-0.9993192136052045,0.9978151930805848,,,0.9998579520225794,-0.9993219333011075,0.9789942328092704,0.9789487681140738,-0.9995043543619871,,0.9996282796378206,0.9997696911925791,0.9998858312655265,0.9793929964629179,,,0.9985705313645341,-0.9998499556763512,0.9764257717980183,0.9982318065183067,-0.999292835673326,-0.976413741786856,-0.9771584841410093,0.814576958690217,0.9985705313645324,,-0.9982318065183065,0.9998868995002486,,-0.9907686493608345,-0.9965499327021292
Compressive_Strength_compressive_strength,-0.9957928731911412,0.9995404276775071,-0.9993192136052045,1.0,-0.9995404276775058,,,-0.9996485534556308,0.999998738326587,-0.9854686673621991,-0.9854306851580668,0.998091270277136,,-0.9995804950782418,-0.9994383492166224,-0.9997599071460431,-0.9858519477425727,,,-0.9991346252892997,0.9994926346934316,-0.9833105333014287,-0.9997240930696294,0.9999986966704588,0.9833037052316497,0.9838957536111805,-0.794775995569583,-0.999134625289298,,0.9997240930696291,-0.999439188981714,,0.9950117178669368,0.9985280814657843
Creep_Coefficient_A_creep_parameters,0.9981114241878707,-1.0000000000000013,0.9978151930805848,-0.9995404276775058,1.0,,,0.9983901250628716,-0.9995268511682138,0.9901604556673618,0.9901291583961975,-0.9957656831678012,,0.9983888343677985,0.997998466288824,0.9986972411300945,0.9904775737814586,,,0.9990289201629471,-0.998078588573394,0.9883689925806615,0.9999766188522168,-0.9995700698560447,-0.9883638955433781,-0.988857688223121,0.7761287393572237,0.9990289201629454,,-0.9999766188522164,0.9979693727621246,,-0.9970410769325958,-0.9994720105059961
Damage_Level_damage_evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damage_Rate_per_C_damage_evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective_Porosity_porosity,0.9930203078397154,-0.9983901250628728,0.9998579520225794,-0.9996485534556308,0.9983901250628716,,,1.0,-0.9996623493714989,0.9806292134332976,0.9805854158850191,-0.9993767645925692,,0.9999111656177901,0.9999603298758732,0.999920641607646,0.98107837168517,,,0.9984042580582387,-0.9999841478836592,0.978152161672839,0.9987546474383125,-0.9996216947419315,-0.978145240534272,-0.9788390213564203,0.8105853372954919,0.998404258058237,,-0.9987546474383124,0.999975581886418,,-0.9925999655898688,-0.996967840479071
Elastic_Modulus_elastic_modulus,-0.9957497008105435,0.999526851168215,-0.9993219333011075,0.999998738326587,-0.9995268511682138,,,-0.9996623493714989,1.0,-0.9853877465186037,-0.9853496580403239,0.9981220790986396,,-0.9996135846732319,-0.9994614115858951,-0.99976000956343,-0.9857765946084431,,,-0.9990896475864063,0.9995110330342604,-0.9832237837506789,-0.9997138143073265,0.9999977528626721,0.9832176954954756,0.983820135870015,-0.7951243224899118,-0.9990896475864046,,0.9997138143073261,-0.9994563542739665,,0.9950314124819997,0.9985136891830309
Fracture_Energy_J_m2_fracture_properties,0.9968867039779681,-0.9901604556673631,0.9789942328092704,-0.9854686673621991,0.9901604556673618,,,0.9806292134332976,-0.9853877465186037,1.0,0.9999999750291456,-0.9731037445530132,,0.9808439238616042,0.9793745556407317,0.9818855777892842,0.9999869756272003,,,0.9867721211540911,-0.97959248235412,0.9999247286590088,0.9891803817573096,-0.985637296247296,-0.9999242023478452,-0.9999177745934694,0.6803998052969148,0.9867721211540894,,-0.9891803817573085,0.9792364568985734,,-0.9942274806300313,-0.9918461174197811
Fracture_Toughness_m05_fracture_properties,0.9968690585688826,-0.9901291583961989,0.9789487681140738,-0.9854306851580668,0.9901291583961975,,,0.9805854158850191,-0.9853496580403239,0.9999999750291456,1.0,-0.9730522385903165,,0.9808004678841108,0.9793293996446064,0.9818432764005686,0.9999864236295507,,,0.986737016896953,-0.9795475429994069,0.9999274456010228,0.9891475720894752,-0.9855995333485281,-0.9999269265975123,-0.9999197001010138,0.680236219356078,0.9867370168969514,,-0.9891475720894739,0.9791911289964992,,-0.9942073396659306,-0.9918183287810735
Humidity_Factor_shrinkage_parameters,-0.9882380297284312,0.9957656831678028,-0.9995043543619871,0.998091270277136,-0.9957656831678012,,,-0.9993767645925692,0.9981220790986396,-0.9731037445530132,-0.9730522385903165,1.0,,-0.9992335914546379,-0.9995562203247629,-0.9990570114165949,-0.973634348505551,,,-0.9963929439006992,0.9995449584581411,-0.9702040398189776,-0.9963710262763865,0.9980292916818247,0.970195994692364,0.9710131113496141,-0.830712203250334,-0.9963929439006972,,0.9963710262763864,-0.9995990461511697,,0.9882229035203864,0.9937891422795871
Instantaneous_Thermal_Strain_thermal_strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intrinsic_Permeability_m2_permeability,0.9931138343526688,-0.9983888343677997,0.9996282796378206,-0.9995804950782418,0.9983888343677985,,,0.9999111656177901,-0.9996135846732319,0.9808439238616042,0.9808004678841108,-0.9992335914546379,,1.0,0.9999168187339357,0.9997512643639684,0.9813283596112798,,,0.9980282442044414,-0.9999055528044999,0.9783856092303659,0.998742802111964,-0.9995621550041034,-0.9783853453204907,-0.9791496948578692,0.8100965343168112,0.9980282442044397,,-0.9987428021119638,0.999875981377487,,-0.9931774571220892,-0.9970502810718934
Moisture_Diffusivity_m2_s_moisture_transport,0.9922488570258489,-0.9979984662888254,0.9997696911925791,-0.9994383492166224,0.997998466288824,,,0.9999603298758732,-0.9994614115858951,0.9793745556407317,0.9793293996446064,-0.9995562203247629,,0.9999168187339357,1.0,0.9997709918808497,0.9798669822711449,,,0.9978616541462242,-0.9999904251390995,0.9768230147896362,0.9984053581356762,-0.9994018789872291,-0.9768179643649824,-0.9775231538020549,0.8143324500166679,0.9978616541462223,,-0.9984053581356759,0.9999792877465701,,-0.9922727468218865,-0.9963608902405232
O2_Diffusivity_m2_s_gas_transport,0.9937448722142034,-0.9986972411300961,0.9998858312655265,-0.9997599071460431,0.9986972411300945,,,0.999920641607646,-0.99976000956343,0.9818855777892842,0.9818432764005686,-0.9990570114165949,,0.9997512643639684,0.9997709918808497,1.0,0.9822709621066207,,,0.9990223029331174,-0.999846739400616,0.9794905756731571,0.999015221936059,-0.9997455278504801,-0.9794804408614136,-0.9801674143292893,0.8062885361393918,0.9990223029331156,,-0.999015221936059,0.9998486251631603,,-0.9926276424569016,-0.9975774996665847
Poissons_Ratio_poissons_ratio,0.99705966672901,-0.9904775737814597,0.9793929964629179,-0.9858519477425727,0.9904775737814586,,,0.98107837168517,-0.9857765946084431,0.9999869756272003,0.9999864236295507,-0.973634348505551,,0.9813283596112798,0.9798669822711449,0.9822709621066207,1.0,,,0.9869461336915741,-0.9800633302099666,0.9998827703046989,0.9895134729822495,-0.9860158268146259,-0.9998836326363838,-0.9998783178750991,0.6822243939894864,0.9869461336915722,,-0.989513472982248,0.9797017832437375,,-0.9946910899942201,-0.9920427719054155
Residual_Stiffness_Factor_damage_evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual_Strength_Factor_damage_evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrinkage_Time_Constant_days_shrinkage_parameters,0.9960768554686362,-0.9990289201629485,0.9985705313645341,-0.9991346252892997,0.9990289201629471,,,0.9984042580582387,-0.9990896475864063,0.9867721211540911,0.986737016896953,-0.9963929439006992,,0.9980282442044414,0.9978616541462242,0.9990223029331174,0.9869461336915741,,,1.0,-0.9980971346905139,0.9847718964632468,0.999124152123935,-0.9991687519755125,-0.9847531280217863,-0.9853732980949461,0.785331769816455,0.9999999999999981,,-0.9991241521239346,0.9981048868353816,,-0.9928409151051164,-0.9989741833511253
Sorption_Capacity_kg_kg_moisture_transport,-0.992389667569371,0.9980785885733955,-0.9998499556763512,0.9994926346934316,-0.998078588573394,,,-0.9999841478836592,0.9995110330342604,-0.97959248235412,-0.9795475429994069,0.9995449584581411,,-0.9999055528044999,-0.9999904251390995,-0.999846739400616,-0.9800633302099666,,,-0.9980971346905139,1.0,-0.9770528194938893,-0.9984787059615248,0.9994594436539836,0.9770464205603719,0.9777550322030129,-0.813670105899947,-0.9980971346905142,,0.9984787059615245,-0.9999961634184512,,0.992153319925905,0.9965351409267866
Specific_Heat_specific_heat,0.9958442614328891,-0.9883689925806629,0.9764257717980183,-0.9833105333014287,0.9883689925806615,,,0.978152161672839,-0.9832237837506789,0.9999247286590088,0.9999274456010228,-0.9702040398189776,,0.9783856092303659,0.9768230147896362,0.9794905756731571,0.9998827703046989,,,0.9847718964632468,-0.9770528194938893,1.0,0.9873059571550891,-0.9834911900774853,-0.9999998749341494,-0.9999495949344398,0.6713682912331176,0.984771896463249,,-0.9873059571550878,0.9766754882338143,,-0.9930482230778144,-0.9902471614933692
Stress_Exponent_n_creep_parameters,0.9976680164533882,-0.9999766188522184,0.9982318065183067,-0.9997240930696294,0.9999766188522168,,,0.9987546474383125,-0.9997138143073265,0.9891803817573096,0.9891475720894752,-0.9963710262763865,,0.998742802111964,0.9984053581356762,0.999015221936059,0.9895134729822495,,,0.999124152123935,-0.9984787059615248,0.9873059571550891,1.0,-0.9997469284678042,-0.9873006393310463,-0.9878186272046192,0.780415374893496,0.9991241521239353,,-0.9999999999999997,0.998381606013402,,-0.9966758521540536,-0.9993407215388992
Tensile_Strength_tensile_strength,-0.9958835999190581,0.9995700698560461,-0.999292835673326,0.9999986966704588,-0.9995700698560447,,,-0.9996216947419315,0.9999977528626721,-0.985637296247296,-0.9855995333485281,0.9980292916818247,,-0.9995621550041034,-0.9994018789872291,-0.9997455278504801,-0.9860158268146259,,,-0.9991687519755125,0.9994594436539836,-0.9834911900774853,-0.9997469284678042,1.0,0.9834846572106721,0.9840843450806815,-0.7941917219670294,-0.9991687519755149,,0.9997469284678061,-0.9994053749968648,,0.9950596485012088,0.9986082090268193
Thermal_Conductivity_thermal_conductivity,-0.9958411584667499,0.9883638955433796,-0.976413741786856,0.9833037052316497,-0.9883638955433781,,,-0.978145240534272,0.9832176954954756,-0.9999242023478452,-0.9999269265975123,0.970195994692364,,-0.9783853453204907,-0.9768179643649824,-0.9794804408614136,-0.9998836326363838,,,-0.9847531280217863,0.9770464205603719,-0.9999998749341494,-0.9873006393310463,0.9834846572106721,1.0,0.9999524691695353,-0.6713622372473642,-0.9847531280217868,,0.9873006393310454,-0.9766683438966324,,0.9930636641586688,0.9902448149687756
Thermal_Diffusivity_mm2_s_thermal_diffusivity,-0.9961165642901858,0.9888576882231224,-0.9771584841410093,0.9838957536111805,-0.988857688223121,,,-0.9788390213564203,0.983820135870015,-0.9999177745934694,-0.9999197001010138,0.9710131113496141,,-0.9791496948578692,-0.9775231538020549,-0.9801674143292893,-0.9998783178750991,,,-0.9853732980949461,0.9777550322030129,-0.9999495949344398,-0.9878186272046192,0.9840843450806815,0.9999524691695353,1.0,-0.6741837739762381,-0.9853732980949454,,0.9878186272046172,-0.9773866099271816,,0.9932846251084714,0.9909051624833642
Thermal_Expansion_Coeff_per_K_thermal_expansion,0.73599218554244,-0.7761287393572247,0.814576958690217,-0.794775995569583,0.7761287393572237,,,0.8105853372954919,-0.7951243224899118,0.6803998052969148,0.680236219356078,-0.830712203250334,,0.8100965343168112,0.8143324500166679,0.8062885361393918,0.6822243939894864,,,0.785331769816455,-0.813670105899947,0.6713682912331176,0.780415374893496,-0.7941917219670294,-0.6713622372473642,-0.6741837739762381,1.0,0.7853317698164564,,-0.7804153748934991,0.8146500305358217,,-0.7437410659603763,-0.7659479438657192
Thermal_Expansion_Coeff_per_K_thermal_strain,0.9960768554686346,-0.9990289201629469,0.9985705313645324,-0.999134625289298,0.9990289201629454,,,0.998404258058237,-0.9990896475864046,0.9867721211540894,0.9867370168969514,-0.9963929439006972,,0.9980282442044397,0.9978616541462223,0.9990223029331156,0.9869461336915722,,,0.9999999999999981,-0.9980971346905142,0.984771896463249,0.9991241521239353,-0.9991687519755149,-0.9847531280217868,-0.9853732980949454,0.7853317698164564,1.0,,-0.9991241521239365,0.9981048868353833,,-0.9928409151051186,-0.9989741833511271
Time_Dependent_Thermal_Strain_thermal_strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time_Exponent_m_creep_parameters,-0.9976680164533871,0.999976618852218,-0.9982318065183065,0.9997240930696291,-0.9999766188522164,,,-0.9987546474383124,0.9997138143073261,-0.9891803817573085,-0.9891475720894739,0.9963710262763864,,-0.9987428021119638,-0.9984053581356759,-0.999015221936059,-0.989513472982248,,,-0.9991241521239346,0.9984787059615245,-0.9873059571550878,-0.9999999999999997,0.9997469284678061,0.9873006393310454,0.9878186272046172,-0.7804153748934991,-0.9991241521239365,,1.0,-0.9983816060134026,,0.9966758521540544,0.9993407215388992
Total_Porosity_porosity,0.9921718415823103,-0.9979693727621258,0.9998868995002486,-0.999439188981714,0.9979693727621246,,,0.999975581886418,-0.9994563542739665,0.9792364568985734,0.9791911289964992,-0.9995990461511697,,0.999875981377487,0.9999792877465701,0.9998486251631603,0.9797017832437375,,,0.9981048868353816,-0.9999961634184512,0.9766754882338143,0.998381606013402,-0.9994053749968648,-0.9766683438966324,-0.9773866099271816,0.8146500305358217,0.9981048868353833,,-0.9983816060134026,1.0,,-0.9918316775485135,-0.9964372224067123
Total_Thermal_Strain_thermal_strain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate_Autogenous_Shrinkage_shrinkage_parameters,-0.9982295648551711,0.997041076932597,-0.9907686493608345,0.9950117178669368,-0.9970410769325958,,,-0.9925999655898688,0.9950314124819997,-0.9942274806300313,-0.9942073396659306,0.9882229035203864,,-0.9931774571220892,-0.9922727468218865,-0.9926276424569016,-0.9946910899942201,,,-0.9928409151051164,0.992153319925905,-0.9930482230778144,-0.9966758521540536,0.9950596485012088,0.9930636641586688,0.9932846251084714,-0.7437410659603763,-0.9928409151051186,,0.9966758521540544,-0.9918316775485135,,1.0,0.9962277074449123
Ultimate_Drying_Shrinkage_shrinkage_parameters,-0.9985539016494809,0.9994720105059974,-0.9965499327021292,0.9985280814657843,-0.9994720105059961,,,-0.996967840479071,0.9985136891830309,-0.9918461174197811,-0.9918183287810735,0.9937891422795871,,-0.9970502810718934,-0.9963608902405232,-0.9975774996665847,-0.9920427719054155,,,-0.9989741833511253,0.9965351409267866,-0.9902471614933692,-0.9993407215388992,0.9986082090268193,0.9902448149687756,0.9909051624833642,-0.7659479438657192,-0.9989741833511271,,0.9993407215388992,-0.9964372224067123,,0.9962277074449123,1.0
