Mix_ID,Data_Type,T_C,rho_mean_kgm3,rho_std_kgm3,k_mean_WmK,k_std_WmK,cp_mean_JkgK,cp_std_JkgK,E_mean_Pa,E_std_Pa,nu_mean,nu_std,alpha_th_mean_1K,alpha_th_std_1K,k_perm_mean_m2,k_perm_std_m2,phi_mean,phi_std,alpha_biot_mean,alpha_biot_std,fc_mean_Pa,fc_std_Pa
R15S,Calibration,20.0,2073.5604980096887,51.512871452142605,1.4585083005587582,0.1251678500850765,889.3453637211027,34.39680635794883,24589843057.941387,3270799191.845546,0.20331195651088343,0.0059567984808070904,8.295616986661436e-06,0.0,1.0433385725087753e-17,5.2702159930498756e-18,0.10504943072235347,0.009200680609501327,0.6743144267146727,0.011535959341273248,59794271.63864086,7992472.921108172
R15S,Calibration,40.0,2070.612018820734,51.43962322543995,1.4449423317006047,0.12400646741280506,909.1160280822462,34.53204937115178,24459449565.921284,3253455001.1032,0.2035233436253216,0.0059567984808070904,8.30734994873785e-06,0.0,1.1457459318541128e-17,5.774167060071409e-18,0.10554932280725875,0.009200680609501327,0.6748477431726915,0.011535959341273248,59348548.97772687,7932894.867892497
R15S,Calibration,60.0,2062.464407771385,51.2372144502776,1.4247924867204043,0.12228272964285883,1061.004510974302,34.66729238435471,24154110980.27365,3212840622.3606334,0.20396287046484438,0.0059567984808070904,8.32114569252106e-06,0.0,1.2808938680990724e-17,6.426396935174299e-18,0.10653539023843406,0.009200680609501329,0.6754748224355647,0.011535959341273248,58327970.23179507,7796477.987693438
R15S,Calibration,80.0,2043.20641525588,50.75879364035681,1.3912777090858415,0.11941655404435039,1601.7303615998424,34.802535397557676,23499341868.201847,3125747009.0519357,0.20481023729973033,0.0059567984808070904,8.337353263292018e-06,0.0,1.4770561406866148e-17,7.35039587265357e-18,0.10838197577414374,0.009200680609501329,0.676211530197881,0.011535959341273248,56181425.711583994,7509557.543952248
R15S,Calibration,100.0,2010.7976225537598,49.953671255943185,1.3421366213762187,0.11521521912307321,2000.0,0.0,22425842461.524418,2982956305.4458284,0.2062297152632398,0.0059567984808070904,8.35637553450514e-06,0.0,1.775643501327959e-17,8.723796698850514e-18,0.11143250854271479,0.009200680609501329,0.6770761788893865,0.011535959341273248,52699310.41038498,7044116.43244911
R15S,Calibration,120.0,1978.3701810297398,49.14808558417132,1.2917001555660361,0.11090726229253156,1964.7028554569808,29.62752341377107,21249781999.48982,2826523521.4007926,0.20812818144474632,0.0059567984808070904,8.378675495281675e-06,0.0,2.2040208488774174e-17,1.0657605976790706e-17,0.11550081218488396,0.009200680609501327,0.6780898134701381,0.011535959341273248,48846293.90732238,6529098.367651579
R15S,Calibration,140.0,1959.0534467864654,48.668205470278295,1.255030092644944,0.10778060128450341,1287.6004627568939,35.208264437166505,20286281100.851513,2698364185.3211403,0.21002622527496542,0.0059567984808070904,8.404782470275766e-06,0.0,2.7261323630174007e-17,1.2988779789048043e-17,0.11960557364541714,0.009200680609501325,0.6792764941516877,0.011535959341273248,45553857.19047134,6089010.871261894
R15S,Calibration,160.0,1950.798053400133,48.46311908929007,1.2317063660002106,0.10579452086411645,971.9160494606032,35.34350745036945,19534252915.89197,2598333730.721864,0.21144440169641762,0.005956798480807092,8.435297880392712e-06,0.0,3.2569110651615333e-17,1.5354022562978133e-17,0.12276697055234216,0.009200680609501324,0.6806635582479125,0.011535959341273248,42850049.11874517,5727603.127594689
R15S,Calibration,180.0,1947.6758612644235,48.385555361446045,1.2160398500416953,0.1044598359159632,920.5400879932773,35.47875046357239,18949172782.593914,2520509743.6940913,0.21228948157436373,0.0059567984808070904,8.470899987440535e-06,0.0,3.746061810801119e-17,1.754571930335456e-17,0.12480331613704315,0.00920068060950133,0.6822818358409953,0.01153595934127325,40691628.751089975,5439095.284483772
R15S,Calibration,200.0,1946.3985443708677,48.35382334253243,1.2039522528462536,0.1034282863206141,920.1402838233939,35.613993476775335,18519460273.88276,2463351862.576,0.21272554960156945,0.0059567984808070904,8.51234686213424e-06,0.0,4.2014762906370377e-17,1.9602201461088145e-17,0.12606557322304218,0.00920068060950133,0.6841657846907092,0.011535959341273248,39110412.8047979,5227740.161545929
