cycle,time_min,temperature_C,phase,mean_exx,std_exx,max_exx,mean_eyy,std_eyy,max_eyy,mean_von_mises,max_von_mises,hotspot_count,timestamp
1,0,25.000000000000007,startup,1.0000928006085636e-06,4.3394338108116544e-09,1.0123788210779463e-06,7.998482226563684e-07,4.622421362064309e-09,8.168659635278176e-07,9.1655058365324e-07,9.250204272256149e-07,0,2025-10-03T05:48:33.675762
1,3,30.00256798945258,startup,1.4524001794330343e-06,6.5842666629649305e-09,1.4777421608417628e-06,1.161477022878012e-06,7.111777920977259e-09,1.1834575207094117e-06,1.3310398731720192e-06,1.349591849717525e-06,0,2025-10-03T05:51:33.680030
1,6,36.00616343846898,startup,3.193453954553103e-06,1.3346563392509676e-08,3.241345745956247e-06,2.5559823334974615e-06,1.3385917209139533e-08,2.600814009015685e-06,2.9273177385508315e-06,2.969529893177073e-06,0,2025-10-03T05:54:33.682665
1,9,43.2110946640803,startup,7.451833954530918e-05,0.0009866003966657367,0.014134270242079843,5.2693354757408825e-05,0.000690621351136235,0.00989452120297072,6.638034943529937e-05,0.012562932418049112,49,2025-10-03T05:57:33.685829
1,12,51.85775222230962,startup,7.79503403529604e-06,3.553723550901286e-08,7.911776183974313e-06,6.241479417998411e-06,3.604966409499594e-08,6.432677027907283e-06,7.146240578917779e-06,7.231646196049059e-06,0,2025-10-03T06:00:33.688527
1,15,62.23462947320119,startup,1.080336088471694e-05,4.936707531312303e-08,1.0936096319380584e-05,8.64901488081127e-06,4.263828988654131e-08,8.791601233127669e-06,9.903756087697729e-06,1.0016081581962963e-05,0,2025-10-03T06:03:33.691327
1,18,74.6879480827243,startup,1.4431994523428804e-05,6.609026737686917e-08,1.4663892559800089e-05,1.1530142869729676e-05,7.085100066438644e-08,1.1754093712426985e-05,1.3222503002440206e-05,1.3387324220874688e-05,0,2025-10-03T06:06:33.694061
1,21,89.63320961378561,startup,1.877138254975217e-05,8.436437476156602e-08,1.916176519293371e-05,1.4996851999142676e-05,8.598989937245359e-08,1.5229987513710616e-05,1.719813871658033e-05,1.74274971880932e-05,0,2025-10-03T06:09:33.697040
1,24,107.56905862201826,startup,2.399127314642603e-05,1.0544735181981964e-07,2.4464437461118926e-05,1.9172151763865186e-05,9.902447015126219e-08,1.948831930763621e-05,2.198209578840822e-05,2.2277574139161002e-05,0,2025-10-03T06:12:33.699720
1,27,129.09391979474051,startup,3.023294669008385e-05,1.4105046374472674e-07,3.0871023483998366e-05,2.4181695422130442e-05,1.3530011906790103e-07,2.473670006486109e-05,2.77081725546005e-05,2.816812205667016e-05,0,2025-10-03T06:15:33.702629
1,30,154.92596422666574,startup,0.00015484764098198228,0.0010957874449012525,0.010404935436859148,0.00011217286918210984,0.0007670521028180338,0.0072874820823748115,0.0001386774817176488,0.009248935738329472,0,2025-10-03T06:18:33.705646
1,33,185.92707100168144,startup,8.252559214221766e-05,0.0006644955033989601,0.012404104147016185,6.244600483072771e-05,0.0004651386826641348,0.008687546395974868,7.464679778497224e-05,0.01102604157024782,29,2025-10-03T06:21:33.708595
1,36,223.13158355230894,startup,0.00014478821068672127,0.0009655697168880169,0.010829950499646503,0.00010710867742168712,0.0006758849317872241,0.007586800146197356,0.00013028431606863862,0.009627111810507355,0,2025-10-03T06:24:33.711719
1,39,267.78082024489464,startup,0.0002370794017285818,0.0013542341293731643,0.011248893221274633,0.00017296496524388943,0.0009479743814194109,0.007881345218502332,0.00021265600390405742,0.009999716251268019,0,2025-10-03T06:27:33.714656
1,42,321.3644906267532,startup,8.605621978859988e-05,3.5028214010973737e-07,8.732106183114726e-05,6.888523239861461e-05,3.5273652579104175e-07,7.032121455447386e-05,7.888685194383071e-05,7.970303430297521e-05,0,2025-10-03T06:30:33.717361
1,45,385.6703991769983,startup,0.0002772810292186069,0.0014385299506707912,0.012482611265399846,0.00020452863216108294,0.0010069211509203867,0.008748239941366883,0.00024933514143541584,0.011097066838969225,142,2025-10-03T06:33:33.720467
1,48,462.8440949130882,startup,0.0003671158168263827,0.0016905240396742323,0.013284755985725764,0.0002697567071349309,0.0011834486896267868,0.009311278859650862,0.00032983028851149457,0.011810389143374261,198,2025-10-03T06:36:33.723533
1,51,555.4604570458628,startup,0.00046402567934502974,0.0020213488581319904,0.014064465309022587,0.00034016788327601445,0.0014149774061358608,0.009861245699139246,0.00041666914029220027,0.012504145846989615,230,2025-10-03T06:39:33.726706
1,54,666.6096051188359,startup,0.0003552271016216308,0.0015802550627287998,0.015137263074248633,0.0002672832566176129,0.001106124625101259,0.010614877552870992,0.0003208843766233902,0.013458463621224798,113,2025-10-03T06:42:33.729618
1,57,800.0000000000003,startup,0.00022510583516198928,9.665003957134646e-07,0.0002286004017943373,0.00018006167427368457,9.463559792085095e-07,0.00018424975158132616,0.00020631067300933033,0.00020883220872146743,0,2025-10-03T06:45:33.732401
