relative_density,porosity,youngs_modulus_Pa,youngs_modulus_GPa,poissons_ratio,temperature_C
0.45,0.55,6112850833.49005,6.11285083349005,0.20875,25.0
0.46,0.54,6458134609.931881,6.458134609931881,0.2095,25.0
0.47000000000000003,0.53,6814863455.528659,6.814863455528659,0.21025,25.0
0.48,0.52,7183161109.149648,7.183161109149648,0.211,25.0
0.49,0.51,7563150000.0,7.56315,0.21175,25.0
0.5,0.5,7954951288.34866,7.954951288348661,0.2125,25.0
0.51,0.49,8358684904.187979,8.358684904187978,0.21325,25.0
0.52,0.48,8774469583.969166,8.774469583969166,0.214,25.0
0.53,0.47,9202422905.54504,9.20242290554504,0.21475,25.0
0.54,0.45999999999999996,9642661321.44026,9.64266132144026,0.2155,25.0
0.55,0.44999999999999996,10095300190.558973,10.095300190558973,0.21625,25.0
0.56,0.43999999999999995,10560453808.430775,10.560453808430776,0.217,25.0
0.5700000000000001,0.42999999999999994,11038235436.087603,11.038235436087602,0.21775,25.0
0.5800000000000001,0.41999999999999993,11528757327.65679,11.52875732765679,0.2185,25.0
0.5900000000000001,0.4099999999999999,12032130756.748785,12.032130756748785,0.21925,25.0
0.6,0.4,12548466041.712029,12.548466041712029,0.21999999999999997,25.0
0.61,0.39,13077872569.821896,13.077872569821896,0.22075,25.0
0.62,0.38,13620458820.46563,13.620458820465629,0.22149999999999997,25.0
0.63,0.37,14176332387.380735,14.176332387380736,0.22225,25.0
0.64,0.36,14745600000.000002,14.745600000000001,0.22299999999999998,25.0
0.65,0.35,15328367543.952618,15.328367543952618,0.22375,25.0
0.66,0.33999999999999997,15924740080.767412,15.924740080767412,0.22449999999999998,25.0
0.67,0.32999999999999996,16534821866.820946,16.534821866820945,0.22525,25.0
0.68,0.31999999999999995,17158716371.57046,17.15871637157046,0.22599999999999998,25.0
0.69,0.31000000000000005,17796526295.108826,17.796526295108826,0.22674999999999998,25.0
0.7,0.30000000000000004,18448353585.076363,18.44835358507636,0.22749999999999998,25.0
0.71,0.29000000000000004,19114299452.96191,19.11429945296191,0.22824999999999998,25.0
0.72,0.28,19794464389.823734,19.794464389823734,0.22899999999999998,25.0
0.73,0.27,20488948181.458706,20.488948181458706,0.22974999999999998,25.0
0.74,0.26,21197849923.04644,21.19784992304644,0.23049999999999998,25.0
0.75,0.25,21921268033.293602,21.9212680332936,0.23124999999999998,25.0
0.76,0.24,22659300268.10184,22.65930026810184,0.23199999999999998,25.0
0.77,0.22999999999999998,23412043733.78155,23.41204373378155,0.23274999999999998,25.0
0.78,0.21999999999999997,24179594899.83238,24.179594899832377,0.23349999999999999,25.0
0.79,0.20999999999999996,24962049611.309967,24.96204961130997,0.23424999999999999,25.0
0.8,0.19999999999999996,25759503100.79758,25.75950310079758,0.235,25.0
0.81,0.18999999999999995,26572050000.000004,26.572050000000004,0.23575,25.0
0.8200000000000001,0.17999999999999994,27399784350.9762,27.3997843509762,0.2365,25.0
0.8300000000000001,0.16999999999999993,28242799617.02629,28.24279961702629,0.23725,25.0
0.8400000000000001,0.15999999999999992,29101188693.24757,29.10118869324757,0.238,25.0
0.8500000000000001,0.1499999999999999,29975043916.773506,29.975043916773505,0.23875,25.0
0.8600000000000001,0.1399999999999999,30864457076.70881,30.86445707670881,0.2395,25.0
0.87,0.13,31769519423.77316,31.769519423773158,0.24025,25.0
0.88,0.12,32690321679.665375,32.690321679665374,0.241,25.0
0.89,0.10999999999999999,33626954046.15916,33.62695404615916,0.24175,25.0
0.9,0.09999999999999998,34579506213.94123,34.57950621394123,0.2425,25.0
0.91,0.08999999999999997,35548067371.201775,35.548067371201775,0.24325,25.0
0.92,0.07999999999999996,36532726211.98698,36.532726211986976,0.244,25.0
0.9299999999999999,0.07000000000000006,37533570944.322624,37.533570944322626,0.24474999999999997,25.0
0.94,0.06000000000000005,38550689298.11761,38.550689298117604,0.2455,25.0
0.95,0.050000000000000044,39584168532.8554,39.5841685328554,0.24624999999999997,25.0
0.96,0.040000000000000036,40634095445.08158,40.634095445081584,0.247,25.0
0.97,0.030000000000000027,41700556375.69479,41.700556375694795,0.24774999999999997,25.0
0.98,0.020000000000000018,42783637217.048294,42.783637217048295,0.2485,25.0
0.99,0.010000000000000009,43883423419.86892,43.88342341986892,0.24924999999999997,25.0
