temperature_C,cte_per_K,thermal_strain
25.0,1.15e-05,5.75e-05
30.0,1.1501454545454545e-05,0.00011500727272727272
35.0,1.1502909090909091e-05,0.00017252181818181816
40.0,1.1504363636363636e-05,0.00023004363636363635
45.0,1.1505818181818182e-05,0.0002875727272727272
50.0,1.1507272727272727e-05,0.0003451090909090908
55.0,1.1508727272727273e-05,0.0004026527272727272
60.0,1.1510181818181818e-05,0.0004602036363636362
65.0,1.1511636363636364e-05,0.0005177618181818181
70.0,1.1513090909090909e-05,0.0005753272727272727
75.0,1.1514545454545455e-05,0.0006328999999999998
80.0,1.1516e-05,0.0006904799999999998
85.0,1.1517454545454546e-05,0.0007480672727272726
90.0,1.151890909090909e-05,0.0008056618181818181
95.0,1.1520363636363637e-05,0.0008632636363636362
100.0,1.1521818181818181e-05,0.0009208727272727272
105.0,1.1523272727272728e-05,0.0009784890909090907
110.0,1.1524727272727272e-05,0.0010361127272727271
115.0,1.1526181818181819e-05,0.0010937436363636362
120.0,1.1527636363636363e-05,0.001151381818181818
125.0,1.152909090909091e-05,0.0012090272727272725
130.0,1.1530545454545454e-05,0.0012666799999999996
135.0,1.1532e-05,0.0013243399999999998
140.0,1.1533454545454545e-05,0.0013820072727272726
145.0,1.1534909090909092e-05,0.001439681818181818
150.0,1.1536363636363636e-05,0.001497363636363636
155.0,1.1537818181818183e-05,0.0015550527272727272
160.0,1.1539272727272727e-05,0.0016127490909090907
165.0,1.1540727272727272e-05,0.001670452727272727
170.0,1.1542181818181818e-05,0.0017281636363636363
175.0,1.1543636363636363e-05,0.0017858818181818179
180.0,1.154509090909091e-05,0.0018436072727272726
185.0,1.1546545454545454e-05,0.0019013399999999998
190.0,1.1548e-05,0.0019590799999999998
195.0,1.1549454545454545e-05,0.0020168272727272723
200.0,1.1550909090909091e-05,0.0020745818181818177
205.0,1.1552363636363636e-05,0.0021323436363636364
210.0,1.1553818181818182e-05,0.002190112727272727
215.0,1.1555272727272727e-05,0.0022478890909090905
220.0,1.1556727272727273e-05,0.0023056727272727268
225.0,1.1558181818181818e-05,0.002363463636363636
230.0,1.1559636363636364e-05,0.002421261818181818
235.0,1.1561090909090909e-05,0.002479067272727273
240.0,1.1562545454545455e-05,0.00253688
245.0,1.1564e-05,0.0025947
250.0,1.1565454545454546e-05,0.002652527272727273
255.0,1.156690909090909e-05,0.002710361818181818
260.0,1.1568363636363637e-05,0.0027682036363636366
