relative_density,porosity,youngs_modulus_Pa,youngs_modulus_GPa,poissons_ratio,temperature_C
0.45,0.55,18225000000.000004,18.225000000000005,0.19205,25.0
0.46,0.54,19467200000.0,19.4672,0.19274,25.0
0.47000000000000003,0.53,20764600000.000004,20.764600000000005,0.19343,25.0
0.48,0.52,22118399999.999996,22.118399999999998,0.19412000000000001,25.0
0.49,0.51,23529799999.999996,23.529799999999994,0.19481,25.0
0.5,0.5,25000000000.0,25.0,0.1955,25.0
0.51,0.49,26530200000.000004,26.530200000000004,0.19619,25.0
0.52,0.48,28121600000.000004,28.121600000000004,0.19688,25.0
0.53,0.47,29775400000.0,29.7754,0.19757,25.0
0.54,0.45999999999999996,31492800000.000004,31.492800000000003,0.19826000000000002,25.0
0.55,0.44999999999999996,33275000000.00001,33.27500000000001,0.19895000000000002,25.0
0.56,0.43999999999999995,35123200000.00001,35.123200000000004,0.19964,25.0
0.5700000000000001,0.42999999999999994,37038600000.00001,37.03860000000001,0.20033,25.0
0.5800000000000001,0.41999999999999993,39022400000.000015,39.02240000000001,0.20102,25.0
0.5900000000000001,0.4099999999999999,41075800000.000015,41.075800000000015,0.20171,25.0
0.6,0.4,43199999999.99999,43.199999999999996,0.2024,25.0
0.61,0.39,45396200000.0,45.3962,0.20309000000000002,25.0
0.62,0.38,47665600000.0,47.6656,0.20378,25.0
0.63,0.37,50009400000.00001,50.00940000000001,0.20447,25.0
0.64,0.36,52428800000.0,52.4288,0.20515999999999998,25.0
0.65,0.35,54925000000.0,54.925,0.20585,25.0
0.66,0.33999999999999997,57499200000.00001,57.49920000000001,0.20654,25.0
0.67,0.32999999999999996,60152600000.000015,60.152600000000014,0.20723000000000003,25.0
0.68,0.31999999999999995,62886400000.00001,62.88640000000001,0.20792,25.0
0.69,0.31000000000000005,65701799999.999985,65.70179999999999,0.20861,25.0
0.7,0.30000000000000004,68599999999.999985,68.59999999999998,0.20929999999999999,25.0
0.71,0.29000000000000004,71582199999.99998,71.58219999999999,0.20998999999999998,25.0
0.72,0.28,74649600000.0,74.6496,0.21067999999999998,25.0
0.73,0.27,77803399999.99998,77.80339999999998,0.21137,25.0
0.74,0.26,81044800000.0,81.0448,0.21206,25.0
0.75,0.25,84375000000.0,84.375,0.21275,25.0
0.76,0.24,87795200000.0,87.7952,0.21344,25.0
0.77,0.22999999999999998,91306600000.0,91.3066,0.21413,25.0
0.78,0.21999999999999997,94910400000.0,94.9104,0.21481999999999998,25.0
0.79,0.20999999999999996,98607800000.00002,98.60780000000001,0.21551,25.0
0.8,0.19999999999999996,102400000000.00003,102.40000000000003,0.2162,25.0
0.81,0.18999999999999995,106288200000.00002,106.28820000000002,0.21689,25.0
0.8200000000000001,0.17999999999999994,110273600000.00002,110.27360000000002,0.21758,25.0
0.8300000000000001,0.16999999999999993,114357400000.00003,114.35740000000003,0.21827,25.0
0.8400000000000001,0.15999999999999992,118540800000.00003,118.54080000000003,0.21896,25.0
0.8500000000000001,0.1499999999999999,122825000000.00003,122.82500000000003,0.21965,25.0
0.8600000000000001,0.1399999999999999,127211200000.00003,127.21120000000003,0.22034,25.0
0.87,0.13,131700599999.99998,131.70059999999998,0.22103,25.0
0.88,0.12,136294400000.0,136.2944,0.22172,25.0
0.89,0.10999999999999999,140993800000.0,140.9938,0.22241,25.0
0.9,0.09999999999999998,145800000000.00003,145.80000000000004,0.2231,25.0
0.91,0.08999999999999997,150714200000.00003,150.71420000000003,0.22379000000000002,25.0
0.92,0.07999999999999996,155737600000.0,155.7376,0.22448,25.0
0.9299999999999999,0.07000000000000006,160871399999.99997,160.87139999999997,0.22516999999999998,25.0
0.94,0.06000000000000005,166116799999.99997,166.11679999999998,0.22586,25.0
0.95,0.050000000000000044,171474999999.99997,171.47499999999997,0.22654999999999997,25.0
0.96,0.040000000000000036,176947199999.99997,176.94719999999998,0.22724,25.0
0.97,0.030000000000000027,182534600000.0,182.5346,0.22793,25.0
0.98,0.020000000000000018,188238399999.99997,188.23839999999996,0.22862000000000002,25.0
0.99,0.010000000000000009,194059799999.99997,194.05979999999997,0.22930999999999999,25.0
