temperature_C,cte_per_K,thermal_strain
25.0,1e-05,5e-05
30.0,1.0001818181818182e-05,0.00010000909090909091
35.0,1.0003636363636364e-05,0.00015002727272727274
40.0,1.0005454545454546e-05,0.00020005454545454548
45.0,1.0007272727272727e-05,0.0002500909090909091
50.0,1.000909090909091e-05,0.00030013636363636364
55.0,1.0010909090909092e-05,0.0003501909090909091
60.0,1.0012727272727274e-05,0.0004002545454545454
65.0,1.0014545454545456e-05,0.00045032727272727266
70.0,1.0016363636363637e-05,0.0005004090909090909
75.0,1.0018181818181819e-05,0.0005505
80.0,1.002e-05,0.0006006
85.0,1.0021818181818182e-05,0.0006507090909090909
90.0,1.0023636363636364e-05,0.0007008272727272726
95.0,1.0025454545454546e-05,0.0007509545454545453
100.0,1.0027272727272729e-05,0.000801090909090909
105.0,1.002909090909091e-05,0.0008512363636363635
110.0,1.0030909090909092e-05,0.000901390909090909
115.0,1.0032727272727274e-05,0.0009515545454545453
120.0,1.0034545454545455e-05,0.0010017272727272726
125.0,1.0036363636363637e-05,0.0010519090909090908
130.0,1.0038181818181819e-05,0.0011021
135.0,1.004e-05,0.0011523
140.0,1.0041818181818182e-05,0.0012025090909090908
145.0,1.0043636363636364e-05,0.0012527272727272725
150.0,1.0045454545454547e-05,0.0013029545454545453
155.0,1.0047272727272729e-05,0.0013531909090909089
160.0,1.004909090909091e-05,0.0014034363636363633
165.0,1.0050909090909092e-05,0.001453690909090909
170.0,1.0052727272727274e-05,0.0015039545454545453
175.0,1.0054545454545455e-05,0.0015542272727272727
180.0,1.0056363636363637e-05,0.0016045090909090906
185.0,1.0058181818181819e-05,0.0016547999999999999
190.0,1.006e-05,0.0017051
195.0,1.0061818181818182e-05,0.001755409090909091
200.0,1.0063636363636365e-05,0.0018057272727272726
205.0,1.0065454545454547e-05,0.0018560545454545457
210.0,1.0067272727272729e-05,0.0019063909090909093
215.0,1.006909090909091e-05,0.001956736363636364
220.0,1.0070909090909092e-05,0.0020070909090909093
225.0,1.0072727272727273e-05,0.0020574545454545455
230.0,1.0074545454545455e-05,0.0021078272727272727
235.0,1.0076363636363637e-05,0.002158209090909091
240.0,1.0078181818181818e-05,0.0022086
245.0,1.008e-05,0.0022589999999999997
250.0,1.0081818181818183e-05,0.0023094090909090907
255.0,1.0083636363636365e-05,0.0023598272727272727
260.0,1.0085454545454547e-05,0.0024102545454545454
265.0,1.0087272727272728e-05,0.002460690909090909
270.0,1.008909090909091e-05,0.002511136363636364
275.0,1.0090909090909092e-05,0.0025615909090909096
280.0,1.0092727272727273e-05,0.002612054545454546
285.0,1.0094545454545455e-05,0.002662527272727273
290.0,1.0096363636363637e-05,0.0027130090909090916
295.0,1.0098181818181818e-05,0.0027635000000000008
300.0,1.0100000000000002e-05,0.0028140000000000005
305.0,1.0101818181818183e-05,0.0028645090909090913
310.0,1.0103636363636365e-05,0.0029150272727272736
315.0,1.0105454545454546e-05,0.002965554545454546
320.0,1.0107272727272728e-05,0.0030160909090909097
325.0,1.010909090909091e-05,0.0030666363636363643
330.0,1.0110909090909091e-05,0.00311719090909091
335.0,1.0112727272727273e-05,0.003167754545454546
340.0,1.0114545454545455e-05,0.003218327272727273
345.0,1.0116363636363636e-05,0.0032689090909090914
350.0,1.011818181818182e-05,0.003319500000000001
355.0,1.0120000000000001e-05,0.0033701000000000004
360.0,1.0121818181818183e-05,0.0034207090909090915
365.0,1.0123636363636365e-05,0.0034713272727272732
370.0,1.0125454545454546e-05,0.0035219545454545464
375.0,1.0127272727272728e-05,0.00357259090909091
380.0,1.012909090909091e-05,0.0036232363636363642
385.0,1.0130909090909091e-05,0.00367389090909091
390.0,1.0132727272727273e-05,0.003724554545454546
395.0,1.0134545454545455e-05,0.003775227272727273
400.0,1.0136363636363638e-05,0.0038259090909090916
405.0,1.013818181818182e-05,0.003876600000000001
410.0,1.0140000000000001e-05,0.003927300000000001
415.0,1.0141818181818183e-05,0.003978009090909091
420.0,1.0143636363636364e-05,0.004028727272727273
425.0,1.0145454545454546e-05,0.004079454545454546
430.0,1.0147272727272728e-05,0.004130190909090909
435.0,1.014909090909091e-05,0.004180936363636364
440.0,1.0150909090909091e-05,0.00423169090909091
445.0,1.0152727272727274e-05,0.004282454545454546
450.0,1.0154545454545456e-05,0.004333227272727273
455.0,1.0156363636363638e-05,0.004384009090909091
460.0,1.015818181818182e-05,0.004434800000000001
465.0,1.0160000000000001e-05,0.004485600000000001
470.0,1.0161818181818183e-05,0.004536409090909092
475.0,1.0163636363636364e-05,0.004587227272727273
480.0,1.0165454545454546e-05,0.004638054545454546
485.0,1.0167272727272728e-05,0.00468889090909091
490.0,1.016909090909091e-05,0.004739736363636364
495.0,1.0170909090909091e-05,0.004790590909090909
500.0,1.0172727272727274e-05,0.004841454545454546
505.0,1.0174545454545456e-05,0.004892327272727273
510.0,1.0176363636363637e-05,0.0049432090909090915
515.0,1.0178181818181819e-05,0.0049941000000000004
520.0,1.018e-05,0.005045000000000001
525.0,1.0181818181818182e-05,0.005095909090909092
530.0,1.0183636363636364e-05,0.0051468272727272744
535.0,1.0185454545454546e-05,0.005197754545454547
540.0,1.0187272727272727e-05,0.00524869090909091
545.0,1.018909090909091e-05,0.005299636363636364
550.0,1.0190909090909092e-05,0.00535059090909091
555.0,1.0192727272727274e-05,0.005401554545454546
560.0,1.0194545454545456e-05,0.0054525272727272735
565.0,1.0196363636363637e-05,0.005503509090909092
570.0,1.0198181818181819e-05,0.0055545
575.0,1.02e-05,0.0056055
580.0,1.0201818181818182e-05,0.0056565090909090916
585.0,1.0203636363636364e-05,0.005707527272727273
590.0,1.0205454545454546e-05,0.005758554545454545
595.0,1.0207272727272729e-05,0.005809590909090909
600.0,1.020909090909091e-05,0.005860636363636365
605.0,1.0210909090909092e-05,0.00591169090909091
610.0,1.0212727272727274e-05,0.005962754545454546
615.0,1.0214545454545455e-05,0.006013827272727273
620.0,1.0216363636363637e-05,0.006064909090909091
625.0,1.0218181818181819e-05,0.006116
630.0,1.022e-05,0.0061671
635.0,1.0221818181818182e-05,0.006218209090909092
640.0,1.0223636363636364e-05,0.006269327272727274
645.0,1.0225454545454547e-05,0.006320454545454547
650.0,1.0227272727272729e-05,0.00637159090909091
655.0,1.022909090909091e-05,0.006422736363636364
660.0,1.0230909090909092e-05,0.00647389090909091
665.0,1.0232727272727274e-05,0.006525054545454546
670.0,1.0234545454545455e-05,0.0065762272727272735
675.0,1.0236363636363637e-05,0.006627409090909092
680.0,1.0238181818181819e-05,0.0066786000000000015
685.0,1.024e-05,0.006729800000000001
690.0,1.0241818181818182e-05,0.006781009090909092
695.0,1.0243636363636365e-05,0.006832227272727273
700.0,1.0245454545454547e-05,0.006883454545454546
705.0,1.0247272727272728e-05,0.00693469090909091
710.0,1.024909090909091e-05,0.006985936363636364
715.0,1.0250909090909092e-05,0.007037190909090911
720.0,1.0252727272727273e-05,0.007088454545454547
725.0,1.0254545454545455e-05,0.007139727272727274
730.0,1.0256363636363637e-05,0.007191009090909092
735.0,1.0258181818181818e-05,0.007242300000000001
740.0,1.026e-05,0.007293600000000001
745.0,1.0261818181818183e-05,0.007344909090909092
750.0,1.0263636363636365e-05,0.007396227272727274
755.0,1.0265454545454547e-05,0.007447554545454547
760.0,1.0267272727272728e-05,0.00749889090909091
765.0,1.026909090909091e-05,0.007550236363636364
770.0,1.0270909090909092e-05,0.007601590909090909
775.0,1.0272727272727273e-05,0.007652954545454546
780.0,1.0274545454545455e-05,0.0077043272727272735
785.0,1.0276363636363637e-05,0.007755709090909091
790.0,1.0278181818181818e-05,0.007807100000000001
795.0,1.0280000000000002e-05,0.007858500000000001
800.0,1.0281818181818183e-05,0.007909909090909092
805.0,1.0283636363636365e-05,0.007961327272727274
810.0,1.0285454545454546e-05,0.008012754545454547
815.0,1.0287272727272728e-05,0.008064190909090909
820.0,1.028909090909091e-05,0.008115636363636365
825.0,1.0290909090909091e-05,0.00816709090909091
830.0,1.0292727272727273e-05,0.008218554545454547
835.0,1.0294545454545455e-05,0.008270027272727274
840.0,1.0296363636363636e-05,0.00832150909090909
845.0,1.029818181818182e-05,0.008373
850.0,1.0300000000000001e-05,0.0084245
855.0,1.0301818181818183e-05,0.00847600909090909
860.0,1.0303636363636365e-05,0.008527527272727273
865.0,1.0305454545454546e-05,0.008579054545454545
870.0,1.0307272727272728e-05,0.00863059090909091
875.0,1.030909090909091e-05,0.008682136363636364
880.0,1.0310909090909091e-05,0.008733690909090909
885.0,1.0312727272727273e-05,0.008785254545454545
890.0,1.0314545454545456e-05,0.008836827272727273
895.0,1.0316363636363638e-05,0.008888409090909091
900.0,1.031818181818182e-05,0.00894
905.0,1.0320000000000001e-05,0.0089916
910.0,1.0321818181818183e-05,0.009043209090909093
915.0,1.0323636363636364e-05,0.009094827272727275
920.0,1.0325454545454546e-05,0.009146454545454546
925.0,1.0327272727272728e-05,0.00919809090909091
930.0,1.032909090909091e-05,0.009249736363636364
935.0,1.0330909090909091e-05,0.00930139090909091
940.0,1.0332727272727273e-05,0.009353054545454546
945.0,1.0334545454545456e-05,0.009404727272727275
950.0,1.0336363636363638e-05,0.009456409090909092
955.0,1.033818181818182e-05,0.0095081
960.0,1.0340000000000001e-05,0.0095598
965.0,1.0341818181818183e-05,0.009611509090909092
970.0,1.0343636363636364e-05,0.009663227272727273
975.0,1.0345454545454546e-05,0.009714954545454546
980.0,1.0347272727272728e-05,0.009766690909090908
985.0,1.034909090909091e-05,0.009818436363636364
990.0,1.0350909090909093e-05,0.009870190909090908
995.0,1.0352727272727274e-05,0.009921954545454545
