relative_density,porosity,youngs_modulus_Pa,youngs_modulus_GPa,poissons_ratio,temperature_C
0.45,0.55,7471262129.821173,7.471262129821173,0.24214999999999998,25.0
0.46,0.54,7893275634.361188,7.893275634361188,0.24301999999999999,25.0
0.47000000000000003,0.53,8329277556.75725,8.32927755675725,0.24388999999999997,25.0
0.48,0.52,8779419133.405125,8.779419133405124,0.24475999999999998,25.0
0.49,0.51,9243850000.0,9.24385,0.24563,25.0
0.5,0.5,9722718241.31503,9.722718241315029,0.24649999999999997,25.0
0.51,0.49,10216170438.451975,10.216170438451975,0.24736999999999998,25.0
0.52,0.48,10724351713.740091,10.724351713740091,0.24824,25.0
0.53,0.47,11247405773.44394,11.247405773443939,0.24910999999999997,25.0
0.54,0.45999999999999996,11785474948.426985,11.785474948426986,0.24997999999999998,25.0
0.55,0.44999999999999996,12338700232.90541,12.338700232905412,0.25084999999999996,25.0
0.56,0.43999999999999995,12907221321.415392,12.907221321415392,0.25172,25.0
0.5700000000000001,0.42999999999999994,13491176644.10707,13.491176644107071,0.25259,25.0
0.5800000000000001,0.41999999999999993,14090703400.469408,14.090703400469408,0.25345999999999996,25.0
0.5900000000000001,0.4099999999999999,14705937591.58185,14.70593759158185,0.25433,25.0
0.6,0.4,15337014050.981369,15.337014050981368,0.2551999999999999,25.0
0.61,0.39,15984066474.22676,15.984066474226761,0.25606999999999996,25.0
0.62,0.38,16647227447.23577,16.647227447235768,0.25693999999999995,25.0
0.63,0.37,17326628473.465343,17.326628473465345,0.25781,25.0
0.64,0.36,18022400000.0,18.0224,0.25867999999999997,25.0
0.65,0.35,18734671442.608753,18.734671442608754,0.25955,25.0
0.66,0.33999999999999997,19463571209.826836,19.463571209826835,0.26041999999999993,25.0
0.67,0.32999999999999996,20209226726.11449,20.20922672611449,0.26128999999999997,25.0
0.68,0.31999999999999995,20971764454.141674,20.971764454141674,0.26215999999999995,25.0
0.69,0.31000000000000005,21751309916.24412,21.75130991624412,0.26302999999999993,25.0
0.7,0.30000000000000004,22547987715.09333,22.54798771509333,0.26389999999999997,25.0
0.71,0.29000000000000004,23361921553.620113,23.361921553620114,0.26476999999999995,25.0
0.72,0.28,24193234254.229008,24.193234254229008,0.26564,25.0
0.73,0.27,25042047777.338417,25.042047777338418,0.26650999999999997,25.0
0.74,0.26,25908483239.27898,25.90848323927898,0.26737999999999995,25.0
0.75,0.25,26792660929.58107,26.79266092958107,0.26825,25.0
0.76,0.24,27694700327.680027,27.694700327680028,0.26911999999999997,25.0
0.77,0.22999999999999998,28614720119.06634,28.61472011906634,0.26998999999999995,25.0
0.78,0.21999999999999997,29552838210.906242,29.55283821090624,0.27086,25.0
0.79,0.20999999999999996,30509171747.156628,30.50917174715663,0.27172999999999997,25.0
0.8,0.19999999999999996,31483837123.19704,31.48383712319704,0.27259999999999995,25.0
0.81,0.18999999999999995,32476950000.000004,32.47695,0.27347,25.0
0.8200000000000001,0.17999999999999994,33488625317.8598,33.4886253178598,0.27434,25.0
0.8300000000000001,0.16999999999999993,34518977309.6988,34.5189773096988,0.27520999999999995,25.0
0.8400000000000001,0.15999999999999992,35568119513.96925,35.56811951396925,0.27608,25.0
0.8500000000000001,0.1499999999999999,36636164787.16762,36.636164787167615,0.27695,25.0
0.8600000000000001,0.1399999999999999,37723225315.97743,37.72322531597743,0.27781999999999996,25.0
0.87,0.13,38829412629.05608,38.82941262905609,0.27869,25.0
0.88,0.12,39954837608.479904,39.954837608479906,0.27956,25.0
0.89,0.10999999999999999,41099610500.8612,41.099610500861196,0.28042999999999996,25.0
0.9,0.09999999999999998,42263840928.15039,42.263840928150394,0.2813,25.0
0.91,0.08999999999999997,43447637898.135506,43.447637898135504,0.28217,25.0
0.92,0.07999999999999996,44651109814.65075,44.65110981465075,0.28303999999999996,25.0
0.9299999999999999,0.07000000000000006,45874364487.505424,45.874364487505424,0.28390999999999994,25.0
0.94,0.06000000000000005,47117509142.143745,47.117509142143746,0.28478,25.0
0.95,0.050000000000000044,48380650429.045494,48.380650429045495,0.28564999999999996,25.0
0.96,0.040000000000000036,49663894432.87749,49.663894432877484,0.28652,25.0
0.97,0.030000000000000027,50967346681.40475,50.96734668140475,0.2873899999999999,25.0
0.98,0.020000000000000018,52291112154.170135,52.291112154170136,0.28825999999999996,25.0
0.99,0.010000000000000009,53635295290.9509,53.6352952909509,0.28912999999999994,25.0
