temperature_C,cte_per_K,thermal_strain
25.0,1.15e-05,5.75e-05
30.0,1.1501818181818182e-05,0.00011500909090909089
35.0,1.1503636363636363e-05,0.00017252727272727271
40.0,1.1505454545454545e-05,0.00023005454545454543
45.0,1.1507272727272727e-05,0.00028759090909090905
50.0,1.150909090909091e-05,0.0003451363636363636
55.0,1.1510909090909092e-05,0.0004026909090909091
60.0,1.1512727272727273e-05,0.00046025454545454546
65.0,1.1514545454545455e-05,0.0005178272727272727
70.0,1.1516363636363637e-05,0.0005754090909090908
75.0,1.1518181818181818e-05,0.0006329999999999999
80.0,1.152e-05,0.0006906
85.0,1.1521818181818181e-05,0.0007482090909090908
90.0,1.1523636363636363e-05,0.0008058272727272727
95.0,1.1525454545454545e-05,0.0008634545454545454
100.0,1.1527272727272728e-05,0.0009210909090909091
105.0,1.152909090909091e-05,0.0009787363636363637
110.0,1.1530909090909091e-05,0.0010363909090909092
115.0,1.1532727272727273e-05,0.0010940545454545456
120.0,1.1534545454545455e-05,0.0011517272727272728
125.0,1.1536363636363636e-05,0.001209409090909091
130.0,1.1538181818181818e-05,0.0012671000000000002
135.0,1.154e-05,0.0013248000000000001
140.0,1.1541818181818181e-05,0.001382509090909091
145.0,1.1543636363636363e-05,0.0014402272727272727
150.0,1.1545454545454546e-05,0.0014979545454545456
155.0,1.1547272727272728e-05,0.0015556909090909093
160.0,1.154909090909091e-05,0.0016134363636363639
165.0,1.1550909090909091e-05,0.0016711909090909092
170.0,1.1552727272727273e-05,0.0017289545454545459
175.0,1.1554545454545454e-05,0.0017867272727272732
180.0,1.1556363636363636e-05,0.0018445090909090913
185.0,1.1558181818181818e-05,0.0019023000000000002
190.0,1.156e-05,0.0019601
195.0,1.1561818181818181e-05,0.002017909090909091
200.0,1.1563636363636364e-05,0.002075727272727273
205.0,1.1565454545454546e-05,0.0021335545454545454
210.0,1.1567272727272728e-05,0.002191390909090909
215.0,1.156909090909091e-05,0.0022492363636363636
220.0,1.1570909090909091e-05,0.0023070909090909092
225.0,1.1572727272727273e-05,0.0023649545454545455
230.0,1.1574545454545454e-05,0.002422827272727273
235.0,1.1576363636363636e-05,0.002480709090909091
240.0,1.1578181818181818e-05,0.0025386000000000002
245.0,1.158e-05,0.0025965
250.0,1.1581818181818183e-05,0.002654409090909091
255.0,1.1583636363636364e-05,0.0027123272727272727
260.0,1.1585454545454546e-05,0.002770254545454546
265.0,1.1587272727272728e-05,0.0028281909090909093
270.0,1.158909090909091e-05,0.0028861363636363637
275.0,1.159090909090909e-05,0.0029440909090909092
280.0,1.1592727272727272e-05,0.0030020545454545458
285.0,1.1594545454545454e-05,0.003060027272727273
290.0,1.1596363636363636e-05,0.0031180090909090907
295.0,1.1598181818181817e-05,0.003176
300.0,1.16e-05,0.003234
305.0,1.1601818181818182e-05,0.003292009090909091
310.0,1.1603636363636364e-05,0.003350027272727273
315.0,1.1605454545454546e-05,0.003408054545454546
320.0,1.1607272727272727e-05,0.003466090909090909
325.0,1.1609090909090909e-05,0.003524136363636364
330.0,1.161090909090909e-05,0.003582190909090909
335.0,1.1612727272727272e-05,0.003640254545454546
340.0,1.1614545454545454e-05,0.003698327272727273
345.0,1.1616363636363636e-05,0.003756409090909091
350.0,1.1618181818181819e-05,0.0038145
355.0,1.162e-05,0.0038726000000000003
360.0,1.1621818181818182e-05,0.003930709090909091
365.0,1.1623636363636364e-05,0.003988827272727273
370.0,1.1625454545454545e-05,0.004046954545454546
375.0,1.1627272727272727e-05,0.00410509090909091
380.0,1.1629090909090909e-05,0.004163236363636364
385.0,1.163090909090909e-05,0.0042213909090909095
390.0,1.1632727272727272e-05,0.004279554545454546
395.0,1.1634545454545454e-05,0.004337727272727273
400.0,1.1636363636363637e-05,0.004395909090909091
405.0,1.1638181818181819e-05,0.004454100000000001
410.0,1.164e-05,0.0045123
415.0,1.1641818181818182e-05,0.004570509090909091
420.0,1.1643636363636364e-05,0.004628727272727273
425.0,1.1645454545454545e-05,0.004686954545454546
430.0,1.1647272727272727e-05,0.00474519090909091
435.0,1.1649090909090909e-05,0.004803436363636364
440.0,1.165090909090909e-05,0.004861690909090909
445.0,1.1652727272727274e-05,0.004919954545454546
450.0,1.1654545454545455e-05,0.004978227272727274
455.0,1.1656363636363637e-05,0.0050365090909090925
460.0,1.1658181818181819e-05,0.005094800000000001
465.0,1.166e-05,0.005153100000000001
470.0,1.1661818181818182e-05,0.005211409090909091
475.0,1.1663636363636363e-05,0.005269727272727273
480.0,1.1665454545454545e-05,0.005328054545454546
485.0,1.1667272727272727e-05,0.00538639090909091
490.0,1.1669090909090908e-05,0.0054447363636363644
495.0,1.167090909090909e-05,0.005503090909090911
500.0,1.1672727272727273e-05,0.0055614545454545465
505.0,1.1674545454545455e-05,0.005619827272727273
510.0,1.1676363636363637e-05,0.005678209090909091
515.0,1.1678181818181818e-05,0.0057366000000000006
520.0,1.168e-05,0.005795000000000001
525.0,1.1681818181818182e-05,0.005853409090909091
530.0,1.1683636363636363e-05,0.005911827272727274
