superficial_liquid_velocity_m_s,superficial_gas_velocity_m_s,frequency_Hz,gas_void_fraction,liquid_height_ratio,attenuation_total_dB_m,attenuation_viscous_dB_m,attenuation_thermal_dB_m,attenuation_scatter_dB_m,attenuation_bubble_dB_m,attenuation_turbulence_dB_m,sound_speed_m_s,reynolds_number,froude_liquid,froude_gas,pipe_diameter_mm,temperature_C,paper
0.5,0.1,100.0,0.8353296674228643,0.2707624648123005,0.00970779775224526,0.0041595014345403,0.0004999500049995001,7.806442385355002e-10,0.0,0.004994997497496872,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,115.1395399326447,0.8353296674228643,0.2707624648123005,0.010977795662529675,0.004463273736424673,0.0006627678189120263,1.034908939508948e-09,0.0,0.006171233935042655,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,132.57113655901094,0.8353296674228643,0.2707624648123005,0.011604634349445222,0.004789230815221459,0.0008786008973861798,1.371990543457821e-09,0.0,0.007624453926174554,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,152.64179671752333,0.8353296674228643,0.2707624648123005,0.014514812408650497,0.005138992846053932,0.0011647045347137489,1.8188634569441826e-09,0.0,0.00941988235809063,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,175.7510624854791,0.8353296674228643,0.2707624648123005,0.01863544376928641,0.005514298326958438,0.0015439448978076485,2.4112879573274174e-09,0.0,0.011638103462812582,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,202.35896477251575,0.8353296674228643,0.2707624648123005,0.02201465765614227,0.005917012720118023,0.0020466194579057,3.1966718507395185e-09,0.0,0.01437867768006655,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,232.99518105153717,0.8353296674228643,0.2707624648123005,0.02957242023139429,0.0063491377241734715,0.0027128649933059936,4.237864204587346e-09,0.0,0.017764610229481434,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,268.26957952797244,0.8353296674228643,0.2707624648123005,0.032653864312523345,0.006812821223699957,0.0035958404901226177,5.618184741848928e-09,0.0,0.021947871955075058,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,308.88435964774817,0.8353296674228643,0.2707624648123005,0.03607796746271669,0.007310367965303328,0.004765930229277619,7.448091366254068e-09,0.0,0.027116220234145425,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,355.64803062231283,0.8353296674228643,0.2707624648123005,0.04656722403498944,0.007844251013401709,0.006316286895845114,9.874019376196573e-09,0.0,0.03350162609348801,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,409.49150623804275,0.8353296674228643,0.2707624648123005,0.05780926804993374,0.008417124042633692,0.008370129375432956,1.3090099711080773e-08,0.0,0.04139068576728021,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,471.48663634573944,0.8353296674228643,0.2707624648123005,0.07177329769633055,0.009031834527992555,0.011090328651049636,1.7353693963687575e-08,0.0,0.05113748399868675,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,542.867543932386,0.8353296674228643,0.2707624648123005,0.09260018159608481,0.00969143789824846,0.014691960545419849,2.3005989322633074e-08,0.0,0.06317948642888066,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,625.0551925273976,0.8353296674228643,0.2707624648123005,0.11041342304280688,0.010399212723008382,0.019458675807638045,3.04993015216594e-08,0.0,0.0780571743717315,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,719.6856730011522,0.8353296674228643,0.2707624648123005,0.13785674359669378,0.01115867700890125,0.025763929774252833,4.0433270669823545e-08,0.0,0.09643830324194731,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,828.6427728546843,0.8353296674228643,0.2707624648123005,0.1644223055930314,0.011973605685888901,0.03409830662163154,5.360284647496623e-08,0.0,0.11914787342794099,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,954.0954763499943,0.8353296674228643,0.2707624648123005,0.22182808385523206,0.012848049370618704,0.04510432505044654,7.106190279984456e-08,0.0,0.147205158792402,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
0.5,0.1,1098.5411419875584,0.8353296674228643,0.2707624648123005,0.22100562193866444,0.013786354500081475,0.0596201405633096,9.420757220221345e-08,0.0,0.18186945475112976,530.6095088053577,24950.000000000004,0.7139215614635321,0.14278431229270644,50.0,20,Xue_2022
