frequency_hz,psd
0.0,0.3051483
9.765625,0.13418384
19.53125,0.06923632
29.296875,0.096105225
39.0625,0.30772486
48.828125,0.47245938
58.59375,0.20531294
68.359375,0.14846836
78.125,0.18323193
87.890625,0.10512614
97.65625,0.24087612
107.421875,0.16619198
117.1875,0.030964512
126.953125,0.08670177
136.71875,0.12521595
146.48438,0.12670724
156.25,0.1872117
166.01562,0.2437019
175.78125,0.35856888
185.54688,0.5519795
195.3125,0.25584462
205.07812,0.3095124
214.84375,0.42450744
224.60938,0.94201714
234.375,1.2230245
244.14062,1.5923191
253.90625,5.777345
263.67188,6.553967
273.4375,9.731568
283.20312,12.061629
292.96875,17.807575
302.73438,22.111296
312.5,22.44409
322.26562,26.923632
332.03125,31.53467
341.79688,33.70083
351.5625,30.804766
361.32812,29.482758
371.09375,30.462362
380.85938,32.131275
390.625,32.29067
400.39062,30.436775
410.15625,28.448265
419.92188,28.341547
429.6875,24.763786
439.45312,21.32121
449.21875,20.18354
458.98438,18.126736
468.75,16.267523
478.51562,15.6203375
488.28125,15.975316
498.04688,15.127426
507.8125,12.094516
517.5781,10.347355
527.34375,11.789792
537.1094,8.76128
546.875,10.185418
556.6406,11.644716
566.40625,10.89212
576.1719,11.548255
585.9375,11.10509
595.7031,10.94018
605.46875,14.157175
615.2344,14.540721
625.0,14.374606
634.7656,14.111601
644.53125,14.973052
654.2969,14.46936
664.0625,13.080836
673.8281,13.042863
683.59375,14.221613
693.3594,16.302425
703.125,17.282837
712.8906,16.778118
722.65625,16.157904
732.4219,15.418261
742.1875,13.998931
751.9531,13.888634
761.71875,14.038904
771.4844,12.995725
781.25,12.011165
791.0156,12.383316
800.78125,12.8936
810.5469,12.375691
820.3125,12.15418
830.0781,11.253205
839.84375,8.51226
849.6094,9.244803
859.375,10.957961
869.1406,10.24741
878.90625,9.092488
888.6719,9.574596
898.4375,8.367764
908.2031,9.328661
917.96875,8.648741
927.7344,6.442845
937.5,7.5549846
947.2656,8.560687
957.03125,6.141023
966.7969,6.031632
976.5625,6.216973
986.3281,4.8221
996.09375,7.2882786
1005.8594,5.152422
1015.625,3.6324325
1025.3906,4.0375276
1035.1562,3.9185848
1044.9219,3.5017636
1054.6875,5.848481
1064.4531,5.3251286
1074.2188,4.422279
1083.9844,5.6782556
1093.75,6.1299977
1103.5156,5.1357193
1113.2812,3.9617615
1123.0469,5.625211
1132.8125,5.1048675
1142.5781,5.6752234
1152.3438,6.875513
1162.1094,4.072084
1171.875,4.715435
1181.6406,6.196715
1191.4062,5.8675165
1201.1719,4.435309
1210.9375,5.155198
1220.7031,5.8773293
1230.4688,6.0946746
1240.2344,5.5419354
1250.0,4.7941213
1259.7656,4.0215664
1269.5312,5.6392703
1279.2969,6.972655
1289.0625,5.8766613
1298.8281,6.363053
1308.5938,7.640295
1318.3594,7.2913375
1328.125,7.0765133
1337.8906,8.007033
1347.6562,6.967532
1357.4219,5.791521
1367.1875,5.4280167
1376.9531,5.66162
1386.7188,6.0331316
1396.4844,6.222998
1406.25,6.0724516
1416.0156,6.616813
1425.7812,6.7553825
1435.5469,5.6576734
1445.3125,5.767788
1455.0781,6.299467
1464.8438,6.872506
1474.6094,6.127441
1484.375,5.951474
1494.1406,6.791133
1503.9062,6.335645
1513.6719,5.5174856
1523.4375,5.0259967
1533.2031,5.5659657
1542.9688,6.1620374
1552.7344,5.443516
1562.5,4.735858
1572.2656,5.03966
1582.0312,5.378954
1591.7969,4.439163
1601.5625,4.0969443
1611.3281,5.107967
1621.0938,5.7477145
1630.8594,4.244807
1640.625,3.2476678
1650.3906,5.209357
1660.1562,3.9931128
1669.9219,196.00134
1679.6875,442.61835
1689.4531,64.40011
1699.2188,2.9942913
1708.9844,3.4981542
1718.75,2.6673818
1728.5156,2.7769983
1738.2812,2.2365406
1748.0469,2.3665764
1757.8125,4.258991
1767.5781,20.5448
1777.3438,642.7334
1787.1094,741.93494
1796.875,44.20465
1806.6406,4.106569
1816.4062,1.9391054
1826.1719,2.1780465
1835.9375,1.268499
1845.7031,1.4141015
1855.4688,1.9133928
1865.2344,1.4165804
1875.0,1.7142926
1884.7656,1.7966704
1894.5312,1.7362502
1904.2969,1.8472798
1914.0625,84.46382
1923.8281,465.6957
1933.5938,175.85327
1943.3594,2.6395278
1953.125,1.306357
1962.8906,2.058745
1972.6562,1.5074263
1982.4219,1.6945562
1992.1875,0.58354735
2001.9531,0.77174807
2011.7188,1.3191768
2021.4844,1.271834
2031.25,1.0189235
2041.0156,1.0439849
2050.7812,0.7270998
2060.5469,0.46755636
2070.3125,1.081072
2080.0781,0.61564976
2089.8438,0.9533123
2099.6094,0.5043554
2109.375,0.68504375
2119.1406,0.30397153
2128.9062,0.28008896
2138.6719,0.46973157
2148.4375,0.7802956
2158.2031,0.7801442
2167.9688,0.45216298
2177.7344,0.58952427
2187.5,0.41724077
2197.2656,0.39281598
2207.0312,0.26288003
2216.7969,0.2421185
2226.5625,0.58127433
2236.3281,0.16064252
2246.0938,0.20702764
2255.8594,0.24074791
2265.625,0.13147438
2275.3906,0.4293388
2285.1562,0.094123185
2294.9219,0.39078078
2304.6875,0.21556404
2314.4531,0.08507632
2324.2188,0.23904489
2333.9844,0.23950163
2343.75,0.14585409
2353.5156,0.1322792
2363.2812,0.18154557
2373.0469,0.2984985
2382.8125,0.068423726
2392.5781,0.11655343
2402.3438,0.29031715
2412.1094,0.22318007
2421.875,0.16311719
2431.6406,0.16185284
2441.4062,0.16224596
2451.1719,0.23166247
2460.9375,0.2827605
2470.7031,0.28106776
2480.4688,0.19321457
2490.2344,0.24398178
2500.0,0.2588823
2509.7656,0.15605064
2519.5312,0.22021909
2529.2969,0.18079078
2539.0625,0.054806415
2548.8281,0.14328662
2558.5938,0.16061091
2568.3594,0.23209912
2578.125,0.9606497
2587.8906,123.02114
2597.6562,895.5855
2607.4219,382.00146
2617.1875,2.0449169
2626.9531,0.19359443
2636.7188,0.06835496
2646.4844,0.06366657
2656.25,0.047965225
2666.0156,0.017912518
2675.7812,0.037705526
2685.5469,0.07925846
2695.3125,0.1241713
2705.0781,0.1683869
2714.8438,0.13717335
2724.6094,0.22210267
2734.375,0.15001921
2744.1406,0.12439349
2753.9062,0.1846238
2763.6719,0.0874772
2773.4375,0.08764063
2783.2031,0.22229627
2792.9688,0.15200904
2802.7344,0.1265137
2812.5,0.15928374
2822.2656,0.14673017
2832.0312,0.13919273
2841.7969,0.15554562
2851.5625,0.1728147
2861.3281,0.17652294
2871.0938,0.24263874
2880.8594,0.049648657
2890.625,0.12012682
2900.3906,0.52116543
2910.1562,130.07503
2919.9219,320.83682
2929.6875,49.27993
2939.4531,0.28914425
2949.2188,0.06938352
2958.9844,0.17481546
2968.75,0.12550975
2978.5156,0.053941954
2988.2812,0.022639645
2998.0469,0.037922572
3007.8125,0.033653338
3017.5781,0.1371686
3027.3438,0.16086313
3037.1094,0.14988926
3046.875,0.03918027
3056.6406,62.302013
3066.4062,301.7948
3076.1719,91.98885
3085.9375,0.18983352
3095.7031,0.15671743
3105.4688,0.08850677
3115.2344,0.1330496
3125.0,0.15421858
3134.7656,0.14496581
3144.5312,0.17003235
3154.2969,0.16923192
3164.0625,0.054901596
3173.8281,0.014893946
3183.5938,0.071199834
3193.3594,0.12444117
3203.125,0.23153841
3212.8906,0.2733442
3222.6562,0.2521828
3232.4219,0.24415193
3242.1875,0.108846016
3251.9531,0.048149098
3261.7188,0.15409656
3271.4844,0.13378471
3281.25,0.14268787
3291.0156,0.18742831
3300.7812,0.07550771
3310.5469,0.05554448
3320.3125,0.074279785
3330.0781,0.1015544
3339.8438,0.076547064
3349.6094,0.07890954
3359.375,0.14826079
3369.1406,0.17932107
3378.9062,0.11033411
3388.6719,0.16744848
3398.4375,0.20080876
3408.2031,0.3267416
3417.9688,0.18366458
3427.7344,0.27343422
3437.5,0.35375753
3447.2656,0.24927674
3457.0312,0.20152192
3466.7969,0.1408578
3476.5625,0.053864196
3486.3281,0.14820753
3496.0938,0.24716255
3505.8594,0.340352
3515.625,0.2781339
3525.3906,0.27238086
3535.1562,0.14256686
3544.9219,0.04533897
3554.6875,0.10464544
3564.4531,0.277435
3574.2188,0.20735267
3583.9844,0.31175503
3593.75,0.22247235
3603.5156,0.137437
3613.2812,0.14464568
3623.0469,0.055028874
3632.8125,0.103169695
3642.5781,0.22650872
3652.3438,0.12049972
3662.1094,0.047461472
3671.875,0.07303542
3681.6406,0.046532176
3691.4062,0.10528499
3701.1719,0.14572787
3710.9375,0.16930918
3720.7031,0.44880444
3730.4688,0.18851188
3740.2344,0.2951665
3750.0,0.47530308
3759.7656,0.35004047
3769.5312,0.23913318
3779.2969,0.1614648
