Point_ID,X_coord_mm,Y_coord_mm,Exx_strain,Eyy_strain,Exy_strain,Principal_strain_1,Principal_strain_2,Von_Mises_strain,Temperature_C,Correlation
1,4.487147948560782,0.29514026892869194,-0.0012954987810838777,0.004127266057241008,0.00015600970523901828,0.008263501309068515,-0.0025999667567542547,0.004912486888511198,1500,0.9237655761042876
2,7.378545469296301,1.5771354453636195,0.007199815755545805,0.013307284644356706,-0.0018946033777186716,0.027694538334468978,0.013319662465336043,0.011994988109637885,1500,0.9735084264403263
3,9.001015591176726,0.9392923109798351,-0.005263093056619533,0.0004926440894769919,-0.0003734083234570123,0.0010335363187677603,-0.010574434253052841,0.005563630086222959,1500,0.9117429349488757
4,0.40485331600568997,0.4613648534232401,-0.0033451126226875403,0.0030265210991086617,-0.000536371115107833,0.006142715788197788,-0.006779898835355545,0.005597923210677155,1500,0.9205751669054751
5,7.018589904384369,0.4307985432734046,0.0006824020084813226,0.01021034072529741,-0.001923505342999259,0.02116800951423703,0.0006174759533204358,0.01043306242784278,1500,0.9685957165472485
6,3.495535592494848,1.2416001501177343,0.0029484835970920342,0.0005441082480917309,0.0024650547893812964,0.008977753764169111,-0.0019925700738015807,0.005061106638609415,1500,0.931399543939287
7,2.27699021069843,4.5452418062152224,0.009133152225431797,-1.6322874030149292e-05,-0.0013112281233156958,0.018634716268210977,-0.0004010575654076823,0.009419223581406394,1500,0.9678866936800186
8,6.119034580045913,0.9422859741108669,0.0019576781887986165,0.0040488076022372225,0.0020673770442410262,0.010639952484125057,0.00137301909794662,0.005012108147920814,1500,0.9011568285233859
9,7.892233890019231,4.156334667428211,0.0016941083852484798,-0.0004796521565923284,0.001396913749527136,0.004754330094733288,-0.002325417637420985,0.003125180990539964,1500,0.9050332113961949
10,0.7931304859848098,0.24074614779383774,0.0005396118563224023,-9.952934610176802e-05,0.0015594369276057767,0.003623771502782312,-0.002743606482341044,0.002765922062345452,1500,0.9299530701624771
11,5.38675662004437,0.824485000365483,-0.0021852743740159,0.007285459404479816,-0.00018659995402753372,0.014578269039086758,-0.004377898978158925,0.008595262019980898,1500,0.9058779796739062
12,6.400785115788792,2.2422030731271096,0.0020564638466441716,-0.007658387400821612,0.001719145619001592,0.004703423669362239,-0.01590727077771712,0.00935390415414867,1500,0.9392544077393257
13,7.628157588861751,4.818504506155557,0.017024756995887735,-0.002511332209404222,-0.00292160591963827,0.034904646084772305,-0.005877796511805276,0.019092179139246216,1500,0.9828785888104477
14,3.369805142471959,4.602246685898528,-0.0011849813369117492,0.00726010115194344,-0.0006894498090467841,0.014632034118701395,-0.002481794488638012,0.008008892369860394,1500,0.9654897130225547
