Point_ID,X_coord_mm,Y_coord_mm,Exx_strain,Eyy_strain,Exy_strain,Principal_strain_1,Principal_strain_2,Von_Mises_strain,Temperature_C,Correlation
1,2.174694175977838,2.3557336193883867,-0.001369217334877085,-0.0012743829430699929,0.0018145622773544116,0.000986763146761244,-0.0062739637026554,0.0034105438794986083,1000.0,0.9225186059618011
2,8.66640975146661,2.5821959727549375,-0.0021109625177133445,0.007207960854238202,-0.0003471061503313217,0.014441743572789788,-0.004247746899740072,0.008484576928678081,1000.0,0.9832203157285911
3,7.536805020278857,0.605649008286982,-0.004940851110926128,-0.0032767036865740274,0.0005369191588803287,-0.0062370206819977805,-0.010198088913002529,0.004452408140487688,1000.0,0.9811400860083082
4,8.878630498867047,0.41611752307251226,0.004332654638906998,0.001171071970543796,0.003632619509667116,0.013427065739953238,-0.0024196125210516495,0.007393052744340973,1000.0,0.9585289509399523
5,5.1988841199787075,2.8646111401350787,0.0035148129110036865,0.0019263342775520773,0.0009451951532926264,0.007910325165163318,0.0029719692119482086,0.003460368563029798,1000.0,0.9764798398692631
6,3.6783076055552932,2.4896342944008367,0.0002894699361323985,-0.002845031401469316,0.0010382003827767582,0.0012042974116181953,-0.006315420342292031,0.003497874737857599,1000.0,0.9303900127684431
7,2.1212820715963163,4.109118821584355,-0.002292871686054093,0.006383230359464276,0.001303881868848737,0.01314989389415401,-0.004969176547333645,0.008107967829931796,1000.0,0.9438880223017092
8,1.969968738081742,1.9312696813558734,0.018070720204252183,0.0013794670769495228,-0.00150105608806387,0.03640927359142919,0.0024911009709742207,0.017614919888457176,1000.0,0.9502989928917415
9,9.472250577866253,3.8939482517062025,4.799487066845529e-05,0.0019146860246571653,-0.0017394721736042887,0.005910793056264595,-0.0019854312656133535,0.003557206952193632,1000.0,0.9722435492972259
10,7.783348300651182,4.782546589201292,0.003054954541025016,-0.0007646765194016692,-0.0007871865226889369,0.0064216496974458795,-0.0018410936541991855,0.003756663053419118,1000.0,0.9736775788085921
11,8.5299867668631,3.2115411581228583,0.0020058756492887814,-0.0017282441974041805,0.0015949048134213492,0.005188694115398946,-0.004633431211629745,0.004255369804081938,1000.0,0.941114961080646
12,5.07671689673614,2.4158808768778055,0.0024475519489785993,0.0022771277468247933,-0.0005566411202753701,0.005850930891498846,0.00359842850010794,0.002555774026364281,1000.0,0.9733116287913738
13,1.9815264756690354,0.9619586010140524,0.001522787688306715,0.00035135191251612545,-0.0010183494030101153,0.004223693559183094,-0.0004754143575374124,0.002240179158745534,1000.0,0.9616021657404655
14,3.5936936368699612,3.4112499973575092,0.011867031836711141,0.010142542988491451,-0.0009531420918687138,0.02458013530432024,0.019439014346084943,0.011227697087076632,1000.0,0.9142740274511888
15,1.1524617815407712,2.0298700387934483,0.006511654123582165,0.003675708402261962,-0.0009876079857830836,0.013643381372523706,0.006731343679164548,0.005907930137509806,1000.0,0.9804479006834986
16,5.3928037453512445,4.821871875340731,-0.0035158818667746505,0.002499359442024356,-0.003689074029776739,0.008502941677381439,-0.010535986526882028,0.008259750423217162,1000.0,0.9027089254931772
17,6.794616720063079,2.8587247577211325,0.004747082140205198,-0.0015473549034181358,-0.0004895020111130614,0.009569843921092978,-0.003170389447518853,0.005743984116117808,1000.0,0.936993927700956
18,6.414147975621929,4.101933882893728,-0.00945969319502923,-0.004277962436208858,-0.0018852308127680227,-0.007329323982006357,-0.020145987280469818,0.008830675594513178,1000.0,0.9575170560137316
19,4.636975471230588,3.199514171391133,0.0005990618003590693,0.0021576625638145288,0.0009005849422033315,0.005138624717323883,0.00037482401102331264,0.002480921053612987,1000.0,0.9889762226977934
20,8.32947712154148,1.8982138947715066,-0.0015332285962923412,0.0007601316968846849,-0.0020887633336114553,0.003992533225736297,-0.005538727024551609,0.004145219242842062,1000.0,0.9174056519183846
21,3.321257837123679,1.8203706213660036,0.010564186565396356,0.003010221939529591,8.550456475339059e-05,0.02113030856323939,0.006018508446612505,0.009427876793481515,1000.0,0.9422274671893363
22,1.4676613236813985,1.620821563127695,0.00715585280869696,0.011675604043820504,0.00025961333569524527,0.023380934576793518,0.014281979128241407,0.010206823818888017,1000.0,0.9881817118914324
