Point_ID,X_coord_mm,Y_coord_mm,Exx_strain,Eyy_strain,Exy_strain,Principal_strain_1,Principal_strain_2,Von_Mises_strain,Temperature_C,Correlation
1,9.511377190849847,4.762929643901323,-0.003933978978516987,-0.00032839065260243543,-0.00010991334022448825,-0.0006500862887709132,-0.007874652973467932,0.0037852862411089424,800,0.9184301476649609
2,5.903220283331803,1.9458536140469977,-0.0015439733881231145,-0.0002027080776176853,0.0024186758516540744,0.0032731755177462267,-0.006766538449227827,0.004434179420894943,800,0.95055973508599
3,8.159434018009073,2.664141558987094,-0.003790014698692473,0.005956729551995623,0.0008496214269197795,0.012060472974696975,-0.007727043268090677,0.008636463433452713,800,0.9294840449345314
4,4.935992074347154,0.9018065650480245,-0.0001539784649098922,-0.010330852886346938,-0.0012128051420733617,-2.2883242025073178e-05,-0.02094677946048859,0.01046767360955948,800,0.9178081554370736
5,5.430898561882211,4.609279743242972,-0.0008225183649419976,-0.0003450689437430898,-0.001823905603389934,0.0025113370653829592,-0.004846511682753134,0.0032390860506375245,800,0.9598405964192425
6,0.096222025163476,4.1360295468566175,-0.00623689803688705,0.0038783848252022944,0.003318679100055463,0.009739977241948628,-0.01445700366531814,0.01054375405559692,800,0.9049636506603836
7,8.057717834674477,4.048738993057901,-0.001319368375909348,0.005151720629328266,0.00041353361348607287,0.010356080720456653,-0.002691376213618817,0.005965819791302797,800,0.9160930772696128
8,9.883058706035431,1.3917081829397715,0.006492024455596801,0.012907965916908045,-0.0025752931122993692,0.02762755643374063,0.01117242431126906,0.012035760843516265,800,0.9242426099561503
9,8.848828317715821,1.4692734391511402,0.009208986948537452,0.008756888424653077,-0.002128706995108254,0.02224722644024748,0.01368452430613358,0.009718057660911246,800,0.901808707227535
10,0.09034486809524567,0.6723518416850544,-0.006214492734059317,-0.002239129011841122,-0.0005479964317021581,-0.004329944129917143,-0.012577299361883738,0.005533486059087116,800,0.9386862060129562
11,9.788451957512306,2.5848883288020605,-0.002889467646521149,-0.0005453848988017384,-0.0008488548676691014,-0.00054055776530861,-0.006329147325337164,0.0030384633792825606,800,0.9518270384971411
12,1.9696307679741587,2.478786924153522,-0.0035542878299992383,0.0010656987150147565,-0.0020232801687984055,0.0036529844815721834,-0.008630162711541147,0.00546236795055462,800,0.9099700212710476
13,3.3777004066564564,1.3380438804602264,0.008885412685656714,-0.0026378927054517996,-0.0006349618770103858,0.01784059004286635,-0.005345550082456519,0.010514624652554054,800,0.9671618364207046
14,2.5083058381514824,2.8017164444372753,-0.004862542095963803,-0.00244144507697137,-0.00040647124681959655,-0.00475005172478102,-0.009857922621089326,0.004269542933453668,800,0.9809598910426379
15,9.53623021868481,2.083739014189017,-0.0005397327678540289,-0.004686612756477343,0.0024958253387723237,0.0012631221061200227,-0.011715813154782767,0.006197867736563275,800,0.926954104958608
16,6.3489823915089785,1.35785532139242,0.01903772277237354,0.009910121156741426,-0.001122961566042076,0.038347699351881884,0.01954798850634805,0.016606094619530203,800,0.9538206128353518
17,6.334966287939875,1.1683258570645179,0.0004560705054168393,-0.003255780865730658,-0.002112780146282746,0.0028246296354186343,-0.008424050356046271,0.005067987254927633,800,0.9130010476493827
18,7.351890942571283,2.8533348416748487,0.0017463808929569107,0.006734412792175165,-0.00021752307066615743,0.013487761567264635,0.0034738258029995174,0.006064920519839833,800,0.9786770090041165
19,2.6083176336211467,1.7035855110221725,0.003053204666736103,0.005662601666419056,-0.0021980190439395086,0.013827958871180351,0.003603653795129968,0.0062122377359768634,800,0.9897946171052752
20,9.90664799274201,0.3401814247598023,0.0032353540213945643,0.002233457945932988,-0.0007152499854362075,0.00721527293531146,0.003722350999343644,0.0031248312783276368,800,0.9002956327814327
21,8.354124407312307,4.511854237084383,0.002480061920163064,-0.004392467905736177,-0.0008999503152445861,0.005191910201612672,-0.009016722172758897,0.006226379809250833,800,0.9635635484613563
22,3.1236442542344554,2.416541178978247,0.0029781512797202067,-0.0018853697894335815,0.0012684263244284093,0.00657816739759658,-0.00439260441702333,0.00478180266849901,800,0.9090168591191106
23,6.250123305916334,1.0944621211757704,0.0053536536710504295,-0.004821924288907933,0.0009423358754661337,0.010880370569658493,-0.0098169118053735,0.008966128755205492,800,0.9025526459823647
24,0.21742688522770837,4.5257091200443895,-0.0026356944760810496,0.005544007558275881,-0.00013455339350526083,0.011092440637021798,-0.005275814472632135,0.007235297445252333,800,0.9551443347885908
25,9.51634201032625,3.744207693183552,-0.0031550962222784504,0.0010330407038029626,0.001661254140092729,0.0032239291600947373,-0.007468040197045713,0.004749783578596373,800,0.9302836924940974
26,9.8785198717566,0.16784264882702737,-0.005372013876147066,-0.005426680498939011,0.0017922054485544014,-0.007213866635994587,-0.01438352211417757,0.006228257580643945,800,0.9298473943324254
