Temperature_C,Rubber_Content_%,Particle_Size_Class,Particle_ID,Initial_Size_mm,Size_Change_%,Final_Size_mm,Pore_Formation_%,Surface_Roughness_Factor,Degradation_State,Interface_Gap_um,Carbon_Content_wt%,Oxygen_Content_wt%,Sulfur_Content_wt%,Zinc_Content_wt%,Internal_Void_Diameter_um,Internal_Void_Density_per_mm2,Adhesion_Quality_Score,Timestamp
20,5,Fine(0-1mm),1,0.9085652641384137,-0.12888122066128194,0.9073942941354877,3.850314846399903,1.1069386936215888,Intact,0.0,86.26973252896074,10.538742190500814,2.2553307109604006,1.2021068977086147,0.6408888177515037,20.120259140499314,9.432123767143073,2025-10-18T18:00:14.342975
20,5,Fine(0-1mm),2,0.4493884604079858,-4.468777449584757,0.4293062902282376,0.09214647822495203,1.2808204373967733,Intact,0.0,88.93910353754497,11.183658499145563,2.536944182707336,1.4482019993848454,0.6793372167302011,15.875111985683688,10.180995124092941,2025-10-18T18:00:14.342999
20,5,Fine(0-1mm),3,0.8785376424639026,-2.925357476877318,0.8528372758529031,0.31213497939025114,1.1030373341827757,Intact,0.0,85.81345817447915,9.04428008539028,2.793295926626642,1.3775245038281045,0.7962397857148837,13.851928017694215,10.106305699275588,2025-10-18T18:00:14.343014
20,5,Fine(0-1mm),4,0.8019921623927917,-3.7198137537973364,0.7721595476317279,1.3925676774120155,1.2902568217472736,Intact,0.0,88.19837958034023,9.705469248102467,2.0549712296013953,1.1755419651075079,0.7017646463191431,2.2851327683406595,9.840326524119224,2025-10-18T18:00:14.343027
20,5,Fine(0-1mm),5,0.6294250506954674,-2.967208223809141,0.6107486988285167,1.6146087737869648,1.1031430531318063,Intact,0.0,87.07082927702643,9.719468325349576,2.852782672876425,1.4079569732913508,0.6171714040176746,5.440645601910483,10.715146066866426,2025-10-18T18:00:14.343041
20,5,Fine(0-1mm),6,0.8023006405519817,1.6352822507259939,0.8154205205243893,3.38518049772341,1.1884777732610838,Intact,0.0,83.07253554293894,11.441790392406217,2.505066624926413,1.2802101117206517,0.6303093247401802,29.056512811471293,9.458690564127654,2025-10-18T18:00:14.343053
20,5,Fine(0-1mm),7,0.3214699740727196,-2.756450032395782,0.3126088148682494,0.3051740781265988,1.1131490505418207,Intact,0.0,84.5183908924098,9.108334019867486,2.7874333335518755,1.514171235339078,0.8330666437475484,4.194624979992721,9.66537719209122,2025-10-18T18:00:14.343065
20,5,Fine(0-1mm),8,0.3624877898226715,1.2203760387797118,0.3669115039531695,0.36346468850383895,1.1676201684965333,Intact,0.0,83.94429594064138,11.276738554573086,1.7875405700190345,1.315059321347466,0.7023716503444044,15.322931089345975,9.941685257048036,2025-10-18T18:00:14.343077
20,5,Fine(0-1mm),9,0.5983225703197272,-1.446647527486888,0.5896669516498009,0.3502242197014266,1.165374423564042,Intact,0.0,87.97650017143144,9.23906920278953,2.544226761626689,1.208462888429819,0.7813352253466292,0.0,10.059754171339607,2025-10-18T18:00:14.343089
20,5,Fine(0-1mm),10,0.5087351318376745,1.1238038721012558,0.5144523169480056,3.297024196286435,1.2010797455253295,Intact,0.0,87.35117608125398,9.397102847919806,2.736572799902527,1.2391897977986845,0.6745460618316492,22.2713590005705,9.424973240787141,2025-10-18T18:00:14.343101
