Temperature_C,Rubber_Content_%,Region_ID,CSH_Morphology,CSH_Relative_Density,Portlandite_Crystal_Size_um,Portlandite_Area_%,Ettringite_Present,Ettringite_Length_um,Capillary_Porosity,Avg_Pore_Diameter_um,Paste_Crack_Density_per_mm,Timestamp
20,0,1,Fibrillar,0.795457850299809,5.287428781157926,22.259414692748816,True,6.340762356768327,0.20081663703415153,0.06368812903359314,0.0,2025-10-18T18:00:14.363573
20,0,2,Fibrillar,0.8465650989275181,4.627155171977528,30.97177188927771,True,8.188205322863904,0.14514987520277012,0.0514465689276199,0.0,2025-10-18T18:00:14.363592
20,0,3,Fibrillar,0.8236408143749518,4.632287235584957,23.21170047569309,True,7.17135811529955,0.1684463847525708,0.04840117841797959,0.0,2025-10-18T18:00:14.363602
20,0,4,Fibrillar,0.8469689439315968,5.1720598513790375,23.3099497834336,True,5.573611198354716,0.13548706246022638,0.04319990129604692,0.0,2025-10-18T18:00:14.363609
20,0,5,Fibrillar,0.8310217951684461,5.938947411428192,26.20703038329751,True,8.809904297908854,0.18596764646428401,0.049945529028855,0.0,2025-10-18T18:00:14.363617
20,0,6,Fibrillar,0.8585919362501329,5.739335159591848,25.72925405287253,True,8.249502508601621,0.15353856449340406,0.041266656803158316,0.0,2025-10-18T18:00:14.363623
20,0,7,Fibrillar,0.8434454425687613,5.192046039155452,22.950872720199182,True,2.443983179107642,0.12851566036138257,0.0448180175441716,0.0,2025-10-18T18:00:14.363630
20,0,8,Fibrillar,0.866315271754941,4.5200581683495455,24.37020240654338,True,9.220396888677698,0.1588216988703993,0.060806974607183456,0.0,2025-10-18T18:00:14.363636
20,0,9,Fibrillar,0.8162555763635658,4.315221786686582,24.133526791445178,True,5.337309342397583,0.15940858407033187,0.0540465000182099,0.0,2025-10-18T18:00:14.363643
20,0,10,Fibrillar,0.8654617968831476,4.486170347006043,25.829357296643412,True,7.73240442881583,0.16928159804545956,0.06023484379082922,0.0,2025-10-18T18:00:14.363650
20,0,11,Fibrillar,0.8676131836124782,4.8176465982241155,19.59341698319497,True,7.370550310173996,0.13362366442444168,0.04942972201240811,0.0,2025-10-18T18:00:14.363656
20,0,12,Fibrillar,0.8302479361405527,4.809466239086741,28.0268029813509,True,4.982925710407425,0.11287593267453971,0.06348153475151624,0.0,2025-10-18T18:00:14.363663
20,0,13,Fibrillar,0.8640003455931664,4.845828505131085,21.565518344906483,True,2.7791010775631255,0.1731896634986836,0.05735035585502446,0.0,2025-10-18T18:00:14.363669
20,0,14,Fibrillar,0.8476501818978202,4.901989732913256,26.172474221920403,True,4.383169511834466,0.14016669554258526,0.05089416391579135,0.0,2025-10-18T18:00:14.363676
20,0,15,Fibrillar,0.8383049634194655,5.278295519784519,24.996817835570326,True,5.47060321327168,0.1445436393077302,0.054898022206373874,0.0,2025-10-18T18:00:14.363682
20,5,1,Fibrillar,0.7932653659399227,5.4978404458068875,24.29277008914443,True,6.008679903737025,0.19525386913359363,0.07977255501997874,0.0,2025-10-18T18:00:14.363689
20,5,2,Fibrillar,0.8175295352662584,4.937778394797643,21.658203322014657,True,7.415630292508955,0.21596839999910344,0.06448115745893718,0.0,2025-10-18T18:00:14.363696
