temperature,rubber_content,specimen_type,csh_fibril_length_nm,csh_fibril_diameter_nm,csh_packing_density,ch_crystal_size_um,gel_porosity,capillary_porosity,total_porosity,degree_of_hydration,ettringite_content,specific_surface_area_m2_g,gel_pore_size_nm,capillary_pore_size_nm,macropore_size_um,paste_density_g_cm3,specimen_id,imaging_technique,resolution_nm,analysis_software
20,0,control,200.0,3.0,0.65,5.0,0.28,0.12,0.4,0.75,0.05,15.0,4.085312037226573,37.39879190004167,1.2236147554275665,2.04,PM_0_20_control,BSE-SEM,5,ImageJ-FIJI
20,5,control,200.0,3.0,0.65,5.5,0.28,0.125,0.405,0.75,0.05,15.0,1.7953771570731991,50.17993285358692,1.4474010383941016,2.0375,PM_5_20_control,BSE-SEM,5,ImageJ-FIJI
20,10,control,200.0,3.0,0.65,6.0,0.28,0.13,0.41000000000000003,0.75,0.05,15.0,2.9900985116592085,61.9362045112395,1.2353112663845136,2.035,PM_10_20_control,BSE-SEM,5,ImageJ-FIJI
20,15,control,200.0,3.0,0.65,6.5,0.28,0.135,0.41500000000000004,0.75,0.05,15.0,4.475873708459428,80.63186666012466,0.920212185213451,2.0325,PM_15_20_control,BSE-SEM,5,ImageJ-FIJI
20,20,control,200.0,3.0,0.65,7.0,0.28,0.13999999999999999,0.42000000000000004,0.75,0.05,15.0,2.98430548743671,41.09092791696373,1.0991340189595917,2.0300000000000002,PM_20_20_control,BSE-SEM,5,ImageJ-FIJI
20,25,control,200.0,3.0,0.65,7.5,0.28,0.145,0.42500000000000004,0.75,0.05,15.0,2.737390323774254,55.85239831796235,1.307115386009289,2.0275000000000003,PM_25_20_control,BSE-SEM,5,ImageJ-FIJI
100,0,control,184.0,3.08,0.61,5.0,0.29600000000000004,0.144,0.44000000000000006,0.742,0.034,15.8,2.4320307085938206,58.53834829352612,0.5058323353739062,2.028,PM_0_100_control,BSE-SEM,5,ImageJ-FIJI
100,0,heated,184.0,3.08,0.61,5.0,0.29600000000000004,0.144,0.44000000000000006,0.742,0.034,15.8,2.9932748943364653,130.98352019061767,1.345335341162648,2.028,PM_0_100_heated,BSE-SEM,5,ImageJ-FIJI
100,5,control,184.0,3.08,0.61,5.5,0.29600000000000004,0.149,0.44500000000000006,0.742,0.034,15.8,3.240092566218106,34.980070905157724,1.8093518517638267,2.0255,PM_5_100_control,BSE-SEM,5,ImageJ-FIJI
100,5,heated,184.0,3.08,0.61,5.5,0.29600000000000004,0.149,0.44500000000000006,0.742,0.034,15.8,3.1629325541457924,77.79891592250416,1.1904219603163766,2.0255,PM_5_100_heated,BSE-SEM,5,ImageJ-FIJI
100,10,control,184.0,3.08,0.61,6.0,0.29600000000000004,0.154,0.45000000000000007,0.742,0.034,15.8,4.035841110016728,45.456650014233176,0.7424817245544617,2.023,PM_10_100_control,BSE-SEM,5,ImageJ-FIJI
100,10,heated,184.0,3.08,0.61,6.0,0.29600000000000004,0.154,0.45000000000000007,0.742,0.034,15.8,1.5848126275003256,45.49875441204052,1.1573731070258357,2.023,PM_10_100_heated,BSE-SEM,5,ImageJ-FIJI
100,15,control,184.0,3.08,0.61,6.5,0.29600000000000004,0.15899999999999997,0.455,0.742,0.034,15.8,1.5035647518886237,49.02610225770259,1.6164063039497591,2.0205,PM_15_100_control,BSE-SEM,5,ImageJ-FIJI
100,15,heated,184.0,3.08,0.61,6.5,0.29600000000000004,0.15899999999999997,0.455,0.742,0.034,15.8,2.3548336616433234,42.187976592816995,1.2155516847187424,2.0205,PM_15_100_heated,BSE-SEM,5,ImageJ-FIJI
100,20,control,184.0,3.08,0.61,7.0,0.29600000000000004,0.16399999999999998,0.46,0.742,0.034,15.8,1.62661596479833,26.366274053838143,0.9567361083845353,2.0180000000000002,PM_20_100_control,BSE-SEM,5,ImageJ-FIJI
100,20,heated,184.0,3.08,0.61,7.0,0.29600000000000004,0.16399999999999998,0.46,0.742,0.034,15.8,2.136156399835913,32.094824888827645,0.7117836697932337,2.0180000000000002,PM_20_100_heated,BSE-SEM,5,ImageJ-FIJI
100,25,control,184.0,3.08,0.61,7.5,0.29600000000000004,0.16899999999999998,0.465,0.742,0.034,15.8,3.799695439813555,37.2304636270971,1.1665654320385448,2.0155000000000003,PM_25_100_control,BSE-SEM,5,ImageJ-FIJI
100,25,heated,184.0,3.08,0.61,7.5,0.29600000000000004,0.16899999999999998,0.465,0.742,0.034,15.8,1.6150462588915762,90.32576373219493,1.3751157311944544,2.0155000000000003,PM_25_100_heated,BSE-SEM,5,ImageJ-FIJI
200,0,control,164.0,3.18,0.56,5.0,0.31600000000000006,0.174,0.49000000000000005,0.732,0.013999999999999999,16.8,1.8505087570251304,31.821724680899372,0.8352764165528249,2.013,PM_0_200_control,BSE-SEM,5,ImageJ-FIJI
200,0,heated,164.0,3.18,0.56,5.0,0.31600000000000006,0.174,0.49000000000000005,0.732,0.013999999999999999,16.8,2.4656089500355862,33.504965314499614,0.8429862742904523,2.013,PM_0_200_heated,BSE-SEM,5,ImageJ-FIJI
200,5,control,164.0,3.18,0.56,5.5,0.31600000000000006,0.179,0.49500000000000005,0.732,0.013999999999999999,16.8,2.561884736157778,59.416417809147504,0.9799095349768546,2.0105,PM_5_200_control,BSE-SEM,5,ImageJ-FIJI
200,5,heated,164.0,3.18,0.56,5.5,0.31600000000000006,0.179,0.49500000000000005,0.732,0.013999999999999999,16.8,4.610710429673515,26.54164378741606,2.3632322584722623,2.0105,PM_5_200_heated,BSE-SEM,5,ImageJ-FIJI
200,10,control,164.0,3.18,0.56,6.0,0.31600000000000006,0.184,0.5,0.732,0.013999999999999999,16.8,2.0777336688858563,56.539882204505524,0.617404603296255,2.008,PM_10_200_control,BSE-SEM,5,ImageJ-FIJI
200,10,heated,164.0,3.18,0.56,6.0,0.31600000000000006,0.184,0.5,0.732,0.013999999999999999,16.8,2.759847757576318,32.16848932077001,0.782024098436988,2.008,PM_10_200_heated,BSE-SEM,5,ImageJ-FIJI
200,15,control,164.0,3.18,0.56,6.5,0.31600000000000006,0.189,0.5050000000000001,0.732,0.013999999999999999,16.8,2.6024083070122805,78.4440238902004,0.556340071392775,2.0055,PM_15_200_control,BSE-SEM,5,ImageJ-FIJI
200,15,heated,164.0,3.18,0.56,6.5,0.31600000000000006,0.189,0.5050000000000001,0.732,0.013999999999999999,16.8,3.269285517446033,80.12590775044717,0.9354280204722519,2.0055,PM_15_200_heated,BSE-SEM,5,ImageJ-FIJI
200,20,control,164.0,3.18,0.56,7.0,0.31600000000000006,0.19399999999999998,0.51,0.732,0.013999999999999999,16.8,3.546670107300284,28.202905125025854,0.4762003745895915,2.003,PM_20_200_control,BSE-SEM,5,ImageJ-FIJI
200,20,heated,164.0,3.18,0.56,7.0,0.31600000000000006,0.19399999999999998,0.51,0.732,0.013999999999999999,16.8,2.273743743906868,45.192249509105096,0.36667933194899166,2.003,PM_20_200_heated,BSE-SEM,5,ImageJ-FIJI
200,25,control,164.0,3.18,0.56,7.5,0.31600000000000006,0.19899999999999998,0.515,0.732,0.013999999999999999,16.8,2.844346855907005,72.4388673902458,0.6895358465454371,2.0005,PM_25_200_control,BSE-SEM,5,ImageJ-FIJI
200,25,heated,164.0,3.18,0.56,7.5,0.31600000000000006,0.19899999999999998,0.515,0.732,0.013999999999999999,16.8,3.189210579959823,46.63203411385715,0.9757088298515313,2.0005,PM_25_200_heated,BSE-SEM,5,ImageJ-FIJI
300,0,control,144.0,3.2800000000000002,0.51,5.0,0.336,0.204,0.54,0.72,0.0,17.8,2.7148378811067087,53.79352826781859,1.0143075344152983,1.998,PM_0_300_control,BSE-SEM,5,ImageJ-FIJI
300,0,heated,144.0,3.2800000000000002,0.51,5.0,0.336,0.204,0.54,0.72,0.0,17.8,1.7691899090814414,51.098732866640205,1.572550070409619,1.998,PM_0_300_heated,BSE-SEM,5,ImageJ-FIJI
300,5,control,144.0,3.2800000000000002,0.51,5.5,0.336,0.209,0.545,0.72,0.0,17.8,2.5628642698382373,37.00622267813803,2.0370787100590646,1.9955,PM_5_300_control,BSE-SEM,5,ImageJ-FIJI
300,5,heated,144.0,3.2800000000000002,0.51,5.5,0.336,0.209,0.545,0.72,0.0,17.8,1.8084405154998038,60.98378472166715,1.8938878140485877,1.9955,PM_5_300_heated,BSE-SEM,5,ImageJ-FIJI
300,10,control,144.0,3.2800000000000002,0.51,6.0,0.336,0.214,0.55,0.72,0.0,17.8,2.786877670858507,68.16390192452532,1.5165639652455136,1.993,PM_10_300_control,BSE-SEM,5,ImageJ-FIJI
300,10,heated,144.0,3.2800000000000002,0.51,6.0,0.336,0.214,0.55,0.72,0.0,17.8,2.8996997215547737,22.744892739262283,1.8576602458927063,1.993,PM_10_300_heated,BSE-SEM,5,ImageJ-FIJI
300,15,control,144.0,3.2800000000000002,0.51,6.5,0.336,0.21899999999999997,0.5549999999999999,0.72,0.0,17.8,2.4388081056910837,99.98398618887187,0.6555719447089676,1.9905000000000002,PM_15_300_control,BSE-SEM,5,ImageJ-FIJI
300,15,heated,144.0,3.2800000000000002,0.51,6.5,0.336,0.21899999999999997,0.5549999999999999,0.72,0.0,17.8,2.80659818911874,109.70753983434643,0.9429185409168065,1.9905000000000002,PM_15_300_heated,BSE-SEM,5,ImageJ-FIJI
300,20,control,144.0,3.2800000000000002,0.51,7.0,0.336,0.22399999999999998,0.56,0.72,0.0,17.8,2.3254616111310575,50.379155886270745,1.0909836175981291,1.988,PM_20_300_control,BSE-SEM,5,ImageJ-FIJI
300,20,heated,144.0,3.2800000000000002,0.51,7.0,0.336,0.22399999999999998,0.56,0.72,0.0,17.8,2.0792481840439287,56.522576869919966,2.508818252535221,1.988,PM_20_300_heated,BSE-SEM,5,ImageJ-FIJI
300,25,control,144.0,3.2800000000000002,0.51,7.5,0.336,0.22899999999999998,0.565,0.72,0.0,17.8,2.925299413992363,55.5422435053763,1.7082702693245935,1.9855,PM_25_300_control,BSE-SEM,5,ImageJ-FIJI
300,25,heated,144.0,3.2800000000000002,0.51,7.5,0.336,0.22899999999999998,0.565,0.72,0.0,17.8,2.55648567473268,29.305996708606003,0.7249127843360342,1.9855,PM_25_300_heated,BSE-SEM,5,ImageJ-FIJI
400,0,control,124.0,3.38,0.46,5.0,0.35600000000000004,0.23399999999999999,0.5900000000000001,0.72,0.0,18.8,2.0250059133234704,106.5545753620691,0.42160200958586314,1.983,PM_0_400_control,BSE-SEM,5,ImageJ-FIJI
400,0,heated,124.0,3.38,0.46,5.0,0.35600000000000004,0.23399999999999999,0.5900000000000001,0.72,0.0,18.8,2.6275770401801073,38.21527515155719,1.3043784937715428,1.983,PM_0_400_heated,BSE-SEM,5,ImageJ-FIJI
400,5,control,124.0,3.38,0.46,5.5,0.35600000000000004,0.239,0.595,0.72,0.0,18.8,1.8892923170729445,41.365362636106994,1.0751927040035185,1.9805000000000001,PM_5_400_control,BSE-SEM,5,ImageJ-FIJI
400,5,heated,124.0,3.38,0.46,5.5,0.35600000000000004,0.239,0.595,0.72,0.0,18.8,2.413754891756176,23.376891180196022,2.07878244419432,1.9805000000000001,PM_5_400_heated,BSE-SEM,5,ImageJ-FIJI
400,10,control,124.0,3.38,0.46,6.0,0.35600000000000004,0.244,0.6000000000000001,0.72,0.0,18.8,3.924015397830139,42.73736703255853,1.0835223303783523,1.9780000000000002,PM_10_400_control,BSE-SEM,5,ImageJ-FIJI
400,10,heated,124.0,3.38,0.46,6.0,0.35600000000000004,0.244,0.6000000000000001,0.72,0.0,18.8,1.6385220922471446,44.69934543114026,1.2706027458165825,1.9780000000000002,PM_10_400_heated,BSE-SEM,5,ImageJ-FIJI
400,15,control,124.0,3.38,0.46,6.5,0.35600000000000004,0.249,0.605,0.72,0.0,18.8,1.1824209309432672,35.7895298016047,1.553282618491444,1.9755,PM_15_400_control,BSE-SEM,5,ImageJ-FIJI
400,15,heated,124.0,3.38,0.46,6.5,0.35600000000000004,0.249,0.605,0.72,0.0,18.8,3.3822475476493237,24.03423218310507,1.348671923180248,1.9755,PM_15_400_heated,BSE-SEM,5,ImageJ-FIJI
400,20,control,124.0,3.38,0.46,7.0,0.35600000000000004,0.254,0.6100000000000001,0.72,0.0,18.8,2.1290636190948735,19.45792320966795,0.934827625723912,1.973,PM_20_400_control,BSE-SEM,5,ImageJ-FIJI
