applied_strain,material,critical_strain_threshold,strain_ratio,crack_probability,crack_detected,crack_length_um,crack_opening_um,temperature_C
0.0,YSZ,0.002,0.0,0.0,False,0.0,0.0,800
0.0,Ni-YSZ,0.0025,0.0,0.0,False,0.0,0.0,800
0.0,GDC,0.0018,0.0,0.0,False,0.0,0.0,800
0.0,LSM,0.0022,0.0,0.0,False,0.0,0.0,800
8.163265306122449e-05,YSZ,0.002,0.04081632653061224,0.0,False,0.0,0.0,800
8.163265306122449e-05,Ni-YSZ,0.0025,0.03265306122448979,0.0,False,0.0,0.0,800
8.163265306122449e-05,GDC,0.0018,0.045351473922902494,0.0,False,0.0,0.0,800
8.163265306122449e-05,LSM,0.0022,0.03710575139146567,0.0,False,0.0,0.0,800
0.00016326530612244898,YSZ,0.002,0.08163265306122448,0.0,False,0.0,0.0,800
0.00016326530612244898,Ni-YSZ,0.0025,0.06530612244897958,0.0,False,0.0,0.0,800
0.00016326530612244898,GDC,0.0018,0.09070294784580499,0.0,False,0.0,0.0,800
0.00016326530612244898,LSM,0.0022,0.07421150278293134,0.0,False,0.0,0.0,800
0.00024489795918367346,YSZ,0.002,0.12244897959183673,0.0,False,0.0,0.0,800
0.00024489795918367346,Ni-YSZ,0.0025,0.09795918367346938,0.0,False,0.0,0.0,800
0.00024489795918367346,GDC,0.0018,0.13605442176870747,0.0,False,0.0,0.0,800
0.00024489795918367346,LSM,0.0022,0.11131725417439702,0.0,False,0.0,0.0,800
0.00032653061224489796,YSZ,0.002,0.16326530612244897,0.0,False,0.0,0.0,800
0.00032653061224489796,Ni-YSZ,0.0025,0.13061224489795917,0.0,False,0.0,0.0,800
0.00032653061224489796,GDC,0.0018,0.18140589569160998,0.0,False,0.0,0.0,800
0.00032653061224489796,LSM,0.0022,0.1484230055658627,0.0,False,0.0,0.0,800
0.00040816326530612246,YSZ,0.002,0.20408163265306123,0.0,False,0.0,0.0,800
0.00040816326530612246,Ni-YSZ,0.0025,0.163265306122449,0.0,False,0.0,0.0,800
0.00040816326530612246,GDC,0.0018,0.22675736961451248,0.0,False,0.0,0.0,800
0.00040816326530612246,LSM,0.0022,0.18552875695732837,0.0,False,0.0,0.0,800
0.0004897959183673469,YSZ,0.002,0.24489795918367346,0.0,False,0.0,0.0,800
0.0004897959183673469,Ni-YSZ,0.0025,0.19591836734693877,0.0,False,0.0,0.0,800
0.0004897959183673469,GDC,0.0018,0.27210884353741494,0.0,False,0.0,0.0,800
