cycle,temperature_C,material,d_spacing_A,d0_spacing_A,lattice_strain,thermal_strain,mechanical_strain,measurement_error
1,25.0,YSZ,2.95742562152833,2.958,-0.0001941779823091674,0.0,-0.00019675792984052802,2.5799475313606143e-06
1,25.0,NiO,2.411664356778555,2.412,-0.00013915556444638857,0.0,-0.00013273939375269892,-6.4161706936896525e-06
1,25.0,Ni,2.0336384031984194,2.034,-0.0001777762053000654,0.0,-0.0001689310049970375,-8.845200303027908e-06
1,25.0,GDC,3.123823123793638,3.124,-5.661850395717121e-05,0.0,-5.4653838844993365e-05,-1.9646651121778478e-06
1,44.897959183673464,YSZ,2.9581343071671515,2.958,4.540472182248244e-05,0.00020892857142857136,-0.00016581778682958788,2.2939372234989636e-06
1,44.897959183673464,NiO,2.4126564818336695,2.412,0.0002721732312062541,0.00028056122448979587,-2.6398258770475558e-05,1.801026548693376e-05
1,44.897959183673464,Ni,2.0349192906968314,2.034,0.00045196199450903835,0.00026464285714285706,0.00019104611477305293,-3.72697740687165e-06
1,44.897959183673464,GDC,3.1244107554565907,3.124,0.0001314838209316548,0.0002487244897959183,-0.00011040534706780032,-6.835321796463186e-06
1,64.79591836734693,YSZ,2.9589799024630863,2.958,0.00033127196182757766,0.0004178571428571427,-8.009936265381131e-05,-6.48581837575375e-06
1,64.79591836734693,NiO,2.4133544691205358,2.412,0.000561554361747902,0.0005611224489795917,1.835957994063657e-05,-1.792766717232633e-05
1,64.79591836734693,Ni,2.0349550694969984,2.034,0.00046955235840634305,0.0005292857142857141,-5.8583273042374874e-05,-1.1500828369962151e-06
1,64.79591836734693,GDC,3.1255983604475484,3.124,0.0005116390677170435,0.0004974489795918366,-6.360621959716082e-06,2.0550710084922975e-05
1,84.6938775510204,YSZ,2.9600360800538863,2.958,0.0006883299708878287,0.0006267857142857143,6.717582598493722e-05,-5.631569382822765e-06
1,84.6938775510204,NiO,2.4139931312760443,2.412,0.000826339666684907,0.0008416836734693878,-2.8238252045686186e-06,-1.2520181579912153e-05
1,84.6938775510204,Ni,2.0357401984747967,2.034,0.0008555548057013218,0.0007939285714285714,7.584588152817549e-05,-1.421964725542514e-05
1,84.6938775510204,GDC,3.126665954493898,3.124,0.0008533785191736267,0.0007461734693877552,0.00010112916807260832,6.075881713263299e-06
1,104.59183673469387,YSZ,2.9605893865827464,2.958,0.0008753842402792643,0.0008357142857142856,4.29393574880094e-05,-3.2694029230307406e-06
1,104.59183673469387,NiO,2.414756101032464,2.412,0.001142662119595375,0.0011222448979591837,7.798745956441766e-06,1.2618475679749544e-05
1,104.59183673469387,Ni,2.0361593924549237,2.034,0.0010616482079271244,0.0010585714285714285,-8.571050116531926e-06,1.1647829472227929e-05
1,104.59183673469387,GDC,3.1269840412128502,3.124,0.0009551988517447609,0.0009948979591836735,-3.712334799784957e-05,-2.575759441063091e-06
1,124.48979591836734,YSZ,2.9611127018257366,2.958,0.0010522994677945791,0.001044642857142857,1.4305218639869946e-05,-6.648607988147832e-06
1,124.48979591836734,NiO,2.41509506324051,2.412,0.0012831937149712066,0.0014028061224489795,-0.00011722146039016252,-2.3909470876104944e-06
1,124.48979591836734,Ni,2.036713717396798,2.034,0.001334177677875217,0.0013232142857142854,5.7512932524931536e-06,5.212098908438613e-06
1,124.48979591836734,GDC,3.127753574108704,3.124,0.0012015282038105146,0.0012436224489795918,-5.400542146206127e-05,1.1911176292983983e-05
1,144.3877551020408,YSZ,2.9620504112212345,2.958,0.0013693073770230733,0.0012535714285714285,0.00011337024543183253,2.365703019812119e-06
1,144.3877551020408,NiO,2.4161971963485573,2.412,0.001740131156118158,0.0016833673469387755,5.635682905798608e-05,4.069801213962571e-07
1,144.3877551020408,Ni,2.037078552548499,2.034,0.001513545992379181,0.0015878571428571428,-7.295780793481336e-05,-1.3533425431485214e-06
1,144.3877551020408,GDC,3.1290351580277465,3.124,0.0016117663341057179,0.0014923469387755103,0.00012851697356664916,-9.097578236441596e-06
1,164.28571428571428,YSZ,2.9626533406347053,2.958,0.0015731374694743496,0.0014624999999999998,0.0001137388992133791,-3.1014297390292295e-06
1,164.28571428571428,NiO,2.4166946302489687,2.412,0.0019463641164878605,0.0019639285714285713,-2.3416074532443904e-05,5.851619591733031e-06
1,164.28571428571428,Ni,2.0375593346225043,2.034,0.001749918693463329,0.0018524999999999998,-0.00012428057347429496,2.1699266937624155e-05
1,164.28571428571428,GDC,3.129639068847694,3.124,0.0018050796567520544,0.0017410714285714286,5.904938675747563e-05,4.958841423150125e-06
1,184.18367346938774,YSZ,2.9626618482728295,2.958,0.0015760136148847302,0.001671428571428571,-8.807780182799345e-05,-7.337154715847394e-06
1,184.18367346938774,NiO,2.417290247027173,2.412,0.002193303079259043,0.0022444897959183674,-5.375337083303077e-05,2.5666541737063772e-06
1,184.18367346938774,Ni,2.038321391460945,2.034,0.002124577906069226,0.002117142857142857,8.942143217871714e-06,-1.5070942915025413e-06
