plate_id,mean_displacement_um,std_displacement_um,max_displacement_um,min_displacement_um,rms_displacement_um
SOFC_0001,9.295230433751431,9.84490387508129,38.00223802784602,-4.132089540536032,13.539698708838738
SOFC_0002,8.255190204525187,8.815385024962364,36.355734466067155,-5.060187717970141,12.077217330627917
SOFC_0003,12.323957368861612,9.010249444375075,40.74280100232356,-0.463123705339091,15.266450808206203
SOFC_0004,0.6187100565009035,8.859026536873715,25.890569364743367,-12.46258131340796,8.880605458810118
SOFC_0005,0.847580458204976,10.42347834339887,32.41787691253322,-16.20206765294436,10.457881879636822
SOFC_0006,14.924978883137316,9.629498396974268,44.224592934574325,1.357084248078946,17.761819558801538
SOFC_0007,5.7689399101861785,9.77344534056404,33.17083100407314,-8.027050490309685,11.349048484887701
SOFC_0008,11.017563973454306,8.766052573523044,36.624841137757116,-1.8515126735125775,14.07943158053365
SOFC_0009,13.885159292958168,9.362189459968699,44.20666358366797,0.8811120589181096,16.74658890864559
SOFC_0010,11.179397832016411,8.489869695230999,37.05777139053746,-2.7834257917985448,14.03769294893199
SOFC_0011,8.357235507386301,9.461183114627389,37.823363855592696,-5.525049118622122,12.62368295127966
SOFC_0012,3.9592276806715145,9.452990355169442,33.362335235099536,-10.07651129540625,10.248634566727512
SOFC_0013,13.872682452769814,10.437674979106154,43.99631539195369,0.4759176006146071,17.360771221488005
SOFC_0014,7.032563049039678,9.59819441815587,36.411986667665424,-7.047759619418023,11.898835200448685
SOFC_0015,13.682507294603656,9.293545011033865,41.422060262140974,-1.4060188633356925,16.540283695843755
SOFC_0016,3.0608059398292884,11.20635719619821,35.0524085441284,-13.353620291480647,11.616840130176435
SOFC_0017,10.73179392865318,10.08268709512634,43.47150426383193,-2.4206667275399054,14.725215787393559
SOFC_0018,12.671240631222652,8.52759299956649,37.50042098943135,-0.14516498127747102,15.273512415309165
SOFC_0019,8.623483941922693,9.39149695295354,36.354057770133814,-4.513810393721231,12.750085894374758
SOFC_0020,9.918670630997392,10.067769124260598,39.179739444793825,-4.564220416114546,14.132940324844833
SOFC_0021,7.391230682876812,11.152207647573373,41.74801496801788,-6.916945035148321,13.379163890994597
SOFC_0022,10.20350371441526,10.059048061062551,42.313044350464445,-3.8202005445617604,14.328151867734105
SOFC_0023,5.88901303308366,10.114234415683885,36.153905708008914,-7.748213026857021,11.703769150117136
SOFC_0024,3.5170926547266994,9.497930600490749,31.738191299783786,-10.093324143898489,10.128209438675283
SOFC_0025,9.77893073714973,9.659413824104472,38.058934446593625,-2.472361080205243,13.74524506101191
