plate_id,production_date,batch_id,shift,sintering_temp,sintering_time,cooling_rate,green_density,humidity,furnace_position
SOFC_0001,2023-01-02T00:00:00,B001,A,1398.861617415461,4.120818759775458,2.070916726669221,0.5489835732910898,54.81857942169695,-1
SOFC_0002,2023-01-02T01:27:02.571503,B001,A,1410.4377183629567,3.8851307481694053,2.2382086328004718,0.5238735671200662,44.39177613845324,-1
SOFC_0003,2023-01-02T02:32:57.742046,B001,A,1411.9005916168915,3.7665344506231113,1.6190848048750075,0.5441479208092288,50.73745686776961,0
SOFC_0004,2023-01-02T03:12:19.322319,B001,A,1411.8333926221635,3.9749009441647116,1.7888222440825305,0.5301219487122402,58.859284307345426,0
SOFC_0005,2023-01-02T04:34:17.556444,B001,A,1411.5235524259997,4.010682028309555,2.0582224554296,0.5705610477371194,44.176377401444626,-1
SOFC_0006,2023-01-03T09:48:29.073009,B001,B,1399.6505347763891,3.863579137196059,2.590921484694037,0.548411911801596,38.23456241941251,0
SOFC_0007,2023-01-03T11:08:25.866516,B001,B,1390.9784606197027,4.225589804463973,2.4879886055545657,0.5437181607722693,56.52437005227373,0
SOFC_0008,2023-01-03T11:49:20.436398,B001,B,1387.647115631462,4.052240553442092,2.2282621426632807,0.525074446286716,35.79484767698266,0
SOFC_0009,2023-01-03T12:37:35.708473,B001,B,1400.538238284599,4.123637363380761,2.1990312516769626,0.5314252972008441,43.75622644678926,1
SOFC_0010,2023-01-03T13:33:30.710540,B001,B,1398.7721161075365,3.633163891146743,2.1760117204274705,0.5268318149315542,50.65446334374276,1
SOFC_0011,2023-01-03T14:40:13.380961,B001,B,1402.9804197050435,3.9291754754469497,1.723584427343695,0.5478449271237364,35.40741695552913,-1
SOFC_0012,2023-01-03T15:27:45.101696,B001,B,1405.1429434128288,3.8734618122126556,1.9363747774032272,0.5507456981788377,29.64630027833308,-1
SOFC_0013,2023-01-03T16:25:06.953639,B001,C,1385.2888799505977,4.528595059180473,1.9884538833983705,0.5528890050132494,46.01362505149001,1
SOFC_0014,2023-01-03T17:07:05.779255,B001,C,1397.8057529803316,3.7526114440296006,2.1488250815619097,0.5556925701756832,56.19087773861421,-1
