node_id,x,y,z,time,von_mises_stress,principal_stress_1,principal_stress_2,principal_stress_3,shear_stress,elastic_strain,plastic_strain,creep_strain,thermal_strain,total_strain,damage,temperature,voltage,delamination_risk,crack_risk
0,0.0,0.0,0.0,3400,10171750.963084817,23343137.791491948,12949877.505221553,13408404.323038394,1060231.1690801668,6.781167308723211e-05,0.0,3214768.104175448,4.2967097622197805e-05,3214768.1042862264,6.707975709741608e-08,22.029938222346676,-0.04994345830742686,0.03535802878340525,1.364637167718275e-08
1,0.0,0.0,0.35714285714285715,3400,18825169.82616359,23208224.3199303,4344360.997327848,4421988.06697018,-881944.0681104957,0.00012550113217442394,0.0,69801631.06440857,4.2967097622197805e-05,69801631.06457703,1.848646163153797e-06,24.063407697105855,0.2538682532192236,-0.029444613487108147,6.960215593971191e-07
2,0.0,0.0,0.7142857142857143,3400,19185714.91655399,19873184.57381659,22825275.142710112,2334616.325139159,4357913.93310698,0.00012790476611035994,0.0,76746926.43194039,4.2967097622197805e-05,76746926.43211126,3.0587028579947854e-05,23.943880351350437,0.558350230835231,0.14601906595035324,1.1736680209587374e-05
3,0.0,0.0,1.0714285714285714,3400,8018956.2340261135,16725919.77731712,19160150.76687261,10206139.983909685,2250865.6191016985,5.345970822684076e-05,0.0,978949.464328024,4.2967097622197805e-05,978949.4644244508,0.0003038379146782183,24.129309926992136,0.8645196308085966,0.07631174375504898,4.872925880084786e-05
4,0.0,0.0,1.4285714285714286,3400,21780265.90401636,27232275.85342932,11328944.519771416,2407761.5172565165,802627.1273675298,0.0001452017726934424,0.0,144706135.27690956,4.2967097622197805e-05,144706135.27709773,0.0018120401959121604,24.443553004968294,1.1735787365558568,0.02825866366014168,0.000789334345914655
5,0.0,0.0,1.7857142857142858,3400,18417617.64921328,35256062.956354946,22624150.235719986,14123402.318894451,1154146.6320475736,0.00012278411766142186,0.0,62565989.9973484,4.2967097622197805e-05,62565989.99751415,0.00648806019476078,23.972930042669244,1.485441662109685,0.04558590475750569,0.0023898922390436857
6,0.0,0.0,2.142857142857143,3400,17371433.12457362,36328831.659624435,43519266.794391386,23707085.24693244,16751911.001961552,0.00011580955416382412,0.0,46703486.31496053,4.2967097622197805e-05,46703486.31511931,0.013947073719898485,24.703340698179346,1.797210453199281,0.8979877877105586,0.004845613168174295
7,0.0,0.0,2.5,3400,33300125.297499426,53836451.34597451,59861473.774739265,23960170.04103775,41588901.003371075,0.00022200083531666285,0.0,1208927885.449924,4.2967097622197805e-05,1208927885.4501889,0.018,24.476907357070694,2.104289321881345,4.158890100337107,0.011988045107099794
8,0.0,0.0,2.857142857142857,3400,37717457.112896,69219241.70876722,47671156.56177526,25667667.334712535,30312477.776166655,0.00025144971408597335,0.0,2253632427.717452,4.2967097622197805e-05,2253632427.7177463,0.013947073719898485,24.41016820783268,2.404353310342138,1.6249032635773937,0.010520963097613401
9,0.0,0.0,3.2142857142857144,3400,22554390.01044868,26957059.326302007,25608986.315330338,3758868.3836071123,5974900.451077558,0.00015036260006965786,0.0,172316350.09066138,4.2967097622197805e-05,172316350.0908547,0.006488060194760775,24.812840594037468,2.6997273763953995,0.2359936210316578,0.002926684800878043
