node_id,x,y,z,time,von_mises_stress,principal_stress_1,principal_stress_2,principal_stress_3,shear_stress,elastic_strain,plastic_strain,creep_strain,thermal_strain,total_strain,damage,temperature,voltage,delamination_risk,crack_risk
0,0.0,0.0,0.0,940,11163354.494653763,41896667.372569695,31185777.31415355,30330094.491618592,-9436880.339770522,7.442236329769175e-05,0.0,940637.1016365543,1.19950006249628e-05,940637.1017229717,1.8633265860393354e-08,22.854405159975748,-0.04994345830742686,-0.314713900524771,4.160195043854013e-09
1,0.0,0.0,0.35714285714285715,940,37128356.405880444,47381990.15462235,62731539.50151296,20389657.21093855,9761897.600804798,0.00024752237603920294,0.0,382804598.40106535,1.19950006249628e-05,382804598.40132487,5.13512823098277e-07,24.033749514187754,0.2538682532192236,0.32591103239940816,3.8131774229965325e-07
2,0.0,0.0,0.7142857142857143,940,21736727.49294453,50189767.77381218,65057492.01298648,40110823.03489055,-449452.7842783004,0.0001449115166196302,0.0,26328088.44446215,1.19950006249628e-05,26328088.444619056,8.496396827763293e-06,23.39599386591635,0.558350230835231,-0.01505965394371912,3.6936772503401813e-06
3,0.0,0.0,1.0714285714285714,940,35736060.24113436,72597650.72396316,64946604.25916853,33655719.39573193,-6038854.358540377,0.00023824040160756241,0.0,316214573.9217534,1.19950006249628e-05,316214573.9220036,8.439942074394954e-05,24.585890872407475,0.8645196308085966,-0.2047370142722734,6.0322055680452514e-05
4,0.0,0.0,1.4285714285714286,940,36176905.43617752,50208640.890131265,9829264.277403418,20750838.146960586,-8807292.149019398,0.00024117936957451683,0.0,336206106.7996788,1.19950006249628e-05,336206106.79993194,0.0005033444988644891,26.16011119564224,1.1735787365558568,-0.310084593592088,0.0003641889267448157
5,0.0,0.0,1.7857142857142858,940,84186350.88989386,124698255.67864737,69208676.83577381,27830230.97386523,13931504.96411838,0.0005612423392659591,0.0,22943356328.53365,1.19950006249628e-05,22943356328.53422,0.00201270482021384,25.326523873313885,1.485441662109685,0.5502595950882958,0.0033888454846460617
6,0.0,0.0,2.142857142857143,940,81454419.1297675,132661979.9999334,101264562.44521476,40181280.99088747,50517741.01310065,0.0005430294608651167,0.0,19454576407.358772,1.19950006249628e-05,19454576407.359325,0.004077823192240665,26.634800738924728,1.797210453199281,2.7080083273590283,0.0066431343887571525
7,0.0,0.0,2.5,940,55136600.30603278,147191849.59428996,106899497.24004497,84355634.18518455,72494851.62766209,0.00036757733537355185,0.0,2764702755.832243,1.19950006249628e-05,2764702755.8326225,0.005137841500765082,26.9691023661876,2.104289321881345,7.249485162766209,0.005665662265268639
8,0.0,0.0,2.857142857142857,940,60682125.65130126,95406212.48636623,92930427.1908202,33524084.836920697,57061701.462805405,0.00040454750434200837,0.0,4464290542.154721,1.19950006249628e-05,4464290542.155138,0.004025892458544499,27.936389224879,2.404353310342138,3.0587979516835415,0.0048859942405604685
9,0.0,0.0,3.2142857142857144,940,79591599.8365029,109599268.82607828,107390047.8314031,28926057.28862235,6764569.747510156,0.0005306106655766859,0.0,17329446677.688026,1.19950006249628e-05,17329446677.68857,0.0020012179425803614,27.983716976520647,2.6997273763953995,0.2671835828073459,0.003185602753429715
10,0.0,0.0,3.5714285714285716,940,35046034.90800675,83015328.75321986,63063507.91449967,42548957.5848331,-1126291.8362619206,0.000233640232720045,0.0,286842150.8485485,1.19950006249628e-05,286842150.8487941,0.0005033444988644886,29.027060985724695,2.9950073079844284,-0.03965415707848969,0.00035280457755916067
