node_id,x,y,z,time,von_mises_stress,principal_stress_1,principal_stress_2,principal_stress_3,shear_stress,elastic_strain,plastic_strain,creep_strain,thermal_strain,total_strain,damage,temperature,voltage,delamination_risk,crack_risk
0,0.0,0.0,0.0,180,53664953.51163911,92542110.6667723,49952520.12144244,32266264.634895544,1709255.629626526,0.00035776635674426074,0.0,424344438.05278003,2.3999600001999998e-06,424344438.05314016,2.6836203408991638e-05,24.19804788417695,-0.04994345830742686,0.05700257784626823,2.8803272167448547e-05
1,0.0,0.0,0.35714285714285715,180,76888315.02652606,71617471.3747292,112816825.20157763,24108610.49144304,-6416554.01122831,0.0005125887668435071,0.0,2561925196.338681,2.3999600001999998e-06,2561925196.339196,3.854686007788269e-05,24.172803467776227,0.2538682532192236,-0.2142232819645205,5.9276062419033314e-05
2,0.0,0.0,0.7142857142857143,180,52717045.21963486,80736880.09657654,21358106.031593215,39441126.294342756,-2912269.0985540147,0.00035144696813089907,0.0,388168265.97516984,2.3999600001999998e-06,388168265.97552365,2.805780197537009e-05,24.592592131218577,0.558350230835231,-0.0975803607171641,2.958248830998291e-05
3,0.0,0.0,1.0714285714285714,180,83050798.62188207,112077399.49364857,28316687.618943796,29755202.458066914,2301529.652722506,0.0005536719908125471,0.0,3766897404.1113777,2.3999600001999998e-06,3766897404.1119337,5.8405283459730955e-05,25.105308896648957,0.8645196308085966,0.07802942104260346,9.70121087013611e-05
4,0.0,0.0,1.4285714285714286,180,44998186.166899905,121683395.31518225,98926229.60045572,69852120.15204856,11614391.224699251,0.0002999879077793327,0.0,175889440.52405027,2.3999600001999998e-06,175889440.52435267,0.00010066889977289781,27.760774821873824,1.1735787365558568,0.4089161256143144,9.059835786395687e-05
5,0.0,0.0,1.7857142857142858,180,71027508.09376043,177094660.4096045,139603511.60747465,95176962.19485398,27851303.226855375,0.00047351672062506954,0.0,1723445753.3628633,2.3999600001999998e-06,1723445753.3633392,0.0003959615426447013,28.038828377614948,1.485441662109685,1.100056804757462,0.0005624832335002878
6,0.0,0.0,2.142857142857143,180,211013900.5198613,274224012.5209593,110154396.07440431,36183637.30753827,102018870.42819831,0.0014067593367990754,0.00030506950259930656,398859603796.8185,2.3999600001999998e-06,398859603796.8202,0.0008835630744268366,29.597171538018316,1.797210453199281,5.468731283841034,0.003728881813802547
7,0.0,0.0,2.5,180,200506094.84732985,256764148.68257928,178204158.81880882,28873602.440912712,210536123.12845817,0.001336707298982199,0.0002525304742366493,308960258289.9905,2.3999600001999998e-06,308960258289.99207,0.0011027847423846218,29.851566219329527,2.104289321881345,21.053612312845818,0.004422301243055184
8,0.0,0.0,2.857142857142857,180,194119722.8041714,255507029.60025993,215388027.93366927,44462408.76929193,108580726.36842464,0.0012941314853611428,0.00022059861402085705,262792544026.4938,2.3999600001999998e-06,262792544026.49533,0.0008740384173755707,32.584653692239534,2.404353310342138,5.820480197642525,0.0033933619060228493
9,0.0,0.0,3.2142857142857144,180,111272629.73339419,175781286.56175786,113586851.92117871,47316275.014685646,27985653.826803662,0.0007418175315559612,0.0,16263218113.925524,2.3999600001999998e-06,16263218113.926268,0.00041608410346451793,31.918262415227524,2.6997273763953995,1.1053633173645219,0.0009259754476551717
