node_id,x,y,z,time,von_mises_stress,principal_stress_1,principal_stress_2,principal_stress_3,shear_stress,elastic_strain,plastic_strain,creep_strain,thermal_strain,total_strain,damage,temperature,voltage,delamination_risk,crack_risk
0,0.0,0.0,0.0,1880,73224995.93307437,122313515.56999022,119337701.26101688,47645977.19002086,10258373.460649738,0.0004881666395538291,0.0,26819711651.815422,2.396001999523876e-05,26819711651.815933,0.0003661622461970926,22.980270325975805,-0.04994345830742686,0.3421101686788347,0.0005362445797725496
1,0.0,0.0,0.35714285714285715,1880,44905524.58897623,105563029.53082712,85998054.16675247,54194306.83209813,-10530491.870279305,0.0002993701639265082,0.0,2326248971.7168245,2.396001999523876e-05,2326248971.717148,1.027025646196554e-06,24.215857892417507,0.2538682532192236,-0.3515713458040534,9.22382508175771e-07
2,0.0,0.0,0.7142857142857143,1880,52350260.3232209,91818859.44149642,134872516.51891482,76598760.0119517,-7173749.833986709,0.00034900173548813935,0.0,5009005993.584796,2.396001999523876e-05,5009005993.585169,0.00027874409527163107,25.10100730993955,0.558350230835231,-0.2403682739492336,0.0002918465190206115
3,0.0,0.0,1.0714285714285714,1880,28216403.115509767,98895861.28041795,71214350.11996563,70173376.64465982,-4978067.890222106,0.00018810935410339846,0.0,227858681.24402422,2.396001999523876e-05,227858681.2442363,0.0001687988414878991,26.473454885912613,0.8645196308085966,-0.1687728658743633,9.525792313707191e-05
4,0.0,0.0,1.4285714285714286,1880,45448516.40158896,121792663.46097796,83596506.11146662,71527970.9838852,-4332418.2858660715,0.00030299010934392643,0.0,2470335148.2782545,2.396001999523876e-05,2470335148.278581,0.0010066889977289782,28.109209146471066,1.1735787365558568,-0.15253452942324472,0.0009150504284916924
5,0.0,0.0,1.7857142857142858,1880,86417711.99431558,196363610.43709874,150757844.31689265,96696519.06926464,11950816.619074738,0.0005761180799621039,0.0,61400391684.74288,2.396001999523876e-05,61400391684.743484,0.004036566445949789,29.05225966123856,1.485441662109685,0.47202736034072756,0.006976616731440139
6,0.0,0.0,2.142857142857143,1880,176235814.02969095,322108059.27900124,158065562.2934954,135795840.2577407,74049849.12239386,0.0011749054268646063,0.0013117907014845477,2165848962549.5193,2.396001999523876e-05,2165848962549.5217,0.008745145610037301,30.202888835374978,1.797210453199281,3.969449227967653,0.03082415710786204
7,0.0,0.0,2.5,1880,195360131.8038867,264368037.03231034,337419228.62815326,116060671.33999172,200283458.08825472,0.0013024008786925781,0.0022680065901943356,3625242152908.3687,2.396001999523876e-05,3625242152908.372,0.011198339692215658,31.054763409573546,2.104289321881345,20.02834580882547,0.043754182365118945
8,0.0,0.0,2.857142857142857,1880,94420057.45179677,233813016.90873,165947699.86716896,125982649.99088952,100329888.91785932,0.0006294670496786452,0.0,95604563916.76794,2.396001999523876e-05,95604563916.7686,0.008220474576091477,32.53385394695225,2.404353310342138,5.378193268818404,0.015523553635111839
9,0.0,0.0,3.2142857142857144,1880,100754115.64444879,184729368.68871772,84498101.51457256,83460420.15731521,458916.22811737284,0.0006716941042963253,0.0,132273029409.10815,2.396001999523876e-05,132273029409.10886,0.0041082484642004525,33.45228206246696,2.6997273763953995,0.018126042987724966,0.008278458817163629
10,0.0,0.0,3.5714285714285716,1880,122413354.03249158,172928547.35443822,88322101.06900463,32562379.21873921,-14587600.031579372,0.0008160890268832772,0.0,350188040642.01196,2.396001999523876e-05,350188040642.01276,0.0016187557678914353,34.66881959005945,2.9950073079844284,-0.5135960009887777,0.003963146458140641
11,0.0,0.0,3.928571428571429,1880,64506754.97573816,133281687.67243329,79055575.40002352,61944565.70816452,374403.3192193315,0.00043004503317158776,0.0,14229292241.719248,2.396001999523876e-05,14229292241.719702,0.0004913326163665896,34.78887653730738,3.2930910593800258,0.012693503297059565,0.0006338854539109591
12,0.0,0.0,4.285714285714286,1880,41136963.66776864,104596719.19990996,58748763.14430806,92430225.72687438,-20317269.945329625,0.00027424642445179095,0.0,1500785028.9799137,2.396001999523876e-05,1500785028.9802117,1.6992793655526586e-05,36.90160588007325,3.594064516549517,-0.6807635087834554,1.3980638704425733e-05
13,0.0,0.0,4.642857142857143,1880,45516569.2504746,118021690.96679729,82573931.00555837,66692003.27930907,-5177022.444834055,0.000303443795003164,0.0,2488885539.483001,2.396001999523876e-05,2488885539.4833283,1.0270256461965503e-06,38.49516765210828,3.896725396076367,-0.17284024057081626,9.349336789423743e-07
14,0.0,0.0,5.0,1880,86453387.15419699,127597514.18093441,27796126.46492565,75709257.01509683,-14717267.618978143,0.0005763559143613133,0.0,61527233626.926796,2.396001999523876e-05,61527233626.9274,0.00043230420230270573,38.64232266583687,4.2000565416925735,-0.490811426093398,0.0007474832514012423
