node_id,x,y,z,time,von_mises_stress,principal_stress_1,principal_stress_2,principal_stress_3,shear_stress,elastic_strain,plastic_strain,creep_strain,thermal_strain,total_strain,damage,temperature,voltage,delamination_risk,crack_risk
0,0.0,0.0,0.0,2260,127698867.87812357,197624868.4808374,127191464.37040964,50219251.882263474,6699635.43847628,0.0008513257858541571,0.0,553258899965.9199,2.8730929749340645e-05,553258899965.9208,0.0007662379271068063,23.63595215707361,-0.04994345830742686,0.22342854047337918,0.0019569543163363867
1,0.0,0.0,0.35714285714285715,2260,93633216.9378083,156272631.07970068,118379938.12554051,49632002.1228946,-22885394.792352676,0.0006242214462520554,0.0,117258111904.26501,2.8730929749340645e-05,117258111904.26567,0.0005630317324022856,25.75761479163747,0.2538682532192236,-0.7640525386200315,0.0010543694468578648
2,0.0,0.0,0.7142857142857143,2260,85931907.68227954,159032639.25669503,139249512.27777472,64934403.38839219,-11802537.589523776,0.0005728793845485303,0.0,76342335130.87337,2.8730929749340645e-05,76342335130.87398,0.0005359827984803092,25.132453641064426,0.558350230835231,-0.39546341233900834,0.0009211604871659953
3,0.0,0.0,1.0714285714285714,2260,81598662.28541099,164511890.92402574,126582165.23015381,70852024.10520905,19957212.489996005,0.0005439910819027399,0.0,58939760820.23111,2.8730929749340645e-05,58939760820.23168,0.0006921505834979447,28.401352724716165,0.8645196308085966,0.6766151087284555,0.0011295712342699789
4,0.0,0.0,1.4285714285714286,2260,100424095.43136401,181913555.63322848,111284475.46718687,66951989.74646622,763481.6886088992,0.0006694939695424268,0.0,166411301193.43222,2.8730929749340645e-05,166411301193.43292,0.0018105713698629577,29.52663791943921,1.1735787365558568,0.026880442379063205,0.003636499840648263
5,0.0,0.0,1.7857142857142858,2260,156436575.95647794,261544009.64456952,185734976.15745363,81646024.28960362,62509349.93966438,0.0010429105063765197,0.0003861945573886764,1526457377132.7407,2.8730929749340645e-05,1526457377132.7422,0.0053002418914392686,31.239393867865587,1.485441662109685,2.4689629494891396,0.01658303386475691
6,0.0,0.0,2.142857142857143,2260,178146121.67190814,369387665.8561835,229776742.04240578,168747831.0550129,101368988.81391162,0.0011876408111460542,0.0016887673003144884,2923311087467.869,2.8730929749340645e-05,2923311087467.872,0.010547434283604858,32.298481293168,1.797210453199281,5.433894317896149,0.037579690224270525
7,0.0,0.0,2.5,2260,337185178.28262204,391576389.2015727,260035700.72571632,8447210.345862247,274287273.4669465,0.0022479011885508135,0.011231110696957322,71012622886900.95,2.8730929749340645e-05,71012622886900.97,0.016295289507294985,33.4892151514137,2.104289321881345,27.42872734669465,0.10989060195368398
8,0.0,0.0,2.857142857142857,2260,135179016.2787661,354443780.02536136,252705548.72186077,201054589.9465923,153003515.2798684,0.0009011934418584407,0.0,735427020315.5305,2.8730929749340645e-05,735427020315.5314,0.010109123244271587,35.571473981442814,2.404353310342138,8.201768036018068,0.02733082671202883
9,0.0,0.0,3.2142857142857144,2260,37479472.00412519,202897649.37391165,196931317.03804478,162792885.98075774,19763703.78854002,0.00024986314669416795,0.0,1204926328.9176877,2.8730929749340645e-05,1204926328.9179664,0.00432537346317385,36.64501370358916,2.6997273763953995,0.7806168588488355,0.003242254272408207
10,0.0,0.0,3.5714285714285716,2260,73964655.707392,149157328.12106112,67339585.19177842,87031411.61283755,22049720.892951794,0.0004930977047159467,0.0,36067361598.967094,2.8730929749340645e-05,36067361598.96762,0.0016518147315191247,38.289388867721804,2.9950073079844284,0.7763201931107953,0.0024435181581842044
11,0.0,0.0,3.928571428571429,2260,144837876.90737602,221004694.343587,68231641.10236266,85683405.14984038,-5364084.549444848,0.0009655858460491735,0.0,1038493839198.0297,2.8730929749340645e-05,1038493839198.0306,0.0010715858712297347,39.83082290993653,3.2930910593800258,-0.18186009957405533,0.003104124450257112
12,0.0,0.0,4.285714285714286,2260,59611831.72126875,108667272.46361169,102938358.34679078,46397806.033546135,7614747.558967053,0.000397412211475125,0.0,12264659848.53611,2.8730929749340645e-05,12264659848.536535,0.0003780623427142444,41.49516765220688,3.594064516549517,0.2551446272403485,0.0004507397750806034
13,0.0,0.0,4.642857142857143,2260,40449329.83471125,143924156.15648398,102642343.61503209,142204329.37522113,-1684504.2624569389,0.00026966219889807503,0.0,1764208161.5180604,2.8730929749340645e-05,1764208161.518359,1.2324307754358605e-06,42.85835236484894,3.896725396076367,-0.05623891436981306,9.970199786810816e-07
14,0.0,0.0,5.0,2260,95763860.16017082,139576062.0104725,81542755.53820296,29043653.133489497,-15893586.380622359,0.0006384257344011388,0.0,131220410728.50668,2.8730929749340645e-05,131220410728.50735,0.0005746278807990899,45.49698385374466,4.2000565416925735,-0.5300409015565278,0.001100571680419587
15,0.3448275862068966,0.0,0.0,2260,59186726.42052372,91772065.08576362,147117477.16705912,84721110.5252937,4211875.61402425,0.0003945781761368248,0.0,11833542483.379555,2.8730929749340645e-05,11833542483.379978,0.00035516507836120723,23.1155921056612,-0.049938835309792644,0.14046334755654746,0.0004204211665417728
16,0.3448275862068966,0.0,0.35714285714285715,2260,93405071.54627484,146868565.5726615,40444121.936461136,78494360.4374411,-3512341.0007921886,0.0006227004769751656,0.0,115836509113.01328,2.8730929749340645e-05,115836509113.01393,0.0005616628600530848,24.574408385102224,0.25389252238383625,-0.1172631314645812,0.0010492431925628748
17,0.3448275862068966,0.0,0.7142857142857143,2260,158541660.43234718,171090408.1624971,10769361.86780508,14390158.866718259,-4518292.476751329,0.0010569444028823145,0.0005124996259408307,1631962538699.0122,2.8730929749340645e-05,1631962538699.0137,0.0010203928399812846,26.07752983232598,0.5584489488868041,-0.15139281254124326,0.003235495502878224
18,0.3448275862068966,0.0,1.0714285714285714,2260,153939638.5814323,171021746.76659244,162090688.70086563,12811008.123959498,3106453.348340896,0.0010262642572095488,0.00023637831488593875,1408463143087.134,2.8730929749340645e-05,1408463143087.1353,0.0011480292366912905,27.592792733556607,0.8648307658413091,0.10531898034864141,0.0035345441155434977
19,0.3448275862068966,0.0,1.4285714285714286,2260,104399791.82557046,158454025.51720756,199428676.00009784,80757212.29130054,11017996.253307862,0.0006959986121704698,0.0,202065112607.17426,2.8730929749340645e-05,202065112607.175,0.0018344255482281963,29.197528511431678,1.1743385585211081,0.38791842402849225,0.0038302729070906335
