node_id,x,y,z,time,von_mises_stress,principal_stress_1,principal_stress_2,principal_stress_3,shear_stress,elastic_strain,plastic_strain,creep_strain,thermal_strain,total_strain,damage,temperature,voltage,delamination_risk,crack_risk
0,0.0,0.0,0.0,3210,88782328.43714312,137963087.48138538,60602731.651220344,41026293.18589986,1276453.6434192415,0.0005918821895809541,0.0,149072568516.7966,4.060376377607905e-05,149072568516.7972,0.0007547131448196418,22.078864350192802,-0.04994345830742686,0.042568909480237546,0.001340103805984132
1,0.0,0.0,0.35714285714285715,3210,60331916.500604175,86027124.57219546,53248872.43440831,16401452.891010195,-12122606.479760384,0.0004022127766706945,0.0,21602334518.281044,4.060376377607905e-05,21602334518.281487,0.0005145672338536696,24.173165484215698,0.2538682532192236,-0.40472573619956226,0.0006208965477361291
2,0.0,0.0,0.7142857142857143,3210,47935641.55188039,67371635.98887837,13479146.960682055,29492621.892022744,4777851.246338265,0.0003195709436792026,0.0,6840026767.502605,4.060376377607905e-05,6840026767.502966,2.8887749214395198e-05,24.789560119724317,0.558350230835231,0.16008975554564217,2.7695055831637248e-05
3,0.0,0.0,1.0714285714285714,3210,27176610.886123147,80454879.53906669,54415005.03251454,52268799.69718197,11170661.624290373,0.00018117740590748764,0.0,400628242.1179113,4.060376377607905e-05,400628242.11813307,0.00028695803052942846,25.303131506259696,0.8645196308085966,0.37872215036427315,0.00015597093472693047
4,0.0,0.0,1.4285714285714286,3210,63913902.99731133,88859918.00328588,15079389.28211527,50449067.384670325,15325752.609408244,0.0004260926866487422,0.0,28823172200.25838,4.060376377607905e-05,28823172200.25885,0.0022546394716164092,26.026007687944993,1.1735787365558568,0.5395846633644776,0.0028820561696560093
5,0.0,0.0,1.7857142857142858,3210,117428371.1211084,144802877.4003818,160278633.36904278,35879716.142574534,9866168.451272659,0.000782855807474056,0.0,603434677327.9852,4.060376377607905e-05,603434677327.986,0.007125753560692381,26.19432065156105,1.485441662109685,0.3896889726596576,0.016735312672850892
6,0.0,0.0,2.142857142857143,3210,196894763.47133642,241025243.1456215,179177977.29054236,20631996.13149049,79004831.40886334,0.001312631756475576,0.003986054895063596,7997162306150.82,4.060376377607905e-05,7997162306150.825,0.015512950115906811,28.578389111982464,1.797210453199281,4.23506152623325,0.06108837287628226
7,0.0,0.0,2.5,3210,119778971.45963813,230275148.084359,95431971.00803769,136207918.23468736,113848333.70190519,0.0007985264763975875,0.0,666297184044.9757,4.060376377607905e-05,666297184044.9766,0.018018121257406927,30.213110668301848,2.104289321881345,11.384833370190519,0.043163840636944874
8,0.0,0.0,2.857142857142857,3210,40122843.72844793,185071711.26794973,182964080.03138584,143936590.69604322,97179416.41598527,0.00026748562485631955,0.0,2810111885.9687147,4.060376377607905e-05,2810111885.9690228,0.013172236291015238,29.96229463135536,2.404353310342138,5.209311889740546,0.010570151565171899
9,0.0,0.0,3.2142857142857144,3210,119534985.3665903,149503262.6408003,129995214.22531557,21414164.334736224,-3261575.96706013,0.0007968999024439353,0.0,659538639391.2865,4.060376377607905e-05,659538639391.2874,0.007143659781778972,30.373011757485795,2.6997273763953995,-0.12882409155411714,0.017078345349576984
10,0.0,0.0,3.5714285714285716,3210,50342684.973340295,119859729.17647465,78915457.82962303,63651604.45515033,13143056.208116854,0.00033561789982226864,0.0,8738702464.219631,4.060376377607905e-05,8738702464.220007,0.002139284118412654,31.885749354820415,2.9950073079844284,0.4627369200311636,0.0021539461288343645
11,0.0,0.0,3.928571428571429,3210,26359352.40934247,90628047.01766919,71561998.86724588,60548008.18643485,6046472.15630023,0.00017572901606228313,0.0,343905215.7001982,4.060376377607905e-05,343905215.7004145,0.00028695803052942797,32.41071985592477,3.2930910593800258,0.2049952826583087,0.00015128055706832097
12,0.0,0.0,4.285714285714286,3210,29457278.096852127,70649717.73703496,79617483.41495705,46718540.89042265,-10480174.735675216,0.0001963818539790142,0.0,599415755.9668479,4.060376377607905e-05,599415755.9670849,2.8887749214395198e-05,32.59647647293603,3.594064516549517,-0.35115547240942224,1.701908924401122e-05
13,0.0,0.0,4.642857142857143,3210,58144039.50201881,92968479.5240615,55859357.46117347,25958638.858674794,-6769329.198204302,0.00038762693001345873,0.0,17959369417.033348,4.060376377607905e-05,17959369417.03378,0.000495970279365694,34.52316430793961,3.896725396076367,-0.22600104588848965,0.0005767543103053243
14,0.0,0.0,5.0,3210,46426942.662913755,90856962.76429914,50032235.85595819,40353616.28082205,7958545.6941241715,0.0003095129510860917,0.0,5829287916.381559,4.060376377607905e-05,5829287916.38191,6.335310392533741e-08,37.088835666653246,4.2000565416925735,0.26541238923490956,5.882581846918513e-08
15,0.3448275862068966,0.0,0.0,3210,63137294.1379998,103161600.95902406,37178311.890709266,43319033.09132538,-12614378.586803839,0.00042091529425333205,0.0,27114082168.598274,4.060376377607905e-05,27114082168.598736,0.0005367303532769236,22.757670041509062,-0.049938835309792644,-0.42068142699854577,0.0006777540437527534
16,0.3448275862068966,0.0,0.35714285714285715,3210,58952291.161886364,97032711.76745814,84211242.25598072,32724826.193129778,-4780103.344609856,0.00039301527441257576,0.0,19242811375.612705,4.060376377607905e-05,19242811375.61314,0.0005028404184745681,24.00718848213381,0.25389252238383625,-0.159588686516157,0.0005928718951575504
17,0.3448275862068966,0.0,0.7142857142857143,3210,52847434.82679035,118329440.286828,72070215.1475218,60733693.10789373,-5472898.35705942,0.00035231623217860233,0.0,11139985860.502054,4.060376377607905e-05,11139985860.502447,0.00047809094524211323,24.87981720965117,0.5584489488868041,-0.18337845088401875,0.0005053176013992235
18,0.3448275862068966,0.0,1.0714285714285714,3210,52920681.31937984,69797166.7719852,68461844.89418353,16221461.095829565,13815854.622406015,0.0003528045421291989,0.0,11217400202.809402,4.060376377607905e-05,11217400202.809795,0.0007367838217441571,26.510561819348055,0.8648307658413091,0.4684028885397538,0.0007798220366359459
19,0.3448275862068966,0.0,1.4285714285714286,3210,71537838.03781024,117398314.27701604,73658400.27997857,34842467.53654169,-3352545.647781346,0.00047691892025206824,0.0,50634221357.12335,4.060376377607905e-05,50634221357.12387,0.0023194429194606497,26.575872518380255,1.1743385585211081,-0.11803545710777269,0.0033185586382064335
20,0.3448275862068966,0.0,1.7857142857142858,3210,118843073.19368449,181869691.00291523,73531376.55201046,54756834.51171332,-12317821.75457097,0.0007922871546245633,0.0,640670090359.0927,4.060376377607905e-05,640670090359.0934,0.007137778528309277,26.627288879951575,1.4868794186960859,-0.48652314509432126,0.016965510721603377
21,0.3448275862068966,0.0,2.142857142857143,3210,84347003.9344694,210472254.75001967,179869790.14131007,115095845.62646638,78407230.45791548,0.0005623133595631293,0.0,115375443687.45966,4.060376377607905e-05,115375443687.46027,0.013889185824458227,28.522994841531222,1.799318447725221,4.203027070235212,0.023430224227643095
22,0.3448275862068966,0.0,2.5,3210,82513246.49666047,189425504.85705674,210429097.94164667,119443932.58584231,159912448.70695674,0.0005500883099777365,0.0,103367367150.48259,4.060376377607905e-05,103367367150.48318,0.017701362595221617,28.74386251908766,2.1066840939442795,15.991244870695674,0.029211937902925738
