node_id,x,y,z,time,von_mises_stress,principal_stress_1,principal_stress_2,principal_stress_3,shear_stress,elastic_strain,plastic_strain,creep_strain,thermal_strain,total_strain,damage,temperature,voltage,delamination_risk,crack_risk
0,0.0,0.0,0.0,750,43391577.60038411,76041771.01101454,43486882.95414347,26780035.958614264,-3317712.0432913923,0.00028927718400256075,0.0,646468679.1974589,9.597440204792199e-06,646468679.1977578,1.4906612688314684e-08,23.34009791484143,-0.04994345830742686,-0.11064356655683018,1.2936428824477538e-08
1,0.0,0.0,0.35714285714285715,750,15142428.292904595,52083078.78749107,59068354.39511787,41694161.270668454,2665411.9119525827,0.0001009495219526973,0.0,3345784.1257385276,9.597440204792199e-06,3345784.125849074,4.108102584786216e-07,24.79374185551892,0.2538682532192236,0.0889875292199879,1.244132976200426e-07
2,0.0,0.0,0.7142857142857143,750,64225197.81954209,81815536.73250769,40016605.71868418,7864086.7242077645,5905573.0022162,0.0004281679854636139,0.0,4592482823.470133,9.597440204792199e-06,4592482823.470571,0.0001352475131012948,23.77031985719334,0.558350230835231,0.19787592571164808,0.0001737259656706354
3,0.0,0.0,1.0714285714285714,750,27085695.403007124,51461023.56693114,25057527.34964342,23741133.83849875,-2896794.7210061625,0.00018057130268671416,0.0,61266100.46310459,9.597440204792199e-06,61266100.46329476,6.751953659515964e-05,24.995927574818925,0.8645196308085966,-0.09821086367147223,3.657627203937374e-05
4,0.0,0.0,1.4285714285714286,750,19070909.8603374,56789190.380512334,57457430.938083835,38061183.44801795,4339320.670478558,0.000127139399068916,0.0,10601745.017850025,9.597440204792199e-06,10601745.017986761,0.00040267559909159124,24.662461157233203,1.1735787365558568,0.1527775465834757,0.00015358780106466193
5,0.0,0.0,1.7857142857142858,750,59310485.169695795,80105195.95108818,60231391.86118565,13409967.782898962,6913845.062180881,0.00039540323446463863,0.0,3084449547.549458,9.597440204792199e-06,3084449547.549863,0.001560412124730676,25.528154506217298,1.485441662109685,0.2730795843103386,0.0018509760036490453
6,0.0,0.0,2.142857142857143,750,75302225.0098474,84647471.48693947,130204125.180502,43286352.049727134,69635237.51547405,0.0005020148333989827,0.0,10175583716.24167,9.597440204792199e-06,10175583716.242182,0.0032499541655526916,25.70270659210904,1.797210453199281,3.732803551540941,0.004894575596922792
7,0.0,0.0,2.5,750,87974257.20995814,154552227.35853502,106859308.93181767,53030102.19630448,100816342.15819539,0.0005864950480663876,0.0,22146154781.588844,9.597440204792199e-06,22146154781.589443,0.004175948514419916,26.914173727078545,2.104289321881345,10.08163421581954,0.0073475193740624055
8,0.0,0.0,2.857142857142857,750,69932074.13549161,147939764.69663602,93953111.84324607,68940900.31331986,24843250.07548584,0.00046621382756994404,0.0,7029142279.156772,9.597440204792199e-06,7029142279.157248,0.00323921386380398,27.540567189466273,2.404353310342138,1.3317247908142213,0.004530498881285043
9,0.0,0.0,3.2142857142857144,750,64873624.82969943,100319118.94769782,85594156.61322032,29348707.365056004,27977765.975543022,0.00043249083219799617,0.0,4829043440.786878,9.597440204792199e-06,4829043440.787319,0.0015715384040506822,27.540170694000015,2.6997273763953995,1.1050517669719422,0.002039027856596971
