sample_id,frequency,temperature,pressure,viscosity,attenuation,temp_effect,pressure_effect,viscosity_effect
0,8309.838777746401,314.64882480981373,571619.4896569961,0.0008453936571256868,0.3422269761662751,1.0166488248098138,1.000471619489657,29.075654027479533
1,25100.186043630474,325.76386574325716,463947.158056445,0.0004335950306391288,1.4685556440106038,1.027763865743257,1.0003639471580565,20.822944811892693
2,69086.66259216273,277.8261622753783,318543.99749916256,0.0006989107451284166,6.845996353663633,0.9798261622753783,1.000218543997499,26.436920114272322
3,20676.17530601798,327.75372552435175,135223.04979561735,0.00020429018192852556,0.199103388172786,1.0297537255243518,1.0000352230497955,14.293011646553905
4,15385.109032552908,348.82900225145295,578867.1722461928,0.0009297100468711554,0.5253308479164931,1.050829002251453,1.0004788671722462,30.491147024524274
5,11069.209364250177,337.2428026255318,443507.69977248996,0.0003762554804078824,0.18439345067459095,1.0392428026255318,1.0003435076997724,19.397306009028224
6,15543.032895601826,278.02563339451746,409377.8891431425,0.00014414543497790036,0.36193238405895417,0.9800256333945174,1.0003093778891432,12.006058261473678
7,4186.380873001692,339.95309347383835,261734.06190832987,0.0003808544389360991,0.09893596641085341,1.0419530934738384,1.0001617340619082,19.515492280137316
8,19336.247720169016,295.78449249307675,871582.140326214,0.00017359804188815266,0.22759481222857936,0.9977844924930768,1.0007715821403262,13.175660965892856
9,91875.3011242089,293.3299532782843,983381.0205859742,0.0003383538119406035,3.534152803772559,0.9953299532782843,1.000883381020586,18.39439621027566
10,99689.52160285086,281.39829748518275,931561.4448900392,0.0007739818754057282,7.051319003155808,0.9833982974851827,1.00083156144489,27.82052974703624
11,74225.49857322377,347.21606930950065,306872.65149850596,0.00010603171001265135,1.976567663617326,1.0492160693095007,1.0002068726514985,10.297170000182154
12,54823.61513633805,347.1188995478497,287465.62960722856,7.67451663983469e-05,0.9883524417329507,1.0491188995478498,1.0001874656296073,8.760431861406543
13,7415.2265269692525,316.7472533819151,819412.8264096212,0.00014989979172828143,0.08321477855323287,1.018747253381915,1.0007194128264096,12.243357044874639
14,81824.26548286132,283.42314800097853,485906.4758288628,0.00042944240944866506,2.643266906310761,0.9854231480009785,1.000385906475829,20.722992289934023
15,19075.253370992,305.08737729798275,897327.5405520117,0.00014477899859816765,0.5397484882164119,1.0070873772979827,1.000797327540552,12.032414495776301
16,73766.7849334055,281.007755669114,346215.8136063389,0.0007649354519676048,7.077186114858758,0.983007755669114,1.0002462158136063,27.657466477745295
17,98050.63139186606,365.247870269619,801754.4999695146,0.0006742608097200465,13.139418826345045,1.067247870269619,1.0007017544999695,25.96653249319297
18,82248.3859213623,366.4583519637556,221279.3343111779,0.0009161156902068815,10.32567907339049,1.0684583519637556,1.0001212793343113,30.26740309651427
19,61594.09128101277,353.68948881004246,359929.5769869847,0.0009443155736663485,3.233737806913785,1.0556894888100425,1.000259929576987,30.72971808634678
20,19507.0614073883,285.89338378699506,907877.8956629479,0.0003829338531773918,0.4415851623844214,0.9878933837869951,1.000807877895663,19.568695745434642
21,99590.33632025805,289.1605663847021,657784.059912323,0.0005549195333945892,5.089148066303573,0.9911605663847021,1.0005577840599122,23.556730108285173
22,10714.684073954442,342.25296401001617,406950.7729728066,0.0007035822313730041,0.20150043381249272,1.0442529640100162,1.0003069507729727,26.525124530772786
23,74854.89179532921,318.1339267154482,550607.0815351158,0.0006579995822372847,7.750804288450665,1.0201339267154481,1.000450607081535,25.651502533716904
24,28595.87689042454,290.7339542475261,925100.3632294937,4.373103527376061e-05,0.4505023685890819,0.9927339542475261,1.0008251003632296,6.612944523717148
25,2468.840742243559,298.44756905995536,914376.2280751441,0.0005228542610449222,0.019951864183137377,1.0004475690599555,1.0008143762280752,22.86600667027197
26,33435.87260004691,327.01680920675693,389424.37305669615,0.0005278923240818812,0.6946661761529649,1.0290168092067569,1.0002894243730567,22.97590747025852
27,65817.41585349606,309.5586847779756,815870.3335380086,0.00036069031803168393,4.727668913513195,1.0115586847779756,1.000715870333538,18.991848726010954
28,91984.22599575973,324.8654156323451,741170.7112501278,0.0003399308800330331,4.487126022160004,1.0268654156323451,1.0006411707112501,18.437214541058882
29,5518.122842239929,356.69572791695185,397564.47028007894,0.00047745230436606784,0.15770599599429105,1.0586957279169518,1.00029756447028,21.85068201146289
30,81496.17535014536,273.0308607807806,127819.65265120348,0.00021779108364112257,3.248713016684803,0.9750308607807806,1.0000278196526513,14.75774656379227
31,54919.68451092582,279.2496044761349,426979.64569071773,0.0007968428931615078,3.956022118184054,0.9812496044761349,1.0003269796456906,28.228405784980275
32,48692.39179492399,274.06950984927187,104210.58352043088,0.00040115836360845523,1.3293486493330933,0.9760695098492719,1.0000042105835205,20.028938154791312
33,75466.97462865585,321.72939640261416,802193.8299478353,0.0009722419445207303,9.669117478269964,1.0237293964026142,1.0007021938299479,31.180794481871853
34,24170.53619887323,353.7367050589321,663965.0297658304,0.00022703920015826462,0.7426285075300738,1.0557367050589321,1.0005639650297657,15.067820020104588
35,67184.30666852163,295.47568080112313,972129.2431048233,0.0005635036916492098,4.709514276220886,0.9974756808011231,1.0008721292431049,23.738232698522648
36,32024.92784259372,295.1887988866213,165102.1245630715,0.00040267804726347813,2.299580735840852,0.9971887988866214,1.000065102124563,20.066839493639204
37,63875.40710722976,307.0248902508429,380785.9303910842,0.0004887910894242335,7.310003419092822,1.009024890250843,1.000280785930391,22.108620251481852
38,3302.075979214667,286.86176076893486,326132.0908040849,0.0006810564301432404,0.07777198515468442,0.9888617607689348,1.0002261320908041,26.097057882896312
39,94054.10859952365,275.89780346517307,440599.1230421681,0.0005336589449205358,3.9826341414168445,0.9778978034651731,1.000340599123042,23.101059389572068
40,91326.34423925867,334.536438255979,931388.5782714488,0.00045483351340992604,6.974191080831901,1.036536438255979,1.0008313885782714,21.32682614478596
41,93671.43222720371,368.6100140919589,480238.7515901787,0.0007521848979281463,16.70601455354251,1.0706100140919588,1.00038023875159,27.425989461241798
42,8391.372618009504,362.8463838588935,327914.1939751402,0.0008854574770457621,0.3494712941148449,1.0648463838588935,1.0002279141939752,29.756637529226353
43,16215.426336646742,275.188267636475,175530.06668158286,0.00011271333332110617,0.32845714571602724,0.977188267636475,1.0000755300666815,10.61665358392682
44,90224.85771563322,329.1976019778668,555933.2137486455,0.0007340687538343427,9.691477689234668,1.0311976019778668,1.0004559332137486,27.093703213742167
45,72822.30441762708,295.1659452838735,900391.5388521495,4.9682793416517256e-05,1.0376238399052886,0.9971659452838735,1.0008003915388521,7.048602231401433
46,45764.46534193602,277.59962879813395,765054.2765867673,0.00017304714360067165,1.3976975412789305,0.9795996287981339,1.0006650542765867,13.154738446684208
47,30233.847307107648,355.53169346574646,586989.6656800322,0.0003756540890879759,2.3094498215439816,1.0575316934657464,1.00048698966568,19.381797880691458
48,84852.26276152162,332.3439416053833,634051.5949860623,5.6692687683665524e-05,1.5912439988376457,1.0343439416053832,1.000534051594986,7.529454673724089
49,82779.27474548019,346.3496666788717,605930.7276756999,0.00013537893158460106,3.3047602703923054,1.0483496666788716,1.0005059307276758,11.635245230961017
50,27508.688849570903,304.1317374355992,518027.52797992143,0.0007805564168400339,1.6364329642317494,1.0061317374355991,1.00041802752798,27.938439771040077
51,49688.04069279043,363.2145964126854,888357.1049083021,0.0003126266207933561,1.484816460912979,1.0652145964126853,1.0007883571049083,17.681250543820596
52,62727.82564916835,330.6438382993163,514782.97994025715,0.00033453699654308343,3.390231948691558,1.0326438382993164,1.0004147829799404,18.290352553821467
53,12590.43860883654,341.5504659314937,984357.4836702057,0.0009106694794921815,0.7062658792037608,1.0435504659314938,1.00088435748367,30.177300732374682
54,96589.5857288823,328.13458027618327,467122.61032462603,0.0008601943364198767,13.703783106629132,1.0301345802761832,1.0003671226103246,29.329069818524363
55,79371.54889771574,364.87674863210833,200282.97042837794,0.0006269604576890172,4.190468211156495,1.0668767486321082,1.0001002829704284,25.039178454754005
56,65963.14103503432,310.99559940860127,283127.416517189,0.0006058178883088849,5.146749670200066,1.0129955994086013,1.0001831274165172,24.61336808136759
57,86455.4969032858,362.40470015259376,680322.0248108687,5.686515650780118e-05,3.8233565086841876,1.0644047001525938,1.0005803220248108,7.540898919081277
58,16522.923567436177,333.3158128065113,111492.31022909356,0.0005263056607839644,0.4882332333275821,1.0353158128065112,1.000011492310229,22.941352636319515
59,68064.62022256067,358.41289335687674,902478.498857075,0.00012510933097029355,2.9284481466409833,1.0604128933568768,1.0008024784988572,11.185228248466528
60,10652.600095201797,345.11328926081313,145538.36080210225,0.0002465296015548875,0.11491126098205831,1.047113289260813,1.000045538360802,15.701261145363052
61,19189.454834048713,317.0126541349328,558056.725435937,0.0006808158396716276,0.9533848111113252,1.0190126541349327,1.000458056725436,26.09244794325798
62,26493.916159324523,283.24950070156103,252536.85953453544,8.742006002039886e-06,0.2988406248367032,0.985249500701561,1.0001525368595345,2.9566883505097197
63,52334.783127256254,311.75525111474127,681808.1604258048,0.00012045254971228458,1.753124367566957,1.0137552511147412,1.0005818081604259,10.975087685858577
64,14299.568864859115,368.35219997390925,263713.59258525504,0.0001806039059358973,0.341679520906731,1.0703521999739092,1.0001637135925852,13.43889526471195
65,65746.71333613893,351.956980120376,956189.057583189,0.0003685157414316687,4.225442096601713,1.053956980120376,1.0008561890575831,19.196763827053474
66,12247.455421286915,280.4827880263479,408489.84925469564,0.00029170709886642795,0.27322131323119636,0.9824827880263479,1.0003084898492547,17.079434969179395
67,28725.3666318277,277.41866934097067,543043.0820980065,0.0005106345151614715,1.2333355579130987,0.9794186693409707,1.000443043082098,22.597223616220457
68,74496.9685113256,280.18416929338446,174993.80221961133,0.0008559155240574123,6.920619013827843,0.9821841692933845,1.0000749938022195,29.256033976898035
69,70302.62297019448,278.54129383651957,964732.7761575275,0.00022888493874652512,2.895241825968937,0.9805412938365196,1.0008647327761575,15.128943741931396
