experiment_id,Re_gas,Re_liquid,friction_factor_gas,friction_factor_liquid,tau_wall_gas,tau_wall_liquid,tau_interface,TKE_gas,TKE_liquid,dissipation_rate_gas,dissipation_rate_liquid,friction_velocity_gas,friction_velocity_liquid
1,21777.583738974623,22184.665492730408,0.026012653712068557,0.025892492638812797,0.6123877833375658,2.9271570626524057,0.1991577692103548,1.524981632543435,0.00977153466108966,31.778349034300273,0.3096935623198631,0.6763833896267933,0.054142962592814384
2,57407.12232667509,18260.779577229463,0.020414823912734355,0.02718361771562315,2.8740192121611834,1.2562108498105307,1.342915802460509,5.802980169549485,0.004202065500374655,235.89082054840762,0.08733377621816105,1.319429441412024,0.035505205957892944
3,22648.70640417471,4896.186424882153,0.02575883588374166,0.0377765763956126,0.33553886781613357,0.18803237662866737,0.122098391215523,0.4223330306201202,0.0006279511729757766,4.631450051601867,0.005045181869491033,0.3559493070453095,0.013725354344887893
4,16763.580080920114,7257.030010901531,0.02777124752029872,0.03423713007676202,0.2144788512270754,0.40087718107556464,0.06813785150828634,0.2945519607334049,0.0013383973962585662,2.697598357103821,0.015698770369677595,0.2972634996430296,0.020037944477355202
5,81327.26254459025,2051.3075532230278,0.018712337592056143,0.031199612120299945,2.610757321400613,0.016678300745948157,1.3851677845421821,2.5769478807049535,5.580901393226555e-05,69.80601782454688,0.0001336732589164716,0.8792521619032199,0.004091784962541368
6,80287.98672233366,7331.71742858681,0.01877260061424943,0.03414960250942806,3.3524776282427484,0.4324933676637296,1.739596582257224,4.673484456753817,0.0014436167048873568,170.48870633244923,0.017585951078009872,1.1840799538148363,0.02081069464160692
7,6642.475559771531,24319.40363431661,0.03500294546261173,0.02530456362864908,0.04300965888336553,2.619148108377333,0.003633751448297048,0.058178919502242535,0.008752902912194624,0.2879442264960888,0.06001599487093418,0.13211236070357973,0.05124325198168425
8,28526.284619079634,26656.482842901347,0.024315084314590934,0.024730697825884558,0.4100250314444955,2.901667285070822,0.12111165843834253,0.4099068539717776,0.009699321276803858,4.547091344793654,0.2048200084799201,0.3506737175659637,0.053942528519167116
9,15417.274675225714,5160.054304175089,0.02835862567795212,0.03728408716139585,0.14283283147588716,0.2092067167485199,0.04455477831440195,0.1502814711526673,0.000698623057623473,0.9830883921501995,0.005920418200931972,0.21233097123547517,0.014477117022634095
10,55936.259382344535,6678.543946024782,0.020547724184998947,0.03495558990444361,1.1841239177273013,0.3805995949200974,0.546670813771113,1.1021134209830008,0.0012702196230949688,19.52422698151337,0.014514639003821939,0.5750078488985174,0.01952090896778351
11,92658.10493891689,6194.999809907392,0.018111992480233634,0.035618592855448876,3.669792966674383,0.2046594890894707,1.9891421677317742,4.130520067783343,0.0006843794289218558,141.65813380366794,0.005740284704568115,1.113173850005022,0.014328776244905101
12,5737.930436662879,9236.983058507401,0.03630766025397012,0.03223328334497205,0.06022249000225474,0.5543573231021925,0.012903990039301462,0.14985177698068208,0.001851547311029427,1.0003495027747191,0.018143748677297972,0.212027198949108,0.02356828787393832
13,19812.81792902627,8880.325950149265,0.026634866262604768,0.03255216333120615,0.4886292168884143,0.4656046212277339,0.17126083668428835,1.1138932836135205,0.0015557751600047025,19.83808694674341,0.019674706482152103,0.5780726468914232,0.021603993797476677
14,63889.91187207249,20454.35165209924,0.01987600101944788,0.02642351887907264,2.550638162686126,1.9308696227810558,1.1942613845414076,3.894041042771892,0.006452804157819267,129.66871239390616,0.1661922391016928,1.0808387080557245,0.04399819595558186
15,7777.633815441736,3341.6777994474564,0.0336492361192123,0.041561952268844383,0.042085924285473114,0.08192384968949352,0.010762242174933366,0.0423097975324036,0.0002737709655981618,0.1468573989646536,0.001452342659258057,0.11266294537123143,0.009062631498601747
16,17672.842035932234,10343.195678879736,0.02740693587784742,0.03133454532833486,0.36543795852289657,0.6967972247737838,0.12000811544929549,0.7733809406853062,0.0023270071842345654,11.476900301080006,0.03599022804632832,0.48167860883123287,0.026421622873517243
17,127719.32680388007,19143.705511589593,0.016715636849115832,0.02686461254877351,5.44772772691574,2.2104454025140097,3.072531205744655,5.445331064402679,0.007379661474815929,214.42274180348323,0.20325567135422584,1.278123358412952,0.04705208223282768
18,50404.380294887575,19424.598843415904,0.02108968109782745,0.026766961113318038,1.6173210493106258,2.1985223780401904,0.6939257884616812,2.433401090420873,0.007340768352836531,64.05528368122903,0.20165095899090926,0.8544122699998297,0.04692792884680677
19,50094.730542216384,20630.2336470447,0.02112219615198657,0.02636701983951418,2.3910572785510547,2.4535082896994402,1.0543139163455881,5.379105704123849,0.008192011506388295,210.52298989927843,0.23772444535805473,1.2703274031670555,0.04957422164710696
20,51217.812813771925,23773.49480666795,0.021005442048685808,0.02544859587870474,1.0678387426223654,2.829151526153484,0.4233041832028841,1.0191335237544414,0.009450264539528472,17.361586286610898,0.29443887372133837,0.5529376611575055,0.05324546329837446
