sample_id,frequency,viscous_attenuation,thermal_attenuation,scattering_attenuation,interface_attenuation,total_attenuation,impedance_real,impedance_imag,reflection_coefficient,transmission_coefficient,wavelength,acoustic_power_level
0,10.0,2.4633052338546777e-13,3.9035415371744424e-14,9.385210579906003e-09,1.931893985727898e-07,2.0257489451863455e-07,4257193.3632660825,959898.6608597258,0.35498014395065236,0.6450198560493476,150.0,98.67558978066
0,16.237767391887218,5.012245045312223e-13,6.674302046641672e-14,4.621589634987114e-08,1.209741947741857e-06,1.255958412059253e-06,4580390.205617509,629914.7772655424,0.5871187306052985,0.4128812693947015,92.37723165990396,84.90538215767256
0,26.366508987303583,1.927724246942164e-12,2.485029622680732e-13,2.1276207622913302e-07,1.3486961704914076e-06,1.5614604229477498e-06,8653685.967268556,354849.56588492234,0.6081096384926611,0.3918903615073389,56.89035286098375,72.80423024513392
0,42.81332398719393,3.140578338709721e-12,1.1557896640353014e-12,2.641082379032155e-06,2.890470490710226e-06,5.531557166110384e-06,3417486.9980998887,911168.8403729497,0.20864625203923418,0.7913537479607659,35.03582203635184,103.24285425896082
0,69.51927961775606,1.4465254336757523e-11,3.1892520549981144e-12,2.199965600108276e-05,8.756858934210553e-06,3.075653258979971e-05,3085495.3751548827,359875.13198998617,0.41288877855991546,0.5871112214400845,21.576748324314945,61.848520445886365
0,112.88378916846884,4.646234480939777e-11,2.8936451161139504e-12,0.00011850563836572998,1.816169457790312e-05,0.00013666738229962304,8452779.001242343,557828.6330395673,0.6802115390852295,0.31978846091477053,13.288001856151247,78.16337546795707
0,183.29807108324357,1.0600587432368454e-10,1.3993039463426406e-11,0.0010301262452355722,1.2261412198805242e-05,0.0010423877774332912,3225997.3756721397,503781.75703957933,0.7206804457184782,0.2793195542815218,8.18339217175278,104.92794630618192
0,297.63514416313194,1.409397087424729e-10,2.451103084572549e-11,0.002931648569233704,5.498160708330444e-05,0.002986630341767748,5436149.943774931,434846.21504572633,0.6304720933184056,0.3695279066815944,5.039727429425671,85.65353661583426
0,483.2930238571752,8.740623448659838e-10,8.376308924334465e-11,0.03625978738757405,0.00013817184723992685,0.03639796019263941,2887589.7466346123,417570.748268887,0.3923788955519767,0.6076211044480233,3.103707121672185,70.34994360122936
0,784.7599703514607,1.4598947460758617e-09,2.7518198301938755e-10,0.09879412712008091,0.00022199019022616867,0.09901611904538382,4276255.2857615175,140052.02088286512,0.2049500335344087,0.7950499664655913,1.9114124785547022,98.85044279074185
