sample_id,fluid_type,temperature,pressure,density,viscosity,sound_speed,thermal_conductivity,specific_heat,bulk_modulus
0,water,310.45401188473625,955642.8757689246,1023.1993941811405,0.0012190609389379258,1431.2037280884872,0.6155994520336202,4181.161672243364,2259852843.7324805
0,oil,333.1115011743209,737265.3200164409,803.0876741443703,0.00972918866945795,1449.7327922401264,0.12123391106782762,2090.9124836035503,1591702254.9267168
0,gas,303.42422429595376,572280.788469014,21.88127842278473,1.291229140198042e-05,422.3705789444759,0.022554447458683766,1146.072324267609,136636.18432936916
1,water,318.60699842170357,806658.3652537123,969.967378215836,0.0011599641068895281,1518.4829137724084,0.6046450412719997,4192.150897038029,2051157237.1061873
1,oil,279.50515929852793,953996.983528,944.8448049611839,0.008275576133048152,1291.3841307520113,0.10976721140063839,2342.1165132560786,1720076246.8698006
1,gas,285.2038234844779,545659.2191001432,2.2022317952033106,1.909320402078782e-05,351.75599632000336,0.06962700559185839,1155.8555380447056,152006.80211778107
2,water,327.671027934328,266369.0099729743,1046.958462776456,0.0013425929763527802,1587.8997883128377,0.6894827350427648,4191.9579995762215,2276562270.506935
2,oil,281.84925020519194,276384.5761772307,806.7840933365807,0.003927972976869379,1316.6031869068447,0.1271349031773896,2414.368754575965,1678376663.3467946
2,gas,301.09345096873807,588426.4748424236,7.475749136250751,1.80219698075404e-05,314.9101287359542,0.09881982429404657,1386.1223846483288,119871.56815341723
3,water,273.55221171236025,833915.2856093508,1020.6857343847618,0.0013103050176286911,1554.254069337189,0.607404465173409,4187.169314570885,2034760717.857539
3,oil,359.3103425875594,660968.3141448022,849.6347037278974,0.0015720251525742127,1293.2946965146987,0.13251833220267473,2364.803089169032,1818778735.6776066
3,gas,361.7212742576327,524993.4326457544,6.419915173945935,1.7132447872229952e-05,452.1570097233795,0.06051494778125467,1385.4835899772804,149379.55963643908
4,water,325.27328293819943,484786.9165226947,952.5419126744096,0.0008755239988953132,1406.2858371373468,0.663641041126378,4186.2871196215265,2152571207.349411
4,oil,363.7566473926093,324363.00623398746,861.5574384553445,0.007799960246887439,1268.6394496474868,0.1076979909828793,2144.875726456884,1580610643.6270022
4,gas,365.9697652342573,827308.3416079753,31.853485947265963,1.8714605901877178e-05,460.7344153798229,0.026791305299743225,1446.279499244989,153934.22419156507
5,water,353.74401551640625,906482.1699311439,981.8003474971864,0.0008770363471693737,1445.5870325083883,0.6427107788626256,4196.36029531845,2258219174.976903
5,oil,273.69521305311906,559672.5723198091,862.6116504723168,0.0029989702942365727,1235.9596102001049,0.1337615171403628,2471.4548519562595,1661601466.0103776
5,gas,324.8790621743366,732717.0630056601,18.49966531777505,1.971782082720961e-05,492.48945898842226,0.032660406624282774,1248.6242529461927,130087.83098167696
6,water,301.48404943774676,133198.25261907952,1010.9564333979897,0.001151875316260203,1410.2957502499978,0.6278646464236611,4198.165317719333,2071868567.2000918
6,oil,287.48948720912233,540507.4842498067,947.8475681165901,0.003178497443603504,1401.6406642217635,0.17616196153287178,2118.8187719961998,1864108174.3059297
6,gas,309.7783132719253,669075.2475342215,31.85972068266429,1.5357746840747586e-05,318.05795401088164,0.08517722460303143,1160.390032485868,118651.85103998543
7,water,277.07751415547636,631803.6488694176,1017.7564361842283,0.0008116114802494993,1502.4186116598562,0.6226495775197938,4192.903455808189,2052309928.7014976
7,oil,342.0937738102466,448061.8116704837,940.5094983105101,0.0022376884973139394,1302.3199053150774,0.11134735212405891,2462.3468091392815,1938669676.6904905
7,gas,298.7941627715156,693985.6414307611,40.952498909960184,1.5552008115994624e-05,405.9301156712013,0.03176670618104065,1046.5513839029495,189721.57579533267
8,water,363.04180571633304,669791.3115459412,983.90297910487,0.0010444467022288626,1545.1911357740478,0.6897110259952577,4197.741728485303,2233962663.757287
8,oil,337.20316461542876,175725.96849554393,824.2443071141921,0.009086987696743713,1381.928717897877,0.10091970516166297,2050.735771433016,1831750884.554028
8,gas,273.50615838462187,244727.2462757488,27.662322573646012,1.6918951976926935e-05,430.39225190052014,0.030184237851450385,1356.089610673768,123724.90874968
9,water,305.5399698159268,771842.2646062217,1014.9632899047215,0.0013944563873459245,1531.5225784600686,0.6568308603335471,4181.873495356562,2110314740.91783
9,oil,299.52023676817254,319590.67904117523,945.9515832128668,0.0045378795220008435,1467.613966553134,0.1631138625997263,2397.405651770824,1751318546.552596
9,gas,330.6903884626359,543265.9244369775,10.164527896003202,1.7224521152615054e-05,356.15447248817117,0.012188436978830847,1322.736147953584,117711.0679407049
10,water,367.04585843529145,958535.7193023287,1041.4864390220448,0.0010591110901788112,1403.0913233057736,0.6928318562587725,4188.563682966346,2289996445.713101
10,oil,369.3619977089253,867708.5099206241,844.1673338104379,0.004465879557417328,1455.341001455057,0.13169220051562777,2084.7463733430463,1778400631.229175
10,gas,366.6154774160781,726426.8170074756,28.718027919423566,1.0971764937707686e-05,423.00144533983394,0.0991048465093837,1070.042007618262,151832.96523637368
11,water,360.7373071927955,766691.755978784,1019.7015740995269,0.0012917388587909764,1471.898230243951,0.6293591844264493,4196.18722310957,2243034018.403754
11,oil,359.70723185801035,921916.4973008242,876.7013598291406,0.005513646652184797,1439.4885536900326,0.16499639307777653,2350.9834386288517,1897896334.7180505
11,gas,362.0005341817566,404195.64116638224,19.09135615567723,1.0939819398408691e-05,415.6560281992348,0.013234804641706788,1232.7990090662302,154264.46347075765
12,water,301.65412521282843,631749.9345121097,953.0500249939049,0.0008261437321244501,1564.5201121319317,0.6360190641411263,4182.541210253038,2156672978.0164413
12,oil,349.9993553098611,294238.9247471589,893.43357137285,0.0017681271849439122,1215.5045163505822,0.1531354631568148,2270.3175608050533,1818714950.7491033
12,gas,345.6091333722662,978266.8715162812,26.056867240909167,1.322956472941246e-05,459.0372389537407,0.03437490261358668,1219.485710352818,107845.6381342266
13,water,275.53507434154574,966383.5732101325,1033.5980120512206,0.0012871819442655886,1481.790588882854,0.6173294320070846,4183.128740853422,2075072869.4493785
13,oil,327.92266647061206,743136.3304300561,899.0296065076597,0.003519405072513486,1486.4595841989583,0.17378969166957686,2277.1770262557,1805860373.117176
13,gas,314.960006242779,322957.8905510417,18.12064759323745,1.757846110464369e-05,302.87869772595116,0.020446537645622462,1023.0013210108764,104072.88023189701
14,water,358.5460584011007,733292.0734420213,997.4173829087325,0.000868483912455701,1498.3231750233665,0.6473471770780566,4183.4640373982,2130155494.7713919
14,oil,312.85047343973736,654265.0882469948,895.2640476301466,0.0014077360879484007,1312.3837843879414,0.16258599157142364,2251.568129290044,1928244920.594161
14,gas,338.8693631618945,246640.98437328672,3.9931529963212773,1.6424192782063158e-05,305.3022621083244,0.0627198023146117,1470.1151207124788,157547.4177875879
15,water,311.8169926206522,678959.3965981179,995.8252890491517,0.0011819317525211545,1588.292961755305,0.6386102637800773,4199.223811276478,2271605192.586819
15,oil,292.5791134789296,162425.1707876489,815.116700206614,0.0011639964308639476,1228.3328882267786,0.16830067734163567,2035.5943242301146,1659487815.1468806
15,gas,357.4875310969455,120944.74216224329,40.81618988815232,1.2818547747734e-05,323.63296552433127,0.07270634488277355,1314.471423389942,187747.2013527053
16,water,346.50710438038857,823132.8373463637,978.2034572571306,0.000924207680645806,1550.1229503281716,0.6806834739267263,4199.810102840013,2123785303.073428
16,oil,310.2018085792783,798771.6646677972,851.1205310379527,0.009376815930432082,1457.5238255529034,0.14289940273750185,2375.4355338957484,1877271437.0423412
16,gas,283.31238688359326,912297.61601161,25.50999243616893,1.8264574661077418e-05,364.00992020612233,0.09059709056465805,1194.6008393670816,101083.76514802984
17,water,363.53819764192633,182158.00910752022,981.9313637590415,0.0014650433769355636,1590.1214293875112,0.6573437888123286,4192.636744243396,2134533656.5934958
17,oil,302.3210771698065,395798.09083292435,900.8777684115557,0.007771370764939121,1437.4737131177546,0.1789618142794554,2045.6030515243451,1747210152.3512907
17,gas,278.75587600166443,594575.994091362,22.35575981798216,1.8877041827583e-05,370.18300251041575,0.02053603147848453,1071.495841026418,176151.06317174723
18,water,334.82180633162614,191010.40851051122,958.4106806114997,0.001290678392021384,1414.5526012728387,0.6821860059290356,4194.12484454313,2024404634.19257
18,oil,281.4837714085192,987975.6206510579,856.1406193634181,0.004335779323602018,1443.8398701772508,0.19472485773838588,2493.0005319114352,1876689092.6294708
18,gas,310.62595855309155,175150.64502880187,38.96877233840812,1.558404249735805e-05,384.84440184939524,0.09157189465852625,1055.5987411530757,149262.51042908593
19,water,274.1353644767419,521794.57779471367,955.6303275681837,0.0008831725413876504,1423.505249355421,0.6649210302116063,4194.920897585309,2175010629.529148
19,oil,369.21725484745417,437383.52157133364,842.8568129422791,0.008817392153705143,1267.0787515558359,0.19632225394406114,2006.077237344908,1984939413.3538194
19,gas,277.3159911950576,902028.802328264,26.621204899771843,1.9929647961193007e-05,314.75931294707976,0.05984688559611888,1484.6512678095496,152309.7844170149
20,water,335.93986381352624,726173.8200861554,995.4541064767773,0.0012392906560588445,1516.86286238462,0.6901158010490989,4180.908927606829,2084288956.877669
20,oil,368.0411484076559,901237.4055018247,868.348512917857,0.006581193380213831,1283.2143548943397,0.11881211597237613,2231.8492024699913,1676676114.0130265
20,gas,331.36561118508723,169961.17326848634,48.73254297947524,1.9862107444796028e-05,439.63234280394903,0.05824867297097084,1154.763808143164,181379.50197069487
21,water,341.47311725538793,246355.24541040216,1041.0927184493842,0.0013757760700462184,1589.959982658385,0.6725719508388359,4192.268303918716,2125472910.8871856
21,oil,366.2728483354013,879457.5005503675,806.7828005159284,0.001237302770475268,1312.9390100634148,0.1810553330781833,2493.638064657472,1575208445.551764
21,gas,332.41307153521353,442801.7709679194,48.51076269182286,1.842118923135709e-05,467.66574094222756,0.052182384381547334,1207.4097511688326,127340.70719307062
22,water,278.6375496650927,878250.1386295479,1031.2901009130078,0.0014998023713002915,1599.327367414781,0.6555431705602627,4195.3797483036105,2283429718.9647284
22,oil,357.96473906774116,322613.2915688779,867.5816202965141,0.002162434736363455,1486.2153081776166,0.160617463445088,2114.3214027517315,1835850342.2029283
22,gas,334.81282404578957,422346.44622955646,6.121100813881636,1.6715731955927996e-05,404.06154018075864,0.07950865525620754,1260.0817505559967,185218.150031854
23,water,328.1906838774486,604844.1743818477,1037.6653602658346,0.001082438006348678,1426.803045690128,0.6028782676313339,4195.102745113472,2186092865.406039
23,oil,343.4079768099224,291667.74535801966,820.4557213380155,0.0011309019910109375,1305.1762676419792,0.15899176868546333,2196.122022549866,1718737461.0118647
23,gas,363.41586944937484,413429.9203209703,25.942479713410634,1.7836530127411434e-05,379.308556464254,0.06598780302050862,1431.1818543733725,194952.06236576423
