time_s,temperature_c
0.0,25.0
60.50420168067227,46.42857142857143
121.00840336134453,67.85714285714286
181.5126050420168,89.28571428571428
242.01680672268907,110.71428571428572
302.52100840336135,132.14285714285717
363.0252100840336,153.57142857142856
423.52941176470586,175.0
484.03361344537814,196.42857142857144
544.5378151260504,217.85714285714286
605.0420168067227,239.2857142857143
665.546218487395,260.7142857142857
726.0504201680671,282.1428571428571
786.5546218487394,303.57142857142856
847.0588235294117,325.0
907.563025210084,346.42857142857144
968.0672268907563,367.8571428571429
1028.5714285714284,389.2857142857143
1089.0756302521008,410.7142857142857
1149.579831932773,432.1428571428571
1210.0840336134454,453.5714285714286
1270.5882352941176,475.0
1331.09243697479,496.42857142857144
1391.5966386554621,517.8571428571429
1452.1008403361343,539.2857142857142
1512.6050420168067,560.7142857142858
1573.1092436974789,582.1428571428571
1633.6134453781513,603.5714285714286
1694.1176470588234,625.0
1754.6218487394958,646.4285714285714
1815.126050420168,667.8571428571429
1875.6302521008404,689.2857142857143
1936.1344537815125,710.7142857142858
1996.6386554621847,732.1428571428571
2057.142857142857,753.5714285714286
2117.6470588235293,775.0
2178.1512605042017,796.4285714285714
2238.655462184874,817.8571428571429
2299.159663865546,839.2857142857142
2359.6638655462184,860.7142857142858
2420.168067226891,882.1428571428572
2480.6722689075627,903.5714285714286
2541.176470588235,925.0
2601.6806722689075,946.4285714285714
2662.18487394958,967.8571428571429
2722.689075630252,989.2857142857142
2783.1932773109243,1010.7142857142858
2843.6974789915967,1032.1428571428573
2904.2016806722686,1053.5714285714284
2964.705882352941,1075.0
3025.2100840336134,1096.4285714285716
3085.714285714286,1117.857142857143
3146.2184873949577,1139.2857142857142
3206.72268907563,1160.7142857142858
3267.2268907563025,1182.142857142857
3327.731092436975,1203.5714285714287
3388.235294117647,1225.0
3448.7394957983192,1246.4285714285716
3509.2436974789916,1267.857142857143
3569.7478991596636,1289.2857142857142
3630.252100840336,1300.0
3690.7563025210084,1300.0
3751.2605042016808,1300.0
3811.7647058823527,1300.0
3872.268907563025,1300.0
3932.7731092436975,1300.0
3993.2773109243694,1300.0
4053.781512605042,1300.0
4114.285714285714,1300.0
4174.789915966387,1300.0
4235.294117647059,1300.0
4295.798319327731,1300.0
4356.302521008403,1300.0
4416.806722689075,1300.0
4477.310924369748,1300.0
4537.81512605042,1300.0
4598.319327731092,1300.0
4658.823529411765,1300.0
4719.327731092437,1300.0
4779.831932773109,1300.0
4840.336134453782,1300.0
4900.8403361344535,1300.0
4961.3445378151255,1300.0
5021.848739495798,1300.0
5082.35294117647,1300.0
5142.857142857143,1300.0
5203.361344537815,1300.0
5263.865546218487,1300.0
5324.36974789916,1300.0
5384.873949579832,1300.0
5445.378151260504,1289.9159663865548
5505.882352941177,1276.4705882352941
5566.3865546218485,1263.0252100840337
5626.8907563025205,1249.5798319327732
5687.394957983193,1236.1344537815125
5747.899159663865,1222.689075630252
5808.403361344537,1209.2436974789916
5868.90756302521,1195.7983193277312
5929.411764705882,1182.3529411764707
5989.915966386555,1168.90756302521
6050.420168067227,1155.4621848739496
6110.924369747899,1142.0168067226891
6171.428571428572,1128.5714285714284
6231.9327731092435,1115.1260504201682
6292.436974789915,1101.6806722689078
6352.941176470588,1088.235294117647
6413.44537815126,1074.7899159663866
6473.949579831932,1061.3445378151262
6534.453781512605,1047.8991596638655
6594.957983193277,1034.453781512605
6655.46218487395,1021.0084033613446
6715.966386554622,1007.5630252100841
6776.470588235294,994.1176470588236
6836.9747899159665,980.672268907563
6897.4789915966385,967.2268907563025
6957.98319327731,953.7815126050422
7018.487394957983,940.3361344537816
7078.991596638655,926.8907563025211
7139.495798319327,913.4453781512607
7200.0,900.0
