country_code,country_name,year,value,indicator
BW,Botswana,2023,3.66840873939199,FB.AST.NPER.ZS
BW,Botswana,2022,3.7521160274772,FB.AST.NPER.ZS
BW,Botswana,2021,4.23890186153303,FB.AST.NPER.ZS
BW,Botswana,2020,4.32343937171923,FB.AST.NPER.ZS
BW,Botswana,2019,4.78797420738131,FB.AST.NPER.ZS
BW,Botswana,2018,5.42631923935425,FB.AST.NPER.ZS
BW,Botswana,2017,5.27690301416439,FB.AST.NPER.ZS
BW,Botswana,2016,4.85264133334105,FB.AST.NPER.ZS
BW,Botswana,2015,3.73435725456301,FB.AST.NPER.ZS
BW,Botswana,2014,3.54945490277661,FB.AST.NPER.ZS
BW,Botswana,2013,3.61343005876295,FB.AST.NPER.ZS
BW,Botswana,2012,2.62060809323672,FB.AST.NPER.ZS
ET,Ethiopia,2021,5.41485933762582,FB.AST.NPER.ZS
ET,Ethiopia,2020,3.42977187734718,FB.AST.NPER.ZS
ET,Ethiopia,2019,2.6717358210858,FB.AST.NPER.ZS
ET,Ethiopia,2018,3.56052322049913,FB.AST.NPER.ZS
ET,Ethiopia,2017,3.41286431945902,FB.AST.NPER.ZS
GH,Ghana,2023,20.5784141422521,FB.AST.NPER.ZS
GH,Ghana,2022,14.7948102065664,FB.AST.NPER.ZS
GH,Ghana,2021,15.1166575274938,FB.AST.NPER.ZS
GH,Ghana,2020,14.7938784472408,FB.AST.NPER.ZS
GH,Ghana,2019,13.9419112610376,FB.AST.NPER.ZS
GH,Ghana,2018,18.1871529944043,FB.AST.NPER.ZS
GH,Ghana,2017,21.5912492157277,FB.AST.NPER.ZS
GH,Ghana,2016,17.2944005721658,FB.AST.NPER.ZS
GH,Ghana,2015,14.6736173400465,FB.AST.NPER.ZS
GH,Ghana,2014,11.269173026949,FB.AST.NPER.ZS
GH,Ghana,2013,11.9989351569178,FB.AST.NPER.ZS
GH,Ghana,2012,13.1966714743996,FB.AST.NPER.ZS
GH,Ghana,2011,14.1459892948403,FB.AST.NPER.ZS
GH,Ghana,2010,18.0818565043657,FB.AST.NPER.ZS
KE,Kenya,2023,12.3355513614636,FB.AST.NPER.ZS
KE,Kenya,2022,10.753110186173,FB.AST.NPER.ZS
KE,Kenya,2021,10.8864625648839,FB.AST.NPER.ZS
KE,Kenya,2020,11.8785758572125,FB.AST.NPER.ZS
KE,Kenya,2019,9.74935514062437,FB.AST.NPER.ZS
KE,Kenya,2018,12.0267293707536,FB.AST.NPER.ZS
KE,Kenya,2017,9.94912828884014,FB.AST.NPER.ZS
KE,Kenya,2016,8.58596832075201,FB.AST.NPER.ZS
KE,Kenya,2015,5.9887640736269,FB.AST.NPER.ZS
KE,Kenya,2014,5.4551197240463,FB.AST.NPER.ZS
KE,Kenya,2013,5.04358264592496,FB.AST.NPER.ZS
KE,Kenya,2012,4.59096006966281,FB.AST.NPER.ZS
KE,Kenya,2011,4.42119245549815,FB.AST.NPER.ZS
KE,Kenya,2010,5.13264404953777,FB.AST.NPER.ZS
NG,Nigeria,2022,4.01492747084238,FB.AST.NPER.ZS
NG,Nigeria,2021,4.93379152270911,FB.AST.NPER.ZS
NG,Nigeria,2020,6.02451546227795,FB.AST.NPER.ZS
NG,Nigeria,2019,6.03472340059305,FB.AST.NPER.ZS
NG,Nigeria,2018,11.6745261102871,FB.AST.NPER.ZS
NG,Nigeria,2017,14.8096296761859,FB.AST.NPER.ZS
NG,Nigeria,2016,12.8150641172054,FB.AST.NPER.ZS
NG,Nigeria,2015,4.86088556171331,FB.AST.NPER.ZS
NG,Nigeria,2014,2.96313378497792,FB.AST.NPER.ZS
NG,Nigeria,2013,3.39339117622511,FB.AST.NPER.ZS
NG,Nigeria,2012,3.70522490674831,FB.AST.NPER.ZS
NG,Nigeria,2011,5.77162860434222,FB.AST.NPER.ZS
NG,Nigeria,2010,20.1430996066243,FB.AST.NPER.ZS
RW,Rwanda,2022,3.26461110632047,FB.AST.NPER.ZS
RW,Rwanda,2021,4.59151503773281,FB.AST.NPER.ZS
RW,Rwanda,2020,4.3246107437271,FB.AST.NPER.ZS
RW,Rwanda,2019,4.03178162490704,FB.AST.NPER.ZS
RW,Rwanda,2018,4.50860787734398,FB.AST.NPER.ZS
RW,Rwanda,2017,7.2249358724129,FB.AST.NPER.ZS
RW,Rwanda,2016,7.08391549135576,FB.AST.NPER.ZS
RW,Rwanda,2015,5.90612714724265,FB.AST.NPER.ZS
RW,Rwanda,2014,5.22347933148058,FB.AST.NPER.ZS
RW,Rwanda,2013,6.05632087194989,FB.AST.NPER.ZS
RW,Rwanda,2012,6.36788135427598,FB.AST.NPER.ZS
RW,Rwanda,2011,6.18036484427647,FB.AST.NPER.ZS
RW,Rwanda,2010,8.06311329277669,FB.AST.NPER.ZS
TZ,Tanzania,2022,6.4329580835226,FB.AST.NPER.ZS
TZ,Tanzania,2021,7.63089352247963,FB.AST.NPER.ZS
TZ,Tanzania,2020,8.69677193421736,FB.AST.NPER.ZS
TZ,Tanzania,2019,9.61371669561269,FB.AST.NPER.ZS
TZ,Tanzania,2018,9.93009079379241,FB.AST.NPER.ZS
TZ,Tanzania,2017,12.4845780313065,FB.AST.NPER.ZS
TZ,Tanzania,2016,9.60809945919417,FB.AST.NPER.ZS
TZ,Tanzania,2015,8.58250269886561,FB.AST.NPER.ZS
TZ,Tanzania,2014,6.58398471153915,FB.AST.NPER.ZS
TZ,Tanzania,2013,5.11514486567446,FB.AST.NPER.ZS
TZ,Tanzania,2012,6.4018854955144,FB.AST.NPER.ZS
TZ,Tanzania,2011,5.39637230168725,FB.AST.NPER.ZS
TZ,Tanzania,2010,7.84376122521316,FB.AST.NPER.ZS
UG,Uganda,2023,4.49675369389608,FB.AST.NPER.ZS
UG,Uganda,2022,5.10344355617922,FB.AST.NPER.ZS
UG,Uganda,2021,5.3504135440521,FB.AST.NPER.ZS
UG,Uganda,2020,5.34238339567189,FB.AST.NPER.ZS
UG,Uganda,2019,4.68605952307705,FB.AST.NPER.ZS
UG,Uganda,2018,3.3233677426445,FB.AST.NPER.ZS
UG,Uganda,2017,5.44570853608703,FB.AST.NPER.ZS
UG,Uganda,2016,10.4013107515953,FB.AST.NPER.ZS
UG,Uganda,2015,5.12695553089331,FB.AST.NPER.ZS
UG,Uganda,2014,4.05305145439071,FB.AST.NPER.ZS
UG,Uganda,2013,5.97464019247974,FB.AST.NPER.ZS
UG,Uganda,2012,4.05584907416988,FB.AST.NPER.ZS
UG,Uganda,2011,2.03895126306271,FB.AST.NPER.ZS
UG,Uganda,2010,1.86158193519678,FB.AST.NPER.ZS
ZA,South Africa,2021,4.45425562129511,FB.AST.NPER.ZS
ZA,South Africa,2020,5.18028329482246,FB.AST.NPER.ZS
ZA,South Africa,2019,3.89239038176021,FB.AST.NPER.ZS
ZA,South Africa,2018,3.72802083553832,FB.AST.NPER.ZS
ZA,South Africa,2017,2.84200004498428,FB.AST.NPER.ZS
ZA,South Africa,2016,2.85780789685004,FB.AST.NPER.ZS
ZA,South Africa,2015,3.12168564309893,FB.AST.NPER.ZS
ZA,South Africa,2014,3.24484679094119,FB.AST.NPER.ZS
ZA,South Africa,2013,3.64128702921644,FB.AST.NPER.ZS
ZA,South Africa,2012,4.04289177410579,FB.AST.NPER.ZS
ZA,South Africa,2011,4.68085453063316,FB.AST.NPER.ZS
ZA,South Africa,2010,5.79213600421705,FB.AST.NPER.ZS
ZM,Zambia,2022,4.98070477108037,FB.AST.NPER.ZS
ZM,Zambia,2021,5.82203274352002,FB.AST.NPER.ZS
ZM,Zambia,2020,11.6305661246947,FB.AST.NPER.ZS
ZM,Zambia,2019,8.90727795611646,FB.AST.NPER.ZS
ZM,Zambia,2018,10.9511985266963,FB.AST.NPER.ZS
ZM,Zambia,2017,11.9837030549506,FB.AST.NPER.ZS
ZM,Zambia,2016,9.66494478806436,FB.AST.NPER.ZS
ZM,Zambia,2015,7.27920989434564,FB.AST.NPER.ZS
ZM,Zambia,2014,6.10431821561778,FB.AST.NPER.ZS
ZM,Zambia,2013,6.95836224281356,FB.AST.NPER.ZS
ZM,Zambia,2012,8.10539058575299,FB.AST.NPER.ZS
ZM,Zambia,2011,10.3765643433033,FB.AST.NPER.ZS
ZM,Zambia,2010,14.8235944117762,FB.AST.NPER.ZS
