country_code,country_name,year,value,indicator
BW,Botswana,2023,30.0596034463188,FS.AST.PRVT.GD.ZS
BW,Botswana,2022,29.8892158373376,FS.AST.PRVT.GD.ZS
BW,Botswana,2021,34.5320284641638,FS.AST.PRVT.GD.ZS
BW,Botswana,2020,39.7285319486776,FS.AST.PRVT.GD.ZS
BW,Botswana,2019,35.9371549010473,FS.AST.PRVT.GD.ZS
BW,Botswana,2018,34.7396633171423,FS.AST.PRVT.GD.ZS
BW,Botswana,2017,33.9522213058753,FS.AST.PRVT.GD.ZS
BW,Botswana,2016,32.6906447797128,FS.AST.PRVT.GD.ZS
BW,Botswana,2015,35.9943679768934,FS.AST.PRVT.GD.ZS
BW,Botswana,2014,32.5836928214003,FS.AST.PRVT.GD.ZS
BW,Botswana,2013,33.1944622770528,FS.AST.PRVT.GD.ZS
BW,Botswana,2012,32.9104608560684,FS.AST.PRVT.GD.ZS
BW,Botswana,2011,27.8535285319926,FS.AST.PRVT.GD.ZS
BW,Botswana,2010,27.5149277438416,FS.AST.PRVT.GD.ZS
GH,Ghana,2023,9.44619497372883,FS.AST.PRVT.GD.ZS
GH,Ghana,2022,13.2885237880865,FS.AST.PRVT.GD.ZS
GH,Ghana,2021,13.0544311231372,FS.AST.PRVT.GD.ZS
GH,Ghana,2020,13.058528858537,FS.AST.PRVT.GD.ZS
GH,Ghana,2019,13.9372113856401,FS.AST.PRVT.GD.ZS
GH,Ghana,2018,13.7141432192203,FS.AST.PRVT.GD.ZS
GH,Ghana,2017,16.0995201444141,FS.AST.PRVT.GD.ZS
GH,Ghana,2016,17.4356386560413,FS.AST.PRVT.GD.ZS
GH,Ghana,2015,17.9335670472186,FS.AST.PRVT.GD.ZS
GH,Ghana,2014,16.5048906269026,FS.AST.PRVT.GD.ZS
GH,Ghana,2013,15.2923716479322,FS.AST.PRVT.GD.ZS
GH,Ghana,2012,18.0717128637123,FS.AST.PRVT.GD.ZS
GH,Ghana,2011,17.1952826473503,FS.AST.PRVT.GD.ZS
GH,Ghana,2010,16.6607748086712,FS.AST.PRVT.GD.ZS
KE,Kenya,2023,31.6398269113548,FS.AST.PRVT.GD.ZS
KE,Kenya,2022,31.2584163915549,FS.AST.PRVT.GD.ZS
KE,Kenya,2021,31.1231240199267,FS.AST.PRVT.GD.ZS
KE,Kenya,2020,32.1498074208935,FS.AST.PRVT.GD.ZS
KE,Kenya,2019,30.8320287701597,FS.AST.PRVT.GD.ZS
KE,Kenya,2018,31.1986897673002,FS.AST.PRVT.GD.ZS
KE,Kenya,2017,33.1505993031106,FS.AST.PRVT.GD.ZS
KE,Kenya,2016,35.5710732134397,FS.AST.PRVT.GD.ZS
KE,Kenya,2015,36.6993293508397,FS.AST.PRVT.GD.ZS
KE,Kenya,2014,34.5220651778387,FS.AST.PRVT.GD.ZS
KE,Kenya,2013,28.3321722043471,FS.AST.PRVT.GD.ZS
