x_norm,y_norm,sigma_MPa
0.453559,0.482718,6.414177
0.864928,0.961812,-4.533508
0.308126,0.369848,-6.982365
0.738596,0.890389,1.338190
0.062060,0.436083,6.955054
0.006419,0.644366,1.558996
0.613071,0.130883,-2.334469
0.417712,0.036522,-0.655278
0.155821,0.850317,-1.514303
0.514957,0.322518,4.035466
0.600654,0.600746,2.446735
0.202616,0.848991,-0.076086
0.114459,0.107458,5.570269
0.746950,0.376769,13.682407
0.603998,0.542381,-2.101486
0.766216,0.067366,0.611807
0.640373,0.861295,6.047600
0.492172,0.410267,-2.482317
0.953012,0.655081,1.141993
0.825497,0.424091,-5.645977
0.591929,0.856118,-3.979333
0.974953,0.937949,-0.061852
0.825593,0.788827,-3.369270
0.528672,0.610959,2.712489
0.752796,0.703029,0.728117
0.397712,0.594446,1.739010
0.591270,0.554222,-2.724078
0.765736,0.463468,3.947806
0.716775,0.174508,9.361180
0.930510,0.041796,-9.120726
0.709871,0.214089,3.861354
0.955576,0.019327,4.272077
0.249304,0.022235,4.516542
0.628982,0.638545,-9.349286
0.874122,0.071700,-3.515934
0.599870,0.248872,3.182075
0.475091,0.666641,-2.360074
0.297592,0.968307,4.806487
0.918157,0.803716,1.464642
0.511258,0.777141,0.858884
0.606040,0.982189,-2.479176
0.117589,0.766413,12.615886
0.640815,0.547055,11.838618
0.939028,0.709950,-1.079678
0.118993,0.798650,0.072992
0.093438,0.169392,1.440203
0.445933,0.960976,0.332238
0.907322,0.322898,1.436951
0.476152,0.718751,5.504716
0.538723,0.221972,-1.906473
0.873261,0.324008,4.671085
0.216626,0.183875,1.427124
0.910405,0.809142,3.688672
0.118509,0.273533,7.432531
0.257728,0.689262,1.159181
0.652192,0.854066,7.884730
0.544819,0.472065,-1.640263
0.627842,0.336989,11.436422
0.266200,0.423866,7.357709
0.736570,0.256117,-1.526968
0.342174,0.923688,3.691695
0.501562,0.868929,-4.017785
0.436416,0.162626,3.794175
0.099450,0.101852,0.565556
0.926224,0.350053,2.008243
0.080992,0.698346,-3.597061
0.528546,0.983933,-8.413532
0.053897,0.840092,4.269755
0.943137,0.355558,-2.214910
0.728865,0.518972,6.239217
0.465961,0.793979,-1.466931
0.739930,0.522034,9.034104
0.315998,0.274985,-0.359442
0.835401,0.214663,5.308341
0.389707,0.079865,2.229060
0.714525,0.561198,3.426653
0.697639,0.176928,0.148243
0.077588,0.499186,1.806713
0.657478,0.444667,0.195459
0.811086,0.208364,-2.738131
0.925210,0.440073,1.202924
0.957771,0.223531,-0.581869
0.297675,0.688813,-0.647822
0.334450,0.552580,-4.301439
0.737045,0.478424,-2.360660
0.564361,0.340287,1.510549
0.816805,0.346474,4.072079
0.430344,0.310717,2.805251
0.548728,0.111668,4.234767
0.637802,0.339450,-3.589671
0.990578,0.913926,2.648470
0.215857,0.923500,0.997419
0.207679,0.206631,4.554004
0.221061,0.037174,10.556833
0.175560,0.845002,2.969341
0.047459,0.608991,-2.040395
0.221881,0.674585,-5.040550
0.795437,0.616852,3.020994
0.984660,0.845561,-0.737187
0.610590,0.243993,-2.613705
0.146175,0.364655,3.479057
0.296184,0.955007,8.231116
0.737035,0.750987,2.552505
0.742955,0.525482,0.352589
0.318480,0.745405,-1.200762
0.095599,0.896098,5.385265
0.877244,0.325178,13.220734
0.293744,0.896037,2.499968
0.606221,0.167304,-9.399019
0.982554,0.038732,4.691939
0.200285,0.450111,3.607062
0.002688,0.534344,-3.396332
0.103319,0.520890,2.133521
0.056219,0.972267,3.315516
0.238152,0.962950,-1.419525
0.132918,0.437464,-3.403189
0.949107,0.347800,-4.076783
0.765735,0.958247,-1.984379
0.811704,0.334555,1.877659
0.421937,0.412219,0.067070
0.589010,0.034293,-0.749984
0.601147,0.715262,0.330610
0.861265,0.219416,-4.398622
0.896023,0.840419,4.133530
0.759587,0.561980,-5.194238
0.652817,0.503583,-1.469901
0.257305,0.754464,-2.514274
0.728900,0.754207,1.616864
0.048913,0.955871,-3.716122
0.107843,0.011054,1.295317
0.513776,0.312858,5.614183
0.324142,0.919502,3.728237
0.760789,0.017703,-3.040658
0.642056,0.320463,-6.239702
0.296937,0.585368,-0.072531
0.083958,0.297191,6.195174
0.963147,0.540486,5.433358
0.352930,0.668140,-1.638074
0.670954,0.170335,2.962836
0.400052,0.530193,6.392372
0.945944,0.217654,-2.216646
0.146111,0.937674,5.262451
0.651140,0.585846,2.378624
0.463842,0.364845,2.257191
0.986020,0.697144,-10.271814
0.994689,0.796472,4.213621
0.181379,0.200479,3.927075
0.344046,0.719084,-2.114346
0.407146,0.799842,-0.677502
0.109493,0.710067,3.184985
0.831869,0.317207,-0.403552
0.254809,0.629535,-1.675424
0.074399,0.148560,-8.543040
0.522843,0.745653,6.025069
0.852250,0.719352,-6.949050
0.909163,0.390483,0.137839
0.940690,0.114232,-1.508808
0.738821,0.721623,-13.269678
0.682092,0.654778,9.850593
0.593345,0.369558,12.431792
0.433366,0.601953,-0.872829
0.710848,0.739456,-1.366466
0.864142,0.795205,3.767580
0.649791,0.753244,-2.893551
0.442546,0.524413,1.433446
0.121925,0.774376,-2.481817
0.323019,0.626778,0.015040
0.932500,0.607577,6.327713
0.681775,0.476071,-4.282420
0.663178,0.674838,-4.211343
0.754907,0.746389,-2.386444
0.005932,0.355905,-0.626133
0.407837,0.159060,0.910651
0.524113,0.619139,7.431926
0.339250,0.745410,-8.316548
0.042065,0.536296,1.720114
0.121612,0.527960,-2.688571
0.577781,0.337606,-1.585543
0.210382,0.464471,-0.568688
0.217508,0.771955,3.890884
0.700577,0.109486,4.863776
0.429177,0.987551,-1.282892
0.646114,0.385219,0.782445
0.459051,0.675889,0.900109
0.061273,0.653282,4.399045
0.012191,0.088224,-0.894520
0.771502,0.570959,0.310749
0.449653,0.844248,-9.012912
0.302486,0.342788,0.013034
0.207372,0.498664,10.703226
0.179835,0.631350,4.174082
0.200668,0.589042,-6.608975
0.250028,0.133197,-1.224242
0.864632,0.101635,3.734401
0.944418,0.076375,-5.767589
0.125836,0.401173,3.858764
0.907402,0.952569,6.100672
0.324941,0.411758,-1.326949
0.949510,0.633555,-3.926405
0.276402,0.269516,4.044635
