fuel_H2,fuel_flow_sccm,current_density_A_cm2,tin_C
0.5668407818543324,305.9691528795688,0.33118130081692554,744.3953220718397
0.5303105240450684,298.714422627468,0.7455411647777406,763.606754432593
0.6876389852396312,258.32134898825956,0.3207747869291654,766.5700785228402
0.5646901833731138,332.75642949508926,0.3487925087197801,755.5519841394918
0.6308973508272586,293.5417765047963,0.7271700166622844,742.983932023881
0.5917103250105576,258.35569120944655,0.7947122255392879,753.6168059498277
0.6571530772469925,311.79985935411435,0.549381132920518,753.088898407709
0.6142887635914961,281.3793314496947,0.3082037946522258,745.9605396232066
0.6737814047403812,328.62492005173385,0.53934152824265,738.223554304566
0.6606471793699494,258.6526481722938,0.3280542566023002,756.4846168086506
0.5081583510010996,278.64523324945566,0.3083314553705069,750.5676878746498
0.5652576107556097,324.9107672512089,0.7197843060665969,760.5062634384893
0.635874158873925,317.46443953089613,0.3992874523550708,744.0463239312396
0.6338035717934979,340.94567943705425,0.7325745790984778,737.104876765622
0.5016789361846076,301.0560668333999,0.5872644877166948,756.0658823568257
0.6946295241381288,339.7976436229362,0.5792470896230076,766.3182466088263
0.690260181091545,269.3318625427478,0.45263947816275585,766.6311412644031
0.5129958928813071,254.62429604835341,0.4090611606852999,735.2114828913844
0.6446743692303981,302.1833684205342,0.3526170744912908,745.7677920001881
0.6223501760533312,332.57640198557755,0.7425499681300605,743.6715276655609
0.5236594007162914,313.0306057017959,0.6940376590337409,757.1205228070861
0.6170277898884333,256.1537299427008,0.5290317807028893,752.4837211338515
0.5557299622105494,251.56325916980194,0.4170194114756762,738.6322030082101
0.6996447840022244,263.2527534787226,0.3829436166369078,741.4362347841111
0.5778713501976152,343.54745299438696,0.527623834839003,759.8590645353794
0.6738617345295839,292.8650496124664,0.3379555545091115,749.4513504951834
0.6293521403030571,334.99756359799255,0.5811797783169075,743.0335670564705
0.55227658816976,317.958114628008,0.4657330256979753,750.442898620198
0.580924485979677,255.99115749145807,0.7935982590687563,753.2432438405596
0.5515199061595769,300.8889809850216,0.40874538119440845,731.1638581633106
0.5006886317633858,287.3494189822701,0.7106933289660741,754.2626576896716
0.6947332212160748,309.03356705495395,0.6303566105965782,745.2575570858362
0.6084875712904164,345.66978925120105,0.7449065652421416,746.1672433230239
0.6548516138252878,296.43793723247626,0.49748098952098396,735.3207418520965
0.6284665559304953,264.7113417439351,0.508009277121144,764.8706249000805
0.5625071971334032,266.1956379653736,0.3570295285477254,765.7675504894185
0.6019831237603523,284.54691913732603,0.3109377886631483,733.1351976231464
0.5325302507500238,281.04389515789876,0.4076219816616319,742.4770481298717
0.566304488031107,281.3760503384458,0.32649922818109045,768.7085023145738
0.503871284141034,283.695274788668,0.47714875469643847,755.047597191859
0.5799033284303863,298.7405228018615,0.44422530800463744,749.0941419679317
0.6928010179928412,299.2606941271285,0.702052201447025,757.6803741341797
