country,year,broad_money_m2_growth,fx_official,gdp_growth,inflation_cpi,internet_users_pct,mobile_subs_100,policy_rate,public_debt_gdp,secure_servers,unemployment,gdp_growth_vol_3y,fx_volatility_3y,gdp_growth_status,inflation_cpi_status,unemployment_status,policy_rate_status,broad_money_m2_growth_status,public_debt_gdp_status,mobile_subs_100_status,internet_users_pct_status,secure_servers_status
AO,2000,303.735498573204,10.0405441666667,3.05462423430785,98.2241436573304,0.105046,0.159347,103.1601742,0.0,1.28783968113089,16.682,,,observed,fabricated_fill,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2001,163.003103910838,22.0578616666667,4.2059985561951,98.2241436573304,0.136014,0.447836,95.96656083,0.0,1.28783968113089,16.7,,,observed,fabricated_fill,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2002,156.340680459845,43.5302066666667,13.6656887608562,98.2241436573304,0.270377,0.807955,97.33583333,0.0,1.28783968113089,16.488,5.822457842753283,,observed,fabricated_fill,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2003,68.0983143555558,74.6063008333333,2.99000000000001,98.2241436573304,0.370682,1.95054,96.115,0.0,1.28783968113089,16.498,5.844295249436282,0.12451602637120626,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2004,48.5519653338355,83.5413625,10.9500000059465,43.5421067519687,0.464815,3.9784,82.33416667,0.0,1.28783968113089,16.378,5.548376579788638,0.2950084449184739,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2005,60.705994384453,87.1591416666667,15.0299999905513,22.953513851394,1.14337,8.35159,67.71813074,0.0,1.28783968113089,16.36,6.123310647864689,0.2685055556803153,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2006,59.8509252529627,80.3680720555555,11.549999997879,13.3052101780032,1.5,15.2614,19.51081445,0.0,1.28783968113089,16.206,2.202907163034551,0.0983061123486184,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2007,49.4214363911471,76.70614275,14.0100000086059,12.2514974459487,1.7,23.8782,17.6988356,0.0,1.28783968113089,16.153,1.7889661802721164,0.06373199330420606,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2008,104.56612415769,75.0333541666667,11.1699999942146,12.4758291326398,1.9,31.3891,12.53360576,0.0,1.28783968113089,16.228,1.5417306367252834,0.02967268452900041,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2009,21.4756808800047,79.3281666666667,0.860000002152788,13.7302839288409,2.3,36.1789,15.68207424,0.0,1.28783968113089,16.431,6.919588139089567,0.05339736038968981,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
AO,2010,5.28780092808811,91.9057203405018,4.39837593810763,14.4696564932577,2.8,40.3668,22.54357202,0.0,1.28783968113089,16.618,5.238815013240198,0.08470326681479083,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2011,37.1469560291686,93.93475,3.47205314798103,13.4824679218511,4.7,49.8515,18.75724054,0.0,1.85809505122396,16.77,1.834893267208534,0.0648412743298374,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2012,4.8981874452368,95.467955421311,8.54210707584141,10.2779049218839,7.7,50.7801,16.65640132,0.0,3.17745355218256,16.562,2.6998156876826727,0.07404494143958534,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2013,14.1465956464582,96.5182794791526,4.95461303112738,8.77781429332625,13.0,50.7735,15.8086383,0.0,4.54795261874169,16.492,2.6068353790047785,0.0054488889442905865,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2014,16.1891972472028,98.3024168556335,4.82255926962156,7.2803873036112,21.3623,51.7384,16.38227094,0.0,5.89084940857161,16.406,2.110394418094293,0.003795796660432398,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2015,11.7763134275236,120.060701665019,0.943571561325001,9.35597215533781,22.0,49.3097,16.8818624,0.0,8.06170993910817,16.49,2.278612059621598,0.10705798895810135,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2016,13.4682422090455,163.656434116579,-2.58004964404932,30.6944150806719,23.2,44.5502,15.78050394,0.0,8.22394628118289,16.575,3.7027258150547837,0.1471948321872117,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2017,0.625449002375784,165.915950691498,-0.147212941085755,29.8444799015679,26.0,44.0682,15.80610038,0.0,10.6499657563912,16.61,1.8039037138453082,0.14966444249727215,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2018,20.428059834929,252.855747731297,-1.31636168896895,19.6289379701521,29.0,42.4589,20.67700403,0.0,11.023366181367,16.594,1.2167244597537503,0.21065658451340435,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2019,30.1141180539418,364.825804980887,-0.702272957616017,17.080954143438,32.1294,45.8065,19.29536721,0.0,14.4862036978923,16.497,0.5848226777696168,0.22124098540952883,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2020,24.3007654229535,578.25878028011,-5.63821471714934,22.271539247051,36.6347,43.7804,19.65589493,0.0,19.7302740008918,16.69,2.690075575786896,0.04721210532582143,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2021,-9.32234729744459,631.441955506727,1.19921052145153,25.7542948841891,39.3876,44.3869,19.40315463,0.0,26.1782917153033,15.799,3.529153448258462,0.19378104477739133,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2022,-1.41316825286512,460.567511631462,3.04472652391918,21.3552901320822,42.0719,66.6008,20.11721138,0.0,36.5370826553838,14.602,4.574381229643134,0.38817662849098133,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2023,37.764907420284,685.020237761449,1.07809951970673,13.6441017767715,44.7581,70.052,16.92086152,0.0,40.2177899448233,14.537,1.102135726956621,0.35731123621329997,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,observed
AO,2024,4.96340198499645,869.846189590008,4.42390452944746,28.2404948915773,44.7581,70.052,19.39915532,0.0,48.5141563014729,14.464,1.6814757857229936,0.3741845819343301,observed,observed,observed,observed,observed,fabricated_all_zero,fabricated_fill,fabricated_fill,observed
BF,2000,7.50513534761595,710.207977031367,1.88847388906525,2.75976724854531,0.0770802,0.211688,8.868333333,45.5738610534927,0.247272308258561,2.679,,,observed,fabricated_fill,observed,fabricated_fill,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2001,-3.11492703734363,732.397693260228,6.61340574539679,2.75976724854531,0.157732,0.61965,8.868333333,45.5738610534927,0.247272308258561,2.74,,,observed,fabricated_fill,observed,fabricated_fill,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2002,-3.0185934063277,693.713226496374,4.35296382988099,2.75976724854531,0.200993,0.875435,8.868333333,45.5738610534927,0.247272308258561,2.851,2.363200138540228,,observed,fabricated_fill,observed,fabricated_fill,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2003,69.077923468095,579.897426172466,7.80249388870359,2.75976724854531,0.37344,1.81994,8.868333333,45.5738610534927,0.247272308258561,2.78,1.7522740411959081,0.10561692130795876,observed,fabricated_fill,observed,fabricated_fill,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2004,-4.34146677217646,527.338032291576,4.47845213670386,2.75976724854531,0.400295,2.93277,8.868333333,45.5738610534927,0.247272308258561,3.473,1.9563681704844216,0.06371814666331502,observed,fabricated_fill,observed,fabricated_fill,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2005,-2.45619723414636,527.258362649626,8.66187322841225,2.75976724854531,0.469914,4.54743,8.868333333,45.5738610534927,0.247272308258561,4.0,2.2094040844047442,0.08958103992074778,observed,fabricated_fill,observed,observed,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2006,10.3118162970408,522.425624895176,6.25316468817478,2.75976724854531,0.632708,7.07267,4.736666667,45.5738610534927,0.247272308258561,3.669,2.099702101994154,0.052348229514143106,observed,fabricated_fill,observed,observed,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2007,7.95939947327497,478.633718476363,4.11137901761516,2.75976724854531,0.75,12.5405,4.751666667,45.5738610534927,0.247272308258561,3.3,2.2765514948757226,0.04805737146613627,observed,fabricated_fill,observed,observed,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2008,26.9662042934324,446.000041432788,5.79999174105387,2.75976724854531,0.92,19.82,4.984166667,45.5738610534927,0.247272308258561,3.496,1.1287178942186198,0.04122021792840487,observed,fabricated_fill,observed,observed,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2009,23.4535066009728,470.293423341398,2.96195085866692,2.75976724854531,1.13,24.3387,4.9775,45.5738610534927,0.247272308258561,3.711,1.4275313232081184,0.07674754165428331,observed,fabricated_fill,observed,observed,observed,fabricated_fill,observed,observed,fabricated_fill
BF,2010,17.9566507192134,494.794262222947,8.44628157707625,2.75976724854531,2.4,35.2848,5.113333333,45.5738610534927,0.247272308258561,3.723,2.7427239919230932,0.07075058490562634,observed,fabricated_fill,observed,observed,observed,fabricated_fill,observed,observed,observed
BF,2011,14.3850829744993,471.248625718937,6.62256261306693,2.75976724854531,3.0,46.1058,5.255916667,45.5738610534927,0.240068544370789,3.827,2.7929647540748697,0.05813144740877805,observed,observed,observed,observed,observed,fabricated_fill,observed,observed,observed
BF,2012,15.559898319978,510.556338454251,6.45267237953146,3.81815240252386,3.72503,58.0942,5.039166667,45.5738610534927,0.582333616949216,3.856,1.1052368662925618,0.06754823267946095,observed,observed,observed,observed,observed,fabricated_fill,observed,observed,observed
BF,2013,10.853154429694,493.899623852237,5.79258484509867,0.533738507090531,5.0,63.5243,5.2875,45.5738610534927,0.67814199717,4.055,0.43845207641693057,0.07033732759579081,observed,observed,observed,observed,observed,fabricated_fill,observed,observed,observed
BF,2014,11.0177403102591,493.757329875312,4.32684561452976,-0.25808951753536,6.0,68.5396,5.338333333,45.5738610534927,0.713131342720446,4.251,1.0880599309428307,0.05827957629157524,observed,observed,observed,observed,observed,fabricated_fill,observed,observed,observed
BF,2015,19.4154039598334,591.21169798261,3.9212287937935,0.7248389810706,6.55,76.9373,5.154166667,45.5738610534927,1.43789208854199,4.461,0.9844533142857672,0.11483913513761622,observed,observed,observed,observed,observed,fabricated_fill,observed,observed,observed
BF,2016,11.6660945719734,592.605615063022,5.95797670754024,0.441041448058777,7.14,79.6698,5.295,45.5738610534927,1.75848219402306,4.587,1.078073568299912,0.10340990934745403,observed,observed,observed,observed,observed,fabricated_fill,observed,observed,observed
BF,2017,21.0775629087536,580.656749587858,6.20348941121868,1.48299897161327,7.79,90.2081,6.511666667,45.5738610534927,1.85981919440977,4.656,1.2528189598973156,0.10978792682907668,observed,observed,observed,observed,observed,fabricated_fill,observed,observed,observed
BF,2018,10.4418753036708,555.446458398226,6.60456906812341,1.95594302672532,8.5,94.622,6.763333333,45.5738610534927,2.44638885605291,4.695,0.32640033180509026,0.023374246912548014,observed,observed,observed,observed,observed,observed,observed,observed,observed
BF,2019,9.09412482713924,585.911013180369,5.88920497068135,-3.23338933983324,9.27181,97.1499,6.688333333,47.0623633717549,3.29167817958938,4.71,0.35855854767289635,0.05095704667162347,observed,observed,observed,observed,observed,observed,observed,observed,observed
BF,2020,17.8188029823361,575.586004510945,2.01077262406221,1.88470066518848,10.7927,102.973,6.5375,73.3851925518101,5.81972178005269,5.04,2.471738559148197,0.05055598618388785,observed,observed,observed,observed,observed,observed,observed,observed,observed
BF,2021,16.8623216574748,554.530675033104,6.94252492572348,3.65326761825511,12.5631,112.198,6.25,55.5822235545459,11.0478433905004,5.2,2.5972389557609317,0.04772363333781082,observed,observed,observed,observed,observed,observed,observed,observed,observed
BF,2022,2.35938172904218,623.759700911182,1.4972397409897,3.65326761825511,14.6238,119.463,6.25,62.5256115534246,21.7246068001662,5.389,3.0065768888116793,0.08437609267686476,observed,fabricated_fill,observed,fabricated_fill,observed,observed,observed,observed,observed
BF,2023,-2.88383144359408,606.569750165917,2.96018147384929,3.65326761825511,17.0226,119.463,6.25,61.2860389683284,22.583386549057,5.348,2.818107776076842,0.08687145120859618,observed,fabricated_fill,observed,fabricated_fill,observed,observed,fabricated_fill,observed,observed
BF,2024,6.84766703557504,606.345297609063,4.98510300625183,4.19081721344524,17.0226,119.463,6.25,61.2860389683284,28.8337642615132,5.166,1.7514610987826984,0.07733427053542917,observed,observed,observed,fabricated_fill,observed,fabricated_fill,fabricated_fill,fabricated_fill,observed
BI,2000,15.5448564631789,720.673333333333,-0.856864058424151,24.4320242102151,0.0772484,0.252234,15.77,0.0,0.426600958742995,3.129,,,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
BI,2001,16.4118746856755,830.353333333333,2.05580710835243,9.29618771341889,0.106001,0.50368,16.82416667,0.0,0.426600958742995,3.15,,,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
BI,2002,30.1856007055163,930.749166666666,4.44651941224797,-1.3656800532806,0.118228,0.762002,19.4675,0.0,0.426600958742995,3.169,2.65596921677591,,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
BI,2003,24.9985706014912,1082.62,-1.22372796023444,10.6474645658306,0.201273,0.908684,18.23083333,0.0,0.426600958742995,3.134,2.8467104070965927,0.019224504213895287,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
BI,2004,10.2271219694904,1100.9,4.83365776809453,8.17642937482054,0.34906,1.37553,18.25416667,0.0,0.426600958742995,3.177,3.3910053384769423,0.06942662741673702,observed,observed,observed,observed,observed,fabricated_all_zero,observed,observed,fabricated_fill
