building_id,latitude,longitude,function_type,style,build_quality,construction_year,num_floors,floor_height_m,rooftop_area_m2,footprint_area_m2,gross_floor_area_m2,height_m,volume_m3,wall_material,roof_material,window_glazing,wall_u_value_w_m2k,roof_u_value_w_m2k,window_u_value_w_m2k,baseline_energy_intensity_kwh_m2y,energy_rating,monitored_iot
B00001,43.09581912082906,-4.720278912642433,residential,postmodern,poor,1956,19,2.8463991398197654,3074.1682551451563,3074.1682551451563,58409.19684775797,54.081583656575546,147556.05602580687,steel,membrane,single,1.4026554720182915,1.0855131034094696,6.022239618829762,212.19990636123876,F,False
B00002,50.765647893293426,10.404891656114255,office,contemporary,poor,1957,8,2.8372661444942047,5159.302646749156,5159.302646749156,41274.42117399325,22.698129155953637,111553.47189695037,concrete,bitumen,triple,1.4124213826706784,1.1141416467849636,2.613796122579463,269.79201963949595,G,False
B00003,44.30993856814328,9.171056299834525,office,postmodern,average,1958,18,3.1420738445355223,1926.0341920381416,1926.0341920381416,34668.615456686544,56.557329201639405,100881.97199214934,steel,tile,double,1.1698111901829058,0.8711790074624829,4.625923333762909,209.82260129549238,E,True
B00004,47.37790898888139,2.021649148543066,residential,traditional,poor,2007,14,2.9319696829148585,2091.8114885895557,2091.8114885895557,29285.36084025378,41.04757556080802,92345.21054825357,steel,bitumen,triple,0.45972578314467816,0.30174227257960123,0.9877530404630741,119.10120054203907,C,True
B00005,43.75445969297921,7.383617835464566,residential,traditional,excellent,2008,16,3.3576336542615426,446.0998557536033,446.0998557536033,7137.597692057653,53.72213846818468,21497.099055765593,wood,membrane,double,0.28606557824315243,0.1817732051141666,1.5755208409101522,126.43891399876563,C,False
B00006,50.272988587076924,7.2792548094943506,school,modernist,good,1977,13,3.1127597625065815,5236.2465263102185,5236.2465263102185,68071.20484203284,40.46587691258556,174017.69848738462,steel,membrane,triple,0.9973395913400139,0.7372248499406494,2.68124084579405,226.02634633638357,F,False
B00007,59.66167702502965,13.895307078560805,warehouse,modernist,poor,1998,5,2.9855654934556286,1446.016337064315,1446.016337064315,7230.081685321575,14.927827467278142,20529.62832159715,aerated_concrete,metal,double,0.9390653493433667,0.6944887002569745,3.010377288690031,116.58874611541981,C,True
B00008,38.13728781239943,20.0720682221815,office,postmodern,average,1956,13,3.1152960127802913,2920.2455399012565,2920.2455399012565,37963.192018716334,40.49884816614379,105549.43637913126,concrete,bitumen,single,1.19287522419897,0.864893547450042,6.363458174117823,212.28555172702664,F,False
B00009,48.41546719921089,23.213206549930177,residential,modernist,average,1953,5,3.3075276628271206,5735.480062093539,5735.480062093539,28677.400310467696,16.537638314135602,83783.76175653837,steel,bitumen,single,1.2418724311781537,0.9443792449534243,6.278573359270759,203.22181220578963,E,True
B00010,37.55469041870421,1.992254338505063,office,modernist,average,1983,7,3.5607884582997618,3197.848926550221,3197.848926550221,22384.94248585155,24.925519208098333,58259.538795704044,aerated_concrete,bitumen,triple,0.7838471752277024,0.6085750248417221,1.726381899605061,227.63580755061815,F,False
B00011,57.706463591576,2.449365943803093,office,postmodern,average,1978,8,3.2905825782508327,4743.091628778433,4743.091628778433,37944.733030227464,26.32466062600666,115003.87192858335,concrete,metal,double,1.2287847624450856,0.8754065541028426,4.507937425909577,242.66750520259498,F,True
B00012,35.69842688555161,-0.22035113328395717,residential,postmodern,excellent,1983,15,3.446852594238646,4355.380088753596,4355.380088753596,65330.70133130394,51.70278891357969,179310.808591771,wood,bitumen,single,0.5377208002560091,0.41874335925476,4.131849741532182,148.9591981280147,D,False
B00013,50.25655367233521,-9.933209033447731,retail,traditional,good,1994,4,3.5278217100413785,4706.879131542654,4706.879131542654,18827.516526170617,14.111286840165514,56955.08864851157,steel,metal,double,0.6996612093093789,0.5014583771930952,3.0902470706690073,257.44915600839425,F,False
B00014,45.03467044669254,23.137895226271255,residential,modernist,poor,1970,19,3.5238816765865915,4850.621773271245,4850.621773271245,92161.81369215365,66.95375185514524,239834.71681670673,aerated_concrete,membrane,triple,1.502995321530541,1.0428385419790096,2.713037101144832,152.3536341754103,D,False
B00015,53.159251408590876,-6.40297812647867,residential,modernist,good,1967,7,2.822394980501144,1323.911966534122,1323.911966534122,9267.383765738854,19.756764863508007,26419.58130227501,aerated_concrete,tile,double,1.024523982083345,0.7905659172276195,4.3024070360474855,231.39142542270005,F,False
B00016,51.56187075811415,18.526646134632728,residential,postmodern,poor,2016,5,3.2188052684697332,171.10691535819498,171.10691535819498,855.5345767909749,16.094026342348666,2402.4158984341293,concrete,bitumen,single,0.46427264218624553,0.2992047879738587,2.2904432925802127,103.3885374941328,C,True
B00017,47.95871781757592,9.440465620808641,retail,traditional,average,1963,9,2.833759115769035,640.606923519232,640.606923519232,5765.462311673088,25.503832041921314,16238.558064441484,brick,bitumen,double,1.179073636483426,0.9426024226509018,4.5477619568293735,247.91644928591205,F,True
B00018,47.70390386381847,18.257674997532895,hospital,postmodern,good,2014,9,3.5382273707360854,5362.964354030834,5362.964354030834,48266.679186277506,31.844046336624768,127511.49078020977,steel,metal,double,0.32713514644906216,0.21127000937584467,1.5316073759450382,184.06387584532698,E,True
