time_s,PG1,PG2,PG3,PG4,PG5,PG6,PG7,PG8,PG9,PG10,PG11,PG12,PG13,PG14
16.000000,-0.056894,0.001852,0.092503,-0.084335,0.142093,-0.076858,0.071951,0.037385,-0.151186,0.028275,0.130386,0.130135,0.021529,-0.148997
16.000099,-0.061805,-0.097863,0.088403,-0.032275,0.033805,0.171951,-0.003404,-0.370993,-0.021108,-0.219531,-0.347304,-0.343931,-0.191321,-0.011905
16.000198,-0.007698,-0.017168,-0.046014,0.011691,-0.180719,0.028729,0.039962,-0.221404,-0.203082,0.011509,-0.128033,-0.124759,0.007246,-0.190095
16.000301,-0.150661,-0.070323,-0.114807,-0.032248,-0.156428,-0.114081,-0.039818,-0.132642,-0.013528,-0.162100,0.181966,0.193016,-0.158625,-0.019124
16.000401,-0.006546,-0.042316,0.048111,-0.159624,-0.057460,0.072512,-0.011275,0.182488,0.173276,0.086372,0.181273,0.160500,0.077389,0.159027
16.000500,-0.033183,-0.054706,0.110752,0.113288,0.186915,0.129441,-0.238171,-0.030296,0.280347,0.371531,-0.044565,-0.030468,0.334570,0.243869
16.000599,0.022983,0.063036,0.025298,0.122548,-0.053824,0.008422,-0.191440,0.061378,0.374924,0.001920,-0.154196,-0.157297,-0.008188,0.346134
16.000702,-0.016378,0.063001,-0.085007,0.000620,-0.068579,-0.037526,-0.125592,-0.155047,-0.009117,0.089492,0.038173,0.023929,0.093697,-0.004926
16.000801,-0.067078,0.110197,-0.018382,-0.147574,0.158994,-0.133237,0.002317,0.004993,-0.162590,-0.297412,0.211699,0.194638,-0.271924,-0.135323
16.000900,0.006816,-0.025894,0.027169,-0.102704,0.057606,-0.009530,0.110606,-0.145125,0.036786,-0.079022,-0.358794,-0.358648,-0.069257,0.039862
16.000999,-0.030355,-0.063928,0.000398,-0.041181,-0.053607,0.061438,0.023922,0.021843,-0.103538,0.206268,-0.287402,-0.288793,0.190749,-0.095251
16.001099,-0.048037,0.020388,-0.143795,0.166292,0.041658,-0.009818,-0.308383,0.141065,0.064033,0.155048,0.485392,0.487624,0.132858,0.041174
16.001202,-0.004746,0.130855,0.119841,-0.023401,0.132312,0.044177,-0.162979,0.259445,0.328048,-0.002330,0.240999,0.249015,0.002528,0.319044
16.001301,0.045408,-0.006014,0.106538,-0.067814,0.003374,-0.027225,-0.092343,0.309050,-0.008917,-0.147079,-0.259768,-0.278568,-0.135636,0.003328
16.001400,0.099769,-0.040685,0.042005,0.156781,0.005144,0.024150,0.167704,0.034911,0.126994,0.073273,0.089606,0.082085,0.058765,0.113503
16.001499,0.036077,-0.061187,-0.179077,-0.006382,-0.179979,-0.204111,-0.039280,-0.170118,-0.305409,0.129499,-0.240506,-0.236022,0.114086,-0.283862
16.001598,-0.044382,0.000677,-0.100047,-0.065584,-0.047360,-0.151106,0.058500,0.007791,-0.093603,-0.335002,0.037901,0.039895,-0.309323,-0.079389
16.001701,-0.050350,0.028124,-0.034145,0.059652,0.072529,-0.070970,-0.092689,-0.081165,0.183611,-0.240153,0.338524,0.328410,-0.210858,0.169017
16.001801,0.054483,-0.095392,0.175529,0.130530,0.022989,0.012085,0.007199,0.083549,0.158079,0.461647,0.139512,0.133092,0.431712,0.137735
16.001900,0.102885,0.089377,-0.026639,0.013963,0.031400,0.060337,-0.128598,0.277660,-0.021724,0.214981,0.046342,0.043543,0.196919,-0.016352
16.001999,0.037631,0.119058,-0.019984,0.005555,0.018694,0.036714,0.025805,0.025222,-0.077867,-0.183699,-0.367783,-0.377420,-0.182528,-0.081042
16.002102,-0.009700,0.064808,0.178695,-0.082637,0.031795,-0.188792,0.174487,0.127158,0.082166,0.087378,-0.089993,-0.083125,0.086850,0.082507
16.002201,-0.020884,-0.116245,0.045935,-0.022560,-0.140240,-0.124720,0.199412,-0.211772,0.137282,-0.172381,-0.048368,-0.052242,-0.157748,0.144708
16.002300,0.000138,-0.082539,-0.063880,0.048897,-0.125366,-0.086649,0.251008,-0.075944,-0.289832,0.026463,-0.031010,-0.023066,0.023728,-0.260057
16.002399,0.024280,-0.025357,0.051354,0.011650,-0.060626,0.131730,0.023271,0.154239,-0.194195,0.316303,-0.238629,-0.229649,0.293754,-0.184358
16.002499,-0.099584,0.144512,0.103203,0.040246,-0.007349,0.007168,-0.109215,0.112183,0.381674,0.098711,0.084088,0.100554,0.101831,0.347334
16.002602,0.111005,0.006683,0.042361,0.028275,0.091535,0.074992,0.027152,0.009479,0.191285,0.070974,0.277779,0.279944,0.049985,0.180435
16.002701,0.084572,-0.046371,-0.013902,-0.014984,0.015099,-0.092395,-0.084648,-0.101317,-0.194319,-0.365460,-0.089902,-0.098349,-0.348253,-0.174600
16.002800,0.022782,0.109029,-0.113566,-0.137920,-0.198418,-0.010289,0.044838,0.032847,0.042214,-0.111806,-0.105628,-0.107495,-0.096210,0.043697
16.002899,-0.081283,0.058149,-0.000191,-0.078705,-0.084881,-0.064301,0.245581,0.142984,-0.123825,-0.025941,-0.098383,-0.098051,-0.022593,-0.111801
16.002998,-0.072439,-0.029229,0.055683,-0.056957,-0.046295,0.011703,0.014325,-0.227524,0.035552,-0.014663,0.196135,0.192217,-0.016087,0.032003
16.003101,-0.011399,0.056349,0.015467,0.018041,0.114262,0.121987,0.081986,-0.156371,0.272550,-0.196991,0.299661,0.298500,-0.179002,0.244856
16.003201,0.117758,0.073285,0.014484,0.034990,-0.011510,0.140038,-0.192313,0.313506,0.073027,0.064357,0.010343,0.014006,0.051553,0.067698
16.003300,-0.022891,0.017856,-0.012824,0.015666,0.038574,0.196894,-0.062397,0.143653,0.029709,0.222761,-0.027312,-0.037369,0.210798,0.035311
16.003399,-0.037122,-0.018148,-0.022992,-0.190841,-0.073043,0.000210,0.100112,-0.159981,-0.303976,-0.094733,-0.021583,-0.028627,-0.085069,-0.281681
16.003502,0.106455,-0.091724,-0.109197,-0.088360,0.006034,-0.091140,0.100051,0.045380,-0.087994,-0.077187,0.060654,0.060236,-0.081269,-0.070006
16.003601,0.066657,0.011683,-0.070889,-0.020370,-0.051738,0.037814,0.027327,-0.085330,-0.016202,-0.079618,-0.009099,-0.013241,-0.053413,-0.007658
16.003700,-0.010639,0.082213,-0.032896,0.131418,0.038314,-0.023089,-0.035316,0.063140,0.018256,0.194574,0.276046,0.266501,0.176931,0.023467
16.003799,0.021537,-0.009386,-0.030677,-0.021492,0.052646,0.025749,0.003969,0.188875,-0.204006,0.226136,0.227322,0.212552,0.217366,-0.184360
16.003899,0.090696,0.031097,0.062864,0.050531,0.139953,0.187143,0.103696,0.081357,0.084889,0.034503,0.232280,0.226348,0.036591,0.072615
16.004002,0.040050,0.018643,0.048963,-0.031978,0.201515,0.028480,-0.153139,0.072188,0.224855,0.006892,0.102679,0.105219,0.008973,0.199939
16.004101,0.019613,0.013588,-0.144015,0.019329,0.031180,0.074386,-0.125123,-0.236736,-0.046023,0.001507,-0.190537,-0.199915,0.009119,-0.043641
16.004200,-0.073695,-0.109599,-0.089017,-0.072621,-0.065269,-0.129034,0.261121,-0.082883,-0.080491,0.050812,-0.413188,-0.416719,0.042857,-0.063510
16.004299,-0.015492,-0.081264,-0.037388,0.013963,-0.003160,-0.035824,0.123650,-0.042964,-0.092678,-0.028924,0.330320,0.324747,-0.032374,-0.085125
16.004398,0.060044,-0.024706,0.107790,0.093953,-0.036297,0.113679,-0.101053,0.002922,0.143119,0.230035,-0.076153,-0.079911,0.221839,0.134804
16.004501,-0.012604,-0.005826,-0.000721,0.115409,0.033359,0.053135,0.018621,-0.164745,0.199729,0.201372,0.116040,0.116136,0.191768,0.184053
16.004601,0.044314,0.073213,0.068166,0.192857,0.168672,0.032500,-0.077162,0.066355,0.043293,0.231570,-0.100193,-0.104505,0.212687,0.041610
16.004700,-0.024222,0.007659,-0.058444,-0.023587,-0.001753,-0.075988,0.007648,0.158351,-0.035969,0.045768,0.175756,0.174562,0.048810,-0.036621
16.004799,-0.029834,-0.165375,-0.027044,-0.101181,0.015255,-0.013598,0.141164,-0.077668,-0.048698,-0.213573,0.187611,0.194815,-0.198236,-0.036312
16.004902,-0.104036,-0.100144,-0.085679,-0.006999,-0.130801,0.054946,0.045902,-0.078023,0.027658,-0.395898,-0.248611,-0.252800,-0.359028,0.022863
16.005001,-0.070924,-0.017689,0.018998,-0.044853,-0.024198,-0.137590,0.048367,-0.075074,-0.020633,0.304738,0.026195,0.040290,0.280058,-0.012599
16.005100,-0.051476,0.062307,0.068328,0.037409,0.078519,-0.105825,-0.201174,0.116233,0.177944,-0.097452,0.331643,0.341690,-0.082029,0.169320
16.005199,-0.020018,-0.022893,0.094553,0.117915,0.041982,0.190606,-0.070336,0.158398,0.166570,0.096230,0.445780,0.433407,0.088141,0.153551
16.005299,0.060776,0.059912,0.171916,0.039091,0.024152,0.126987,-0.010995,0.046814,0.210420,-0.082816,-0.212899,-0.220948,-0.081063,0.188441
16.005402,0.018510,-0.038937,0.013028,0.055801,-0.038553,-0.081221,-0.016080,-0.018777,0.057592,0.167812,-0.411783,-0.409572,0.162965,0.048999
16.005501,-0.115889,0.009172,-0.049976,-0.105034,0.023865,0.014612,-0.110894,0.003011,-0.138508,0.208207,-0.050166,-0.051991,0.180735,-0.152041
16.005600,-0.026222,-0.018054,0.058907,0.004467,0.093003,-0.034870,0.086194,0.070353,-0.270621,-0.167693,-0.187587,-0.177960,-0.157695,-0.256025
16.005699,-0.017148,0.004605,-0.027986,0.079170,-0.111764,0.020658,0.138398,-0.020176,0.242864,0.026684,0.120625,0.118557,0.027722,0.236246
16.005798,0.094737,0.082180,0.048438,0.090756,-0.062780,0.153541,-0.015476,0.175777,-0.052257,0.341021,0.072828,0.065400,0.310829,-0.027742
16.005901,0.018797,0.127510,0.143793,0.020008,0.204924,0.061937,-0.027265,0.181767,0.118208,0.429060,-0.128491,-0.132726,0.407058,0.124168
16.006001,0.052749,0.143893,0.010668,-0.028429,0.091391,0.034050,-0.041045,0.166941,-0.078826,-0.205534,-0.258643,-0.260346,-0.189347,-0.065278
16.006100,-0.054215,0.000031,0.018322,0.012982,-0.089282,-0.174089,0.088822,0.029477,0.127753,-0.394993,-0.047575,-0.038402,-0.352859,0.113941
16.006199,-0.016751,-0.072917,-0.111760,0.043089,0.006063,-0.060327,0.134415,-0.149092,0.150431,-0.060623,-0.344123,-0.359486,-0.059116,0.134743
16.006302,-0.062804,-0.016296,-0.042242,-0.130634,-0.075525,-0.029597,0.008114,-0.275371,-0.186939,-0.219449,0.177537,0.171409,-0.193689,-0.174755
16.006401,-0.007602,-0.047155,0.054187,-0.101373,0.011794,-0.028734,-0.016836,0.210964,0.011632,0.088585,0.126368,0.129938,0.073892,0.003870
16.006500,0.023018,-0.003950,0.018536,0.122425,0.081395,-0.127033,-0.048021,-0.093361,0.219597,-0.002655,0.249210,0.254044,0.002826,0.202619
16.006599,0.107155,0.110611,0.015468,0.093898,0.056443,0.058195,0.042351,0.097942,0.346372,-0.128779,0.189983,0.183206,-0.117425,0.331623
16.006699,0.131282,0.029174,-0.014277,-0.056914,0.042599,0.135052,0.008221,-0.063633,-0.161946,-0.224838,-0.065339,-0.070227,-0.211279,-0.144402
16.006802,-0.006487,0.023987,0.013516,0.009069,-0.151981,-0.047609,0.102565,0.103673,-0.316433,-0.049455,-0.075167,-0.067414,-0.041938,-0.291824
16.006901,-0.038280,-0.068177,0.074725,-0.051125,-0.036850,-0.032097,0.137400,0.153181,-0.015858,-0.280106,-0.340991,-0.343280,-0.269577,-0.021305
16.007000,-0.031667,-0.069291,-0.144309,-0.035877,-0.074729,-0.092257,0.067157,-0.189253,-0.210131,0.115043,0.150588,0.155428,0.114018,-0.196223
16.007099,-0.022890,0.068970,-0.066300,0.113437,0.006017,0.099042,0.048040,0.013328,0.095338,0.134891,0.117084,0.110141,0.123799,0.092007
16.007198,0.037725,0.063903,0.154428,0.053291,-0.075985,0.132105,-0.080555,0.218825,0.042238,0.271072,-0.093238,-0.084201,0.245895,0.043212
16.007301,0.102688,0.003687,0.087210,0.020060,0.040829,0.015662,-0.199445,0.296149,-0.109135,0.164028,-0.102112,-0.105655,0.155143,-0.101289
16.007401,0.008432,-0.026782,-0.060424,-0.112901,0.098234,0.004428,0.174241,-0.158515,-0.199964,-0.078988,-0.051294,-0.042476,-0.069848,-0.185884
