rubber_content,temperature,specimen_condition,particle_count_per_mm3,mean_particle_diameter_um,std_particle_diameter_um,min_particle_diameter_um,max_particle_diameter_um,particle_volume_fraction,particle_sphericity,particle_aspect_ratio,degradation_level,particle_integrity,interface_quality,internal_void_fraction,particle_surface_area_mm2_per_mm3,volume_change_percent,fragmentation_index,thermal_expansion_strain,specimen_id,segmentation_method,particle_identification_accuracy
5,20,before_heating,250,2000.0,1139.6780288727919,504.63073917728707,6879.116224569948,0.05,0.8,1.2,0.0,1.0,1.0,0.0,3141.592653589793,0.0,1.0,0.0,RUB_5_20_before,machine_learning_watershed,0.95
5,100,before_heating,250,2000.0,1392.2734306100729,533.5940157738181,12418.363173712018,0.05,0.8,1.2,0.0,1.0,1.0,0.0,3141.592653589793,0.0,1.0,0.0,RUB_5_100_before,machine_learning_watershed,0.95
5,100,after_heating,250,2032.0,1378.84090948985,445.55687848532983,11367.510574595683,0.052438604800000004,0.8,1.2,0.05,0.98,0.98,0.0,3242.9278662239853,4.877209600000001,1.0,0.016,RUB_5_100_after_,machine_learning_watershed,0.945
5,200,before_heating,250,2000.0,1127.3924874877466,497.38137494899667,7488.358338396311,0.05,0.8,1.2,0.0,1.0,1.0,0.0,3141.592653589793,0.0,1.0,0.0,RUB_5_200_before,machine_learning_watershed,0.95
5,200,after_heating,250,2072.0,1313.3079015313917,562.7870715673108,7855.255721368646,0.05559673280000001,0.8,1.2,0.05,0.98,0.98,0.0,3371.8588287273105,11.193465600000007,1.0,0.036,RUB_5_200_after_,machine_learning_watershed,0.945
5,300,before_heating,250,2000.0,1138.6301485060783,370.5947575327933,6618.029285830218,0.05,0.8,1.2,0.0,1.0,1.0,0.0,3141.592653589793,0.0,1.0,0.0,RUB_5_300_before,machine_learning_watershed,0.95
5,300,after_heating,250,2486.4,1533.7992410051565,461.40507445000947,10001.770967227643,0.0475,0.8,1.2,0.2,0.85,0.7083333333333334,0.0,4855.476713367328,-5.000000000000004,1.0,0.24320000000000006,RUB_5_300_after_,machine_learning_watershed,0.9299999999999999
5,400,before_heating,250,2000.0,1343.643112992702,572.538148485628,11231.44603823728,0.05,0.8,1.2,0.0,1.0,1.0,0.0,3141.592653589793,0.0,1.0,0.0,RUB_5_400_before,machine_learning_watershed,0.95
5,400,after_heating,500,1733.3333333333335,1038.9380499840167,416.1816967765391,7556.830782633288,0.04000000000000001,0.6000000000000001,1.4,0.41666666666666663,0.55,0.275,0.04629629629629629,4719.370297392668,-19.99999999999999,2.0,-0.13333333333333325,RUB_5_400_after_,machine_learning_watershed,0.9083333333333333
5,500,before_heating,250,2000.0,1319.0050226926724,392.09378928802715,9609.604919666202,0.05,0.8,1.2,0.0,1.0,1.0,0.0,3141.592653589793,0.0,1.0,0.0,RUB_5_500_before,machine_learning_watershed,0.95
5,500,after_heating,1000,1200.0,724.2943622002307,178.52899877674767,5451.15262243981,0.020000000000000004,0.4,1.8,0.75,0.15000000000000002,0.03,0.25,4523.893421169301,-60.0,4.0,-0.4,RUB_5_500_after_,machine_learning_watershed,0.875
5,600,before_heating,250,2000.0,1171.7272058327158,528.3574987490365,8319.076054928983,0.05,0.8,1.2,0.0,1.0,1.0,0.0,3141.592653589793,0.0,1.0,0.0,RUB_5_600_before,machine_learning_watershed,0.95
5,600,after_heating,1500,933.3333333333334,581.1427784630597,164.30213675390118,4751.403665134928,0.015000000000000003,0.4,2.0,0.8333333333333334,0.11666666666666667,0.023333333333333327,0.33333333333333337,4105.014400690663,-70.0,6.0,-0.5333333333333332,RUB_5_600_after_,machine_learning_watershed,0.8666666666666666
5,700,before_heating,250,2000.0,1219.826803305317,354.5706074108851,8496.364420652366,0.05,0.8,1.2,0.0,1.0,1.0,0.0,3141.592653589793,0.0,1.0,0.0,RUB_5_700_before,machine_learning_watershed,0.95
5,700,after_heating,2000,666.6666666666666,401.71296543832085,119.78093322603084,4106.712564173414,0.010000000000000004,0.4,2.0,0.9166666666666666,0.08333333333333333,0.016666666666666663,0.3666666666666667,2792.526803190927,-80.0,8.0,-0.6666666666666667,RUB_5_700_after_,machine_learning_watershed,0.8583333333333333
5,800,before_heating,250,2000.0,1180.606544876975,690.3104090773462,7279.91295236656,0.05,0.8,1.2,0.0,1.0,1.0,0.0,3141.592653589793,0.0,1.0,0.0,RUB_5_800_before,machine_learning_watershed,0.95
5,800,after_heating,2500,399.9999999999999,238.0169099601109,65.44313394211721,1939.7420524583242,0.0050000000000000044,0.4,2.0,1.0,0.04999999999999999,0.009999999999999995,0.4,1256.6370614359166,-89.99999999999999,10.0,-0.8,RUB_5_800_after_,machine_learning_watershed,0.85
10,20,before_heating,500,2000.0,1211.4504206663064,476.7098784059786,7629.361191016851,0.1,0.8,1.2,0.0,1.0,1.0,0.0,6283.185307179586,0.0,1.0,0.0,RUB_10_20_before,machine_learning_watershed,0.95
10,100,before_heating,500,2000.0,1194.7165848164213,585.6915877146203,7469.8572121296575,0.1,0.8,1.2,0.0,1.0,1.0,0.0,6283.185307179586,0.0,1.0,0.0,RUB_10_100_before,machine_learning_watershed,0.95
10,100,after_heating,500,2032.0,1390.5534778294998,376.65790898762975,12013.208183628713,0.10487720960000001,0.8,1.2,0.05,0.98,0.98,0.0,6485.855732447971,4.877209600000001,1.0,0.016,RUB_10_100_after_,machine_learning_watershed,0.945
10,200,before_heating,500,2000.0,1188.7719112536695,546.6312649716809,10638.263910169686,0.1,0.8,1.2,0.0,1.0,1.0,0.0,6283.185307179586,0.0,1.0,0.0,RUB_10_200_before,machine_learning_watershed,0.95
10,200,after_heating,500,2072.0,1269.9379113864002,368.33356445840036,10054.886944240207,0.11119346560000001,0.8,1.2,0.05,0.98,0.98,0.0,6743.717657454621,11.193465600000007,1.0,0.036,RUB_10_200_after_,machine_learning_watershed,0.945
10,300,before_heating,500,2000.0,1360.6482686010547,469.13493626888595,14198.633771952245,0.1,0.8,1.2,0.0,1.0,1.0,0.0,6283.185307179586,0.0,1.0,0.0,RUB_10_300_before,machine_learning_watershed,0.95
10,300,after_heating,500,2486.4,1524.901492608342,577.103083774159,11040.172996334399,0.095,0.8,1.2,0.2,0.85,0.7083333333333334,0.0,9710.953426734655,-5.000000000000004,1.0,0.24320000000000006,RUB_10_300_after_,machine_learning_watershed,0.9299999999999999
10,400,before_heating,500,2000.0,1209.249896607646,498.5562861170494,11052.730392978263,0.1,0.8,1.2,0.0,1.0,1.0,0.0,6283.185307179586,0.0,1.0,0.0,RUB_10_400_before,machine_learning_watershed,0.95
