id,value
1.000000,241.656435
2.000000,413.213405
3.000000,580.708485
4.000000,724.917466
5.000000,824.320999
6.000000,863.817140
7.000000,841.080509
8.000000,767.607992
9.000000,664.162556
10.000000,552.855160
11.000000,450.081040
12.000000,364.610469
13.000000,301.321269
14.000000,265.636681
15.000000,263.780395
16.000000,299.487970
17.000000,371.375173
18.000000,474.040762
19.000000,602.430573
20.000000,755.350497
21.000000,229.859863
22.000000,346.295008
23.000000,466.563072
24.000000,574.747692
25.000000,653.363953
26.000000,689.888093
27.000000,681.325872
28.000000,635.277203
29.000000,567.321512
30.000000,495.728134
31.000000,435.442925
32.000000,394.132398
33.000000,372.735052
34.000000,369.433433
35.000000,382.659314
36.000000,411.269708
37.000000,454.132282
38.000000,511.438967
39.000000,587.117218
40.000000,688.569481
41.000000,201.674307
42.000000,258.672086
43.000000,320.028741
44.000000,379.008663
45.000000,428.738215
46.000000,463.277208
47.000000,478.632738
48.000000,473.694194
49.000000,451.030832
50.000000,417.415801
51.000000,383.551032
52.000000,361.496064
53.000000,358.503736
54.000000,371.663807
55.000000,391.079920
56.000000,408.528590
57.000000,423.734178
58.000000,446.315631
59.000000,491.844333
60.000000,571.023382
61.000000,351.797871
62.000000,386.921668
63.000000,413.582845
64.000000,438.464332
65.000000,468.080091
66.000000,504.540521
67.000000,543.290039
68.000000,573.891851
69.000000,583.767171
70.000000,563.646104
71.000000,512.790192
72.000000,441.949323
73.000000,371.920438
74.000000,324.529633
75.000000,307.668676
76.000000,315.905739
77.000000,351.845874
78.000000,427.780746
79.000000,543.611974
80.000000,682.187765
81.000000,1046.185256
82.000000,1159.194820
83.000000,1241.508880
84.000000,1301.447068
85.000000,1348.842122
86.000000,1388.242903
87.000000,1415.000597
88.000000,1416.027601
89.000000,1375.125247
90.000000,1280.896216
91.000000,1134.122020
92.000000,951.542879
93.000000,764.213591
94.000000,610.548526
95.000000,526.126590
96.000000,533.896014
97.000000,638.483492
98.000000,825.466356
99.000000,1065.650689
100.000000,1323.720066
101.000000,1085.303749
102.000000,1205.465626
103.000000,1293.864496
104.000000,1358.223832
105.000000,1407.943294
106.000000,1447.344075
107.000000,1471.777361
108.000000,1468.383218
109.000000,1421.396053
110.000000,1320.014709
111.000000,1165.721694
112.000000,975.994553
113.000000,782.589421
114.000000,624.516009
115.000000,537.780726
116.000000,545.550150
117.000000,652.450974
118.000000,843.842186
119.000000,1090.102362
120.000000,1355.319740
121.000000,457.721987
122.000000,513.465206
123.000000,557.860950
124.000000,595.702893
125.000000,632.152026
126.000000,668.612456
127.000000,700.528601
128.000000,718.169956
129.000000,710.310708
130.000000,669.570220
131.000000,597.488979
132.000000,507.303885
133.000000,422.194715
134.000000,365.503994
135.000000,344.735458
136.000000,352.972521
137.000000,392.820235
138.000000,478.055023
139.000000,608.966536
140.000000,766.886551
141.000000,381.458885
142.000000,464.770743
143.000000,550.526920
144.000000,628.068849
145.000000,687.780662
146.000000,722.319655
147.000000,727.692924
148.000000,704.192374
149.000000,657.129489
150.000000,597.200379
151.000000,539.777990
152.000000,501.154924
153.000000,490.221578
154.000000,501.839733
155.000000,521.944946
156.000000,539.393616
157.000000,553.910103
158.000000,578.033472
159.000000,631.503193
160.000000,727.250340
161.000000,540.039512
162.000000,677.834764
163.000000,820.862747
164.000000,947.771324
165.000000,1036.867423
166.000000,1073.391562
167.000000,1054.349505
168.000000,989.576877
169.000000,898.861268
170.000000,805.907783
171.000000,730.757240
172.000000,683.609628
173.000000,664.013273
174.000000,665.879406
175.000000,683.068454
176.000000,711.678848
177.000000,750.578256
178.000000,802.717187
179.000000,876.594448
180.000000,983.883795
181.000000,708.454522
182.000000,897.186769
183.000000,1085.337154
184.000000,1247.651159
185.000000,1357.518906
186.000000,1397.015047
187.000000,1363.814202
188.000000,1272.236661
189.000000,1148.135920
190.000000,1019.653248
191.000000,907.985226
192.000000,823.263526
193.000000,767.663901
194.000000,741.459895
195.000000,745.832655
196.000000,781.540230
197.000000,847.198387
198.000000,940.383394
199.000000,1061.083629
200.000000,1213.254683
