case_id,regime,pipe_diameter_m,pipe_roughness_m,inclination_deg,pressure_Pa,temperature_K,rho_g_kg_m3,mu_g_Pa_s,c_g_m_s,rho_l_kg_m3,mu_l_Pa_s,c_l_m_s,sigma_N_m,U_g_m_s,U_l_m_s,alpha_gas,rho_mix_kg_m3,mu_mix_Pa_s,c_mix_m_s,frequency_Hz,propagation_length_m,source_level_dB,transmitted_level_dB,attenuation_db_per_m,attenuation_np_per_m,alpha_tv_np_per_m,alpha_sc_np_per_m,alpha_leak_np_per_m,Re_g,Re_l,We_l,Fr_l,Bo,leak_present,leak_density_per_m,leak_diameter_m,Mach_mix
1,stratified_wavy,0.0858527046648876,0.00011757168342655205,-3.3431271631121917,655977.5712563236,320.32859015235005,7.13404323543396,1.9408931235578804e-05,358.790259796061,991.846422954295,0.0005713410197290472,1550.0,0.06792321147714749,12.383168828923708,0.7982243767977069,0.6,401.0189951229784,7.508602869108245e-05,61.772422164718535,3958.5834833326526,92.2509244797297,104.99617021866766,0.0,182.03668615637295,20.95748171268397,2.5062236710747444e-05,20.95745665044726,0.0,390768.80898923136,118967.40644342954,798.78550288137,0.8697881609755922,1048.2579305132542,False,0.0,0.0,0.12544742097711162
1,stratified_wavy,0.06877778660381853,0.00013436697350288867,-0.27414370793505416,880342.7852728107,331.6358476749511,9.247679915550703,1.9923330247196423e-05,365.0677993265533,988.4542456975147,0.0004740397397657422,1550.0,0.06622712284875733,7.859213819074898,0.5800499562514602,0.5983282431084671,402.56730155291655,7.11613461860589e-05,71.51963333382118,4481.372793681173,93.95016010267243,148.11071743152485,0.0,21.60123451301043,2.4869024306942697,1.9538079851469094e-05,2.4676641932673697,0.019218699347048576,250898.55220550144,83186.99068020651,345.381980191338,0.7061659892876888,686.125921001085,True,1.3938703566983806,0.002108968753113824,0.06900733479095372
2,stratified_wavy,0.041496687906962856,0.0001830684119971917,4.46334872059661,956678.3712483342,299.4552615368664,11.129520559097037,1.8435223573722783e-05,346.9035686668854,998.1084215389401,0.0008645262358339139,1502.0684153790323,0.07105421076947004,11.558763494011156,0.9064349053072259,0.5859607738979163,419.7775008998763,9.069047675172599e-05,73.77545682494599,2658.599249196255,42.98610023928263,108.84918035340223,0.0,13.245337844619941,1.5249064983444556,7.65671485008681e-06,1.5248988416296054,0.0,289569.52874018275,43425.97702352481,478.93279544330096,1.4206771657459,234.64641601565367,False,0.0,0.0,0.09689240726655864
3,stratified_wavy,0.07417801378534455,0.00012930012449501244,-1.9432648190089594,128905.69387686228,305.9809767935283,1.4676419710005453,1.874311248071161e-05,350.66305072535835,996.1507069619415,0.0007510683094011283,1524.9084187773492,0.07007535348097074,13.67848955976583,0.6119861167389888,0.6,399.34086796737694,8.203077260717051e-05,27.443612982865513,4177.450514504748,8.594011787487988,146.9456554209299,0.0,103.99774124973558,11.973030307360762,0.00034918994272056244,11.972681117418041,0.0,79449.60734508753,60209.133922746165,394.9281499493739,0.7174133701255457,766.1941553920035,False,0.0,0.0,0.3079728674147988
4,stratified_wavy,0.029087411372525063,0.0001008802158510799,4.794606371132748,630086.5427485136,284.58632399968377,7.713094050722108,1.7721320644514526e-05,338.18146907504104,1000.0,0.0012490858974045411,1450.0271339988933,0.07328455140004743,8.426882830398398,1.5460710822037962,0.3770657547563154,625.8425888734265,0.0002510374463587573,61.11848253181474,2527.9189057681956,17.341834308771368,123.65102681812039,0.0,34.57896487553564,3.9809998705429015,2.2605384301308178e-05,3.9809772651586,0.0,106685.29730615148,36003.29302626177,948.7494860729901,2.894292485001651,112.38386923443076,False,0.0,0.0,0.06774692999319092
5,stratified_wavy,0.14492764624296933,6.55717868700471e-05,1.6399937030452785,368074.0475744134,315.5437980677445,4.063665923567042,1.91885498629883e-05,356.100528123007,993.2818605796766,0.0006228031394943059,1550.0,0.06864093028983832,8.81107234574736,0.3429040338728402,0.6,399.7509437860109,7.71908121428969e-05,46.34789179799226,621.1065544020377,3.787794346957062,144.79364562027015,129.8686281236363,3.940292457700062,0.4536371698940896,1.5064277133165908e-06,0.4536356634663763,0.0,270430.6102539801,79258.44441891988,246.5958540878184,0.28758251071863294,2969.4801061088547,False,0.0,0.0,0.11702376981108999
6,stratified_wavy,0.09509713387934284,7.698495486142225e-05,1.524203138986735,627146.7028617375,348.4641468082534,6.269797172137128,2.067292060162294e-05,374.2155617793477,983.405755957524,0.0003727613530596186,1550.0,0.06370287797876198,8.633355586504972,0.5539802259234092,0.6,397.1241806862919,6.573754086236891e-05,60.695432065478855,348.4426757736259,41.715169975172756,107.52620684648817,100.09284942629644,0.17819314711208836,0.02051498354963025,1.8097212794259682e-07,0.02051480257750231,0.0,248999.63574099186,138983.60024306813,450.53615322061347,0.5735562880014916,1360.8172493786383,False,0.0,0.0,0.088995254806738
7,stratified_wavy,0.09002539853606008,0.00015723027572058624,-1.8363536942529146,494646.86128869234,310.17534069416257,5.555593211163464,1.8939315544442757e-05,353.0583013678663,994.8923977917513,0.0006900529762844841,1539.5886924295692,0.06944619889587561,1.3364242631122643,1.4129630727785767,0.16134404364542212,835.2687972134784,0.00038631429622680325,71.62932326199294,4035.6533765493496,93.32362944205813,123.22950408355341,0.0,7.3937451876377605,0.8512255569465531,4.126668718623932e-05,0.7043513428923153,0.14683294736705155,35291.94251278425,183395.86669065012,2574.8640808596633,1.503535829531456,1132.6475724276015,True,1.8458736569195884,0.005633689362855921,0.019553639877460394
8,stratified_wavy,0.19630732547680543,0.00018601095939312507,2.38524058435463,544001.4025658676,322.2954523442021,5.880148453313708,1.9499049833346407e-05,359.890085211533,991.2563642967393,0.0005521652055920823,1550.0,0.06762818214836967,1.6838562470752374,1.5335222049567356,0.17859747716319677,815.2706580904859,0.0003039034090047074,72.26970996428722,3607.5156071280494,82.78478855757606,115.15901248622043,0.0,10.803979350365958,1.2438382857893113,2.5876836054756538e-05,1.2438124089532565,0.0,99681.91211827922,540435.0747523779,6766.668779946078,1.1050636972903787,5508.284731601687,False,0.0,0.0,0.021590947111617284
9,stratified_wavy,0.06011151732839577,0.00018178902905878065,1.3113557768499486,639109.4412672122,292.63208925726514,7.6084419956828295,1.810979565214701e-05,342.9286481322567,1000.0,0.0010144930568269123,1478.187312400428,0.07207768661141022,1.4505869077048423,1.7597679830642527,0.15975881083922921,841.4567048063404,0.0005332576248465943,81.49597725543147,1639.0349322183945,25.03431710491901,145.03005217883253,121.8193791841772,0.9271542298269709,0.10674121918339523,6.332907067104739e-06,0.10673488627632813,0.0,36633.9398614695,104271.1163926388,2582.6626104547568,2.2916171459876753,488.05257719527845,False,0.0,0.0,0.020987214826199876
