event_id,time_hours,amplitude_dB,duration_us,location_mm,event_type,energy
0,730.4188645265116,23.31017729743782,7.5327016382560315,63.31742887187729,crack_propagation,0.17558861071644843
1,733.1704099679878,18.945826729873783,9.263047168318074,77.28101718582614,crack_propagation,0.17549608664160224
2,898.113430622735,23.05954546366509,7.754770429242221,94.65768983165859,crack_initiation,0.17882148127339664
3,761.5851884315181,28.604261574692217,11.414653081757539,72.84253753342797,crack_propagation,0.32650772253495924
4,989.0655570707829,28.88634353142007,4.1006837333012225,26.016236252221425,crack_initiation,0.11845375903384528
5,946.2105828613172,20.293560940394197,4.786254798695228,79.99210091021094,crack_initiation,0.09713015343357577
6,812.541866951467,11.302284616056804,3.548482679729192,58.10304601492577,crack_initiation,0.04010596120144727
7,979.4985396669892,14.803880538933003,10.18668376888327,96.51434290444185,crack_initiation,0.15080244960243572
8,866.0518357511629,6.23957180619137,7.4035558153952055,3.563008202186435,crack_initiation,0.04619501813130409
9,644.5141727846982,65.40998201466601,9.484336857622928,44.052901694716496,crack_propagation,0.6203703032781497
10,685.7662409585532,13.345021909164831,10.114793612027652,2.856312722977006,delamination,0.1349821423591895
11,543.4896825473338,22.78254009886712,10.084066729467898,62.37626915269231,crack_initiation,0.22974065462375418
12,602.4987533615714,18.39904282893415,11.227350704617113,24.73285274890593,crack_propagation,0.20657250646971426
13,977.3316269828524,20.809955978267112,7.278559990536803,49.11680020257353,crack_initiation,0.15146651298824715
14,778.8731263950707,55.284457038202454,8.648006586589139,74.84712682582656,crack_initiation,0.4781003486023791
15,790.6140769607664,10.467738042078011,7.121053002944801,94.41250236694727,crack_propagation,0.07454131741857915
16,686.3475531452311,28.09030718210263,9.082021125620427,13.703788141689078,delamination,0.2551167632530233
17,773.7188970441978,32.98094520380274,8.100330231589593,99.94340180172406,delamination,0.2671565475007631
18,957.4569781676967,36.99200931598118,5.175715828463206,73.06889144481059,delamination,0.19146012814338215
19,634.3424308623312,14.339010811388718,5.519050894881265,79.51384344934854,crack_propagation,0.07913773045030705
20,969.7957979226712,17.583744924122232,6.520601613287558,90.12499999918401,delamination,0.11465659551986833
21,963.1386362664265,12.935094604396149,6.21651235972526,33.747599775265,delamination,0.08041117548244418
22,952.1444017855895,52.005239704733604,2.10795268940018,17.67227507004098,crack_propagation,0.10962458489849423
23,850.622389354269,20.638826023194078,2.38294754330915,83.82384926276244,crack_propagation,0.049181239768755276
24,670.1793327392771,16.16097652781841,11.95480153699339,19.018119147784706,crack_propagation,0.19320126703407764
25,576.0210279303293,18.36212252602537,3.796790169929976,52.896217916451405,delamination,0.06971712630586291
26,683.5573524329121,25.31495485559612,5.801054085331037,1.2685763674302075,delamination,0.14685342228502665
27,786.3256982160581,143.113244137952,12.460198948201171,6.451251324299811,crack_initiation,1.7832194940813668
28,776.7828120759559,17.658718733405887,10.514146697938184,19.623568322091643,crack_initiation,0.18566635926065866
29,945.3346064234345,14.031854827834893,6.819343389163532,41.66736154757845,crack_initiation,0.09568803645789828
30,788.974919941545,9.286177046603848,5.515260816410842,79.46294623283976,delamination,0.051215688399387956
31,794.2628738046567,51.919391577650494,6.291366761850626,80.7210556934179,crack_initiation,0.3266439344671377
32,629.2493730463858,12.189185783045906,13.991022520460545,68.79421643142311,crack_propagation,0.17053917279667277
33,987.9380215815628,30.555238778491944,5.3636394878063225,85.10021270643423,crack_propagation,0.1638872852716704
34,737.8123660884262,24.940301757643116,3.697473889155268,94.17743386205252,crack_initiation,0.09221611453653865
35,922.9509863429362,23.690603646330196,12.534236143194637,5.281422056878082,crack_propagation,0.2969436204779306
36,954.048647112212,28.70033707144961,5.673950756466855,98.12073651291733,delamination,0.16284429923740523
37,736.5805724856377,13.533523708815872,4.781667475188303,59.760435366615205,crack_initiation,0.06471281014313464
38,836.672029117911,42.51843180789171,9.041365246123663,55.014606400703094,delamination,0.38442467166755095
39,848.5367830710886,29.017329739193574,11.37767870110944,76.83275197380954,crack_propagation,0.33014985453669227
40,904.8367714867506,7.798783441319584,8.964306541674185,41.59805305650145,crack_propagation,0.06991068542012145
41,958.0575970247762,23.044802929064048,7.65689896589283,71.26005054849138,delamination,0.17645172771675458
42,861.1076172129777,33.79197949163711,4.461699719185434,94.72475139491652,delamination,0.15076966540855724
43,960.748922691506,9.938029988316277,3.662716139179461,66.78340995033028,delamination,0.03640018282985549
44,934.5465206714779,26.919905389309562,7.367768747439043,6.9045231218159975,crack_initiation,0.19833963761137086
45,873.1842619321874,31.701576681185,7.002581173016121,62.87358309625405,crack_propagation,0.22199286402259297
46,864.1512780973051,21.62749963796665,10.429428050770122,29.6272796737157,delamination,0.22556245139223002
47,810.6396156754787,6.56418623332459,4.325744585693707,20.20823300017629,delamination,0.028394993058289013
48,993.5822486861368,12.770935898013871,6.413547813598469,8.921788259337514,crack_propagation,0.08190700800631306
49,890.2076464570372,9.440582106147348,4.999843369012746,49.298572640027125,delamination,0.0472014318430412
50,934.97686069351,10.414114397457343,8.089469522370523,3.90758761267469,crack_initiation,0.08424466102071124
51,931.5643756695853,15.013760239912537,8.562494713907252,22.080100249847078,crack_propagation,0.12855524269012197
52,882.5385251774458,21.702279360743503,9.11126224578903,98.15186113918585,crack_initiation,0.19773515858710877
53,942.3767147891783,17.504180680836104,12.924481896847574,55.564358348665486,delamination,0.22623246632861527
