x_norm,y_norm,sigma_MPa
0.564596,0.935617,-10.489267
0.091227,0.002977,5.345308
0.015663,0.596606,-6.587864
0.164687,0.610145,-2.916421
0.550345,0.962817,-3.603470
0.336149,0.688656,1.050386
0.690963,0.292316,-7.931160
0.076769,0.085753,6.491666
0.775069,0.496426,-6.541507
0.672005,0.584797,-4.772720
0.236433,0.672453,-0.329700
0.974372,0.391243,14.774683
0.043244,0.480635,-3.113254
0.353101,0.381409,-8.865874
0.355702,0.954793,4.786433
0.580920,0.849579,-0.958426
0.110069,0.527725,-8.701475
0.022236,0.877661,-3.185495
0.443544,0.658474,4.987601
0.234037,0.172323,-3.366600
0.351787,0.559135,-0.789841
0.564824,0.011855,4.274031
0.460768,0.517532,-4.984139
0.613289,0.653648,-8.032647
0.783794,0.741714,2.638842
0.670697,0.710488,5.732207
0.719200,0.144617,3.423058
0.455541,0.132578,-1.328387
0.262531,0.331881,8.381213
0.324613,0.707183,-1.181939
0.284514,0.830664,5.028701
0.671482,0.538238,4.874806
0.093186,0.092334,3.085923
0.155357,0.361853,4.841552
0.066132,0.023304,5.884771
0.049624,0.795380,-2.903727
0.302174,0.736809,1.476946
0.502626,0.218156,-4.738088
0.372970,0.915681,-0.051198
0.808743,0.468599,1.816453
0.088829,0.177450,4.737180
0.397923,0.101351,6.937193
0.726750,0.470916,3.710396
0.973956,0.329720,-0.515110
0.419909,0.749455,5.912940
0.400734,0.113337,-1.431816
0.138229,0.842859,-5.620113
0.704144,0.864195,0.884041
0.299522,0.967890,-0.459603
0.468397,0.736288,-1.465901
0.811554,0.762848,-1.378138
0.079433,0.851869,5.211371
0.910434,0.191374,3.662883
0.551102,0.645548,1.565457
0.339089,0.034519,0.928214
0.475274,0.363694,3.149997
0.574143,0.240892,-0.023069
0.771582,0.818889,-0.406251
0.172873,0.528151,1.678085
0.088737,0.677534,-8.268903
0.113596,0.696266,8.212350
0.979050,0.800725,0.388447
0.713033,0.154141,-5.966681
0.322488,0.202107,-2.518542
0.469086,0.404909,-2.240949
0.845171,0.229803,2.090628
0.015261,0.843485,0.533725
0.948075,0.533888,3.636706
0.802135,0.968007,3.872183
0.272024,0.859639,6.746373
0.388363,0.982477,3.523670
0.732836,0.293906,0.560880
0.475932,0.479449,1.992844
0.331816,0.211286,-6.116471
0.232089,0.048617,0.077829
0.087525,0.580229,6.726851
0.606125,0.473375,1.452891
0.232073,0.003996,2.251915
0.187848,0.666901,6.968451
0.379593,0.118911,2.029759
0.010850,0.284783,-1.708801
0.657771,0.283052,-1.220675
0.787995,0.444742,1.122730
0.332151,0.087845,4.087543
0.110458,0.092898,-4.396793
0.537258,0.135526,-1.360582
0.455511,0.431526,6.220707
0.224477,0.666539,-1.861738
0.053167,0.150391,-4.232229
0.261760,0.988104,3.445878
0.856122,0.079980,6.486674
0.945890,0.956738,-5.204714
0.548757,0.415911,-5.591188
0.840840,0.761782,3.451698
0.767314,0.521811,-1.479053
0.361118,0.928044,2.336942
0.813317,0.757162,1.029257
0.587218,0.285844,0.071307
0.071632,0.868339,18.945736
0.363417,0.217711,-6.710110
0.065966,0.394194,-2.369795
0.124771,0.055784,2.162236
0.002558,0.379261,-0.528553
0.499682,0.001317,6.101385
0.794208,0.527426,-4.900417
0.117071,0.344163,0.181505
0.799503,0.109343,5.059801
0.129973,0.154563,0.987344
0.060293,0.054945,-0.459753
0.016725,0.468101,1.077387
0.351979,0.315211,0.998147
0.892549,0.086533,2.557956
0.767439,0.572386,0.468207
0.201748,0.093329,-8.665526
0.766521,0.759845,-1.435751
0.429844,0.012426,7.016683
0.092557,0.215167,3.112670
0.319294,0.811426,3.913728
0.023839,0.024930,3.691383
0.921549,0.853497,5.557368
0.745344,0.044956,-4.852675
0.709110,0.375669,3.162286
0.221275,0.240371,-4.533856
0.288854,0.864024,-0.706685
0.302895,0.400396,-4.370206
0.727699,0.378955,-7.197497
0.243952,0.177199,3.661750
0.964113,0.683147,3.216604
0.255642,0.648820,-1.991827
0.479181,0.960122,0.224016
0.143892,0.266524,3.985663
0.701845,0.341429,-3.848649
0.481902,0.692423,5.596345
0.715533,0.652256,-2.872390
0.436495,0.271943,-4.288746
0.431798,0.600181,5.822042
0.007003,0.897085,10.777469
0.224995,0.079863,-4.519120
0.684909,0.662654,2.366597
0.137041,0.843031,-1.831182
0.963999,0.063653,1.961871
0.853702,0.190357,0.409089
0.416687,0.551918,8.159688
0.241566,0.172923,-2.430325
0.036744,0.273617,3.811538
0.853703,0.207343,-0.168122
0.314671,0.932857,-8.142171
0.954142,0.987968,-1.898409
0.788440,0.021662,4.222842
0.357728,0.091880,4.740160
0.432831,0.629452,-10.789919
0.404881,0.214301,1.953737
0.915619,0.600561,5.694082
0.152335,0.884437,-1.646114
0.276327,0.900886,-2.310175
0.061873,0.916688,-4.086776
0.398492,0.594786,8.783409
0.410833,0.073402,3.293306
0.873106,0.608621,7.190717
0.820800,0.200329,2.122963
0.579541,0.190631,-7.229339
0.633682,0.996174,2.897578
0.129819,0.754832,7.553522
0.509506,0.486693,7.969528
0.258853,0.742443,3.682368
0.126540,0.560533,6.332862
0.267835,0.764942,1.384836
0.754024,0.441763,0.526919
0.005243,0.663654,-4.330944
0.020266,0.448264,3.820954
0.625587,0.571115,5.734611
0.316522,0.629889,-1.837288
0.712869,0.004567,-0.885631
0.012137,0.215199,-0.593486
0.311846,0.987252,-5.486351
0.146343,0.876983,1.914034
0.886289,0.679782,-4.322749
0.747701,0.862808,0.137043
0.358648,0.508788,1.957618
0.276457,0.687146,-2.910782
0.319277,0.368136,-2.406200
0.989580,0.546023,-8.244117
0.906123,0.891638,-0.810531
0.974353,0.099346,4.464778
0.895236,0.939869,7.743612
0.937262,0.482189,-1.095534
0.222422,0.624449,0.004881
0.069491,0.185887,2.585679
0.913785,0.998206,1.444109
0.947214,0.785918,-1.692469
0.680318,0.650819,-3.546040
0.720186,0.320566,4.296978
0.225607,0.830731,1.065732
0.856059,0.416142,7.158359
0.307285,0.050678,5.856121
0.901155,0.117705,2.827355
0.879283,0.178597,5.156747
0.066997,0.800220,-1.632035
0.201214,0.064347,-4.388258
0.580658,0.132517,2.968008
