x_mm,y_mm,z_m
-22.501909,-27.944276,-1.012638669e-07
-21.787563,-27.944276,-1.385125296e-07
-21.073217,-27.944276,-3.475692241e-07
-20.358870,-27.944276,-2.594927487e-07
-19.644524,-27.944276,-3.628476153e-07
-18.930178,-27.944276,-2.280156998e-07
-18.215831,-27.944276,-3.770047118e-07
-17.501485,-27.944276,-2.005530381e-07
-16.787139,-27.944276,-2.544820297e-07
-16.072792,-27.944276,-1.948259975e-07
-15.358446,-27.944276,-3.047753980e-07
-14.644100,-27.944276,-4.352721213e-07
-13.929753,-27.944276,-1.135815346e-07
-13.215407,-27.944276,-3.087703985e-07
-12.501061,-27.944276,-1.544517571e-07
-11.786714,-27.944276,-2.485552451e-07
-11.072368,-27.944276,-2.197218268e-07
-10.358022,-27.944276,-9.418602830e-08
-9.643675,-27.944276,-2.258171769e-07
-8.929329,-27.944276,-9.591926497e-08
-8.214983,-27.944276,-3.549559057e-07
-7.500636,-27.944276,-8.812198572e-08
-6.786290,-27.944276,-1.687872077e-07
-6.071944,-27.944276,-1.325317915e-07
-5.357597,-27.944276,-1.003682751e-07
-4.643251,-27.944276,-5.775533455e-08
-3.928905,-27.944276,7.325988460e-08
-3.214558,-27.944276,-2.854844119e-07
-2.500212,-27.944276,-1.079277418e-07
-1.785866,-27.944276,-1.977969997e-07
-1.071519,-27.944276,-2.290497409e-08
-0.357173,-27.944276,-1.933810259e-07
0.357173,-27.944276,-1.155433958e-07
1.071519,-27.944276,-2.103172888e-07
1.785866,-27.944276,-1.136023680e-07
2.500212,-27.944276,-9.081064889e-08
3.214558,-27.944276,-2.475643476e-07
3.928905,-27.944276,-2.213107976e-07
4.643251,-27.944276,-3.896214114e-07
5.357597,-27.944276,-2.387955394e-07
6.071944,-27.944276,-2.016040338e-07
6.786290,-27.944276,-3.534865956e-07
7.500636,-27.944276,-1.857373991e-07
8.214983,-27.944276,-4.904936730e-07
8.929329,-27.944276,-4.381270504e-07
9.643675,-27.944276,-3.484897161e-07
10.358022,-27.944276,-2.045821239e-07
11.072368,-27.944276,-9.534013142e-08
11.786714,-27.944276,-4.768268242e-08
12.501061,-27.944276,2.982100420e-09
13.215407,-27.944276,1.210462563e-07
13.929753,-27.944276,2.504089592e-08
14.644100,-27.944276,-4.540119950e-08
15.358446,-27.944276,-4.766087609e-08
16.072792,-27.944276,2.722558930e-07
16.787139,-27.944276,-1.999317371e-07
17.501485,-27.944276,-1.512764842e-08
18.215831,-27.944276,1.102150960e-07
18.930178,-27.944276,-2.833715749e-08
19.644524,-27.944276,-1.999611655e-07
20.358870,-27.944276,-1.542780784e-07
21.073217,-27.944276,-9.858848099e-08
21.787563,-27.944276,-8.438268623e-08
22.501909,-27.944276,-3.021761016e-07
-22.501909,-27.057156,-1.789048404e-07
-21.787563,-27.057156,-2.312962906e-07
-21.073217,-27.057156,-1.512636848e-07
-20.358870,-27.057156,-1.297703374e-07
-19.644524,-27.057156,-3.107296891e-07
-18.930178,-27.057156,-4.283352766e-07
-18.215831,-27.057156,-2.484424442e-07
-17.501485,-27.057156,-1.133134925e-07
-16.787139,-27.057156,-2.231520107e-07
-16.072792,-27.057156,-2.675727062e-07
-15.358446,-27.057156,-4.899062387e-08
-14.644100,-27.057156,-3.924729774e-07
-13.929753,-27.057156,-1.985538954e-07
-13.215407,-27.057156,-3.469981679e-07
-12.501061,-27.057156,-2.852938890e-07
-11.786714,-27.057156,-2.804201864e-07
-11.072368,-27.057156,-1.332033233e-07
-10.358022,-27.057156,-3.681690420e-07
-9.643675,-27.057156,-3.107529779e-07
-8.929329,-27.057156,-3.927850134e-07
-8.214983,-27.057156,-1.556115798e-07
-7.500636,-27.057156,-2.191860586e-07
-6.786290,-27.057156,-1.008928776e-07
-6.071944,-27.057156,-2.253130583e-07
-5.357597,-27.057156,-1.363772494e-07
-4.643251,-27.057156,1.198939470e-08
-3.928905,-27.057156,-1.096527428e-07
-3.214558,-27.057156,-3.757825549e-08
-2.500212,-27.057156,-5.977801850e-08
-1.785866,-27.057156,-1.619677537e-07
-1.071519,-27.057156,-2.960993825e-07
-0.357173,-27.057156,-5.322833771e-08
0.357173,-27.057156,-1.447348874e-07
1.071519,-27.057156,-7.256105474e-08
1.785866,-27.057156,-3.815441258e-07
2.500212,-27.057156,-3.570158236e-07
3.214558,-27.057156,-4.206236261e-07
3.928905,-27.057156,-3.116685080e-07
4.643251,-27.057156,-1.404088120e-07
5.357597,-27.057156,-2.090984885e-07
6.071944,-27.057156,-2.865145266e-07
6.786290,-27.057156,-2.804140851e-07
7.500636,-27.057156,-2.172312368e-07
8.214983,-27.057156,-3.090871902e-07
8.929329,-27.057156,-2.094535777e-07
9.643675,-27.057156,-1.922579205e-07
10.358022,-27.057156,-3.720227209e-07
11.072368,-27.057156,-1.335972973e-07
11.786714,-27.057156,9.743454357e-08
12.501061,-27.057156,-2.926063656e-08
13.215407,-27.057156,3.428569124e-08
13.929753,-27.057156,1.076647675e-08
14.644100,-27.057156,3.098838846e-08
15.358446,-27.057156,1.869676571e-07
16.072792,-27.057156,3.145046248e-08
16.787139,-27.057156,-7.010522538e-08
17.501485,-27.057156,-3.121292483e-07
18.215831,-27.057156,-9.647555932e-08
18.930178,-27.057156,-2.769099969e-07
19.644524,-27.057156,-3.027479046e-07
20.358870,-27.057156,-7.804635194e-08
21.073217,-27.057156,-1.168827030e-07
21.787563,-27.057156,-3.994588067e-07
22.501909,-27.057156,-1.295609825e-07
-22.501909,-26.170036,-2.002860754e-07
-21.787563,-26.170036,-3.262456210e-07
-21.073217,-26.170036,-1.796826763e-07
-20.358870,-26.170036,-4.231702042e-07
-19.644524,-26.170036,-3.889285032e-07
-18.930178,-26.170036,-4.200037184e-07
-18.215831,-26.170036,-3.925094641e-07
-17.501485,-26.170036,-1.972278533e-07
-16.787139,-26.170036,-4.199476155e-07
-16.072792,-26.170036,-4.012515567e-07
-15.358446,-26.170036,-3.801843685e-07
-14.644100,-26.170036,-2.648737948e-07
-13.929753,-26.170036,-3.184620396e-07
-13.215407,-26.170036,-1.987887424e-07
-12.501061,-26.170036,-3.557526258e-07
-11.786714,-26.170036,-4.119225864e-07
-11.072368,-26.170036,-3.280882124e-07
-10.358022,-26.170036,-2.637828118e-07
-9.643675,-26.170036,-3.434073440e-07
-8.929329,-26.170036,-1.992470334e-07
-8.214983,-26.170036,-1.702033956e-08
-7.500636,-26.170036,-2.267811304e-07
-6.786290,-26.170036,-1.348780386e-07
-6.071944,-26.170036,2.011451749e-08
-5.357597,-26.170036,-1.631445783e-07
-4.643251,-26.170036,-1.752204805e-07
-3.928905,-26.170036,-2.008285604e-07
-3.214558,-26.170036,-6.023635252e-08
-2.500212,-26.170036,-6.174917167e-08
-1.785866,-26.170036,-1.427928277e-07
-1.071519,-26.170036,-1.377439656e-07
-0.357173,-26.170036,-2.664649407e-08
0.357173,-26.170036,-7.734215265e-08
1.071519,-26.170036,-3.129623956e-07
1.785866,-26.170036,-1.823325298e-07
2.500212,-26.170036,-1.809259084e-07
3.214558,-26.170036,-1.326533666e-07
3.928905,-26.170036,-2.429822510e-07
4.643251,-26.170036,-3.041636605e-07
5.357597,-26.170036,-3.051208478e-07
6.071944,-26.170036,-4.535241733e-07
6.786290,-26.170036,-2.882725958e-07
7.500636,-26.170036,-3.452646510e-07
8.214983,-26.170036,-2.251895035e-07
8.929329,-26.170036,-3.457581028e-07
9.643675,-26.170036,-2.453948236e-07
10.358022,-26.170036,-2.483966747e-07
11.072368,-26.170036,-2.007183789e-07
11.786714,-26.170036,3.071316321e-08
12.501061,-26.170036,-3.871793375e-08
13.215407,-26.170036,8.873811182e-08
13.929753,-26.170036,-4.641795688e-08
14.644100,-26.170036,8.150777067e-08
15.358446,-26.170036,-1.035800349e-07
16.072792,-26.170036,-2.691442481e-10
16.787139,-26.170036,-3.005310462e-08
17.501485,-26.170036,4.459663556e-08
18.215831,-26.170036,-3.420313584e-08
18.930178,-26.170036,-1.104800718e-07
19.644524,-26.170036,-4.883430759e-08
20.358870,-26.170036,-1.497988029e-07
21.073217,-26.170036,-1.445027078e-07
21.787563,-26.170036,-1.409966535e-07
22.501909,-26.170036,-2.310523420e-07
-22.501909,-25.282916,-2.676121486e-07
-21.787563,-25.282916,-2.073616258e-07
-21.073217,-25.282916,-2.869832598e-07
-20.358870,-25.282916,-2.142806796e-07
-19.644524,-25.282916,-1.507648468e-07
