shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0446,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.002,0.21322,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.004,0.38092,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.006,0.61156,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.008,0.73647,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.01,0.89791,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.012,0.90965,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.014,1.11472,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.016,1.1641,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.018,1.27406,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.02,1.30151,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.022,1.401,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.024,1.4693,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.026,1.51365,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.028,1.56906,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.03,1.58312,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.032,1.59262,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.034,1.63479,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.036,1.68683,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.038,1.72659,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.04,1.70901,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.042,1.74724,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.044,1.75634,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.046,1.75079,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.048,1.82781,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.05,1.841,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.052,1.83185,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.054,1.77325,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.056,1.79895,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.058,1.81125,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.06,1.83465,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.062,1.85258,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.064,1.8641,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.066,1.83584,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.068,1.81394,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.07,1.8319,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.072,1.8719,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.074,1.88721,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.076,1.94238,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.078,1.79057,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.08,1.89518,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.082,1.95608,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.084,1.86363,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.086,1.82444,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.088,1.89258,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.09,1.89106,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.092,1.90529,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.094,1.91905,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.096,1.84305,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.098,1.9248,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.1,1.83025,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.102,1.87477,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.104,1.86744,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.106,1.87226,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.108,1.90826,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.11,1.83745,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.112,1.84464,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.114,1.83955,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.116,1.89316,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.118,1.87272,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.12,1.89666,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.122,1.86304,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.124,1.84594,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.126,1.92376,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.128,1.869,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.13,1.86287,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.132,1.90808,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.134,1.8235,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.136,1.83331,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.138,1.85922,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.14,1.89097,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.142,1.82517,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.144,1.82946,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.146,1.91072,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.148,1.87986,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.15,1.83317,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.152,1.83214,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.154,1.92491,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.156,1.89146,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.158,1.85852,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.16,1.83346,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.162,1.85718,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.164,1.87785,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.166,1.8181,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.168,1.89297,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.17,1.81873,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.172,1.82282,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.174,1.91244,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.176,1.83252,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
0.178,1.86939,600,10000000.0,11,(113),Cu,gbs_Cu_S11_600K_10000000s-1_104
