shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.0,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.002,0.38387,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.004,0.72618,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.006,0.97909,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.008,1.18324,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.01,1.36387,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.012,1.49996,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.014,1.65108,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.016,1.77398,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.018,1.85322,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.02,1.9398,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.022,2.02962,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.024,2.08956,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.026,2.08033,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.028,2.17086,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.03,2.2501,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.032,2.20079,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.034,2.2437,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.036,2.25677,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.038,2.26482,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.04,2.27985,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.042,2.28577,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.044,2.33808,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.046,2.35088,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.048,2.27588,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.05,2.31188,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.052,2.27823,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
0.054,2.34405,800,1000000.0,5,(210),Fe,gbs_Fe_S5_800K_1000000s-1_003
