shear_strain,shear_stress_GPa,temperature_K,strain_rate_s^-1,gb_sigma,gb_plane,material,run_id
0.0,0.01396,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.002,0.25098,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.004,0.46417,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.006,0.63447,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.008,0.82491,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.01,0.99163,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.012,1.15086,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.014,1.30181,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.016,1.36269,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.018,1.50377,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.02,1.59363,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.022,1.73295,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.024,1.76354,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.026,1.86685,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.028,1.92661,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.03,1.90827,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.032,2.00205,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.034,2.05562,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.036,2.05529,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.038,2.10342,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.04,2.1492,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.042,2.19365,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.044,2.14629,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.046,2.24639,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.048,2.20317,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.05,2.22395,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.052,2.24663,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.054,2.29896,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
0.056,2.27638,600,10000000.0,17,(410),Al,gbs_Al_S17_600K_10000000s-1_068
